"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Bradley Locko","Reims","FRA","MF","DF",19,1,2,0,0,7,2,28.6,0.14,0.5,24.1,0,20,16,4,7,6,1
"Brandon Domingues","Troyes","FRA","MF","FW",21,0,1,0,0,4,2,50,0.25,0.5,19.6,0,6,5,1,0,0,0
"Brayann Pereira","Lens","FRA","DF","MF",18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Brendan Chardonnet","Brest","FRA","DF",NA,26,0,3,0,0,14,6,42.9,0.21,0.5,13.7,0,19,15,4,2,2,0
"Bruno Guimarães","Lyon","BRA","MF",NA,23,3,3,0,0,11,2,18.2,0,0,24.2,1,83,69,14,9,8,1
"Bryan Djile Nokoué","Saint-Étienne","CMR","DF","MF",19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Burak Yılmaz","Lille","TUR","FW",NA,36,3,7,2,2,68,25,36.8,0.03,0.08,17,5,46,31,15,5,2,3
"Caio Henrique Oliveira Silva","Monaco","BRA","DF",NA,24,8,10,0,0,19,6,31.6,0.11,0.33,21.8,4,91,63,28,12,10,2
"Calvin Stengs","Nice","NED","MF",NA,22,1,2,0,0,21,5,23.8,0.05,0.2,17.9,0,40,29,11,3,3,0
"Casimir Ninga","Angers","CHA","FW",NA,28,0,0,0,0,9,2,22.2,0,0,12.3,0,4,3,1,0,0,0
"Castello Lukeba","Lyon","FRA","DF",NA,18,0,2,0,0,6,3,50,0.33,0.67,8.3,0,14,12,2,0,0,0
"Cédric Bakambu","Marseille","COD","FW",NA,30,0,4,0,0,19,8,42.1,0.21,0.5,13.4,0,13,11,2,3,3,0
"Cédric Hountondji","Clermont Foot","BEN","DF",NA,27,0,1,0,0,8,3,37.5,0.13,0.33,9.7,0,6,3,3,1,1,0
"Cengiz Ünder","Marseille","TUR","FW","MF",24,2,12,1,1,57,19,33.3,0.16,0.47,19.2,1,83,53,30,9,5,4
"Cesc Fàbregas","Monaco","ESP","MF",NA,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,1,2,0,0,0
"Charles Abi","Saint-Étienne","FRA","FW",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Charles Boli","Lens","FRA","MF","DF",22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Charles Traore","Nantes","MLI","DF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,6,2,0,0,0
"Cheick Doucouré","Lens","MLI","MF",NA,21,4,5,0,0,31,11,35.5,0.03,0.09,22.9,0,96,83,13,9,7,2
"Cheikh Niasse","Lille","SEN","FW","MF",21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Cheikh Tidiane Sabaly","Metz","SEN","FW","MF",22,0,0,0,0,2,1,50,0,0,19.5,0,6,6,0,1,1,0
"Chrislain Matsima","Monaco","FRA","DF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Christophe Hérelle","Brest","MTQ","DF",NA,28,0,0,0,0,6,2,33.3,0,0,11.1,0,11,10,1,0,0,0
"Christopher Wooh","Lens","CMR","DF",NA,19,1,1,0,0,8,2,25,0,0,18.6,0,11,6,5,3,2,1
"Colin Dagba","Paris S-G","FRA","DF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,0,0
"Corentin Jean","Lens","FRA","FW","MF",26,0,1,0,0,7,2,28.6,0.14,0.5,18.1,0,8,5,3,0,0,0
"Damien Da Silva","Lyon","FRA","DF",NA,33,0,0,0,0,12,1,8.3,0,0,10.7,0,9,5,4,1,1,0
"Dan Ndoye","Nice","SUI","FW","MF",20,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,1,1,0
"Dango Ouattara","Lorient","BFA","MF","FW",19,2,3,0,0,24,8,33.3,0.04,0.13,17.5,0,24,14,10,2,2,0
"Danijel Petković","Angers","MNE","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Danilo Barbosa","Nice","BRA","DF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Danilo Pereira","Paris S-G","POR","MF",NA,29,0,5,0,0,19,8,42.1,0.26,0.63,10.7,0,25,19,6,1,1,0
"Dante","Nice","BRA","DF",NA,37,0,0,0,0,12,2,16.7,0,0,14.2,0,27,23,4,3,1,2
"Danylo Ihnatenko","Bordeaux","UKR","MF",NA,24,3,3,0,0,12,1,8.3,0,0,28,1,24,19,5,4,2,2
"Darío Benedetto","Marseille","ARG","FW","MF",31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"David Costa","Lens","POR","MF","FW",20,5,8,0,0,25,8,32,0.12,0.38,19.9,0,70,61,9,10,8,2
"Deiver Machado","Lens","COL","DF","MF",27,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,16,12,4,1,1,0
"Denis Bouanga","Saint-Étienne","GAB","FW","MF",26,6,15,0,0,84,30,35.7,0.11,0.3,18.9,4,87,49,38,12,5,7
"Dennis Appiah","Nantes","FRA","DF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,15,13,2,0,0,0
"Dénys Bain","Brest","FRA","DF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Derek Mazou-Sacko","Troyes","FRA","FW","DF",16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Didier Lamkel Zé","Metz","CMR","FW",NA,24,0,3,0,0,14,7,50,0.21,0.43,12.9,0,16,10,6,1,0,1
"Dilane Bakwa","Bordeaux","FRA","FW","MF",18,0,0,0,0,2,1,50,0,0,18,0,0,0,0,0,0,0
"Dimitri Liénard","Strasbourg","FRA","DF","MF",33,3,5,0,0,23,3,13,0.09,0.67,21.2,4,70,40,30,10,7,3
"Dimitri Payet","Marseille","FRA","FW","MF",34,10,22,7,7,61,18,29.5,0.08,0.28,24.4,24,191,116,75,20,12,8
"Dimitry Bertaud","Montpellier","COD","GK",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,1,1,0
"Dion Lopy","Reims","SEN","MF",NA,19,0,0,0,0,16,2,12.5,0,0,23.8,0,22,17,5,2,2,0
"Dion Moise Sahi","Strasbourg","CIV","FW","MF",19,0,0,0,0,5,2,40,0,0,11.5,0,2,1,1,0,0,0
"Djeidi Gassama","Paris S-G","FRA","FW",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Djibril Sidibé","Monaco","FRA","DF",NA,29,0,0,0,0,4,1,25,0,0,23.9,1,16,13,3,1,1,0
"Doğan Alemdar","Rennes","TUR","GK",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0
"Domagoj Bradarić","Lille","CRO","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,8,2,0,0,0
"Duje Ćaleta-Car","Marseille","CRO","DF",NA,24,0,2,0,0,12,4,33.3,0.17,0.5,10.6,0,11,9,2,2,1,1
"Dylan Bronn","Metz","TUN","DF",NA,26,2,3,0,0,15,7,46.7,0.07,0.14,13.6,0,15,14,1,4,3,1
"Dylan Chambost","Troyes","FRA","MF","FW",23,1,1,0,0,10,1,10,0,0,20.6,1,21,16,5,1,0,1
"Edon Zhegrova","Lille","KVX","MF","FW",22,1,3,0,0,15,7,46.7,0.13,0.29,20.3,0,30,19,11,1,1,0
"Edouard Michut","Paris S-G","FRA","MF",NA,18,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,0
"Eduardo Camavinga","Rennes","FRA","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,0
"Eiji Kawashima","Strasbourg","JPN","GK",NA,38,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"El Bilal Touré","Reims","MLI","FW",NA,19,4,6,1,1,32,10,31.3,0.03,0.1,14,0,28,21,7,7,5,2
"El Chadaille Bitshiabu","Paris S-G","FRA","DF",NA,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Elba Rashani","Clermont Foot","KVX","FW","MF",28,3,11,0,0,30,12,40,0.27,0.67,13.7,0,34,27,7,5,4,1
"Elhadji Dieye","Saint-Étienne","SEN","FW","MF",19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Eliaquim Mangala","Saint-Étienne","FRA","DF",NA,30,0,1,0,0,3,1,33.3,0.33,1,9.9,0,1,1,0,0,0,0
"Eliot Matazo","Monaco","BEL","MF",NA,19,0,0,0,0,4,1,25,0,0,28,0,11,9,2,0,0,0
"Elye Wahi","Montpellier","FRA","FW",NA,18,1,11,0,0,43,20,46.5,0.23,0.5,12.9,0,24,15,9,5,4,1
"Emerson Palmieri","Lyon","ITA","DF",NA,26,2,3,0,0,16,5,31.3,0.06,0.2,22.7,6,63,48,15,5,5,0
"Enock Kwateng","Bordeaux","FRA","DF",NA,24,0,1,0,0,7,3,42.9,0.14,0.33,16.7,0,32,25,7,0,0,0
"Enzo Crivelli","Saint-Étienne","FRA","FW","MF",26,0,0,0,0,3,1,33.3,0,0,14.1,0,0,0,0,0,0,0
"Enzo Ebosse","Angers","CMR","DF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,26,18,8,1,1,0
"Enzo Le Fée","Lorient","FRA","MF","FW",21,3,5,0,0,33,9,27.3,0.06,0.22,23.9,5,101,59,42,8,4,4
"Enzo Tchato","Montpellier","CMR","FW",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Eric N'Jo","Troyes","FRA","DF",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Erik Palmer-Brown","Troyes","USA","DF",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,6,1,0,0,0
"Etienne Green","Saint-Étienne","ENG","GK",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,1,2,0,0,0
"Evann Guessand","Nice","CIV","FW",NA,20,2,3,0,0,12,5,41.7,0.08,0.2,10.3,0,14,5,9,3,2,1
"Fabien Centonze","Metz","FRA","DF",NA,25,1,5,0,0,15,7,46.7,0.27,0.57,20.8,0,27,19,8,4,4,0
"Fabien Lemoine","Lorient","FRA","MF",NA,34,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,22,20,2,1,1,0
"Fábio","Nantes","BRA","DF",NA,31,2,2,0,0,11,1,9.1,0,0,17.7,0,28,19,9,5,4,1
"Facundo Medina","Lens","ARG","DF",NA,22,0,1,0,0,9,2,22.2,0.11,0.5,9.9,0,33,28,5,5,4,1
"Falaye Sacko","Saint-Étienne","MLI","DF",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,9,8,1,0,0,0
"Fali Candé","Metz","GNB","DF",NA,23,2,2,0,0,6,2,33.3,0,0,27,3,17,9,8,3,3,0
"Farid Boulaya","Metz","ALG","MF","FW",28,2,6,0,0,19,6,31.6,0.21,0.67,24.2,6,46,31,15,2,0,2
"Farid El Melali","Angers","ALG","FW",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Félix Lemaréchal","Monaco","FRA","MF",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Flavien Tait","Rennes","FRA","MF",NA,28,3,8,0,0,42,12,28.6,0.12,0.42,20.7,0,97,73,24,11,7,4
"Flavius Daniliuc","Nice","AUT","DF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,11,11,0,2,2,0
"Florent Mollet","Montpellier","FRA","FW","MF",29,2,8,0,0,55,17,30.9,0.11,0.35,21.5,12,88,53,35,6,4,2
"Florent Ogier","Clermont Foot","FRA","DF",NA,32,0,1,0,0,7,3,42.9,0.14,0.33,11.6,0,9,9,0,1,1,0
"Florian Sotoca","Lens","FRA","FW","MF",30,4,10,2,2,69,24,34.8,0.06,0.17,15.5,0,80,58,22,9,4,5
"Florian Tardieu","Troyes","FRA","MF",NA,29,2,6,4,4,20,5,25,0,0,31.2,4,93,58,35,3,2,1
"Fodé Doucouré","Reims","MLI","DF","FW",20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0
"Franck Honorat","Brest","FRA","FW","MF",24,4,15,0,0,60,30,50,0.18,0.37,20.5,1,124,73,51,15,6,9
"Fransérgio","Bordeaux","BRA","MF",NA,30,1,1,0,0,14,2,14.3,0,0,21.7,1,15,12,3,2,2,0
"Fraser Hornby","Reims","SCO","FW","MF",21,0,0,0,0,6,2,33.3,0,0,12.2,0,4,4,0,0,0,0
"Frederic Guilbert","Strasbourg","FRA","DF",NA,26,4,4,0,0,24,5,20.8,0,0,24.5,3,93,50,43,6,3,3
"Gabriel Gudmundsson","Lille","SWE","DF","MF",22,0,1,0,0,19,6,31.6,0.05,0.17,17,0,27,19,8,1,1,0
"Gabriel Silva","Saint-Étienne","BRA","DF","MF",30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0
"Gaël Kakuta","Lens","COD","MF","FW",30,2,5,1,1,40,14,35,0.05,0.14,23.6,2,52,37,15,4,2,2
"Gaëtan Laborde","Montpellier","FRA","FW",NA,27,0,3,0,0,14,4,28.6,0.21,0.75,15.5,0,79,61,18,19,13,6
"Gaëtan Laborde","Montpellier","FRA","FW",NA,27,0,3,0,0,14,4,28.6,0.21,0.75,15.5,0,10,6,4,0,0,0
"Gaëtan Laborde","Montpellier","FRA","FW",NA,27,0,3,0,0,84,32,38.1,0.12,0.31,12.4,0,79,61,18,19,13,6
"Gaëtan Laborde","Montpellier","FRA","FW",NA,27,0,3,0,0,84,32,38.1,0.12,0.31,12.4,0,10,6,4,0,0,0
"Gaëtan Laborde","Rennes","FRA","FW",NA,27,8,20,2,2,14,4,28.6,0.21,0.75,15.5,0,79,61,18,19,13,6
"Gaëtan Laborde","Rennes","FRA","FW",NA,27,8,20,2,2,14,4,28.6,0.21,0.75,15.5,0,10,6,4,0,0,0
"Gaëtan Laborde","Rennes","FRA","FW",NA,27,8,20,2,2,84,32,38.1,0.12,0.31,12.4,0,79,61,18,19,13,6
"Gaëtan Laborde","Rennes","FRA","FW",NA,27,8,20,2,2,84,32,38.1,0.12,0.31,12.4,0,10,6,4,0,0,0
"Gaëtan Poussin","Bordeaux","FRA","GK",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0
"Gauthier Gallon","Troyes","FRA","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Gelson Martins","Monaco","POR","MF","FW",26,3,7,0,0,30,11,36.7,0.13,0.36,13.5,0,38,29,9,3,3,0
"Georges Mikautadze","Metz","GEO","FW",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Georginio Wijnaldum","Paris S-G","NED","MF",NA,30,3,4,0,0,22,2,9.1,0.05,0.5,15.3,0,26,24,2,7,6,1
"Gerson","Marseille","BRA","MF","FW",24,4,13,0,0,45,18,40,0.2,0.5,17.2,0,82,59,23,12,8,4
"Gerson Rodrigues","Troyes","LUX","FW","MF",26,1,2,0,0,23,7,30.4,0.04,0.14,19.9,0,21,19,2,2,1,1
"Gerzino Nyamsi","Strasbourg","FRA","DF",NA,24,2,2,0,0,28,6,21.4,0,0,10.7,0,14,9,5,2,2,0
"Ghislain Konan","Reims","CIV","DF",NA,25,3,4,0,0,19,5,26.3,0.05,0.2,24.1,1,54,45,9,6,5,1
"Gianluigi Donnarumma","Paris S-G","ITA","GK",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Gideon Mensah","Bordeaux","GHA","DF",NA,23,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,35,31,4,5,4,1
"Giulian Biancone","Troyes","FRA","DF","MF",21,2,3,0,0,28,9,32.1,0.04,0.11,18.3,1,45,34,11,3,2,1
"Grejohn Kyei","Clermont Foot","FRA","FW",NA,25,1,1,0,0,11,3,27.3,0,0,9.5,0,11,8,3,1,1,0
"Guillermo Maripán","Monaco","CHI","DF",NA,27,0,0,0,0,7,2,28.6,0,0,10.6,0,14,12,2,1,1,0
"Habib Diallo","Strasbourg","SEN","FW",NA,26,1,12,2,2,49,21,42.9,0.18,0.43,13.2,0,33,24,9,8,4,4
"Habib Diarra","Strasbourg","SEN","MF",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Habib Keita","Lyon","MLI","MF","FW",19,0,0,0,0,2,2,100,0,0,19.3,0,0,0,0,0,0,0
"Habib Maïga","Metz","CIV","MF",NA,25,0,2,0,0,11,5,45.5,0.18,0.4,20.4,0,26,23,3,1,1,0
"Hamari Traoré","Rennes","MLI","DF",NA,29,10,13,0,0,31,9,29,0.1,0.33,17.2,0,77,64,13,15,13,2
"Haris Belkebla","Brest","ALG","MF",NA,27,0,0,0,0,4,1,25,0,0,24.3,0,34,32,2,1,1,0
"Harold Moukoudi","Saint-Étienne","CMR","DF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,12,9,3,0,0,0
"Hassane Kamara","Nice","CIV","MF","DF",27,0,0,0,0,13,1,7.7,0,0,17.4,0,7,6,1,1,1,0
"Hatem Ben Arfa","Lille","FRA","FW","MF",34,1,1,0,0,3,1,33.3,0,0,16.6,1,13,9,4,2,1,1
"Henrique","Lyon","BRA","DF",NA,27,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,18,17,1,1,1,0
"Hianga Mananga Mbock","Brest","FRA","MF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,4,2,1,1,0
"Hicham Boudaoui","Nice","ALG","MF",NA,21,2,5,0,0,16,5,31.3,0.19,0.6,18.1,0,32,27,5,4,4,0
"Houboulang Mendes","Lorient","GNB","DF",NA,23,1,1,0,0,21,5,23.8,0,0,19.6,0,40,32,8,2,1,1
"Houssem Aouar","Lyon","ALG","MF","FW",23,4,10,0,0,76,24,31.6,0.08,0.25,17.9,0,101,77,24,6,5,1
"Hugo Ekitike","Reims","FRA","FW",NA,19,3,13,2,1,29,16,55.2,0.31,0.56,14.4,0,40,23,17,9,4,5
"Hugo Magnetti","Brest","FRA","MF",NA,23,1,1,0,0,17,2,11.8,0,0,24.4,0,20,16,4,2,0,2
"Hwang Ui-jo","Bordeaux","KOR","FW",NA,28,2,13,0,0,55,22,40,0.2,0.5,16.4,0,30,17,13,1,1,0
"Ibrahim Amadou","Metz","FRA","DF","MF",28,0,1,0,0,3,2,66.7,0.33,0.5,9.4,0,9,8,1,0,0,0
"Ibrahim Diakité","Reims","GUI","MF",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Ibrahima Baldé","Lens","FRA","FW","MF",18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Ibrahima Koné","Lorient","MLI","FW",NA,22,1,6,0,0,15,8,53.3,0.33,0.63,14.9,0,27,17,10,3,2,1
"Ibrahima Niane","Metz","SEN","FW",NA,22,1,4,1,1,42,9,21.4,0.05,0.22,17.9,1,29,19,10,6,4,2
"Ibrahima Sissoko","Strasbourg","MLI","MF","DF",23,5,7,0,0,26,6,23.1,0.08,0.33,15,0,57,45,12,8,7,1
"Idrissa Gana Gueye","Paris S-G","SEN","MF",NA,31,1,4,0,0,24,7,29.2,0.13,0.43,23.6,0,38,32,6,3,3,0
"Ignatius Ganago","Lens","CMR","FW",NA,22,1,6,0,0,31,10,32.3,0.16,0.5,13.2,0,29,21,8,1,1,0
"Igor Carioca","Lorient","BRA","DF",NA,24,0,0,0,0,14,6,42.9,0,0,22.7,0,31,25,6,2,2,0
"Ike Ugbo","Troyes","CAN","FW",NA,22,0,5,1,1,15,6,40,0.27,0.67,14.7,0,10,7,3,1,0,1
"Ilan Kebbal","Reims","ALG","MF","FW",23,4,5,0,0,27,6,22.2,0.04,0.17,19.7,0,71,50,21,7,4,3
"Irvin Cardona","Brest","FRA","FW","MF",23,2,6,0,0,26,12,46.2,0.15,0.33,15.4,0,27,18,9,4,2,2
"Isaac Lihadji","Lille","FRA","MF","FW",19,3,4,0,0,3,2,66.7,0.33,0.5,19,0,18,13,5,4,3,1
"Islam Slimani","Lyon","ALG","FW",NA,33,1,2,0,0,12,4,33.3,0.08,0.25,11.5,0,14,10,4,2,1,1
"Ismaël Boura","Lens","COM","DF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Ismaël Doukouré","Strasbourg","FRA","DF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Ismaël Gharbi","Paris S-G","ESP","FW",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Ismaël Traoré","Angers","CIV","DF",NA,34,1,5,0,0,25,9,36,0.16,0.44,9.2,0,20,15,5,1,1,0
"Ismail Jakobs","Monaco","SEN","DF","FW",21,1,1,0,0,5,1,20,0,0,13.7,0,39,30,9,5,3,2
"Issa Kaboré","Troyes","BFA","DF","MF",20,1,1,0,0,7,2,28.6,0,0,19.2,0,52,34,18,2,2,0
"Issouf Sissokho","Bordeaux","MLI","MF",NA,19,0,0,0,0,3,2,66.7,0,0,24.3,0,14,12,2,0,0,0
"Ivo Grbić","Lille","CRO","GK",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,0,0,0
"Jason Berthomier","Clermont Foot","FRA","MF",NA,31,5,6,0,0,23,4,17.4,0.04,0.25,20.8,6,89,45,44,9,3,6
"Jason Denayer","Lyon","BEL","DF",NA,26,0,3,0,0,6,4,66.7,0.5,0.75,7.7,0,4,4,0,1,1,0
"Jason Mbock","Angers","FRA","FW",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Javairô Dilrosun","Bordeaux","NED","MF","FW",23,6,8,0,0,40,10,25,0.05,0.2,22.4,5,83,47,36,12,6,6
"Jean Lucas","Monaco","BRA","MF",NA,23,1,2,0,0,26,9,34.6,0.04,0.11,21,1,37,18,19,2,2,0
"Jean Onana","Bordeaux","CMR","MF",NA,21,2,5,0,0,21,4,19,0.14,0.75,23.4,0,38,32,6,4,3,1
"Jean-Armel Kana-Biyik","Metz","CMR","DF",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Jean-Charles Castelletto","Nantes","CMR","DF",NA,26,0,1,0,0,16,4,25,0.06,0.25,10.8,0,17,12,5,1,0,1
"Jean-Clair Todibo","Nice","FRA","DF",NA,21,0,1,0,0,19,6,31.6,0.05,0.17,9.9,0,34,26,8,4,2,2
"Jean-Claude Billong","Clermont Foot","CMR","DF",NA,27,0,0,0,0,5,1,20,0,0,10.8,0,4,3,1,0,0,0
"Jean-Eudes Aholou","Strasbourg","CIV","MF",NA,27,1,2,0,0,17,2,11.8,0.06,0.5,21.2,0,23,19,4,3,3,0
"Jean-Kévin Augustin","Nantes","FRA","FW","MF",24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Jean-Kevin Duverne","Brest","HAI","DF",NA,24,3,4,0,0,12,3,25,0.08,0.33,17.1,0,58,45,13,6,5,1
"Jean-Louis Leca","Lens","FRA","GK",NA,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,1
"Jean-Philippe Krasso","Saint-Étienne","CIV","FW",NA,24,1,2,0,0,12,2,16.7,0.08,0.5,11.2,0,15,8,7,4,3,1
"Jean-Ricner Bellegarde","Strasbourg","FRA","MF",NA,23,3,5,0,0,31,7,22.6,0.06,0.29,20.8,2,52,32,20,5,3,2
"Jeanuël Belocian","Rennes","FRA","DF",NA,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Jeff Reine-Adélaïde","Lyon","FRA","MF","DF",23,1,1,0,0,3,1,33.3,0,0,22.5,0,13,12,1,2,2,0
"Jemerson","Metz","BRA","DF",NA,28,0,0,0,0,5,2,40,0,0,11.5,0,4,3,1,0,0,0
"Jens Cajuste","Reims","SWE","MF","FW",21,0,2,1,1,8,6,75,0.13,0.17,16.9,0,7,3,4,1,1,0
"Jere Uronen","Brest","FIN","DF",NA,27,0,0,0,0,4,1,25,0,0,28.3,0,5,3,2,0,0,0
"Jeremy Doku","Rennes","BEL","FW","MF",19,2,3,0,0,5,2,40,0.2,0.5,15.1,0,24,17,7,5,4,1
"Jérémy Le Douaron","Brest","FRA","FW","MF",23,3,8,0,0,35,16,45.7,0.14,0.31,14.6,0,25,20,5,5,4,1
"Jérémy Morel","Lorient","MAD","DF",NA,37,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,0,0
"Jérémy Pied","Lille","FRA","DF","FW",32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Jérôme Boateng","Lyon","GER","DF",NA,32,1,1,0,0,5,3,60,0,0,17.9,0,23,20,3,3,3,0
"Jérôme Hergault","Lorient","FRA","DF",NA,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,3,2,0,0,0
"Jérôme Phojo","Clermont Foot","FRA","DF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Jessy Moulin","Troyes","FRA","GK",NA,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Jim Allevinah","Clermont Foot","GAB","FW",NA,26,2,3,0,0,43,15,34.9,0.02,0.07,19.2,1,53,32,21,3,2,1
"Jimmy Briand","Bordeaux","FRA","FW","MF",35,1,3,2,1,8,2,25,0.13,0.5,17.2,0,18,14,4,2,1,1
"Jimmy Cabot","Angers","FRA","DF",NA,27,5,5,0,0,11,3,27.3,0,0,22.4,0,36,28,8,4,3,1
"Jimmy Giraudon","Troyes","FRA","DF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,7,0,0,0,0
"Jodel Dossou","Clermont Foot","BEN","FW",NA,29,1,4,0,0,52,17,32.7,0.06,0.18,17.1,0,66,42,24,6,2,4
"Johan Gastien","Clermont Foot","FRA","MF",NA,33,1,1,0,0,24,7,29.2,0,0,23.5,1,74,54,20,8,6,2
"Johaneko Louisjean","Bordeaux","FRA","DF",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Jonas Martin","Rennes","FRA","MF",NA,31,1,2,0,0,21,4,19,0.05,0.25,20.3,0,38,32,6,4,3,1
"Jonas Omlin","Montpellier","SUI","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,2,2,0
"Jonathan Bamba","Lille","CIV","MF","FW",25,2,3,0,0,51,12,23.5,0.02,0.08,19.9,2,89,47,42,7,5,2
"Jonathan Clauss","Lens","FRA","DF",NA,28,11,16,0,0,40,16,40,0.13,0.31,22.1,12,142,82,60,21,16,5
"Jonathan David","Lille","CAN","FW",NA,21,0,15,3,2,67,30,44.8,0.19,0.43,13.8,0,77,63,14,4,4,0
