"Player","Squad","Nation","Pos","Pos2","Age","Progression_Carries","Progression_Passes_Delivered","Progression_Passes_Recived","Total_Passes_Completed","Total_Passes_Attempted","Total_Pass_Percentage","Short_Passes_Completed","Short_Passes_Attempted","Short_Pass_Percentage","Long_Passes_Completed","Long_Passes_Attempted","Long_Pass_Percentage","Medium_Passes_Completed","Medium_Passes_Attempted","Medium_Pass_Percentage","Key_Passes","Passes_Into_Penalty_Area","Crosses_Into_Penalty_Area","Live_Pass","Dead_Pass","Free_Kicks","Through_Balls","Switches","Crosses","Throw_Ins","Corner_Kicks","Offside","Touches","Take_Ons_Attempted","Take_Ons_Wins","Take_On_Win_Percentage","Take_Ons_Tackled","Take_Ons_Tackled_Percentage"
"Jeff Reine-Adélaïde","Angers","FRA","MF",NA,21,4,6,2,28,34,82.4,13,14,92.9,4,6,66.7,10,11,90.9,1,3,0,33,1,0,0,0,0,0,0,0,514,48,35,72.9,13,27.1
"Jemerson","Monaco","BRA","DF","MF",26,11,59,6,539,648,83.2,225,249,90.4,20,51,39.2,284,320,88.8,2,1,0,587,59,26,1,6,6,33,0,2,731,2,2,100,0,0
"Jérémy Gélin","Rennes","FRA","DF","MF",22,0,38,1,482,548,88,133,150,88.7,80,106,75.5,265,282,94,2,1,0,534,14,14,0,1,1,0,0,0,641,1,0,0,1,100
"Jérémy Morel","Rennes","MAD","DF",NA,35,16,61,19,858,1039,82.6,353,398,88.7,97,152,63.8,397,449,88.4,8,5,3,937,100,42,1,7,12,58,0,2,1187,12,8,66.7,4,33.3
"Jérémy Pied","Lille","FRA","DF",NA,30,11,32,24,239,331,72.2,127,142,89.4,15,43,34.9,93,126,73.8,2,11,7,266,63,4,0,1,20,59,0,2,390,6,3,50,3,50
"Jhonder Cádiz","Dijon","VEN","FW","MF",24,25,20,64,112,191,58.6,73,102,71.6,8,19,42.1,28,46,60.9,10,5,0,170,19,0,3,1,7,2,0,2,321,37,19,51.4,18,48.6
"Jimmy Briand","Bordeaux","FRA","FW",NA,33,9,15,73,258,332,77.7,163,196,83.2,7,12,58.3,46,59,78,18,3,0,292,38,2,1,0,3,2,0,2,486,14,4,28.6,10,71.4
"Joachim Andersen","Lyon","DEN","DF",NA,23,6,79,1,1195,1333,89.6,312,345,90.4,152,209,72.7,721,756,95.4,4,2,0,1303,27,26,2,19,1,1,0,3,1480,3,3,100,0,0
"John Boye","Metz","GHA","DF",NA,32,1,28,0,783,918,85.3,251,280,89.6,88,143,61.5,437,477,91.6,1,1,0,898,19,17,0,7,0,2,0,1,1177,6,4,66.7,2,33.3
"Jonas Martin","Strasbourg","FRA","MF",NA,29,3,13,1,76,84,90.5,37,39,94.9,9,10,90,27,31,87.1,1,0,0,79,5,5,0,0,1,0,0,0,208,4,3,75,1,25
"Jonas Martin","Strasbourg","FRA","MF",NA,29,3,13,1,166,186,89.2,71,79,89.9,21,27,77.8,65,67,97,3,2,0,79,5,5,0,0,1,0,0,0,208,4,3,75,1,25
"Jonas Martin","Rennes","FRA","MF",NA,29,1,8,0,166,186,89.2,71,79,89.9,21,27,77.8,65,67,97,3,2,0,167,19,16,0,4,6,1,2,0,208,4,3,75,1,25
"Jonas Martin","Strasbourg","FRA","MF",NA,29,3,13,1,76,84,90.5,37,39,94.9,9,10,90,27,31,87.1,1,0,0,167,19,16,0,4,6,1,2,0,208,4,3,75,1,25
"Jonas Martin","Strasbourg","FRA","MF",NA,29,3,13,1,166,186,89.2,71,79,89.9,21,27,77.8,65,67,97,3,2,0,167,19,16,0,4,6,1,2,0,208,4,3,75,1,25
"Jonas Martin","Rennes","FRA","MF",NA,29,1,8,0,76,84,90.5,37,39,94.9,9,10,90,27,31,87.1,1,0,0,79,5,5,0,0,1,0,0,0,208,4,3,75,1,25
"Jonas Martin","Rennes","FRA","MF",NA,29,1,8,0,166,186,89.2,71,79,89.9,21,27,77.8,65,67,97,3,2,0,79,5,5,0,0,1,0,0,0,208,4,3,75,1,25
"Jonas Martin","Rennes","FRA","MF",NA,29,1,8,0,76,84,90.5,37,39,94.9,9,10,90,27,31,87.1,1,0,0,167,19,16,0,4,6,1,2,0,208,4,3,75,1,25
"Jonathan Bamba","Lille","CIV","FW","MF",23,86,80,132,662,835,79.3,365,413,88.4,57,95,60,172,212,81.1,36,17,0,766,63,15,7,5,51,17,31,6,1076,82,45,54.9,37,45.1
"Jonathan Cafu","Bordeaux","BRA","DF",NA,28,8,2,16,74,90,82.2,36,43,83.7,0,1,0,35,40,87.5,2,1,0,82,8,0,1,0,3,8,0,0,121,6,3,50,3,50
"Jonathan Ikone","Lille","FRA","MF","FW",21,67,72,162,533,700,76.1,286,338,84.6,37,61,60.7,167,202,82.7,31,31,4,659,35,5,19,4,21,12,3,6,983,119,72,60.5,47,39.5
"Jordan Amavi","Marseille","FRA","DF",NA,25,62,72,92,974,1236,78.8,495,569,87,80,126,63.5,361,460,78.5,12,11,4,1021,215,14,0,1,31,201,0,0,1591,52,30,57.7,22,42.3
"Jordan Ferri","Montpellier","FRA","MF",NA,27,32,97,50,594,731,81.3,280,306,91.5,66,100,66,239,280,85.4,22,13,2,687,40,27,1,16,30,4,9,4,859,32,21,65.6,11,34.4
"Jordan Lefort","Amiens","FRA","DF",NA,25,2,28,8,407,503,80.9,176,188,93.6,51,93,54.8,170,206,82.5,3,1,1,455,48,11,0,11,7,37,0,0,566,6,5,83.3,1,16.7
"Jordan Marié","Dijon","FRA","MF","FW",27,1,11,4,78,107,72.9,31,43,72.1,14,23,60.9,32,35,91.4,3,1,0,103,4,2,1,1,4,0,2,0,135,4,4,100,0,0
"Jordan Pefok","Rennes","USA","FW",NA,23,8,8,21,68,96,70.8,42,55,76.4,1,2,50,15,21,71.4,6,0,0,92,4,0,1,0,0,0,0,0,162,8,5,62.5,3,37.5
"Joris Chotard","Montpellier","FRA","MF",NA,17,8,59,17,417,545,76.5,155,186,83.3,75,116,64.7,177,215,82.3,11,9,2,524,18,17,1,15,10,1,0,3,687,15,7,46.7,8,53.3
"Joris Gnagnon","Rennes","FRA","DF",NA,22,10,35,3,586,657,89.2,171,188,91,48,67,71.6,363,390,93.1,4,1,0,637,17,16,0,1,4,1,0,3,792,4,4,100,0,0
"José Fonte","Lille","POR","DF",NA,35,9,82,8,1279,1479,86.5,437,469,93.2,141,217,65,679,748,90.8,6,5,0,1421,56,52,1,12,3,4,0,2,1678,3,2,66.7,1,33.3
"Josh Maja","Bordeaux","NGA","FW",NA,20,9,8,58,171,207,82.6,118,127,92.9,4,5,80,36,48,75,11,0,0,189,16,1,2,0,0,1,0,2,293,17,11,64.7,6,35.3
"Juan Bernat","Paris S-G","ESP","DF","MF",26,44,63,129,1007,1130,89.1,663,702,94.4,14,27,51.9,295,328,89.9,14,14,2,1007,119,13,0,0,24,106,0,4,1290,39,28,71.8,11,28.2
"Juan Ferney Otero","Amiens","COL","FW","MF",24,29,25,94,227,363,62.5,140,181,77.3,10,31,32.3,63,109,57.8,9,10,5,339,21,3,0,1,36,11,5,3,524,30,10,33.3,20,66.7
"Julian Draxler","Paris S-G","GER","MF",NA,25,35,61,51,429,485,88.5,236,257,91.8,18,24,75,154,170,90.6,12,18,0,466,17,4,3,0,11,4,9,2,550,15,9,60,6,40
"Julien Faussurier","Brest","FRA","DF",NA,32,36,100,142,887,1278,69.4,393,457,86,119,256,46.5,366,511,71.6,27,43,20,979,295,22,4,13,80,269,4,4,1483,17,6,35.3,11,64.7
"Júlio Tavares","Dijon","CPV","FW",NA,30,13,42,134,348,541,64.3,216,305,70.8,11,21,52.4,103,163,63.2,32,17,2,498,41,5,1,0,17,16,0,2,769,26,6,23.1,20,76.9
"Junior Sambia","Montpellier","FRA","DF","MF",22,14,23,26,194,250,77.6,94,100,94,15,36,41.7,83,105,79,4,11,8,205,44,2,1,1,25,41,1,1,330,15,6,40,9,60
"Kalifa Coulibaly","Nantes","MLI","FW",NA,27,23,21,124,185,337,54.9,123,212,58,6,13,46.2,38,75,50.7,13,7,1,331,6,0,1,0,9,2,0,0,570,27,8,29.6,19,70.4
"Karl Toko Ekambi","Lyon","CMR","FW","MF",26,25,15,58,149,195,76.4,85,100,85,13,22,59.1,41,54,75.9,10,8,2,186,8,1,0,1,18,3,0,1,250,14,8,57.1,6,42.9
"Kasper Dolberg","Nice","DEN","FW",NA,21,20,10,90,221,290,76.2,132,163,81,3,4,75,75,87,86.2,12,2,0,242,47,1,0,1,3,1,0,1,527,35,13,37.1,22,62.9
"Keagan Dolly","Montpellier","RSA","MF",NA,26,4,8,13,60,75,80,32,37,86.5,2,7,28.6,24,25,96,4,1,0,69,6,2,1,0,4,1,3,0,93,6,2,33.3,4,66.7
"Keita Baldé","Monaco","SEN","FW","MF",24,27,23,78,191,285,67,121,158,76.6,5,19,26.3,55,79,69.6,6,6,1,267,17,2,0,0,16,5,6,1,391,8,5,62.5,3,37.5
"Kelvin Amian","Toulouse","FRA","DF",NA,21,38,68,27,546,676,80.8,273,301,90.7,43,86,50,210,249,84.3,5,8,2,533,141,21,1,2,12,120,0,2,844,24,11,45.8,13,54.2
"Kenny Lala","Strasbourg","MAD","DF","MF",27,94,97,73,1009,1362,74.1,379,443,85.6,199,325,61.2,403,513,78.6,30,28,14,1044,316,51,2,30,132,226,39,2,1562,68,44,64.7,24,35.3
"Kenny Tete","Lyon","NED","DF",NA,23,38,67,88,680,857,79.3,364,406,89.7,51,86,59.3,243,305,79.7,12,16,10,713,144,11,0,1,48,133,0,0,994,20,11,55,9,45
"Kévin Denkey","Nîmes","TOG","FW",NA,18,6,16,52,92,143,64.3,58,86,67.4,7,8,87.5,24,34,70.6,5,2,1,133,9,0,0,2,7,0,0,1,217,9,7,77.8,2,22.2
"Kévin N'Doram","Metz","FRA","MF",NA,23,21,86,7,802,905,88.6,385,424,90.8,68,90,75.6,325,346,93.9,6,5,0,871,33,30,1,7,0,2,0,1,1086,28,18,64.3,10,35.7
"Kevin Strootman","Marseille","NED","MF",NA,29,21,93,20,823,966,85.2,422,466,90.6,77,102,75.5,296,334,88.6,12,7,1,917,47,36,3,4,6,11,0,2,1122,5,3,60,2,40
"Kévin Zohi","Strasbourg","MLI","FW","MF",22,22,17,53,105,155,67.7,58,74,78.4,9,17,52.9,30,40,75,3,4,1,149,5,0,2,3,14,5,0,1,222,24,15,62.5,9,37.5
"Khéphren Thuram","Nice","FRA","MF",NA,18,3,24,4,329,378,87,155,173,89.6,23,33,69.7,146,158,92.4,3,2,1,367,11,10,1,2,1,1,0,0,460,12,8,66.7,4,33.3
"Kylian Mbappé","Paris S-G","FRA","FW",NA,20,115,59,260,501,661,75.8,325,390,83.3,22,34,64.7,120,165,72.7,39,29,5,622,37,3,3,3,48,9,14,2,910,107,55,51.4,52,48.6
"Lamine Fomba","Nîmes","FRA","MF",NA,21,11,41,27,278,405,68.6,137,185,74.1,19,33,57.6,113,148,76.4,10,3,0,399,4,0,0,1,6,1,0,2,621,22,13,59.1,9,40.9
"Lamine Koné","Strasbourg","CIV","DF",NA,30,15,49,3,598,741,80.7,195,231,84.4,103,154,66.9,281,319,88.1,4,6,2,710,30,27,1,15,4,3,0,1,884,10,8,80,2,20
"Laurent Koscielny","Bordeaux","FRA","DF",NA,33,5,56,3,1209,1378,87.7,350,382,91.6,111,175,63.4,733,789,92.9,2,2,0,1333,42,36,2,6,0,6,0,3,1600,5,3,60,2,40
"Layvin Kurzawa","Paris S-G","FRA","DF",NA,26,15,42,80,601,675,89,390,418,93.3,17,26,65.4,155,173,89.6,2,7,2,604,69,7,0,1,21,62,0,2,802,20,8,40,11,55
"Leandro Paredes","Paris S-G","ARG","MF",NA,25,10,106,8,875,944,92.7,448,466,96.1,93,116,80.2,306,321,95.3,5,5,0,917,24,20,1,14,4,4,0,3,1020,10,8,80,2,20
"Lebo Mothiba","Strasbourg","RSA","FW",NA,23,23,16,101,192,235,81.7,126,139,90.6,6,11,54.5,42,53,79.2,10,8,0,229,6,0,1,2,11,0,0,0,339,16,11,68.8,5,31.3
"Leo Dubois","Lyon","FRA","DF",NA,24,27,68,76,758,964,78.6,391,440,88.9,67,119,56.3,282,350,80.6,13,12,6,794,167,11,0,4,59,155,1,3,1109,21,11,52.4,10,47.6
"Lionel Carole","Strasbourg","FRA","DF",NA,28,32,81,61,625,808,77.4,283,318,89,79,138,57.2,245,303,80.9,14,16,4,684,121,12,1,11,50,109,0,3,924,22,14,63.6,8,36.4
"Loïc Perrin","Saint-Étienne","FRA","DF",NA,33,5,65,1,966,1109,87.1,348,379,91.8,112,162,69.1,490,532,92.1,4,3,0,1060,43,40,0,5,1,3,0,6,1283,2,2,100,0,0
"Loïc Rémy","Lille","FRA","FW",NA,32,19,20,72,168,215,78.1,98,118,83.1,14,16,87.5,49,59,83.1,8,5,1,202,12,0,1,4,6,2,0,1,302,19,11,57.9,8,42.1
"Lois Diony","Saint-Étienne","FRA","FW",NA,26,15,9,45,65,107,60.7,34,48,70.8,2,4,50,21,38,55.3,5,5,0,98,8,0,0,0,7,2,0,1,177,6,1,16.7,5,83.3
"Loris Benito","Bordeaux","SUI","DF",NA,27,50,119,73,1098,1333,82.4,552,608,90.8,62,116,53.4,456,534,85.4,17,14,5,1137,193,22,0,2,46,170,1,3,1537,13,5,38.5,8,61.5
"Lucas Da Cunha","Rennes","FRA","MF",NA,18,0,3,3,22,25,88,15,16,93.8,2,3,66.7,2,3,66.7,2,1,0,24,1,0,0,0,1,0,1,0,31,1,1,100,0,0
"Lucas Deaux","Nîmes","FRA","MF",NA,30,14,91,24,531,702,75.6,225,287,78.4,71,105,67.6,229,282,81.2,15,6,3,681,21,15,1,15,15,4,1,0,891,16,9,56.3,7,43.8
"Lucas Lima","Nantes","BRA","FW","DF",27,12,19,14,125,181,69.1,59,66,89.4,15,34,44.1,46,67,68.7,5,1,1,140,40,10,0,1,32,17,13,1,205,3,2,66.7,1,33.3
"Lucas Perrin","Marseille","FRA","DF",NA,20,1,5,2,233,256,91,74,76,97.4,35,46,76.1,119,125,95.2,0,0,0,247,9,6,0,4,0,3,0,0,302,3,3,100,0,0
"Lucas Tousart","Lyon","FRA","MF",NA,22,15,83,32,796,947,84.1,332,378,87.8,82,113,72.6,354,401,88.3,10,5,3,930,17,16,3,11,13,0,1,0,1198,24,15,62.5,9,37.5
"Ludovic Ajorque","Strasbourg","FRA","FW",NA,25,21,30,137,354,516,68.6,186,263,70.7,24,38,63.2,109,151,72.2,16,13,3,493,18,0,4,5,13,3,0,5,712,19,7,36.8,12,63.2
"Ludovic Baal","Brest","GUF","DF",NA,33,29,48,42,491,621,79.1,262,295,88.8,44,80,55,182,225,80.9,14,15,10,518,103,12,0,2,26,91,0,0,746,25,17,68,8,32
"Ludovic Blas","Nantes","FRA","FW","MF",21,53,92,112,527,676,78,272,328,82.9,49,74,66.2,193,223,86.5,24,22,3,654,19,4,2,15,11,3,0,3,950,102,59,57.8,43,42.2
"Luiz Araújo","Lille","BRA","FW","MF",23,30,29,60,222,311,71.4,118,144,81.9,15,29,51.7,65,86,75.6,12,14,5,286,23,10,2,1,28,5,7,2,438,30,22,73.3,8,26.7
"Lyle Foster","Monaco","RSA","FW",NA,18,0,0,7,11,17,64.7,8,10,80,1,1,100,1,3,33.3,0,0,0,14,3,0,0,0,0,0,0,0,27,1,0,0,1,100
"M'Baye Niang","Rennes","SEN","FW",NA,24,21,28,114,334,499,66.9,206,272,75.7,24,38,63.2,76,117,65,10,5,0,452,46,0,1,15,11,5,0,1,797,49,16,32.7,33,67.3
"Mahdi Camara","Saint-Étienne","FRA","MF",NA,21,19,30,13,383,456,84,188,217,86.6,25,37,67.6,157,178,88.2,3,3,1,451,4,2,0,3,7,1,0,1,569,10,8,80,2,20
"Malang Sarr","Nice","FRA","DF",NA,20,13,94,2,1063,1180,90.1,339,364,93.1,125,174,71.8,594,625,95,2,3,1,1112,67,30,0,17,3,37,0,1,1313,3,3,100,0,0
"Mama Samba Baldé","Dijon","GNB","FW","MF",23,44,29,148,241,356,67.7,146,181,80.7,12,26,46.2,72,110,65.5,22,16,6,343,9,1,2,1,23,4,1,4,642,52,26,50,26,50
"Mamadou Fofana","Metz","MLI","DF","MF",21,5,29,2,642,764,84,278,304,91.4,65,106,61.3,289,329,87.8,5,1,0,747,14,13,1,3,1,1,0,3,964,6,3,50,3,50
"Manu Koné","Toulouse","FRA","MF",NA,18,14,25,12,305,378,80.7,168,197,85.3,18,38,47.4,109,125,87.2,5,0,0,374,3,3,1,1,1,0,0,1,516,11,11,100,0,0
"Manuel Cabit","Metz","MTQ","DF",NA,26,8,9,14,99,148,66.9,58,63,92.1,5,21,23.8,30,53,56.6,2,3,1,102,46,4,0,1,8,42,0,0,177,4,4,100,0,0
"Marco Verratti","Paris S-G","ITA","MF",NA,26,33,186,43,1608,1744,92.2,910,952,95.6,115,149,77.2,497,530,93.8,27,42,5,1669,74,51,11,6,11,22,1,1,1880,29,25,86.2,4,13.8
"Marley Aké","Marseille","FRA","FW","MF",18,1,4,6,25,28,89.3,12,13,92.3,2,2,100,8,10,80,0,0,0,26,2,0,0,0,1,0,0,0,40,5,4,80,1,20
"Marquinhos","Paris S-G","BRA","MF","DF",25,8,97,9,1218,1309,93,503,525,95.8,108,130,83.1,570,600,95,4,16,0,1283,23,16,5,12,3,6,0,3,1477,9,7,77.8,2,22.2
"Marshall Munetsi","Reims","ZIM","MF",NA,23,19,30,8,296,385,76.9,149,175,85.1,39,59,66.1,100,127,78.7,5,3,2,374,11,9,2,7,6,2,0,0,516,24,15,62.5,9,37.5
"Martin Terrier","Lyon","FRA","FW","MF",22,33,39,61,341,444,76.8,207,242,85.5,32,55,58.2,83,110,75.5,16,6,0,411,33,14,5,6,22,2,14,0,582,25,17,68,8,32
"Marvin Gakpa","Metz","FRA","MF","FW",25,9,23,19,195,264,73.9,93,111,83.8,26,51,51,72,86,83.7,11,3,1,234,29,13,0,3,24,2,12,1,324,8,5,62.5,3,37.5
"Matheus Pereira da Silva","Dijon","BRA","MF","FW",21,9,32,25,171,241,71,81,97,83.5,13,36,36.1,65,82,79.3,9,4,0,223,17,6,1,2,16,3,8,1,295,5,3,60,2,40
"Mathias Autret","Brest","FRA","MF","FW",28,32,63,83,373,565,66,178,216,82.4,43,109,39.4,142,196,72.4,30,23,7,485,74,20,6,9,71,7,46,6,715,20,4,20,16,80
"Mathias Pereira Lage","Angers","POR","MF",NA,22,49,50,136,373,535,69.7,234,286,81.8,11,32,34.4,83,132,62.9,22,15,6,518,15,2,3,0,51,2,11,2,744,33,13,39.4,20,60.6
"Mathieu Bodmer","Amiens","FRA","MF","FW",36,2,9,3,77,94,81.9,47,52,90.4,6,8,75,24,33,72.7,1,2,0,91,3,2,0,1,1,0,0,0,104,1,1,100,0,0
"Mathieu Cafaro","Reims","FRA","FW","MF",22,34,36,75,200,359,55.7,93,115,80.9,44,117,37.6,63,112,56.3,15,9,5,300,58,15,2,7,93,6,37,1,488,30,19,63.3,11,36.7
"Mathieu Debuchy","Saint-Étienne","FRA","DF",NA,34,33,89,66,791,1100,71.9,424,505,84,62,159,39,285,376,75.8,13,14,8,866,231,23,0,11,63,208,0,3,1344,17,11,64.7,6,35.3
"Mathieu Dossevi","Toulouse","TOG","MF","FW",31,91,57,163,460,737,62.4,252,317,79.5,56,136,41.2,131,198,66.2,49,30,18,627,106,17,0,4,199,11,75,4,950,55,31,56.4,24,43.6
"Mathieu Goncalves","Toulouse","FRA","DF",NA,18,4,7,1,107,138,77.5,56,58,96.6,7,19,36.8,43,52,82.7,0,0,0,137,1,1,0,0,0,0,0,0,169,2,2,100,0,0
"Matthieu Udol","Metz","FRA","DF",NA,23,39,33,17,432,599,72.1,207,230,90,30,96,31.3,185,247,74.9,7,8,4,467,131,19,0,2,38,112,0,1,750,22,14,63.6,8,36.4
"Mauro Icardi","Paris S-G","ARG","FW",NA,26,9,18,64,147,175,84,92,102,90.2,5,6,83.3,30,32,93.8,11,7,0,151,23,0,1,0,5,0,0,1,271,12,6,50,6,50
"Max Gradel","Toulouse","CIV","MF","FW",31,82,52,145,378,591,64,242,292,82.9,23,55,41.8,89,168,53,18,23,7,520,66,24,0,0,77,15,20,5,841,66,36,54.5,30,45.5
"Maxence Caqueret","Lyon","FRA","MF",NA,19,6,45,12,330,383,86.2,167,187,89.3,21,29,72.4,134,151,88.7,6,10,1,379,4,4,2,4,2,0,0,0,469,9,6,66.7,3,33.3
"Maxence Rivera","Saint-Étienne","FRA","MF","FW",17,0,1,5,3,9,33.3,1,3,33.3,1,1,100,1,5,20,0,0,0,9,0,0,0,0,1,0,0,0,13,4,3,75,1,25
"Maxime Lopez","Marseille","FRA","MF","FW",21,54,104,71,789,899,87.8,479,517,92.6,30,49,61.2,234,264,88.6,18,7,1,868,31,13,1,1,23,9,9,0,999,28,16,57.1,12,42.9
"Maxwel Cornet","Lyon","CIV","FW","DF",22,61,49,159,500,710,70.4,297,352,84.4,33,76,43.4,143,204,70.1,29,23,12,618,91,13,1,3,79,51,26,1,887,34,19,55.9,15,44.1
"Mehdi Abeid","Nantes","ALG","MF",NA,26,25,104,42,792,967,81.9,392,426,92,59,128,46.1,313,354,88.4,27,6,2,870,93,38,1,10,63,5,50,4,1159,23,16,69.6,7,30.4
"Memphis","Lyon","NED","FW","MF",25,39,49,101,358,485,73.8,209,241,86.7,28,60,46.7,96,131,73.3,25,14,1,420,60,20,7,6,38,3,31,5,621,47,26,55.3,21,44.7
"Mexer","Bordeaux","MOZ","DF",NA,30,7,45,5,903,1128,80.1,330,371,88.9,91,162,56.2,475,554,85.7,5,1,1,1004,121,38,0,19,9,83,0,3,1260,15,9,60,6,40
"Mickaël Alphonse","Dijon","GLP","DF",NA,30,37,44,45,491,736,66.7,209,251,83.3,51,131,38.9,223,307,72.6,8,12,6,571,163,6,0,3,31,157,0,2,935,22,15,68.2,7,31.8
"Miguel Trauco","Saint-Étienne","PER","DF",NA,26,19,68,48,620,844,73.5,353,408,86.5,32,89,36,215,285,75.4,9,11,2,665,177,13,0,8,26,159,5,2,998,38,25,65.8,13,34.2
"Mihailo Ristić","Montpellier","SRB","DF","MF",23,15,23,43,272,375,72.5,130,154,84.4,35,60,58.3,102,127,80.3,11,8,7,320,55,4,0,1,28,51,0,0,471,10,4,40,6,60
"Mitchel Bakker","Paris S-G","NED","DF",NA,19,0,5,7,92,95,96.8,63,65,96.9,4,4,100,23,23,100,0,0,0,88,7,2,0,0,1,5,0,0,102,1,1,100,0,0
"Mohamed Simakan","Strasbourg","FRA","DF",NA,19,30,72,25,670,881,76,257,320,80.3,90,150,60,305,365,83.6,10,10,3,765,115,15,0,15,26,100,0,1,1060,23,16,69.6,7,30.4
"Molla Wagué","Nantes","MLI","DF",NA,28,1,9,1,270,324,83.3,97,114,85.1,18,33,54.5,150,168,89.3,1,1,1,315,9,9,0,3,1,0,0,0,423,4,4,100,0,0
"Moreto Cassamã","Reims","GNB","MF",NA,21,4,51,3,444,502,88.4,140,151,92.7,75,95,78.9,227,244,93,8,3,0,469,28,16,0,9,17,0,12,5,562,16,13,81.3,3,18.8
"Morgan Sanson","Marseille","FRA","MF",NA,24,96,89,142,719,892,80.6,403,458,88,56,89,62.9,201,246,81.7,31,18,7,858,29,15,3,10,64,7,7,5,1228,64,40,62.5,24,37.5
"Moses Simon","Nantes","NGA","FW","MF",24,144,58,232,491,679,72.3,317,371,85.4,18,37,48.6,127,180,70.6,36,27,6,645,31,4,2,2,71,15,5,3,930,81,36,44.4,45,55.6
"Mounir Chouiar","Dijon","FRA","MF","FW",20,67,54,89,448,635,70.6,232,285,81.4,54,113,47.8,144,192,75,44,16,2,517,115,36,4,4,91,19,57,3,867,112,70,62.5,42,37.5
"Moussa Dembélé","Lyon","FRA","FW",NA,23,38,27,134,304,438,69.4,192,258,74.4,17,24,70.8,70,94,74.5,22,12,0,417,20,1,4,1,5,1,0,1,751,60,24,40,36,60
"Moussa Doumbia","Reims","MLI","FW","MF",24,102,79,159,532,689,77.2,310,369,84,54,82,65.9,148,185,80,25,17,4,646,41,14,6,6,46,8,18,2,957,83,40,48.2,43,51.8
"Moussa Konaté","Amiens","SEN","FW",NA,26,6,7,42,77,109,70.6,50,67,74.6,2,2,100,24,32,75,2,1,0,98,11,0,0,0,2,1,0,0,172,8,5,62.5,3,37.5
"Moussa Wagué","Nice","SEN","DF","MF",20,13,7,25,111,145,76.6,64,74,86.5,11,16,68.8,32,44,72.7,5,3,3,130,15,2,0,1,8,13,0,0,175,7,3,42.9,4,57.1
"Muzinga Ngonda","Dijon","COD","DF",NA,24,15,28,29,256,349,73.4,139,157,88.5,13,32,40.6,98,139,70.5,2,3,2,265,84,9,0,0,12,75,0,0,422,4,1,25,3,75
"Myziane Maolida","Nice","COM","FW","MF",20,36,28,120,254,315,80.6,183,217,84.3,7,12,58.3,60,75,80,13,10,2,312,3,0,0,1,9,3,0,0,402,25,12,48,13,52
"Nathanael Mbuku","Reims","FRA","FW","MF",17,14,15,31,76,113,67.3,42,59,71.2,4,10,40,25,31,80.6,3,2,0,106,7,2,1,2,8,2,3,0,170,19,9,47.4,10,52.6
"Nayef Aguerd","Dijon","MAR","DF",NA,23,0,27,0,492,597,82.4,160,171,93.6,90,143,62.9,239,269,88.8,0,0,0,578,17,13,0,17,1,4,0,2,717,4,3,75,1,25
"Nemanja Radonjić","Marseille","SRB","FW","MF",23,54,45,115,234,330,70.9,142,183,77.6,19,25,76,58,78,74.4,14,22,4,324,5,0,2,5,14,2,3,1,496,59,36,61,23,39
"Neymar","Paris S-G","BRA","MF","FW",27,110,160,159,733,951,77.1,411,474,86.7,72,126,57.1,193,249,77.5,39,65,4,859,87,22,21,13,55,15,49,5,1235,148,90,60.8,58,39.2
"Nicholas Opoku","Amiens","GHA","DF",NA,21,3,14,1,164,219,74.9,49,58,84.5,22,47,46.8,91,109,83.5,0,1,0,213,6,4,1,6,1,1,1,0,289,1,0,0,1,100
"Nicolas Cozza","Montpellier","FRA","DF",NA,20,2,13,1,202,248,81.5,76,89,85.4,22,41,53.7,99,107,92.5,0,1,0,240,7,7,0,1,0,0,0,1,296,4,2,50,2,50
"Nicolas de Préville","Bordeaux","FRA","MF","FW",28,80,88,159,688,976,70.5,324,385,84.2,69,152,45.4,258,339,76.1,46,18,6,829,141,47,3,8,131,4,79,6,1292,86,36,41.9,50,58.1
"Nicolás Gaitán","Lille","ARG","MF","FW",31,1,0,4,17,33,51.5,10,14,71.4,2,6,33.3,5,9,55.6,1,0,0,30,3,2,0,0,1,0,1,0,39,4,3,75,1,25
"Nicolas Isimat-Mirin","Toulouse","FRA","DF",NA,27,7,34,0,445,539,82.6,143,161,88.8,55,89,61.8,238,276,86.2,1,3,0,523,16,16,0,3,0,0,0,0,699,1,1,100,0,0
"Nicolas Pallois","Nantes","FRA","DF",NA,31,15,68,1,896,1080,83,274,306,89.5,122,198,61.6,491,548,89.6,2,1,0,1017,60,55,0,16,2,5,0,3,1306,28,21,75,7,25
"Nolan Roux","Nîmes","FRA","FW",NA,31,5,6,39,96,139,69.1,57,76,75,3,7,42.9,30,37,81.1,9,1,1,123,16,1,0,1,6,0,0,0,216,7,2,28.6,5,71.4
"Nuno da Costa","Strasbourg","CPV","FW",NA,28,6,13,57,89,144,61.8,50,72,69.4,2,10,20,29,39,74.4,5,3,0,141,3,0,1,0,6,1,0,0,235,27,16,59.3,11,40.7
"Opa Nguette","Metz","SEN","FW",NA,25,67,46,143,415,524,79.2,278,328,84.8,8,14,57.1,104,128,81.3,22,5,0,517,4,2,1,1,12,2,0,3,821,112,63,56.3,49,43.8
"Otávio","Bordeaux","BRA","MF",NA,25,13,84,15,1356,1521,89.2,618,664,93.1,109,153,71.2,601,645,93.2,8,8,2,1477,41,41,3,7,5,0,0,3,1767,21,17,81,4,19
