"Player","Squad","Nation","Pos","Pos2","Age","Progression_Carries","Progression_Passes_Delivered","Progression_Passes_Recived","Total_Passes_Completed","Total_Passes_Attempted","Total_Pass_Percentage","Short_Passes_Completed","Short_Passes_Attempted","Short_Pass_Percentage","Long_Passes_Completed","Long_Passes_Attempted","Long_Pass_Percentage","Medium_Passes_Completed","Medium_Passes_Attempted","Medium_Pass_Percentage","Key_Passes","Passes_Into_Penalty_Area","Crosses_Into_Penalty_Area","Live_Pass","Dead_Pass","Free_Kicks","Through_Balls","Switches","Crosses","Throw_Ins","Corner_Kicks","Offside","Touches","Take_Ons_Attempted","Take_Ons_Wins","Take_On_Win_Percentage","Take_Ons_Tackled","Take_Ons_Tackled_Percentage"
"Bryan Soumaré","Dijon","FRA","MF","FW",20,10,15,23,94,139,67.6,50,68,73.5,11,20,55,29,40,72.5,5,6,0,122,17,4,1,1,17,0,12,0,196,14,9,64.3,5,35.7
"Casimir Ninga","Angers","CHA","MF","FW",26,30,21,63,156,208,75,87,101,86.1,13,20,65,44,61,72.1,12,9,0,204,4,0,1,2,8,4,0,0,320,20,9,45,11,55
"Cesc Fàbregas","Monaco","ESP","MF",NA,32,11,116,57,636,776,82,313,341,91.8,58,97,59.8,245,292,83.9,23,22,2,700,71,37,8,9,30,7,22,5,836,5,4,80,1,20
"Chadrac Akolo","Amiens","COD","FW","MF",24,11,26,53,169,209,80.9,104,116,89.7,5,10,50,55,69,79.7,6,3,0,204,5,3,0,1,6,1,1,0,280,12,5,41.7,7,58.3
"Charles Abi","Saint-Étienne","FRA","FW",NA,19,12,10,33,75,132,56.8,46,75,61.3,4,6,66.7,16,29,55.2,7,4,1,121,11,0,0,0,5,0,0,0,195,19,13,68.4,6,31.6
"Charles Traore","Nantes","MLI","DF",NA,27,22,81,23,815,1112,73.3,400,469,85.3,54,131,41.2,355,476,74.6,9,15,4,881,228,23,0,4,33,205,0,3,1333,20,13,65,7,35
"Cheick Timite","Amiens","CIV","MF","FW",21,4,3,5,32,43,74.4,18,22,81.8,3,6,50,9,12,75,1,2,1,41,2,1,2,1,2,1,0,0,55,2,0,0,2,100
"Christophe Hérelle","Nice","MTQ","DF",NA,26,11,77,11,804,906,88.7,271,284,95.4,71,113,62.8,457,490,93.3,2,2,1,842,63,20,0,2,10,43,0,1,1004,8,3,37.5,5,62.5
"Christophe Jallet","Amiens","FRA","DF",NA,35,12,51,31,433,565,76.6,215,250,86,36,68,52.9,173,222,77.9,12,13,7,429,133,14,0,3,40,103,16,3,667,7,4,57.1,3,42.9
"Clément Grenier","Rennes","FRA","MF",NA,28,18,47,20,333,456,73,160,185,86.5,32,78,41,130,156,83.3,12,2,0,406,45,32,2,7,24,2,11,5,532,7,6,85.7,1,14.3
"Colin Dagba","Paris S-G","FRA","DF",NA,20,24,22,55,362,408,88.7,229,241,95,4,13,30.8,118,132,89.4,7,8,4,352,56,3,0,0,25,53,0,0,472,13,7,53.8,6,46.2
"Corentin Jean","Toulouse","FRA","DF",NA,24,1,0,2,3,7,42.9,2,3,66.7,0,1,0,1,2,50,0,0,0,6,1,0,0,0,2,1,0,0,10,1,1,100,0,0
"Cristian Battocchio","Brest","ITA","MF",NA,27,10,99,40,678,864,78.5,266,307,86.6,102,168,60.7,294,357,82.4,19,10,0,782,81,40,2,13,44,11,29,1,991,14,7,50,7,50
"Cristian Benavente","Nantes","PER","MF","FW",25,4,22,35,126,160,78.8,77,88,87.5,2,7,28.6,42,56,75,7,1,0,148,12,1,1,0,5,4,0,0,199,10,5,50,5,50
"Damien Da Silva","Rennes","FRA","DF",NA,31,20,60,3,1071,1264,84.7,339,374,90.6,126,216,58.3,596,644,92.5,4,3,1,1217,45,45,0,11,4,0,0,2,1514,8,6,75,2,25
"Damien Le Tallec","Montpellier","FRA","MF","DF",29,11,94,26,790,992,79.6,352,416,84.6,91,146,62.3,323,379,85.2,6,6,1,949,41,39,1,8,7,2,0,2,1261,7,3,42.9,4,57.1
"Daniel Congré","Montpellier","FRA","DF",NA,34,21,87,8,747,911,82,305,339,90,87,141,61.7,347,398,87.2,3,5,2,874,33,30,0,7,7,3,0,4,1108,10,6,60,4,40
"Danilo Barbosa","Nice","BRA","DF","MF",23,21,66,10,725,793,91.4,277,294,94.2,36,56,64.3,398,420,94.8,10,3,0,773,19,19,1,2,1,0,0,1,965,17,13,76.5,4,23.5
"Dante","Nice","BRA","DF",NA,35,8,89,1,1492,1639,91,504,528,95.5,131,200,65.5,850,887,95.8,7,4,0,1589,48,42,5,20,1,6,0,2,1862,9,8,88.9,1,11.1
"Darío Benedetto","Marseille","ARG","FW",NA,29,14,39,120,328,503,65.2,150,209,71.8,46,61,75.4,98,152,64.5,20,9,1,449,51,0,4,22,6,2,0,3,733,27,17,63,10,37
"Denis Bouanga","Saint-Étienne","GAB","FW","MF",24,75,33,201,410,606,67.7,244,306,79.7,29,72,40.3,116,163,71.2,18,12,5,531,72,6,1,9,59,49,7,3,1028,123,58,47.2,65,52.8
"Dennis Appiah","Nantes","FRA","DF",NA,27,23,67,32,734,982,74.7,473,548,86.3,26,87,29.9,219,293,74.7,8,2,2,781,199,12,0,1,32,187,0,2,1154,29,22,75.9,7,24.1
"Dénys Bain","Brest","FRA","DF",NA,26,1,23,0,631,693,91.1,178,195,91.3,59,70,84.3,389,414,94,0,0,0,669,23,23,0,2,0,0,0,1,839,4,3,75,1,25
"Dereck Kutesa","Reims","SUI","FW","MF",21,20,16,52,109,152,71.7,60,76,78.9,8,13,61.5,32,39,82.1,5,8,1,149,1,0,1,0,7,1,0,2,212,20,11,55,9,45
"Didier Ibrahim Ndong","Dijon","GAB","MF",NA,25,48,130,26,1250,1426,87.7,555,607,91.4,125,172,72.7,547,599,91.3,16,5,2,1388,38,30,4,19,22,6,0,0,1669,32,19,59.4,13,40.6
"Dimitri Liénard","Strasbourg","FRA","MF",NA,31,34,98,45,791,1037,76.3,280,317,88.3,187,308,60.7,295,361,81.7,33,21,11,916,117,40,1,35,128,8,69,4,1221,24,16,66.7,8,33.3
"Dimitri Payet","Marseille","FRA","FW","MF",32,95,128,144,766,1113,68.8,349,412,84.7,112,250,44.8,261,349,74.8,87,40,9,908,199,58,16,22,182,25,116,6,1353,82,50,61,32,39
"Dimitry Bertaud","Montpellier","COD","GK",NA,21,0,0,0,59,67,88.1,3,3,100,27,35,77.1,28,28,100,0,0,0,44,23,5,0,1,0,0,0,0,68,2,2,100,0,0
"Domagoj Bradarić","Lille","CRO","DF",NA,19,35,44,95,625,841,74.3,310,354,87.6,52,121,43,240,314,76.4,17,17,11,665,174,26,0,2,93,141,7,2,982,14,6,42.9,8,57.1
"Dylan Bronn","Metz","TUN","DF",NA,24,0,11,0,248,315,78.7,53,56,94.6,50,94,53.2,143,160,89.4,0,0,0,303,12,10,0,10,0,2,0,0,395,3,2,66.7,1,33.3
"Eddy Gnahoré","Amiens","FRA","MF",NA,25,12,57,32,658,730,90.1,351,369,95.1,43,62,69.4,253,273,92.7,7,3,0,703,26,23,0,4,6,2,0,1,872,7,3,42.9,4,57.1
"Eddy Sylvestre","Nice","FRA","MF",NA,19,0,4,8,14,18,77.8,8,9,88.9,1,1,100,5,6,83.3,0,0,0,18,0,0,0,0,0,0,0,0,23,2,2,100,0,0
"Edinson Cavani","Paris S-G","URU","FW",NA,32,3,13,52,114,136,83.8,70,80,87.5,6,11,54.5,27,32,84.4,10,7,1,125,11,0,1,1,2,1,0,0,207,8,7,87.5,1,12.5
"Edouard Mendy","Rennes","SEN","GK",NA,27,0,0,0,581,789,73.6,67,67,100,227,426,53.3,287,293,98,0,0,0,567,220,57,0,4,0,0,0,2,836,1,1,100,0,0
"Eduardo Camavinga","Rennes","FRA","MF",NA,16,48,96,24,856,980,87.3,350,401,87.3,95,109,87.2,392,425,92.2,7,5,0,949,28,27,0,10,1,1,0,3,1285,28,19,67.9,9,32.1
"Efthimis Koulouris","Toulouse","GRE","FW",NA,23,17,32,108,359,501,71.7,237,305,77.7,11,23,47.8,85,117,72.6,17,7,1,466,33,1,0,2,13,3,0,2,676,21,8,38.1,13,61.9
"El Bilal Touré","Reims","MLI","FW",NA,17,7,4,34,51,77,66.2,33,47,70.2,3,3,100,12,21,57.1,4,1,0,68,9,0,0,0,2,0,0,0,122,6,4,66.7,2,33.3
"Elie Youan","Nantes","FRA","FW","MF",20,6,2,18,41,56,73.2,27,37,73,1,1,100,10,12,83.3,1,2,1,52,4,0,0,0,3,0,0,0,77,3,2,66.7,1,33.3
"Enock Kwateng","Bordeaux","FRA","DF",NA,22,15,33,40,469,614,76.4,265,286,92.7,36,78,46.2,162,224,72.3,6,7,3,510,103,17,1,1,26,86,0,1,771,16,11,68.8,5,31.3
"Enzo Loiodice","Dijon","FRA","MF",NA,18,3,9,4,94,118,79.7,42,53,79.2,9,15,60,43,47,91.5,0,1,0,113,5,1,0,1,5,0,4,0,142,2,1,50,1,50
"Eric Maxim Choupo-Moting","Paris S-G","CMR","FW","MF",30,8,14,45,85,108,78.7,51,58,87.9,1,2,50,22,28,78.6,6,5,0,102,5,0,1,0,2,1,0,1,170,13,9,69.2,4,30.8
"Fabien Centonze","Metz","FRA","DF",NA,23,97,80,82,972,1326,73.3,532,612,86.9,60,155,38.7,350,477,73.4,22,24,15,1062,263,20,0,5,68,243,0,1,1689,53,31,58.5,22,41.5
"Fábio","Nantes","BRA","DF",NA,29,23,36,25,422,533,79.2,245,271,90.4,25,46,54.3,144,189,76.2,7,8,4,428,104,3,0,1,20,101,0,1,639,9,6,66.7,3,33.3
"Faitout Maouassa","Rennes","FRA","DF",NA,21,74,53,73,757,1011,74.9,430,484,88.8,51,137,37.2,271,352,77,13,13,10,797,212,11,1,2,61,201,0,2,1268,50,21,42,29,58
"Farid Boulaya","Metz","ALG","FW",NA,26,33,44,54,279,418,66.7,149,176,84.7,24,65,36.9,88,129,68.2,22,13,2,381,34,5,6,2,51,1,26,3,525,29,15,51.7,14,48.3
"Farid El Melali","Angers","ALG","MF","FW",22,10,4,23,65,98,66.3,25,39,64.1,4,9,44.4,31,32,96.9,1,3,2,97,1,1,1,2,8,0,0,0,168,19,9,47.4,10,52.6
"Fernando Marçal","Lyon","BRA","DF",NA,30,27,66,50,609,752,81,296,332,89.2,63,99,63.6,234,291,80.4,12,12,7,662,89,15,0,4,30,74,0,1,869,12,6,50,6,50
"Flavien Tait","Rennes","FRA","MF","FW",26,46,51,67,299,410,72.9,159,193,82.4,17,34,50,103,133,77.4,18,17,2,391,16,3,1,0,20,8,4,3,530,32,22,68.8,10,31.3
"Florent Balmont","Dijon","FRA","MF",NA,39,7,31,5,213,263,81,108,123,87.8,15,29,51.7,87,105,82.9,2,2,1,244,18,11,0,0,9,4,3,1,309,1,1,100,0,0
"Florent Mollet","Montpellier","FRA","MF","FW",27,38,84,122,682,887,76.9,344,387,88.9,83,161,51.6,237,287,82.6,43,13,4,766,120,48,3,13,127,2,63,1,1048,24,14,58.3,10,41.7
"Florian Miguel","Nîmes","FRA","DF",NA,22,46,65,99,696,991,70.2,371,427,86.9,51,144,35.4,264,358,73.7,13,18,8,722,264,12,0,1,65,252,0,5,1248,38,15,39.5,23,60.5
"Fodé Ballo-Touré","Monaco","SEN","DF",NA,22,67,76,109,681,874,77.9,375,424,88.4,53,97,54.6,240,307,78.2,17,15,8,713,159,13,1,2,61,146,0,2,1074,37,24,64.9,13,35.1
"Fouad Chafik","Dijon","MAR","DF",NA,32,44,85,52,712,941,75.7,328,371,88.4,86,167,51.5,290,373,77.7,22,28,16,758,181,22,1,3,50,159,0,2,1083,25,13,52,12,48
"Fousseni Diabaté","Amiens","MLI","FW","MF",23,47,27,111,350,469,74.6,230,277,83,14,21,66.7,76,108,70.4,13,6,3,460,8,3,2,1,32,5,0,1,621,47,29,61.7,18,38.3
"Franck Honorat","Saint-Étienne","FRA","FW","DF",22,34,28,76,234,390,60,127,173,73.4,12,45,26.7,83,129,64.3,13,11,6,344,46,2,1,1,52,44,0,0,488,14,6,42.9,8,57.1
"François Kamano","Bordeaux","GUI","DF","MF",23,31,18,69,249,313,79.6,134,153,87.6,9,19,47.4,93,116,80.2,5,5,2,297,16,2,3,3,8,14,0,0,382,28,11,39.3,17,60.7
"Frédéric Sammaritano","Dijon","FRA","MF","FW",33,22,34,41,196,262,74.8,98,113,86.7,28,55,50.9,63,78,80.8,20,11,2,215,47,16,2,1,50,1,28,0,321,14,10,71.4,4,28.6
"Gabriel Boschilia","Monaco","BRA","MF","FW",23,4,5,4,60,76,78.9,47,50,94,4,10,40,7,12,58.3,0,1,0,69,7,1,0,0,3,3,3,0,98,3,3,100,0,0
"Gabriel Magalhães","Lille","BRA","DF",NA,21,25,107,3,1236,1510,81.9,379,428,88.6,125,251,49.8,707,777,91,3,2,0,1441,63,44,2,13,2,19,0,6,1750,2,2,100,0,0
"Gaël Kakuta","Amiens","COD","MF","FW",28,63,101,155,565,850,66.5,333,421,79.1,34,98,34.7,167,242,69,27,31,7,770,72,12,10,2,94,3,35,8,1141,74,48,64.9,26,35.1
"Gaëtan Belaud","Brest","FRA","DF",NA,32,3,36,17,290,372,78,122,136,89.7,39,74,52.7,128,154,83.1,2,2,1,298,73,5,0,7,14,68,0,1,440,8,4,50,4,50
"Gaëtan Charbonnier","Brest","FRA","FW","MF",30,24,100,162,637,838,76,359,423,84.9,47,83,56.6,208,264,78.8,31,21,3,762,75,10,4,17,31,9,7,1,1129,45,23,51.1,22,48.9
"Gaëtan Laborde","Montpellier","FRA","FW",NA,25,69,77,216,428,661,64.8,269,351,76.6,13,34,38.2,120,181,66.3,24,23,3,642,9,1,2,2,34,4,0,10,1016,80,33,41.3,47,58.8
"Gaëtan Paquiez","Nîmes","FRA","DF",NA,25,20,71,40,542,779,69.6,295,360,81.9,34,90,37.8,203,296,68.6,5,9,3,565,214,20,0,1,27,194,0,0,963,11,6,54.5,5,45.5
"Gelson Martins","Monaco","POR","DF","FW",24,112,61,172,615,787,78.1,392,444,88.3,18,39,46.2,172,225,76.4,27,20,7,715,72,4,2,2,64,68,0,0,1000,79,53,67.1,26,32.9
"Gerzino Nyamsi","Rennes","FRA","DF",NA,22,0,2,0,43,48,89.6,21,21,100,4,7,57.1,18,19,94.7,0,0,0,47,1,1,0,0,0,0,0,0,59,1,1,100,0,0
"Ghislain Konan","Reims","CIV","DF",NA,23,56,85,70,713,913,78.1,402,452,88.9,48,99,48.5,252,318,79.2,13,10,4,734,178,9,0,5,48,168,1,1,1121,57,27,47.4,30,52.6
"Gil Bastião Dias","Monaco","POR","DF","MF",22,43,67,71,512,645,79.4,289,334,86.5,24,46,52.2,185,230,80.4,13,16,3,545,99,5,0,1,23,89,5,1,818,40,23,57.5,17,42.5
"Guillermo Maripán","Monaco","CHI","DF",NA,25,12,76,6,949,1081,87.8,263,292,90.1,131,179,73.2,549,593,92.6,1,2,1,1050,31,29,0,13,4,2,0,0,1271,4,2,50,2,50
"Habib Diallo","Metz","SEN","FW",NA,24,35,19,129,299,452,66.2,168,236,71.2,10,18,55.6,93,125,74.4,24,5,1,423,27,0,0,2,4,1,0,2,753,42,21,50,21,50
"Habib Maïga","Metz","CIV","MF",NA,23,56,120,64,1044,1298,80.4,488,545,89.5,94,153,61.4,416,504,82.5,12,15,4,1267,26,17,2,14,53,8,0,5,1641,53,44,83,9,17
"Haitam Aleesami","Amiens","NOR","DF",NA,28,21,120,72,906,1195,75.8,523,597,87.6,38,90,42.2,316,445,71,14,10,4,955,238,24,1,3,44,211,3,2,1421,19,13,68.4,6,31.6
"Hamari Traoré","Rennes","MLI","DF",NA,27,85,116,122,1246,1569,79.4,638,732,87.2,93,173,53.8,490,594,82.5,34,30,15,1258,310,23,3,6,60,285,2,1,1856,41,25,61,16,39
"Hamza Mendyl","Dijon","MAR","DF",NA,21,55,47,52,649,850,76.4,359,399,90,48,112,42.9,225,293,76.8,8,7,6,682,163,17,0,2,46,146,0,5,1059,48,21,43.8,27,56.3
"Haris Belkebla","Brest","ALG","MF",NA,25,18,77,22,730,851,85.8,313,343,91.3,67,90,74.4,339,377,89.9,9,4,0,834,17,17,1,4,4,0,0,0,1060,25,18,72,7,28
"Haris Duljević","Nîmes","BIH","FW","MF",25,15,20,29,108,157,68.8,62,79,78.5,8,18,44.4,31,45,68.9,11,6,1,144,13,1,2,2,11,2,1,0,237,23,13,56.5,10,43.5
"Harold Moukoudi","Saint-Étienne","CMR","DF",NA,21,10,41,0,506,587,86.2,154,174,88.5,41,64,64.1,306,337,90.8,0,1,0,565,20,10,0,1,1,10,0,2,710,7,5,71.4,2,28.6
"Hassane Kamara","Reims","CIV","DF","FW",25,85,81,82,891,1117,79.8,463,516,89.7,71,125,56.8,341,414,82.4,12,16,7,952,160,8,0,14,57,152,0,5,1425,53,37,69.8,16,30.2
"Henry Onyekuru","Monaco","NGA","MF","FW",22,8,3,20,32,45,71.1,19,22,86.4,2,2,100,11,16,68.8,1,1,0,43,2,0,0,1,2,1,1,0,62,8,4,50,4,50
"Hianga Mananga Mbock","Brest","FRA","MF",NA,19,1,5,1,73,89,82,26,31,83.9,9,14,64.3,38,44,86.4,1,0,0,88,1,1,0,0,0,0,0,0,105,2,2,100,0,0
"Hicham Boudaoui","Nice","ALG","MF","FW",19,17,13,54,150,196,76.5,84,98,85.7,6,13,46.2,52,66,78.8,6,6,2,193,2,0,1,0,17,2,0,1,283,13,5,38.5,8,61.5
"Hiroki Sakai","Marseille","JPN","DF",NA,29,39,91,90,938,1120,83.8,562,605,92.9,60,92,65.2,271,337,80.4,14,10,6,926,194,10,1,1,27,184,0,0,1321,24,13,54.2,11,45.8
"Houssem Aouar","Lyon","ALG","MF","FW",21,105,134,127,910,1082,84.1,513,570,90,71,95,74.7,294,340,86.5,24,25,0,1030,51,21,5,7,24,5,9,1,1361,112,67,59.8,45,40.2
"Hugo Magnetti","Brest","FRA","MF",NA,21,4,18,8,127,163,77.9,48,61,78.7,12,20,60,62,75,82.7,4,1,0,161,2,0,0,3,6,2,0,0,204,2,1,50,1,50
"Hwang Ui-jo","Bordeaux","KOR","FW","MF",26,34,31,112,341,415,82.2,189,211,89.6,12,23,52.2,123,141,87.2,6,8,1,411,3,0,1,4,8,0,0,1,585,36,14,38.9,22,61.1
"Ibrahim Cissé","Angers","SEN","DF",NA,23,1,1,2,36,45,80,10,12,83.3,2,6,33.3,24,27,88.9,0,0,0,49,15,0,0,0,1,15,0,0,68,2,2,100,0,0
"Ibrahim Cissé","Angers","SEN","DF",NA,23,1,1,2,36,45,80,10,12,83.3,2,6,33.3,24,27,88.9,0,0,0,43,2,0,0,2,0,2,0,0,68,2,2,100,0,0
"Ibrahim Cissé","Angers","SEN","DF",NA,23,1,1,2,57,64,89.1,31,33,93.9,5,7,71.4,16,17,94.1,1,1,1,43,2,0,0,2,0,2,0,0,68,2,2,100,0,0
"Ibrahim Cissé","Nice","CIV","DF",NA,20,1,1,0,57,64,89.1,31,33,93.9,5,7,71.4,16,17,94.1,1,1,1,43,2,0,0,2,0,2,0,0,68,2,2,100,0,0
"Ibrahim Cissé","Nice","CIV","DF",NA,20,1,1,0,36,45,80,10,12,83.3,2,6,33.3,24,27,88.9,0,0,0,49,15,0,0,0,1,15,0,0,68,2,2,100,0,0
"Ibrahim Cissé","Angers","SEN","DF",NA,23,1,1,2,57,64,89.1,31,33,93.9,5,7,71.4,16,17,94.1,1,1,1,49,15,0,0,0,1,15,0,0,68,2,2,100,0,0
"Ibrahim Cissé","Nice","CIV","DF",NA,20,1,1,0,57,64,89.1,31,33,93.9,5,7,71.4,16,17,94.1,1,1,1,49,15,0,0,0,1,15,0,0,68,2,2,100,0,0
"Ibrahim Cissé","Nice","CIV","DF",NA,20,1,1,0,36,45,80,10,12,83.3,2,6,33.3,24,27,88.9,0,0,0,43,2,0,0,2,0,2,0,0,68,2,2,100,0,0
"Ibrahim Sangaré","Toulouse","CIV","MF",NA,21,35,175,23,1009,1300,77.6,450,529,85.1,133,225,59.1,408,489,83.4,27,20,3,1258,41,26,5,14,22,13,2,1,1609,39,30,76.9,9,23.1
"Ibrahima Diallo","Brest","FRA","MF",NA,20,24,69,18,732,858,85.3,238,281,84.7,89,115,77.4,399,435,91.7,10,4,0,837,20,20,4,9,6,0,0,1,992,32,26,81.3,6,18.8
"Ibrahima Niane","Metz","SEN","FW",NA,20,19,19,72,195,283,68.9,115,140,82.1,12,29,41.4,51,81,63,9,3,1,258,25,4,0,0,24,3,14,0,434,44,20,45.5,24,54.5
"Ibrahima Sissoko","Strasbourg","MLI","MF",NA,21,44,74,48,535,654,81.8,260,290,89.7,47,68,69.1,199,239,83.3,14,7,3,636,17,10,0,14,19,6,0,1,858,23,10,43.5,13,56.5
"Idrissa Gana Gueye","Paris S-G","SEN","MF",NA,29,37,175,27,1452,1575,92.2,857,898,95.4,66,79,83.5,479,511,93.7,23,13,1,1557,16,16,2,10,7,0,0,2,1810,40,21,52.5,19,47.5
"Ignatius Ganago","Nice","CMR","FW","MF",20,33,33,150,274,361,75.9,159,195,81.5,11,15,73.3,92,119,77.3,13,12,2,348,13,0,2,2,18,5,0,0,503,39,22,56.4,17,43.6
"Ihsan Sacko","Nice","FRA","FW",NA,22,3,4,21,31,43,72.1,12,14,85.7,3,3,100,16,22,72.7,2,2,1,42,1,0,1,1,3,1,0,0,61,6,2,33.3,4,66.7
"Imran Louza","Nantes","MAR","MF","FW",20,31,100,103,878,1155,76,467,535,87.3,86,186,46.2,294,365,80.5,35,14,3,1021,126,48,4,17,78,6,55,8,1375,39,23,59,16,41
"Irvin Cardona","Brest","FRA","FW","MF",21,37,53,134,274,443,61.9,147,204,72.1,22,48,45.8,90,146,61.6,19,20,1,430,12,1,1,6,29,3,1,1,621,29,14,48.3,15,51.7
"Isaac Mbenza","Amiens","BEL","FW",NA,23,4,2,9,27,37,73,14,15,93.3,1,5,20,9,11,81.8,3,1,0,31,5,1,0,0,5,1,3,1,47,3,1,33.3,2,66.7
"Islam Slimani","Monaco","ALG","FW",NA,31,20,57,142,364,536,67.9,214,277,77.3,18,38,47.4,112,164,68.3,32,21,4,506,28,0,8,2,20,5,0,2,712,20,8,40,12,60
"Ismaël Traoré","Angers","CIV","DF",NA,32,7,54,2,874,1046,83.6,256,282,90.8,86,172,50,521,565,92.2,5,5,1,1004,40,40,1,2,2,0,0,2,1249,5,4,80,1,20
"Issiaga Sylla","Toulouse","GUI","DF",NA,25,74,100,93,1076,1487,72.4,625,744,84,66,170,38.8,362,503,72,25,22,14,1195,289,42,0,5,95,244,3,3,1882,54,31,57.4,23,42.6
"James Lea Siliki","Rennes","CMR","MF",NA,23,23,32,30,303,405,74.8,156,181,86.2,23,54,42.6,111,143,77.6,8,7,2,391,13,13,3,4,22,0,0,1,538,19,12,63.2,7,36.8
"Jason Denayer","Lyon","BEL","DF",NA,24,15,71,3,1509,1605,94,446,472,94.5,152,192,79.2,901,925,97.4,3,2,1,1560,45,43,1,8,1,2,0,0,1777,11,9,81.8,2,18.2
"Jean Lucas","Lyon","BRA","MF",NA,21,2,10,7,131,149,87.9,67,73,91.8,6,9,66.7,47,53,88.7,2,0,0,146,3,3,1,1,4,0,0,0,194,7,5,71.4,2,28.6
"Jean-Charles Castelletto","Brest","CMR","DF",NA,24,8,66,1,856,1013,84.5,276,319,86.5,102,159,64.2,473,523,90.4,4,5,0,990,23,21,1,10,4,1,1,0,1196,10,10,100,0,0
"Jean-Eudes Aholou","Saint-Étienne","CIV","MF",NA,25,14,34,15,260,310,83.9,122,142,85.9,14,29,48.3,114,122,93.4,5,0,0,304,4,4,1,4,3,0,0,2,404,16,12,75,4,25
"Jean-Kévin Augustin","Monaco","FRA","FW",NA,22,6,0,17,33,40,82.5,22,28,78.6,1,2,50,8,8,100,0,0,0,39,1,0,0,1,0,0,0,0,74,9,4,44.4,5,55.6
"Jean-Kevin Duverne","Brest","HAI","DF",NA,22,15,70,4,725,863,84,223,256,87.1,118,179,65.9,380,414,91.8,2,1,0,839,22,19,2,12,0,3,0,2,999,11,7,63.6,4,36.4
"Jean-Ricner Bellegarde","Strasbourg","FRA","MF",NA,21,40,64,65,589,705,83.5,233,266,87.6,81,111,73,244,274,89.1,21,11,3,679,25,13,1,15,33,1,11,1,907,51,33,64.7,18,35.3
"Jean-Victor Makengo","Toulouse","FRA","MF",NA,21,37,63,43,364,442,82.4,224,260,86.2,22,31,71,98,120,81.7,11,6,1,436,5,3,2,1,8,1,1,1,555,29,13,44.8,16,55.2
"Jeff Reine-Adélaïde","Lyon","FRA","MF","FW",21,39,42,44,357,420,85,207,223,92.8,18,30,60,111,126,88.1,11,6,2,33,1,0,0,0,0,0,0,0,51,11,9,81.8,2,18.2
"Jeff Reine-Adélaïde","Lyon","FRA","MF","FW",21,39,42,44,357,420,85,207,223,92.8,18,30,60,111,126,88.1,11,6,2,33,1,0,0,0,0,0,0,0,514,48,35,72.9,13,27.1
"Jeff Reine-Adélaïde","Angers","FRA","MF",NA,21,4,6,2,357,420,85,207,223,92.8,18,30,60,111,126,88.1,11,6,2,399,21,6,0,1,15,4,7,0,51,11,9,81.8,2,18.2
"Jeff Reine-Adélaïde","Angers","FRA","MF",NA,21,4,6,2,357,420,85,207,223,92.8,18,30,60,111,126,88.1,11,6,2,399,21,6,0,1,15,4,7,0,514,48,35,72.9,13,27.1
"Jeff Reine-Adélaïde","Lyon","FRA","MF","FW",21,39,42,44,357,420,85,207,223,92.8,18,30,60,111,126,88.1,11,6,2,399,21,6,0,1,15,4,7,0,51,11,9,81.8,2,18.2
"Jeff Reine-Adélaïde","Lyon","FRA","MF","FW",21,39,42,44,357,420,85,207,223,92.8,18,30,60,111,126,88.1,11,6,2,399,21,6,0,1,15,4,7,0,514,48,35,72.9,13,27.1
"Jeff Reine-Adélaïde","Lyon","FRA","MF","FW",21,39,42,44,28,34,82.4,13,14,92.9,4,6,66.7,10,11,90.9,1,3,0,33,1,0,0,0,0,0,0,0,51,11,9,81.8,2,18.2
"Jeff Reine-Adélaïde","Lyon","FRA","MF","FW",21,39,42,44,28,34,82.4,13,14,92.9,4,6,66.7,10,11,90.9,1,3,0,33,1,0,0,0,0,0,0,0,514,48,35,72.9,13,27.1
"Jeff Reine-Adélaïde","Lyon","FRA","MF","FW",21,39,42,44,28,34,82.4,13,14,92.9,4,6,66.7,10,11,90.9,1,3,0,399,21,6,0,1,15,4,7,0,51,11,9,81.8,2,18.2
"Jeff Reine-Adélaïde","Lyon","FRA","MF","FW",21,39,42,44,28,34,82.4,13,14,92.9,4,6,66.7,10,11,90.9,1,3,0,399,21,6,0,1,15,4,7,0,514,48,35,72.9,13,27.1
"Jeff Reine-Adélaïde","Angers","FRA","MF",NA,21,4,6,2,357,420,85,207,223,92.8,18,30,60,111,126,88.1,11,6,2,33,1,0,0,0,0,0,0,0,51,11,9,81.8,2,18.2
"Jeff Reine-Adélaïde","Angers","FRA","MF",NA,21,4,6,2,357,420,85,207,223,92.8,18,30,60,111,126,88.1,11,6,2,33,1,0,0,0,0,0,0,0,514,48,35,72.9,13,27.1
"Jeff Reine-Adélaïde","Angers","FRA","MF",NA,21,4,6,2,28,34,82.4,13,14,92.9,4,6,66.7,10,11,90.9,1,3,0,399,21,6,0,1,15,4,7,0,51,11,9,81.8,2,18.2
"Jeff Reine-Adélaïde","Angers","FRA","MF",NA,21,4,6,2,28,34,82.4,13,14,92.9,4,6,66.7,10,11,90.9,1,3,0,399,21,6,0,1,15,4,7,0,514,48,35,72.9,13,27.1
"Jeff Reine-Adélaïde","Angers","FRA","MF",NA,21,4,6,2,28,34,82.4,13,14,92.9,4,6,66.7,10,11,90.9,1,3,0,33,1,0,0,0,0,0,0,0,51,11,9,81.8,2,18.2
