"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Luka Milivojević","Crystal Palace","SRB","MF",NA,29,1,2,2,1,17,5,29.4,0,0,28.4,7,49,31,18,3,3,0
"Łukasz Fabiański","West Ham","POL","GK",NA,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,1,3,0,0,0
"Luke Ayling","Leeds United","ENG","DF",NA,28,0,0,0,0,24,6,25,0,0,18.7,0,52,43,9,4,4,0
"Luke Shaw","Manchester Utd","ENG","DF",NA,25,5,6,0,0,11,6,54.5,0.09,0.17,17.3,0,115,75,40,9,6,3
"Luke Thomas","Leicester City","ENG","DF",NA,19,0,1,0,0,7,3,42.9,0.14,0.33,13.7,0,17,13,4,3,3,0
"Lys Mousset","Sheffield Utd","FRA","FW","MF",24,0,0,0,0,4,2,50,0,0,16.8,0,6,5,1,0,0,0
"Mamadou Sakho","Crystal Palace","FRA","DF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Manuel Lanzini","West Ham","ARG","MF","FW",27,1,2,0,0,12,3,25,0.08,0.33,18.4,1,22,18,4,3,2,1
"Marc Albrighton","Leicester City","ENG","DF","FW",30,5,6,0,0,21,9,42.9,0.05,0.11,21.2,0,77,59,18,12,8,4
"Marcos Alonso","Chelsea","ESP","DF",NA,29,0,2,0,0,22,9,40.9,0.09,0.22,17.6,5,36,29,7,3,2,1
"Marcus Rashford","Manchester Utd","ENG","FW",NA,22,9,20,0,0,79,36,45.6,0.14,0.31,18.9,5,116,87,29,20,16,4
"Marek Rodák","Fulham","SVK","GK",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Mario Lemina","Fulham","GAB","MF",NA,26,0,1,0,0,19,2,10.5,0.05,0.5,24.2,0,27,18,9,2,0,2
"Mark Noble","West Ham","ENG","MF",NA,33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,13,9,4,0,0,0
"Martin Dúbravka","Newcastle Utd","SVK","GK",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Martin Kelly","Crystal Palace","ENG","DF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Martin Ødegaard","Arsenal","NOR","MF",NA,21,2,3,0,0,15,3,20,0.07,0.33,22.5,1,42,34,8,5,5,0
"Marvelous Nakamba","Aston Villa","ZIM","MF",NA,26,0,0,0,0,2,1,50,0,0,28.9,0,5,4,1,0,0,0
"Mason Greenwood","Manchester Utd","ENG","FW",NA,18,2,9,0,0,67,23,34.3,0.1,0.3,16.8,0,50,30,20,5,3,2
"Mason Holgate","Everton","ENG","DF",NA,23,0,1,0,0,5,3,60,0.2,0.33,11.8,0,22,15,7,0,0,0
"Mason Mount","Chelsea","ENG","MF",NA,21,5,11,1,1,81,25,30.9,0.06,0.2,21.1,6,169,97,72,14,6,8
"Matěj Vydra","Burnley","CZE","FW",NA,28,2,5,0,0,35,9,25.7,0.09,0.33,13.7,0,32,16,16,3,2,1
"Mateo Kovačić","Chelsea","CRO","MF",NA,26,1,1,0,0,23,4,17.4,0,0,24.3,0,55,50,5,4,4,0
"Mateusz Klich","Leeds United","POL","MF",NA,30,5,9,2,2,34,9,26.5,0.06,0.22,22.9,0,107,92,15,15,13,2
"Matheus Pereira","West Brom","POR","MF","FW",24,6,17,4,4,61,23,37.7,0.11,0.3,23.1,10,118,77,41,10,8,2
"Mathew Ryan","Brighton","AUS","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Mathew Ryan","Brighton","AUS","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Mathew Ryan","Arsenal","AUS","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Mathew Ryan","Arsenal","AUS","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Matt Doherty","Tottenham","IRL","DF",NA,28,2,2,0,0,3,1,33.3,0,0,16.7,0,21,18,3,2,2,0
"Matt Phillips","West Brom","SCO","MF",NA,29,1,3,0,0,22,10,45.5,0.09,0.2,20.6,1,46,33,13,2,2,0
"Matt Ritchie","Newcastle Utd","SCO","DF","MF",30,2,2,0,0,11,1,9.1,0,0,22.6,2,44,23,21,4,2,2
"Matt Targett","Aston Villa","ENG","DF",NA,24,2,2,0,0,6,2,33.3,0,0,21.8,1,82,58,24,9,6,3
"Matthew Longstaff","Newcastle Utd","ENG","MF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0
"Matthew Lowton","Burnley","ENG","DF",NA,31,1,2,0,0,21,4,19,0.05,0.25,24.9,0,61,49,12,4,4,0
"Matty Cash","Aston Villa","POL","DF",NA,22,2,2,0,0,9,2,22.2,0,0,22.9,0,35,28,7,2,2,0
"Max Kilman","Wolves","ENG","DF",NA,23,1,1,0,0,7,2,28.6,0,0,12.2,0,8,6,2,1,1,0
"Max Lowe","Sheffield Utd","ENG","DF",NA,23,0,0,0,0,2,1,50,0,0,21.4,0,8,4,4,0,0,0
"Maxime Le Marchand","Fulham","FRA","DF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Mbaye Diagne","West Brom","SEN","FW",NA,28,2,5,0,0,25,9,36,0.12,0.33,10.4,0,22,16,6,5,3,2
"Michael Hector","Fulham","JAM","DF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,0,0,0
"Michael Keane","Everton","ENG","DF",NA,27,1,4,0,0,16,6,37.5,0.19,0.5,12.7,0,26,25,1,2,2,0
"Michael Obafemi","Southampton","IRL","FW",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Michail Antonio","West Ham","JAM","FW",NA,30,5,15,0,0,63,22,34.9,0.16,0.45,13.4,0,76,41,35,11,5,6
"Michy Batshuayi","Crystal Palace","BEL","FW",NA,26,1,3,0,0,12,6,50,0.17,0.33,17,0,23,15,8,3,2,1
"Miguel Almirón","Newcastle Utd","PAR","MF","FW",26,1,5,0,0,33,14,42.4,0.12,0.29,19.2,1,76,54,22,6,4,2
"Mohamed Elneny","Arsenal","EGY","MF",NA,28,0,1,0,0,9,2,22.2,0.11,0.5,21.5,0,19,16,3,1,1,0
"Mohamed Salah","Liverpool","EGY","FW",NA,28,5,27,6,6,120,46,38.3,0.13,0.35,16.4,1,134,104,30,16,12,4
"Mohammed Salisu","Southampton","GHA","DF",NA,21,0,0,0,0,4,1,25,0,0,12.7,0,5,4,1,0,0,0
"Moise Kean","Everton","ITA","FW","MF",20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Morgan Gibbs-White","Wolves","ENG","MF","FW",20,0,1,0,0,10,4,40,0.1,0.25,21.1,0,16,13,3,1,0,1
"Morgan Sanson","Aston Villa","FRA","MF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0
"Moussa Djenepo","Southampton","MLI","MF",NA,22,0,1,0,0,14,2,14.3,0.07,0.5,20.2,0,31,19,12,4,2,2
"Moussa Sissoko","Tottenham","FRA","MF",NA,30,0,0,0,0,3,1,33.3,0,0,13,0,17,16,1,2,2,0
"N'Golo Kanté","Chelsea","FRA","MF",NA,29,2,2,0,0,10,3,30,0,0,21.3,0,50,47,3,1,1,0
"Naby Keïta","Liverpool","GUI","MF",NA,25,0,0,0,0,9,2,22.2,0,0,21.2,0,21,19,2,1,1,0
"Nampalys Mendy","Leicester City","SEN","MF",NA,28,1,1,0,0,4,2,50,0,0,28.5,0,22,14,8,2,2,0
"Nathan Aké","Manchester City","NED","DF",NA,25,0,1,0,0,3,1,33.3,0.33,1,15.5,0,5,4,1,1,1,0
"Nathan Broadhead","Everton","WAL","FW",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Nathan Redmond","Southampton","ENG","MF","FW",26,3,5,0,0,45,13,28.9,0.04,0.15,18.5,0,63,44,19,5,5,0
"Nathan Tella","Southampton","NGA","FW","MF",21,1,2,0,0,17,8,47.1,0.06,0.13,19.2,0,21,11,10,2,1,1
"Nathaniel Clyne","Crystal Palace","ENG","DF",NA,29,1,1,0,0,4,1,25,0,0,21.7,0,8,6,2,1,1,0
"Nathaniel Phillips","Liverpool","ENG","DF",NA,23,1,2,0,0,15,2,13.3,0.07,0.5,10.4,0,12,11,1,1,0,1
"Neal Maupay","Brighton","FRA","FW","MF",23,2,10,4,3,67,22,32.8,0.07,0.23,14.8,0,77,56,21,7,5,2
"Neco Williams","Liverpool","WAL","DF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Neeskens Kebano","Fulham","COD","FW","MF",28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,0,0,0
"Neil Taylor","Aston Villa","WAL","DF",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Nélson Semedo","Wolves","POR","DF","MF",26,1,2,0,0,23,11,47.8,0.04,0.09,21.2,0,70,56,14,7,6,1
"Nemanja Matić","Manchester Utd","SRB","MF",NA,31,0,0,0,0,6,3,50,0,0,22.8,0,24,22,2,3,3,0
"Niall Huggins","Leeds United","WAL","DF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Nick Pope","Burnley","ENG","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,11,8,3,0,0,0
"Nicolas Pépé","Arsenal","CIV","FW",NA,25,1,11,1,1,47,19,40.4,0.19,0.47,15.7,1,43,27,16,8,4,4
"Niels Nkounkou","Everton","FRA","DF","FW",19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Odion Ighalo","Manchester Utd","NGA","FW",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Okay Yokuşlu","West Brom","TUR","MF",NA,26,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,14,9,5,3,2,1
"Ola Aina","Fulham","NGA","DF",NA,23,1,3,0,0,14,4,28.6,0.14,0.5,24.6,1,27,23,4,4,4,0
"Oleksandr Zinchenko","Manchester City","UKR","DF",NA,23,0,0,0,0,16,4,25,0,0,22.7,1,32,26,6,2,2,0
"Oliver Burke","Sheffield Utd","SCO","FW",NA,23,1,2,0,0,25,6,24,0.04,0.17,15.6,0,27,19,8,1,1,0
"Oliver McBurnie","Sheffield Utd","SCO","FW",NA,24,0,1,0,0,30,12,40,0.03,0.08,12.5,0,31,23,8,2,0,2
"Oliver Norwood","Sheffield Utd","NIR","MF",NA,29,0,0,0,0,11,1,9.1,0,0,31.6,2,53,38,15,1,1,0
"Olivier Giroud","Chelsea","FRA","FW",NA,33,0,4,0,0,29,10,34.5,0.14,0.4,11.6,0,15,11,4,0,0,0
"Ollie Watkins","Aston Villa","ENG","FW",NA,24,5,19,2,1,95,43,45.3,0.14,0.3,13.7,0,112,87,25,14,9,5
"Oriol Romeu","Southampton","ESP","MF",NA,28,1,2,0,0,14,4,28.6,0.07,0.25,25.9,0,41,37,4,4,4,0
"Oskar Buur","Wolves","DEN","DF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Owen Otasowie","Wolves","USA","MF","FW",19,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,7,4,3,2,2,0
"Ozan Kabak","Liverpool","TUR","DF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Pablo Fornals","West Ham","ESP","FW","MF",24,4,9,0,0,50,15,30,0.1,0.33,16.3,0,81,68,13,11,7,4
"Pablo Hernández","Leeds United","ESP","MF",NA,35,2,2,0,0,15,3,20,0,0,19,0,29,21,8,4,3,1
"Pablo Marí","Arsenal","ESP","DF",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,0,0,0
"Pascal Groß","Brighton","GER","MF","DF",29,8,11,4,3,28,4,14.3,0,0,22.2,6,126,74,52,10,7,3
"Pascal Struijk","Leeds United","NED","DF","MF",20,0,1,0,0,14,4,28.6,0.07,0.25,9.8,0,15,14,1,2,2,0
"Patrick Bamford","Leeds United","ENG","FW",NA,26,7,24,2,2,105,46,43.8,0.14,0.33,13.2,0,65,46,19,16,9,7
"Patrick Cutrone","Wolves","ITA","FW",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Patrick van Aanholt","Crystal Palace","NED","DF",NA,29,1,1,0,0,18,5,27.8,0,0,21.1,3,30,27,3,3,2,1
"Paul Dummett","Newcastle Utd","WAL","DF",NA,28,0,1,0,0,3,1,33.3,0.33,1,9.2,0,8,6,2,1,1,0
"Paul Pogba","Manchester Utd","FRA","MF","FW",27,3,6,0,0,31,11,35.5,0.1,0.27,17,0,72,57,15,7,2,5
"Pedro Neto","Wolves","POR","FW","MF",20,6,11,0,0,61,21,34.4,0.08,0.24,19.6,3,123,66,57,10,4,6
"Percy Tau","Brighton","RSA","FW",NA,26,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,5,4,1,1,1,0
"Phil Bardsley","Burnley","SCO","DF",NA,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,2,2,0,0,0
"Phil Foden","Manchester City","ENG","FW","MF",20,5,14,0,0,45,20,44.4,0.2,0.45,15,0,66,45,21,12,8,4
"Phil Jagielka","Sheffield Utd","ENG","DF",NA,37,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Pierre Højbjerg","Tottenham","DEN","MF",NA,24,4,6,0,0,14,7,50,0.14,0.29,24,0,59,52,7,10,9,1
"Pierre-Emerick Aubameyang","Arsenal","GAB","FW",NA,31,3,13,2,2,55,19,34.5,0.15,0.42,14,0,48,40,8,7,6,1
"Raheem Sterling","Manchester City","ENG","FW",NA,25,7,17,1,0,69,28,40.6,0.14,0.36,14.5,3,107,76,31,15,9,6
"Raphinha","Leeds United","BRA","MF","FW",23,9,15,0,0,67,24,35.8,0.09,0.25,17.2,4,120,68,52,15,8,7
"Raúl Jiménez","Wolves","MEX","FW",NA,29,0,4,0,0,26,10,38.5,0.15,0.4,16.2,0,20,9,11,4,1,3
"Rayan Aït-Nouri","Wolves","ALG","DF",NA,19,1,2,0,0,15,6,40,0.07,0.17,19.8,0,32,21,11,1,1,0
"Reda Khadra","Brighton","GER","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Reece James","Chelsea","ENG","DF",NA,20,2,3,0,0,34,11,32.4,0.03,0.09,21.6,4,81,60,21,5,3,2
"Reiss Nelson","Arsenal","ENG","FW","MF",20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Rekeem Harper","West Brom","ENG","MF",NA,20,0,0,0,0,1,1,100,0,0,26.1,0,0,0,0,0,0,0
"Rhian Brewster","Sheffield Utd","ENG","FW","MF",20,0,0,0,0,24,7,29.2,0,0,21.8,1,23,16,7,0,0,0
"Rhys Williams","Liverpool","ENG","DF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,1,0,1
"Ricardo Pereira","Leicester City","POR","DF","FW",26,1,1,0,0,7,4,57.1,0,0,20.1,0,23,21,2,3,2,1
"Richarlison","Everton","BRA","FW",NA,23,3,10,1,1,80,31,38.8,0.08,0.19,15.1,1,89,55,34,8,4,4
"Riyad Mahrez","Manchester City","ALG","FW",NA,29,6,15,0,0,58,22,37.9,0.16,0.41,17,3,91,63,28,17,11,6
"Rob Holding","Arsenal","ENG","DF",NA,24,1,1,0,0,14,2,14.3,0,0,12.8,0,14,13,1,3,3,0
"Robbie Brady","Burnley","IRL","MF",NA,28,1,2,0,0,16,5,31.3,0.06,0.2,21.1,4,19,13,6,2,0,2
"Robert Sánchez","Brighton","ESP","GK",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Robert Snodgrass","West Ham","SCO","FW","MF",32,0,0,0,0,4,1,25,0,0,18.3,1,5,5,0,1,1,0
"Robert Snodgrass","West Ham","SCO","FW","MF",32,0,0,0,0,4,1,25,0,0,18.3,1,2,1,1,1,0,1
"Robert Snodgrass","West Brom","SCO","MF","FW",32,0,0,0,0,4,1,25,0,0,18.3,1,5,5,0,1,1,0
"Robert Snodgrass","West Brom","SCO","MF","FW",32,0,0,0,0,4,1,25,0,0,18.3,1,2,1,1,1,0,1
"Roberto Firmino","Liverpool","BRA","FW",NA,28,7,16,0,0,83,32,38.6,0.11,0.28,14.3,0,111,84,27,11,10,1
"Robin Koch","Leeds United","GER","DF","MF",24,0,0,0,0,9,1,11.1,0,0,12.3,0,11,11,0,2,2,0
"Robin Olsen","Everton","SWE","GK",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Rodri","Manchester City","ESP","MF",NA,24,2,4,1,1,31,7,22.6,0.03,0.14,20.8,0,85,74,11,9,7,2
"Rodrigo","Leeds United","ESP","MF","FW",29,2,9,0,0,46,18,39.1,0.15,0.39,16.4,1,68,52,16,8,4,4
"Romain Saïss","Wolves","MAR","DF",NA,30,0,3,0,0,28,11,39.3,0.11,0.27,13.4,2,19,16,3,2,2,0
"Romaine Sawyers","West Brom","SKN","MF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,19,19,0,2,2,0
"Ross Barkley","Chelsea","ENG","FW","MF",26,0,0,0,0,38,11,28.9,0.08,0.27,18.7,2,76,44,32,5,2,3
"Ross Barkley","Chelsea","ENG","FW","MF",26,0,0,0,0,38,11,28.9,0.08,0.27,18.7,2,2,2,0,0,0,0
"Ross Barkley","Chelsea","ENG","FW","MF",26,0,0,0,0,1,1,100,0,0,35.9,0,76,44,32,5,2,3
"Ross Barkley","Chelsea","ENG","FW","MF",26,0,0,0,0,1,1,100,0,0,35.9,0,2,2,0,0,0,0
"Ross Barkley","Aston Villa","ENG","MF",NA,26,1,4,0,0,38,11,28.9,0.08,0.27,18.7,2,76,44,32,5,2,3
"Ross Barkley","Aston Villa","ENG","MF",NA,26,1,4,0,0,38,11,28.9,0.08,0.27,18.7,2,2,2,0,0,0,0
"Ross Barkley","Aston Villa","ENG","MF",NA,26,1,4,0,0,1,1,100,0,0,35.9,0,76,44,32,5,2,3
"Ross Barkley","Aston Villa","ENG","MF",NA,26,1,4,0,0,1,1,100,0,0,35.9,0,2,2,0,0,0,0
"Rúben Dias","Manchester City","POR","DF",NA,23,0,1,0,0,14,6,42.9,0.07,0.17,8.3,0,22,20,2,2,1,1
"Ruben Loftus-Cheek","Fulham","ENG","MF","FW",24,0,1,0,0,35,8,22.9,0.03,0.13,16.6,0,1,1,0,0,0,0
"Ruben Loftus-Cheek","Fulham","ENG","MF","FW",24,0,1,0,0,35,8,22.9,0.03,0.13,16.6,0,62,36,26,0,0,0
"Ruben Loftus-Cheek","Chelsea","ENG","FW",NA,24,0,0,0,0,35,8,22.9,0.03,0.13,16.6,0,1,1,0,0,0,0
"Ruben Loftus-Cheek","Chelsea","ENG","FW",NA,24,0,0,0,0,35,8,22.9,0.03,0.13,16.6,0,62,36,26,0,0,0
"Rúben Neves","Wolves","POR","MF",NA,23,1,6,3,3,64,13,20.3,0.03,0.15,26.9,12,78,63,15,4,4,0
"Rúben Vinagre","Wolves","POR","MF","DF",21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Rui Patrício","Wolves","POR","GK",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Rúnar Alex Rúnarsson","Arsenal","ISL","GK",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Ryan Bertrand","Southampton","ENG","DF",NA,30,1,1,0,0,8,3,37.5,0,0,19.7,0,43,29,14,4,3,1
"Ryan Fraser","Newcastle Utd","SCO","FW","MF",26,2,2,0,0,13,6,46.2,0,0,21.6,0,37,21,16,3,1,2
"Ryan Fredericks","West Ham","ENG","DF","FW",27,1,2,0,0,4,2,50,0.25,0.5,14.8,0,21,16,5,0,0,0
"Sadio Mané","Liverpool","SEN","FW",NA,28,7,18,0,0,94,34,36.2,0.12,0.32,13.7,0,141,95,46,16,9,7
"Saïd Benrahma","West Ham","ALG","FW","MF",24,6,7,0,0,35,12,34.3,0.03,0.08,21.2,1,64,53,11,10,10,0
"Sam Field","West Brom","ENG","MF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Sam Johnstone","West Brom","ENG","GK",NA,27,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,5,3,2,1,1,0
"Sander Berge","Sheffield Utd","NOR","MF",NA,22,1,2,1,1,9,1,11.1,0,0,18,0,23,20,3,1,0,1
"Scott Carson","Manchester City","ENG","GK",NA,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Scott Dann","Crystal Palace","ENG","DF",NA,33,0,1,0,0,4,1,25,0.25,1,10.2,0,5,5,0,1,1,0
"Scott McTominay","Manchester Utd","SCO","MF",NA,23,1,5,0,0,26,7,26.9,0.15,0.57,17.6,0,33,24,9,3,1,2
"Sead Kolašinac","Arsenal","BIH","DF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Séamus Coleman","Everton","IRL","DF","MF",31,3,3,0,0,12,4,33.3,0,0,19.7,0,34,27,7,5,4,1
"Sean Longstaff","Newcastle Utd","ENG","MF",NA,22,1,1,0,0,15,5,33.3,0,0,19.8,1,29,17,12,3,1,2
"Sébastien Haller","West Ham","CIV","FW",NA,26,0,3,0,0,25,11,44,0.12,0.27,10.2,0,16,13,3,0,0,0
"Semi Ajayi","West Brom","NGA","DF",NA,26,0,2,0,0,13,4,30.8,0.15,0.5,9.8,0,14,13,1,2,2,0
"Serge Aurier","Tottenham","CIV","DF",NA,27,3,5,0,0,15,6,40,0.13,0.33,17.5,0,38,26,12,5,3,2
"Sergio Agüero","Manchester City","ARG","FW",NA,32,1,5,2,1,17,10,58.8,0.18,0.3,14.6,0,18,13,5,3,2,1
"Sergio Reguilón","Tottenham","ESP","DF",NA,23,3,3,0,0,20,4,20,0,0,19,0,42,29,13,9,8,1
"Shane Long","Southampton","IRL","FW",NA,33,0,0,0,0,2,1,50,0,0,21.3,0,3,3,0,0,0,0
"Shkodran Mustafi","Arsenal","GER","DF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Shola Shoretire","Manchester Utd","ENG","FW",NA,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Sidnei Tavares","Leicester City","POR","MF",NA,18,0,0,0,0,1,1,100,0,0,24.6,0,1,0,1,0,0,0
"Solly March","Brighton","ENG","DF","MF",26,1,3,0,0,22,4,18.2,0.09,0.5,17,1,58,44,14,3,3,0
"Son Heung-min","Tottenham","KOR","FW",NA,28,10,27,1,1,67,35,52.2,0.24,0.46,17.5,1,129,83,46,18,12,6
"Steven Alzate","Brighton","COL","MF",NA,21,0,1,0,0,7,2,28.6,0.14,0.5,18.7,0,24,20,4,1,1,0
"Steven Bergwijn","Tottenham","NED","FW","MF",22,3,4,0,0,15,6,40,0.07,0.17,17.1,0,35,24,11,7,3,4
"Stuart Armstrong","Southampton","SCO","MF",NA,28,5,9,0,0,55,11,20,0.07,0.36,21.6,0,91,64,27,15,7,8
"Stuart Dallas","Leeds United","NIR","MF","DF",29,2,10,0,0,48,18,37.5,0.17,0.44,20.5,0,89,75,14,7,7,0
"Takumi Minamino","Southampton","JPN","MF",NA,25,0,2,0,0,13,4,30.8,0.15,0.5,18.3,0,7,4,3,1,0,1
"Takumi Minamino","Southampton","JPN","MF",NA,25,0,2,0,0,13,4,30.8,0.15,0.5,18.3,0,15,11,4,1,1,0
"Takumi Minamino","Southampton","JPN","MF",NA,25,0,2,0,0,7,3,42.9,0.14,0.33,17,0,7,4,3,1,0,1
"Takumi Minamino","Southampton","JPN","MF",NA,25,0,2,0,0,7,3,42.9,0.14,0.33,17,0,15,11,4,1,1,0
"Takumi Minamino","Liverpool","JPN","MF","FW",25,0,1,0,0,13,4,30.8,0.15,0.5,18.3,0,7,4,3,1,0,1
"Takumi Minamino","Liverpool","JPN","MF","FW",25,0,1,0,0,13,4,30.8,0.15,0.5,18.3,0,15,11,4,1,1,0
"Takumi Minamino","Liverpool","JPN","MF","FW",25,0,1,0,0,7,3,42.9,0.14,0.33,17,0,7,4,3,1,0,1
"Takumi Minamino","Liverpool","JPN","MF","FW",25,0,1,0,0,7,3,42.9,0.14,0.33,17,0,15,11,4,1,1,0
"Tammy Abraham","Chelsea","ENG","FW",NA,22,1,7,0,0,32,13,40.6,0.19,0.46,10.7,0,17,9,8,2,1,1
"Tanguy Ndombele","Tottenham","FRA","MF",NA,23,2,5,0,0,18,7,38.9,0.17,0.43,18.4,0,58,45,13,8,7,1
"Tariq Lamptey","Brighton","GHA","DF","MF",19,1,2,0,0,6,2,33.3,0.17,0.5,11.9,0,23,18,5,4,2,2
"Terence Kongolo","Fulham","NED","DF",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Theo Corbeanu","Wolves","CAN","FW",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Theo Walcott","Everton","ENG","FW",NA,31,0,0,0,0,29,11,37.9,0.1,0.27,20.2,0,31,23,8,6,2,4
"Theo Walcott","Everton","ENG","FW",NA,31,0,0,0,0,29,11,37.9,0.1,0.27,20.2,0,0,0,0,0,0,0
"Theo Walcott","Southampton","ENG","MF","FW",31,3,6,0,0,29,11,37.9,0.1,0.27,20.2,0,31,23,8,6,2,4
"Theo Walcott","Southampton","ENG","MF","FW",31,3,6,0,0,29,11,37.9,0.1,0.27,20.2,0,0,0,0,0,0,0
"Thiago Alcántara","Liverpool","ESP","MF",NA,29,0,1,0,0,22,5,22.7,0.05,0.2,23.3,1,81,69,12,3,2,1
"Thiago Silva","Chelsea","BRA","DF",NA,35,0,2,0,0,13,4,30.8,0.15,0.5,8.8,0,25,24,1,1,1,0
"Thomas Partey","Arsenal","GHA","MF",NA,27,2,2,0,0,26,4,15.4,0,0,27.1,0,31,28,3,3,3,0
"Tim Ream","Fulham","USA","DF",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Timo Werner","Chelsea","GER","FW","MF",24,8,14,0,0,79,31,39.2,0.08,0.19,13.8,0,89,60,29,15,8,7
"Timothy Castagne","Leicester City","BEL","DF",NA,24,3,5,0,0,8,3,37.5,0.25,0.67,10.9,0,49,45,4,4,4,0
"Timothy Fosu-Mensah","Manchester Utd","NED","DF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0
"Toby Alderweireld","Tottenham","BEL","DF",NA,31,0,1,0,0,10,3,30,0.1,0.33,8.5,0,22,19,3,3,3,0
"Tom Cairney","Fulham","SCO","MF",NA,29,1,2,0,0,12,4,33.3,0.08,0.25,21,0,38,24,14,2,2,0
