"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Noah Joel Sarenren Bazee","Augsburg","NGA","FW","MF",23,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,0
"Noah Katterbach","Köln","GER","DF","MF",19,0,0,0,0,9,2,22.2,0,0,24.7,0,28,22,6,2,1,1
"Nordi Mukiele","RB Leipzig","FRA","DF",NA,22,1,4,0,0,21,7,33.3,0.14,0.43,13,0,29,26,3,4,3,1
"Obite N'Dicka","Eint Frankfurt","CIV","DF",NA,20,1,4,0,0,17,5,29.4,0.18,0.6,10.9,0,24,20,4,5,4,1
"Ohis Felix Uduokhai","Augsburg","GER","DF",NA,22,0,1,0,0,13,3,23.1,0.08,0.33,12.3,0,16,13,3,2,2,0
"Oliver Baumann","Hoffenheim","GER","GK",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,4,1,0,0,0
"Omar Alderete","Hertha BSC","PAR","DF",NA,23,0,0,0,0,6,2,33.3,0,0,15,0,7,7,0,0,0,0
"Omar Marmoush","Wolfsburg","EGY","FW",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Omar Mascarell","Schalke 04","EQG","MF",NA,27,1,2,0,0,10,3,30,0.1,0.33,26.3,1,16,12,4,1,0,1
"Ömer Toprak","Werder Bremen","TUR","DF",NA,31,0,2,0,0,10,5,50,0.2,0.4,13.4,0,13,9,4,1,1,0
"Ondrej Duda","Köln","SVK","FW","MF",25,5,12,4,3,46,13,28.3,0.09,0.31,22.7,4,94,49,45,8,5,3
"Orel Mangala","Stuttgart","BEL","MF",NA,22,3,4,0,0,26,8,30.8,0.04,0.13,21.2,0,59,49,10,6,4,2
"Oscar Wendt","Gladbach","SWE","DF",NA,34,1,2,0,0,7,1,14.3,0.14,1,18.8,2,18,11,7,2,1,1
"Ozan Kabak","Schalke 04","TUR","DF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,14,9,5,0,0,0
"Pascal Stenzel","Stuttgart","GER","DF",NA,24,1,1,0,0,5,1,20,0,0,24.2,0,15,12,3,1,0,1
"Patrick Erras","Werder Bremen","GER","FW","MF",25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Patrick Herrmann","Gladbach","GER","FW","MF",29,3,3,0,0,19,7,36.8,0,0,16.2,1,45,30,15,3,3,0
"Patrik Schick","Leverkusen","CZE","FW",NA,24,1,10,0,0,56,21,37.5,0.16,0.43,12.1,1,43,31,12,6,4,2
"Paul Nebel","Mainz 05","GER","MF","FW",17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Paulinho","Leverkusen","BRA","FW",NA,20,0,0,0,0,3,1,33.3,0,0,14.8,0,1,1,0,0,0,0
"Paulo Otávio","Wolfsburg","BRA","DF",NA,25,2,2,0,0,14,4,28.6,0,0,23.9,0,37,32,5,4,3,1
"Pavao Pervan","Wolfsburg","AUT","GK",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Pavel Kadeřábek","Hoffenheim","CZE","DF","FW",28,4,4,0,0,10,4,40,0,0,11,0,37,34,3,5,4,1
"Petar Musa","Union Berlin","CRO","FW",NA,22,3,4,0,0,17,5,29.4,0.06,0.2,12.7,0,22,16,6,2,2,0
"Péter Gulácsi","RB Leipzig","HUN","GK",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Peter Pekarík","Hertha BSC","SVK","DF",NA,33,1,4,0,0,8,5,62.5,0.38,0.6,15.8,0,27,21,6,1,1,0
"Philipp Bargfrede","Werder Bremen","GER","MF",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Philipp Förster","Stuttgart","GER","MF",NA,25,1,4,1,0,19,10,52.6,0.16,0.3,16.1,0,57,43,14,4,4,0
"Philipp Klement","Stuttgart","GER","MF","FW",27,2,3,0,0,7,3,42.9,0.14,0.33,25.7,1,29,13,16,4,2,2
"Philipp Lienhart","Freiburg","AUT","DF",NA,24,0,4,0,0,10,4,40,0.4,1,8.5,0,17,16,1,0,0,0
"Philipp Pentke","Hoffenheim","GER","GK",NA,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Phillipp Mwene","Mainz 05","AUT","DF","MF",26,2,3,0,0,7,3,42.9,0.14,0.33,23.1,0,34,18,16,4,3,1
"Pierre Kunde","Mainz 05","CMR","MF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,9,7,2,0,0,0
"Rabbi Matondo","Schalke 04","WAL","FW","MF",19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0
"Rafael Czichos","Köln","GER","DF",NA,30,0,1,0,0,10,2,20,0.1,0.5,7.1,0,25,22,3,0,0,0
"Rafał Gikiewicz","Augsburg","POL","GK",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,6,2,1,0,1
"Ragnar Ache","Eint Frankfurt","GER","FW","DF",22,0,1,0,0,2,1,50,0.5,1,13.7,0,0,0,0,0,0,0
"Ralf Fährmann","Schalke 04","GER","GK",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,6,0,0,0,0
"Ramy Bensebaini","Gladbach","ALG","DF",NA,25,0,4,1,1,21,7,33.3,0.14,0.43,16,0,24,19,5,4,1,3
"Rani Khedira","Augsburg","GER","MF",NA,26,0,1,0,0,10,4,40,0.1,0.25,18.8,0,16,14,2,1,1,0
"Raphael Framberger","Augsburg","GER","DF",NA,24,1,1,0,0,1,1,100,0,0,26,0,27,20,7,1,1,0
"Raphaël Guerreiro","Dortmund","POR","DF",NA,26,10,15,0,0,37,15,40.5,0.14,0.33,20,3,97,83,14,15,13,2
"Reece Oxford","Augsburg","ENG","DF",NA,21,0,0,0,0,6,1,16.7,0,0,9.4,0,8,6,2,0,0,0
"Reinhold Yabo","Arminia","GER","MF","FW",28,0,1,0,0,8,1,12.5,0.13,1,18.8,0,8,6,2,0,0,0
"Reinier","Dortmund","BRA","MF","FW",18,1,2,0,0,3,1,33.3,0.33,1,11.3,0,8,7,1,1,1,0
"Renato Steffen","Wolfsburg","SUI","FW","MF",28,4,9,0,0,30,14,46.7,0.17,0.36,15.3,0,56,42,14,8,7,1
"Ridle Baku","Mainz 05","GER","DF",NA,22,0,0,0,0,35,12,34.3,0.17,0.5,18.7,0,2,1,1,0,0,0
"Ridle Baku","Mainz 05","GER","DF",NA,22,0,0,0,0,35,12,34.3,0.17,0.5,18.7,0,95,76,19,15,14,1
"Ridle Baku","Wolfsburg","GER","FW","DF",22,7,13,0,0,35,12,34.3,0.17,0.5,18.7,0,2,1,1,0,0,0
"Ridle Baku","Wolfsburg","GER","FW","DF",22,7,13,0,0,35,12,34.3,0.17,0.5,18.7,0,95,76,19,15,14,1
"Ritsu Doan","Arminia","JPN","MF","FW",22,2,7,0,0,69,21,30.4,0.07,0.24,19.9,7,99,42,57,7,4,3
"Robert Andrich","Union Berlin","GER","MF",NA,25,2,7,0,0,41,9,22,0.12,0.56,24,4,56,48,8,7,6,1
"Robert Glatzel","Mainz 05","GER","FW",NA,26,1,3,0,0,13,7,53.8,0.15,0.29,12.3,0,11,7,4,3,2,1
"Robert Gumny","Augsburg","POL","DF",NA,22,0,1,0,0,6,3,50,0.17,0.33,16.5,0,19,14,5,1,1,0
"Robert Lewandowski","Bayern Munich","POL","FW",NA,31,7,48,9,8,128,56,43.8,0.26,0.59,13.8,5,82,56,26,17,12,5
"Robert Skov","Hoffenheim","DEN","FW","MF",24,0,1,0,0,33,7,21.2,0.03,0.14,23.2,8,36,22,14,2,1,1
"Roberto Massimo","Stuttgart","GER","DF","FW",19,0,0,0,0,15,4,26.7,0,0,14.6,0,24,14,10,3,1,2
"Robin Knoche","Union Berlin","GER","DF",NA,28,0,1,0,0,12,4,33.3,0.08,0.25,12.9,0,23,17,6,2,2,0
"Robin Quaison","Mainz 05","SWE","FW","MF",26,2,8,1,1,34,16,47.1,0.15,0.31,18.6,1,31,21,10,7,4,3
"Robin Zentner","Mainz 05","GER","GK",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,0,3,0,0,0
"Rocco Reitz","Gladbach","GER","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Roland Sallai","Freiburg","HUN","MF","FW",23,3,11,1,1,46,19,41.3,0.15,0.37,16.7,3,43,30,13,8,5,3
"Roman Bürki","Dortmund","SUI","GK",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0
"Romano Schmid","Werder Bremen","AUT","MF","FW",20,3,3,0,0,18,3,16.7,0,0,23.1,0,36,30,6,8,7,1
"Ron-Robert Zieler","Köln","GER","GK",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Ruben Vargas","Augsburg","SUI","MF","FW",21,3,9,0,0,38,13,34.2,0.16,0.46,15.7,1,49,36,13,4,4,0
"Rune Jarstein","Hertha BSC","NOR","GK",NA,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Ryan Sessegnon","Hoffenheim","ENG","DF","FW",20,3,5,0,0,5,2,40,0.4,1,11.5,0,31,28,3,4,4,0
"Salif Sané","Schalke 04","SEN","DF",NA,29,0,0,0,0,7,1,14.3,0,0,15.5,0,13,8,5,0,0,0
"Salih Özcan","Köln","TUR","MF",NA,22,1,1,0,0,11,5,45.5,0,0,23.1,0,28,20,8,3,3,0
"Sami Khedira","Hertha BSC","GER","MF",NA,33,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,6,4,2,2,2,0
"Santiago Arias","Leverkusen","COL","DF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Santiago Ascacíbar","Hertha BSC","ARG","MF",NA,23,0,1,0,0,7,3,42.9,0.14,0.33,21,0,14,10,4,1,0,1
"Sargis Adamyan","Hoffenheim","ARM","FW","MF",27,3,5,0,0,23,7,30.4,0.09,0.29,15.3,0,22,15,7,6,4,2
"Sasa Kalajdzic","Stuttgart","AUT","FW",NA,23,5,21,0,0,68,29,42.6,0.24,0.55,14,0,52,40,12,9,6,3
"Sava Cestic","Köln","SRB","DF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0
"Sead Kolašinac","Schalke 04","BIH","DF","MF",27,1,2,0,0,6,1,16.7,0.17,1,15.1,0,22,16,6,2,2,0
"Sebastiaan Bornauw","Köln","BEL","DF",NA,21,1,2,0,0,18,5,27.8,0.06,0.2,10.5,0,8,6,2,1,1,0
"Sebastian Andersson","Köln","SWE","FW",NA,29,0,3,1,1,39,13,33.3,0.05,0.15,13,0,14,10,4,3,1,2
"Sebastian Griesbeck","Union Berlin","GER","MF",NA,29,0,0,0,0,4,1,25,0,0,14.8,0,6,3,3,1,0,1
"Sebastian Müller","Arminia","GER","MF","DF",19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Sebastian Rode","Eint Frankfurt","GER","MF",NA,29,0,1,0,0,3,3,100,0.33,0.33,24.9,0,44,37,7,6,5,1
"Sebastian Rudy","Hoffenheim","GER","MF","FW",30,3,4,0,0,15,8,53.3,0.07,0.13,23.1,2,67,45,22,6,5,1
"Sebastian Rudy","Hoffenheim","GER","MF","FW",30,3,4,0,0,15,8,53.3,0.07,0.13,23.1,2,7,4,3,1,1,0
"Sebastian Rudy","Schalke 04","GER","DF",NA,30,0,0,0,0,15,8,53.3,0.07,0.13,23.1,2,67,45,22,6,5,1
"Sebastian Rudy","Schalke 04","GER","DF",NA,30,0,0,0,0,15,8,53.3,0.07,0.13,23.1,2,7,4,3,1,1,0
"Serge Gnabry","Bayern Munich","GER","FW","MF",25,2,12,0,0,59,27,45.8,0.17,0.37,16.8,0,92,73,19,14,12,2
"Sergio Córdova","Arminia","VEN","FW","MF",22,1,3,0,0,20,4,20,0.1,0.5,14.9,0,28,18,10,2,2,0
"Sheraldo Becker","Union Berlin","SUR","FW","MF",25,3,6,0,0,31,10,32.3,0.1,0.3,22.1,0,38,29,9,8,7,1
"Shkodran Mustafi","Schalke 04","GER","DF",NA,28,0,1,0,0,9,2,22.2,0.11,0.5,11.7,0,4,1,3,0,0,0
"Silas Katompa","Stuttgart","COD","DF","FW",21,4,15,3,3,41,15,36.6,0.2,0.53,16.2,0,60,38,22,8,5,3
"Stefan Bell","Mainz 05","GER","DF",NA,28,1,2,0,0,8,2,25,0.13,0.5,14,0,10,8,2,2,1,1
"Stefan Ilsanker","Eint Frankfurt","AUT","MF","DF",31,0,1,0,0,13,4,30.8,0.08,0.25,14.7,0,20,16,4,1,1,0
"Stefan Lainer","Gladbach","AUT","DF",NA,27,2,4,0,0,25,9,36,0.08,0.22,15.5,0,68,55,13,6,3,3
"Stefan Ortega","Arminia","GER","GK",NA,27,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,24,19,5,2,2,0
"Stefan Posch","Hoffenheim","AUT","DF",NA,23,0,0,0,0,10,2,20,0,0,21.4,1,26,23,3,2,2,0
"Steffen Tigges","Dortmund","GER","FW","DF",22,0,0,0,0,4,1,25,0,0,23.4,0,1,0,1,0,0,0
"Steven Skrzybski","Schalke 04","GER","FW","DF",27,0,0,1,0,7,1,14.3,0,0,23.1,0,10,4,6,1,0,1
"Steven Zuber","Eint Frankfurt","SUI","DF","MF",28,3,3,0,0,10,2,20,0,0,18.9,0,25,22,3,5,4,1
"Suat Serdar","Schalke 04","GER","MF",NA,23,3,4,0,0,32,9,28.1,0.03,0.11,20.4,0,36,25,11,2,2,0
"Sven Bender","Leverkusen","GER","DF",NA,31,0,0,0,0,3,1,33.3,0,0,10.9,0,12,11,1,2,2,0
"Sven Schipplock","Arminia","GER","FW","MF",31,0,1,0,0,15,5,33.3,0.07,0.2,16.3,0,16,9,7,1,1,0
"Tahith Chong","Werder Bremen","NED","MF","FW",20,1,1,0,0,9,1,11.1,0,0,20.9,0,12,10,2,1,1,0
"Taiwo Awoniyi","Union Berlin","NGA","FW",NA,22,2,7,0,0,30,13,43.3,0.17,0.38,11.2,0,36,26,10,7,3,4
"Tanguy Coulibaly","Stuttgart","FRA","DF","FW",19,1,3,0,0,26,9,34.6,0.08,0.22,17.2,1,38,27,11,3,3,0
"Tanguy Nianzou","Bayern Munich","FRA","DF","FW",18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Theodor Gebre Selassie","Werder Bremen","CZE","DF",NA,33,1,4,0,0,19,8,42.1,0.16,0.38,17.1,0,45,35,10,4,2,2
"Thomas Delaney","Dortmund","DEN","MF",NA,28,1,2,0,0,8,3,37.5,0.13,0.33,13.5,0,17,13,4,0,0,0
"Thomas Meunier","Dortmund","BEL","DF",NA,28,1,2,0,0,12,3,25,0.08,0.33,18.7,0,28,22,6,2,1,1
"Thomas Müller","Bayern Munich","GER","MF",NA,30,19,30,1,1,50,17,34,0.2,0.59,13.9,0,141,130,11,28,24,4
"Thorgan Hazard","Dortmund","BEL","MF","FW",27,3,4,0,0,10,4,40,0.1,0.25,18.2,1,21,14,7,3,2,1
"Tiago Dantas","Bayern Munich","POR","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0
"Tim Civeja","Augsburg","ALB","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Tim Maciejewski","Union Berlin","GER","FW",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Tim Siersleben","Wolfsburg","GER","DF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Timo Becker","Schalke 04","GER","DF",NA,23,0,0,0,0,5,1,20,0,0,19.7,0,10,6,4,2,1,1
"Timo Horn","Köln","GER","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0
"Timothy Chandler","Eint Frankfurt","USA","DF",NA,30,0,1,0,0,6,2,33.3,0.17,0.5,14.3,0,6,5,1,0,0,0
"Timothy Fosu-Mensah","Leverkusen","NED","DF",NA,22,0,0,0,0,2,1,50,0,0,14.2,0,7,6,1,0,0,0
"Tin Jedvaj","Leverkusen","CRO","DF",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Tobias Sippel","Gladbach","GER","GK",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Tobias Strobl","Augsburg","GER","MF",NA,30,0,0,0,0,6,1,16.7,0,0,16.5,0,28,27,1,2,2,0
"Tolu Arokodare","Köln","NGA","FW","MF",19,0,0,0,0,3,1,33.3,0,0,10.2,0,4,4,0,0,0,0
"Tony Jantschke","Gladbach","GER","DF",NA,30,0,0,0,0,2,1,50,0,0,12.3,0,3,3,0,0,0,0
"Tuta","Eint Frankfurt","BRA","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,13,11,2,1,0,1
"Tyler Adams","RB Leipzig","USA","MF","DF",21,1,2,0,0,7,4,57.1,0.14,0.25,17.6,0,37,31,6,3,2,1
"Valentino Lazaro","Gladbach","AUT","DF","FW",24,0,2,0,0,15,4,26.7,0.13,0.5,16.4,0,34,29,5,2,2,0
"Vasileios Pavlidis","Schalke 04","GRE","FW",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Vedad Ibišević","Schalke 04","BIH","FW",NA,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,4,1,0,0,0
"Victor Sá","Wolfsburg","BRA","FW",NA,26,1,2,0,0,10,2,20,0.1,0.5,17.4,0,21,15,6,1,1,0
"Vincenzo Grifo","Freiburg","ITA","MF","FW",27,10,19,4,4,54,23,42.6,0.09,0.22,20.7,7,127,76,51,17,11,6
"Vladimír Darida","Hertha BSC","CZE","MF",NA,29,6,7,0,0,27,7,25.9,0.04,0.14,23.2,1,66,46,20,9,9,0
"Waldemar Anton","Stuttgart","GER","DF",NA,24,1,1,0,0,12,4,33.3,0,0,14.9,0,31,26,5,5,4,1
"Wataru Endo","Stuttgart","JPN","MF",NA,27,3,6,0,0,28,14,50,0.11,0.21,19.9,0,74,62,12,6,5,1
"Wendell","Leverkusen","BRA","DF",NA,27,0,0,0,0,7,2,28.6,0,0,18.8,0,12,11,1,2,1,1
"Willi Orban","RB Leipzig","HUN","DF",NA,27,1,5,0,0,23,7,30.4,0.17,0.57,8.4,0,25,19,6,3,1,2
"William","Wolfsburg","BRA","MF","FW",25,0,0,0,0,4,1,25,0,0,22,0,0,0,0,0,0,0
"William","Wolfsburg","BRA","MF","FW",25,0,0,0,0,4,1,25,0,0,22,0,5,3,2,1,1,0
"William","Schalke 04","BRA","DF","FW",25,0,0,0,0,4,1,25,0,0,22,0,0,0,0,0,0,0
"William","Schalke 04","BRA","DF","FW",25,0,0,0,0,4,1,25,0,0,22,0,5,3,2,1,1,0
"Wout Weghorst","Wolfsburg","NED","FW",NA,27,8,28,3,2,90,43,47.8,0.2,0.42,13.3,0,77,59,18,13,10,3
"Xaver Schlager","Wolfsburg","AUT","MF",NA,22,4,6,0,0,48,4,8.3,0.04,0.5,22.1,0,61,50,11,6,5,1
"Yann Sommer","Gladbach","SUI","GK",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Yannick Gerhardt","Wolfsburg","GER","MF","FW",26,4,6,0,0,31,11,35.5,0.06,0.18,15.2,0,45,33,12,6,5,1
"Yannik Keitel","Freiburg","GER","MF",NA,20,0,0,0,0,8,1,12.5,0,0,26.4,0,6,4,2,0,0,0
"Youssoufa Moukoko","Dortmund","GER","FW","MF",15,0,3,0,0,20,8,40,0.15,0.38,15.5,0,16,7,9,1,1,0
"Yunus Mallı","Wolfsburg","TUR","MF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Yussuf Poulsen","RB Leipzig","DEN","FW",NA,26,4,9,0,0,45,14,31.1,0.11,0.36,14.5,0,41,26,15,6,4,2
"Yuya Osako","Werder Bremen","JPN","MF","FW",30,1,1,0,0,10,4,40,0,0,17.4,0,26,22,4,3,2,1
