"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Javairô Dilrosun","Hertha BSC","NED","FW","MF",22,1,1,0,0,8,1,12.5,0,0,18.3,0,12,6,6,1,1,0
"Javi Martínez","Bayern Munich","ESP","DF","MF",31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0
"Jean-Manuel Mbom","Werder Bremen","GER","MF","DF",20,1,1,0,0,7,1,14.3,0,0,17.3,0,18,12,6,3,2,1
"Jean-Paul Boëtius","Mainz 05","NED","MF","FW",26,4,6,0,0,29,10,34.5,0.07,0.2,20.6,0,73,60,13,8,7,1
"Jean-Philippe Mateta","Mainz 05","FRA","FW",NA,23,1,8,1,1,28,13,46.4,0.21,0.46,12.7,1,20,15,5,3,2,1
"Jeffrey Gouweleeuw","Augsburg","NED","DF",NA,29,0,1,0,0,7,3,42.9,0.14,0.33,22.2,0,30,24,6,1,1,0
"Jeong Woo-yeong","Freiburg","KOR","FW","MF",20,0,4,0,0,14,6,42.9,0.29,0.67,17.7,0,28,24,4,1,1,0
"Jeremie Frimpong","Leverkusen","NED","DF","FW",19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,12,11,1,4,3,1
"Jérôme Boateng","Bayern Munich","GER","DF",NA,31,1,2,0,0,9,3,33.3,0.11,0.33,18.1,0,20,20,0,3,3,0
"Jérôme Roussillon","Wolfsburg","FRA","DF",NA,27,2,2,0,0,11,2,18.2,0,0,22.5,0,24,18,6,3,2,1
"Jerry St. Juste","Mainz 05","NED","DF",NA,23,1,1,0,0,22,5,22.7,0,0,17.5,4,29,22,7,4,4,0
"Jessic Ngankam","Hertha BSC","GER","FW",NA,20,0,2,0,0,6,4,66.7,0.33,0.5,12.7,0,3,2,1,0,0,0
"Jhon Córdoba","Hertha BSC","COL","FW",NA,27,1,8,0,0,48,18,37.5,0.15,0.39,13.4,0,50,33,17,3,1,2
"Ji Dong-won","Mainz 05","KOR","FW",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Jimmy Kaparos","Schalke 04","GER","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Jiří Pavlenka","Werder Bremen","CZE","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Joakim Nilsson","Arminia","SWE","DF",NA,26,0,0,0,0,6,2,33.3,0,0,9.8,0,6,5,1,0,0,0
"Jóan Símun Edmundsson","Arminia","FRO","FW","MF",29,0,1,0,0,3,2,66.7,0.33,0.5,12.9,0,0,0,0,0,0,0
"Joel Pohjanpalo","Leverkusen","FIN","MF",NA,25,0,0,0,0,31,15,48.4,0.19,0.4,11.8,0,17,12,5,2,1,1
"Joel Pohjanpalo","Leverkusen","FIN","MF",NA,25,0,0,0,0,31,15,48.4,0.19,0.4,11.8,0,0,0,0,0,0,0
"Joel Pohjanpalo","Union Berlin","FIN","FW",NA,25,0,6,0,0,31,15,48.4,0.19,0.4,11.8,0,17,12,5,2,1,1
"Joel Pohjanpalo","Union Berlin","FIN","FW",NA,25,0,6,0,0,31,15,48.4,0.19,0.4,11.8,0,0,0,0,0,0,0
"Johannes Eggestein","Werder Bremen","GER","FW","MF",22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"John Brooks","Wolfsburg","USA","DF",NA,27,0,2,0,0,19,5,26.3,0.11,0.4,10.9,0,26,22,4,1,1,0
"Jonas Dirkner","Hertha BSC","GER","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Jonas Hector","Köln","GER","MF","FW",30,1,4,0,0,27,8,29.6,0.11,0.38,16.9,0,43,27,16,7,4,3
"Jonas Hofmann","Gladbach","GER","FW","MF",28,11,17,3,3,22,8,36.4,0.14,0.38,21.7,0,88,42,46,11,5,6
"Jonas Michelbrink","Hertha BSC","GER","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Jonathan Burkardt","Mainz 05","GER","FW","MF",20,0,2,0,0,29,10,34.5,0.07,0.2,14.2,0,35,25,10,6,3,3
"Jonathan Schmid","Freiburg","FRA","MF","DF",30,2,4,0,0,21,9,42.9,0.1,0.22,21.6,6,59,44,15,7,4,3
"Jonathan Tah","Leverkusen","GER","DF",NA,24,0,1,0,0,9,2,22.2,0.11,0.5,8.9,0,7,7,0,0,0,0
"Jordan Beyer","Gladbach","GER","DF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Jordan Torunarigha","Hertha BSC","GER","DF",NA,22,0,0,0,0,4,1,25,0,0,15.8,0,8,6,2,1,0,1
"Jorge Meré","Köln","ESP","DF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,9,8,1,0,0,0
"Joscha Wosz","RB Leipzig","GER","DF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Josep Martinez","RB Leipzig","ESP","GK",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Josh Sargent","Werder Bremen","USA","FW","MF",20,2,7,0,0,44,20,45.5,0.11,0.25,15.3,0,64,47,17,3,2,1
"Joshua Brenet","Hoffenheim","CUW","DF",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Joshua Kimmich","Bayern Munich","GER","MF",NA,25,10,14,0,0,37,14,37.8,0.11,0.29,24.1,1,126,82,44,20,14,6
"Joshua Mees","Union Berlin","GER","FW",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Joshua Zirkzee","Bayern Munich","NED","FW",NA,19,0,0,0,0,4,1,25,0,0,12.3,0,2,1,1,0,0,0
"Josip Brekalo","Wolfsburg","CRO","FW",NA,22,3,10,0,0,47,21,44.7,0.15,0.33,20.8,2,82,57,25,11,7,4
"Josip Stanišić","Bayern Munich","CRO","DF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Josuha Guilavogui","Wolfsburg","FRA","MF","DF",29,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,14,13,1,0,0,0
"Jude Bellingham","Dortmund","ENG","MF",NA,17,3,4,0,0,33,8,24.2,0.03,0.13,19.8,0,39,33,6,7,7,0
"Julian Baumgartlinger","Leverkusen","AUT","MF",NA,32,0,2,0,0,7,4,57.1,0.29,0.5,15.7,0,20,15,5,2,1,1
"Julian Brandt","Dortmund","GER","FW","MF",24,2,5,0,0,22,8,36.4,0.14,0.38,18.5,1,76,66,10,12,9,3
"Julian Ryerson","Union Berlin","NOR","DF","MF",22,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,18,14,4,1,0,1
"Justin Kluivert","RB Leipzig","NED","FW","MF",21,1,4,0,0,18,7,38.9,0.17,0.43,16.5,0,28,19,9,3,0,3
"Karim Bellarabi","Leverkusen","GER","FW","MF",30,0,0,0,0,28,8,28.6,0,0,17.7,0,35,25,10,1,0,1
"Karim Onisiwo","Mainz 05","AUT","FW","MF",28,0,4,0,0,54,20,37,0.07,0.2,16.5,0,49,28,21,4,0,4
"Kasim Nuhu","Hoffenheim","GHA","DF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,8,0,1,1,0
"Keita Endo","Union Berlin","JPN","MF","FW",22,0,1,0,0,8,3,37.5,0.13,0.33,15.4,0,16,8,8,0,0,0
"Kerem Demirbay","Leverkusen","GER","MF",NA,27,3,7,0,0,44,13,29.5,0.09,0.31,24.2,5,81,50,31,7,3,4
"Kerim Calhanoglu","Schalke 04","GER","DF",NA,17,0,0,0,0,1,1,100,0,0,14,0,0,0,0,0,0,0
"Keven Schlotterbeck","Freiburg","GER","DF",NA,23,0,0,0,0,7,1,14.3,0,0,16.6,0,6,6,0,0,0,0
"Kevin Akpoguma","Hoffenheim","NGA","DF",NA,25,0,1,0,0,2,2,100,0.5,0.5,21,0,7,5,2,0,0,0
"Kevin Kampl","RB Leipzig","SVN","MF",NA,29,1,1,0,0,14,1,7.1,0,0,24.2,0,53,50,3,6,6,0
"Kevin Mbabu","Wolfsburg","SUI","DF",NA,25,1,1,0,0,11,5,45.5,0,0,13.1,0,42,31,11,2,2,0
"Kevin Möhwald","Werder Bremen","GER","MF",NA,27,1,6,0,0,23,8,34.8,0.22,0.63,23.9,1,32,25,7,3,3,0
"Kevin Stöger","Mainz 05","AUT","MF","FW",26,0,3,0,0,9,4,44.4,0.33,0.75,15.4,0,25,19,6,0,0,0
"Kevin Trapp","Eint Frankfurt","GER","GK",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Kevin Vogt","Hoffenheim","GER","DF",NA,28,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,19,18,1,3,2,1
"Kilian Ludewig","Schalke 04","GER","DF","FW",20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,10,0,0,0,0
"Kingsley Coman","Bayern Munich","FRA","FW","MF",24,10,15,0,0,52,19,36.5,0.1,0.26,17.5,0,103,77,26,16,11,5
"Kingsley Ehizibue","Köln","NED","DF",NA,25,1,1,0,0,9,1,11.1,0,0,22.1,0,20,14,6,3,1,2
"Klaas-Jan Huntelaar","Schalke 04","NED","FW",NA,36,1,3,1,0,12,5,41.7,0.17,0.4,13.7,2,14,11,3,4,3,1
"Klauss","Hoffenheim","BRA","MF","FW",23,0,0,0,0,1,1,100,0,0,10.4,0,2,2,0,0,0,0
"Koen Casteels","Wolfsburg","BEL","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Konrad Laimer","RB Leipzig","AUT","DF","MF",23,0,0,0,0,3,2,66.7,0,0,14.1,0,1,1,0,0,0,0
"Konstantinos Mavropanos","Stuttgart","GRE","DF",NA,22,0,0,0,0,15,4,26.7,0,0,13,0,13,10,3,1,1,0
"Krzysztof Piątek","Hertha BSC","POL","FW",NA,25,1,8,1,0,40,18,45,0.18,0.39,14.9,0,25,21,4,3,3,0
"Kwon Chang-hoon","Freiburg","KOR","MF","FW",26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,0,0,0
"Lars Bender","Leverkusen","GER","DF",NA,31,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,17,17,0,4,4,0
"Lars Stindl","Gladbach","GER","MF","FW",31,8,22,7,6,49,21,42.9,0.16,0.38,20.9,7,85,62,23,13,8,5
"László Bénes","Augsburg","SVK","MF",NA,22,1,2,0,0,8,3,37.5,0.13,0.33,20.8,1,26,12,14,1,0,1
"László Bénes","Augsburg","SVK","MF",NA,22,1,2,0,0,8,3,37.5,0.13,0.33,20.8,1,7,1,6,2,0,2
"László Bénes","Gladbach","SVK","MF",NA,22,1,1,0,0,8,3,37.5,0.13,0.33,20.8,1,26,12,14,1,0,1
"László Bénes","Gladbach","SVK","MF",NA,22,1,1,0,0,8,3,37.5,0.13,0.33,20.8,1,7,1,6,2,0,2
"Lazar Samardzic","RB Leipzig","SRB","MF",NA,18,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,0
"Leandro Barreiro Martins","Mainz 05","LUX","MF",NA,20,2,4,0,0,33,10,30.3,0.06,0.2,15.7,0,30,24,6,2,2,0
"Lennart Grill","Leverkusen","GER","GK",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Leon Bailey","Leverkusen","JAM","FW","MF",22,8,17,0,0,58,21,36.2,0.16,0.43,20.5,3,100,57,43,13,7,6
"Leon Dajaku","Union Berlin","GER","FW",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Leon Goretzka","Bayern Munich","GER","MF",NA,25,5,10,0,0,42,13,31,0.12,0.38,17,0,53,39,14,14,10,4
"Leonardo Bittencourt","Werder Bremen","GER","MF","FW",26,1,5,1,1,42,10,23.8,0.07,0.3,22.1,7,51,28,23,4,1,3
"Leroy Sané","Bayern Munich","GER","FW","MF",24,9,15,0,0,57,20,35.1,0.11,0.3,19.2,0,79,63,16,18,16,2
"Levent Mercan","Schalke 04","GER","FW",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Levin Öztunalı","Mainz 05","GER","DF","FW",24,2,3,0,0,6,3,50,0.17,0.33,19.2,0,20,15,5,2,2,0
"Lilian Egloff","Stuttgart","GER","MF",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Lino Tempelmann","Freiburg","GER","MF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0
"Loris Karius","Union Berlin","GER","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Luca Kilian","Mainz 05","GER","DF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Luca Mack","Stuttgart","GER","MF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Luca Netz","Hertha BSC","GER","DF","FW",17,0,1,0,0,2,1,50,0.5,1,7.9,0,6,4,2,0,0,0
"Lucas Alario","Leverkusen","ARG","FW",NA,27,2,13,2,2,39,18,46.2,0.23,0.5,13.4,0,30,22,8,3,2,1
"Lucas Hernández","Bayern Munich","FRA","DF",NA,24,2,2,0,0,5,1,20,0,0,15,0,33,30,3,4,3,1
"Lucas Höler","Freiburg","GER","FW","MF",26,4,8,0,0,42,12,28.6,0.1,0.33,12.7,0,55,34,21,8,5,3
"Lucas Tousart","Hertha BSC","FRA","MF",NA,23,0,1,0,0,30,6,20,0.03,0.17,21.5,0,33,27,6,6,5,1
"Ludwig Augustinsson","Werder Bremen","SWE","DF","FW",26,4,4,0,0,16,5,31.3,0,0,19.1,3,68,37,31,7,3,4
"Luka Jović","Eint Frankfurt","SRB","FW",NA,22,1,5,0,0,25,6,24,0.16,0.67,13.7,0,18,15,3,2,1,1
"Lukáš Hrádecký","Leverkusen","FIN","GK",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Lukas Klostermann","RB Leipzig","GER","DF",NA,24,0,1,0,0,12,2,16.7,0.08,0.5,12.1,0,24,21,3,1,1,0
"Lukas Klünter","Hertha BSC","GER","DF",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,9,1,3,3,0
"Lukas Kübler","Freiburg","GER","DF","MF",27,1,1,0,0,2,1,50,0,0,18,0,14,12,2,2,2,0
"Lukas Petkov","Augsburg","BUL","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Łukasz Piszczek","Dortmund","POL","DF",NA,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,6,1,1,1,0
"Mads Pedersen","Augsburg","DEN","DF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,21,10,11,1,0,1
"Mahmoud Dahoud","Dortmund","GER","MF",NA,24,1,2,0,0,16,5,31.3,0.06,0.2,27.5,1,35,27,8,6,5,1
"Makoto Hasebe","Eint Frankfurt","JPN","DF","MF",36,0,0,0,0,2,1,50,0,0,21.8,0,46,41,5,2,2,0
"Malick Thiaw","Schalke 04","GER","DF",NA,18,0,1,0,0,8,4,50,0.13,0.25,9.3,0,6,6,0,0,0,0
"Manuel Akanji","Dortmund","SUI","DF",NA,25,0,2,0,0,19,4,21.1,0.11,0.5,13.9,0,22,16,6,2,2,0
"Manuel Gulde","Freiburg","GER","DF",NA,29,0,2,0,0,9,6,66.7,0.22,0.33,10.7,0,11,9,2,1,1,0
"Manuel Neuer","Bayern Munich","GER","GK",NA,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,4,1,0,0,0
"Manuel Prietl","Arminia","AUT","MF",NA,28,1,2,0,0,18,5,27.8,0.06,0.2,27.4,0,33,25,8,4,4,0
"Marc Roca","Bayern Munich","ESP","MF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,0,0,0
"Marc-Oliver Kempf","Stuttgart","GER","DF",NA,25,1,3,0,0,17,6,35.3,0.12,0.33,17.1,0,37,33,4,2,2,0
"Marcel Halstenberg","RB Leipzig","GER","DF",NA,28,2,4,1,1,13,4,30.8,0.08,0.25,20,1,56,48,8,3,3,0
"Marcel Hartel","Arminia","GER","MF",NA,24,0,0,0,0,21,6,28.6,0,0,23.6,2,37,26,11,1,1,0
"Marcel Sabitzer","RB Leipzig","AUT","MF",NA,26,3,11,4,4,56,22,39.3,0.07,0.18,25.1,5,69,62,7,7,6,1
"Marcin Kamiński","Stuttgart","POL","DF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,8,0,1,1,0
"Marco Friedl","Werder Bremen","AUT","DF",NA,22,0,0,0,0,8,1,12.5,0,0,26.9,0,30,25,5,4,3,1
"Marco Höger","Köln","GER","DF","MF",30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Marco John","Hoffenheim","GER","DF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,22,19,3,0,0,0
"Marco Reus","Dortmund","GER","MF","FW",31,6,14,2,0,54,24,44.4,0.15,0.33,16.7,6,102,63,39,15,9,6
"Marco Richter","Augsburg","GER","FW","MF",22,1,4,0,0,55,19,34.5,0.05,0.16,20.2,0,49,29,20,6,4,2
"Marcus Ingvartsen","Union Berlin","DEN","MF","FW",24,5,8,1,0,37,13,35.1,0.08,0.23,19.6,3,59,35,24,11,7,4
"Marcus Thuram","Gladbach","FRA","FW","MF",22,3,11,0,0,58,21,36.2,0.14,0.38,13.7,0,55,27,28,13,5,8
"Marek Suchý","Augsburg","CZE","DF",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Marin Pongračić","Wolfsburg","CRO","DF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,0,0,0
"Marius Bülter","Union Berlin","GER","FW","MF",27,0,1,0,0,17,6,35.3,0.06,0.17,19.2,0,24,20,4,3,3,0
"Marius Wolf","Köln","GER","MF","DF",25,2,4,0,0,41,11,26.8,0.05,0.18,16.5,0,63,41,22,8,6,2
"Mark Flekken","Freiburg","NED","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Mark Uth","Schalke 04","GER","FW","MF",28,1,4,0,0,35,10,28.6,0.09,0.3,20.3,4,46,23,23,2,1,1
"Marten Winkler","Hertha BSC","GER","FW",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Martin Hinteregger","Eint Frankfurt","AUT","DF",NA,27,1,3,0,0,23,7,30.4,0.09,0.29,13.2,0,34,22,12,4,1,3
"Márton Dárdai","Hertha BSC","HUN","DF","MF",18,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,9,6,3,1,0,1
"Marvin Friedrich","Union Berlin","GER","DF",NA,24,2,7,0,0,25,6,24,0.2,0.83,12.9,0,33,25,8,5,4,1
"Marvin Plattenhardt","Hertha BSC","GER","DF",NA,28,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,30,20,10,3,2,1
"Marwin Hitz","Dortmund","SUI","GK",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Masaya Okugawa","Arminia","JPN","MF",NA,24,0,1,0,0,9,4,44.4,0.11,0.25,16.3,0,16,10,6,2,0,2
"Mateo Klimowicz","Stuttgart","GER","MF","FW",20,1,2,0,0,34,10,29.4,0.03,0.1,18.8,0,38,26,12,5,2,3
"Mateu Morey","Dortmund","ESP","DF",NA,20,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,21,19,2,2,2,0
"Matheus Cunha","Hertha BSC","BRA","FW","MF",21,4,11,3,2,67,31,46.3,0.07,0.16,23.6,8,110,48,62,9,5,4
"Mathew Leckie","Hertha BSC","AUS","FW","DF",29,1,1,0,0,2,1,50,0,0,12.2,0,12,11,1,1,1,0
"Matija Nastasić","Schalke 04","SRB","DF",NA,27,0,0,0,0,7,2,28.6,0,0,12.5,0,5,4,1,0,0,0
"Mats Hummels","Dortmund","GER","DF",NA,31,0,5,0,0,30,16,53.3,0.17,0.31,10.6,0,33,30,3,2,2,0
"Mattéo Guendouzi","Hertha BSC","FRA","MF",NA,21,1,3,0,0,17,9,52.9,0.12,0.22,19.2,0,44,32,12,4,1,3
"Matthew Hoppe","Schalke 04","USA","FW",NA,19,1,7,0,0,20,8,40,0.3,0.75,12.7,0,21,14,7,3,2,1
"Matthias Ginter","Gladbach","GER","DF",NA,26,1,3,0,0,23,8,34.8,0.09,0.25,12.6,0,30,28,2,5,5,0
"Max Kruse","Union Berlin","GER","FW","MF",32,5,16,6,5,24,13,54.2,0.25,0.46,20.8,1,67,45,22,11,9,2
"Max Meyer","Köln","GER","MF",NA,24,0,0,0,0,10,5,50,0,0,16.7,0,10,10,0,0,0,0
"Maxence Lacroix","Wolfsburg","FRA","DF",NA,20,1,2,0,0,16,2,12.5,0.06,0.5,9.8,0,25,20,5,4,3,1
"Maximilian Arnold","Wolfsburg","GER","MF",NA,26,6,9,0,0,55,15,27.3,0.05,0.2,29.4,12,108,48,60,12,5,7
"Maximilian Beier","Hoffenheim","GER","FW","DF",17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Maximilian Eggestein","Werder Bremen","GER","MF",NA,23,5,7,0,0,22,5,22.7,0.09,0.4,24.6,0,79,66,13,8,8,0
"Maximilian Mittelstädt","Hertha BSC","GER","DF","FW",23,2,2,0,0,16,5,31.3,0,0,25.7,0,44,35,9,2,2,0
"Maximilian Philipp","Wolfsburg","GER","MF",NA,26,2,8,0,0,30,16,53.3,0.2,0.38,16.5,0,34,24,10,7,6,1
"Mehmet Aydin","Schalke 04","GER","DF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Melayro Bogarde","Hoffenheim","NED","DF","MF",18,1,1,0,0,4,2,50,0,0,22.9,0,7,6,1,1,1,0
"Merveille Papela","Mainz 05","GER","DF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Michael Gregoritsch","Augsburg","AUT","FW","MF",26,2,3,0,0,12,3,25,0.08,0.33,19.8,0,13,8,5,4,3,1
"Michael Langer","Schalke 04","AUT","GK",NA,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Michel Vlap","Arminia","NED","MF","FW",23,1,2,0,0,3,2,66.7,0.33,0.5,29.6,0,9,5,4,2,1,1
"Mickaël Cuisance","Bayern Munich","FRA","FW",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Mijat Gaćinović","Hoffenheim","SRB","DF","MF",25,2,2,0,0,13,2,15.4,0,0,16.4,0,26,16,10,3,1,2
"Mikail Maden","Schalke 04","NOR","FW",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Mike van der Hoorn","Arminia","NED","DF",NA,27,0,0,0,0,5,2,40,0,0,11.1,0,5,4,1,0,0,0
"Miloš Veljković","Werder Bremen","SRB","DF",NA,24,0,0,0,0,3,1,33.3,0,0,13.4,0,10,9,1,0,0,0
"Milot Rashica","Werder Bremen","KVX","FW","MF",24,2,5,1,1,42,14,33.3,0.05,0.14,20.8,3,47,30,17,6,4,2
"Mitchell Weiser","Leverkusen","GER","DF",NA,26,0,1,0,0,2,2,100,0.5,0.5,16.7,0,2,1,1,1,0,1
"Moanes Dabbur","Hoffenheim","ISR","FW","MF",28,0,4,1,0,27,13,48.1,0.15,0.31,15.1,1,26,20,6,4,4,0
"Mohamed Sankoh","Stuttgart","NED","MF",NA,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Moussa Diaby","Leverkusen","FRA","FW","MF",21,11,15,0,0,50,25,50,0.08,0.16,18.6,0,82,59,23,19,11,8
"Moussa Niakhate","Mainz 05","SEN","DF",NA,24,1,4,1,1,9,5,55.6,0.22,0.4,17.2,1,41,27,14,4,4,0
"Nabil Bentaleb","Schalke 04","ALG","MF",NA,25,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0
"Nadiem Amiri","Leverkusen","GER","MF",NA,23,6,8,0,0,42,14,33.3,0.05,0.14,24.4,3,80,57,23,10,8,2
"Naouirou Ahamada","Stuttgart","FRA","MF",NA,18,0,0,0,0,5,1,20,0,0,23.4,0,2,1,1,0,0,0
"Nassim Boujellab","Schalke 04","MAR","MF","FW",21,0,1,0,0,14,5,35.7,0.07,0.2,17.5,0,17,10,7,0,0,0
"Nathan de Medina","Arminia","BEL","DF",NA,22,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,1,1,0
"Nemanja Radonjić","Hertha BSC","SRB","FW","MF",24,2,3,0,0,15,6,40,0.07,0.17,18.8,0,24,16,8,7,4,3
"Nick Woltemade","Werder Bremen","GER","MF","FW",18,1,1,0,0,5,3,60,0,0,19.3,0,6,2,4,0,0,0
"Niclas Füllkrug","Werder Bremen","GER","FW",NA,27,0,6,2,2,33,15,45.5,0.12,0.27,14.2,0,19,13,6,2,1,1
"Nico Elvedi","Gladbach","SUI","DF",NA,23,1,4,0,0,12,6,50,0.25,0.5,10.1,0,12,9,3,3,2,1
"Nico Schlotterbeck","Union Berlin","GER","DF",NA,20,0,1,0,0,22,7,31.8,0.05,0.14,12.3,0,23,17,6,2,2,0
"Nico Schulz","Dortmund","GER","DF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,9,1,3,2,1
"Nicolás González","Stuttgart","ARG","FW","MF",22,2,8,4,3,45,9,20,0.07,0.33,18.8,0,34,19,15,7,3,4
"Nicolas Höfler","Freiburg","GER","MF",NA,30,3,4,0,0,20,8,40,0.05,0.13,16.6,0,46,33,13,11,6,5
"Niklas Lomb","Leverkusen","GER","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Niklas Moisander","Werder Bremen","FIN","DF",NA,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,7,0,2,2,0
"Niklas Stark","Hertha BSC","GER","DF","MF",25,0,0,0,0,11,2,18.2,0,0,10.6,0,10,8,2,0,0,0
"Niklas Süle","Bayern Munich","GER","DF",NA,24,0,1,0,0,20,4,20,0.05,0.25,18.5,0,26,23,3,3,3,0
"Niklas Tauer","Mainz 05","GER","MF","DF",19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Niko Gießelmann","Union Berlin","GER","DF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,9,6,3,0,0,0
"Nils Petersen","Freiburg","GER","FW",NA,31,0,8,1,1,32,11,34.4,0.22,0.64,11.1,0,26,20,6,1,0,1
"Nils Seufert","Arminia","GER","MF","FW",23,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,8,6,2,1,1,0
"Nishan Burkart","Freiburg","SUI","MF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
