"Player","Squad","Nation","Pos","Pos2","Age","Tackles","Tackles_Won","Tackles_Win_Percentage","Challenges","Challenges_Won","Challenges_Percentage","Total_Blocks","Shots_Blocked","Passes_Blocked","Interceptions","Clearances","Errors"
"Kerim Calhanoglu","Schalke 04","GER","DF",NA,17,3,3,100,3,3,0,4,0,4,7,6,0
"Daniel Caligiuri","Augsburg","ITA","MF","FW",32,71,46,64.7887323943662,92,92,31.5,45,6,39,38,41,0
"Emre Can","Dortmund","GER","DF","MF",26,43,34,79.0697674418605,37,37,54.1,35,10,25,48,52,0
"Koen Casteels","Wolfsburg","BEL","GK",NA,28,0,0,NA,1,1,0,1,0,1,2,9,2
"Gonzalo Castro","Stuttgart","GER","MF",NA,33,21,7,33.3333333333333,23,23,34.8,16,3,13,8,12,0
"Sava Cestic","Köln","SRB","DF",NA,19,20,9,45,17,17,47.1,13,4,9,18,40,0
"Timothy Chandler","Eint Frankfurt","USA","DF",NA,30,4,0,0,4,4,25,5,2,3,3,5,0
"Kwon Chang-hoon","Freiburg","KOR","MF","FW",26,3,1,33.3333333333333,3,3,33.3,3,1,2,7,2,1
"Tahith Chong","Werder Bremen","NED","MF","FW",20,11,6,54.5454545454545,8,8,50,4,0,4,5,1,0
"Darko Churlinov","Stuttgart","MKD","DF","MF",20,2,2,100,3,3,33.3,5,1,4,0,2,0
"Tim Civeja","Augsburg","ALB","MF",NA,18,0,0,NA,1,1,0,0,0,0,3,0,0
"Kingsley Coman","Bayern Munich","FRA","FW","MF",24,14,8,57.1428571428571,21,21,9.5,22,0,22,4,3,0
"Jhon Córdoba","Hertha BSC","COL","FW",NA,27,9,4,44.4444444444444,4,4,50,13,2,11,6,4,0
"Sergio Córdova","Arminia","VEN","FW","MF",22,16,8,50,15,15,13.3,14,3,11,9,9,0
"Danny da Costa","Mainz 05","GER","DF","FW",27,22,16,72.7272727272727,27,27,48.1,17,2,15,17,27,0
"Danny da Costa","Eint Frankfurt","GER","DF",NA,27,0,0,NA,1,1,0,3,1,2,0,4,0
"Douglas Costa","Bayern Munich","BRA","FW","MF",29,2,1,50,3,3,33.3,7,0,7,2,1,0
"Tanguy Coulibaly","Stuttgart","FRA","DF","FW",19,26,15,57.6923076923077,23,23,47.8,20,0,20,10,11,0
"Matheus Cunha","Hertha BSC","BRA","FW","MF",21,36,16,44.4444444444444,49,49,26.5,29,2,27,31,9,0
"Rafael Czichos","Köln","GER","DF",NA,30,48,24,50,42,42,54.8,25,9,16,53,109,0
"Moanes Dabbur","Hoffenheim","ISR","FW","MF",28,6,3,50,13,13,7.7,6,0,6,9,7,0
"Finn Dahmen","Mainz 05","GER","GK",NA,22,0,0,NA,1,1,0,0,0,0,0,1,0
"Mahmoud Dahoud","Dortmund","GER","MF",NA,24,30,18,60,38,38,36.8,23,5,18,18,11,1
"Márton Dárdai","Hertha BSC","HUN","DF","MF",18,17,10,58.8235294117647,16,16,56.3,7,3,4,16,31,0
"Vladimír Darida","Hertha BSC","CZE","MF",NA,29,34,19,55.8823529411765,31,31,29,34,2,32,27,18,0
"Alphonso Davies","Bayern Munich","CAN","DF",NA,19,39,27,69.2307692307692,40,40,70,21,1,20,28,33,1
"Thomas Delaney","Dortmund","DEN","MF",NA,28,40,30,75,31,31,35.5,28,10,18,22,15,1
"Kerem Demirbay","Leverkusen","GER","MF",NA,27,46,31,67.3913043478261,38,38,50,21,4,17,8,6,1
"Ermedin Demirović","Freiburg","BIH","FW",NA,22,15,9,60,16,16,12.5,29,5,24,0,27,0
"Emmanuel Dennis","Köln","NGA","FW",NA,22,13,7,53.8461538461538,6,6,16.7,6,0,6,0,0,1
"Mike van der Hoorn","Arminia","NED","DF",NA,27,8,4,50,3,3,33.3,12,8,4,27,73,0
"Moussa Diaby","Leverkusen","FRA","FW","MF",21,10,6,60,20,20,30,11,0,11,12,5,0
"Daniel Didavi","Stuttgart","GER","MF","FW",30,16,6,37.5,12,12,58.3,10,0,10,3,8,0
"Javairô Dilrosun","Hertha BSC","NED","FW","MF",22,5,3,60,6,6,16.7,5,0,5,4,3,0
"Eren Dinkçi","Werder Bremen","GER","MF","FW",18,1,1,100,1,1,0,4,0,4,2,1,0
"Ritsu Doan","Arminia","JPN","MF","FW",22,53,31,58.4905660377358,52,52,36.5,42,1,41,31,11,0
"Bas Dost","Eint Frankfurt","NED","FW",NA,31,3,2,66.6666666666667,5,5,40,5,1,4,2,8,0
"Aleksandar Dragović","Leverkusen","AUT","DF",NA,29,11,7,63.6363636363636,13,13,69.2,17,5,12,13,33,0
"Dominick Drexler","Köln","GER","MF","FW",30,36,26,72.2222222222222,30,30,40,5,1,4,14,15,0
"Ondrej Duda","Köln","SVK","FW","MF",25,36,14,38.8888888888889,39,39,20.5,28,2,26,19,20,0
"Erik Durm","Eint Frankfurt","GER","DF",NA,28,17,13,76.4705882352941,21,21,38.1,19,5,14,29,26,0
"Johannes Eggestein","Werder Bremen","GER","FW","MF",22,0,0,NA,1,1,0,0,0,0,1,2,0
"Maximilian Eggestein","Werder Bremen","GER","MF",NA,23,57,42,73.6842105263158,46,46,45.7,30,5,25,43,36,0
"Kingsley Ehizibue","Köln","NED","DF",NA,25,32,19,59.375,17,17,58.8,19,5,14,18,42,0
"Nico Elvedi","Gladbach","SUI","DF",NA,23,49,35,71.4285714285714,37,37,67.6,38,22,16,65,123,0
"Breel Embolo","Gladbach","SUI","FW","MF",23,15,10,66.6666666666667,6,6,0,16,1,15,8,8,0
"Keita Endo","Union Berlin","JPN","MF","FW",22,8,3,37.5,9,9,33.3,5,2,3,6,4,0
"Wataru Endo","Stuttgart","JPN","MF",NA,27,65,44,67.6923076923077,71,71,40.8,53,14,39,51,59,0
"Patrick Erras","Werder Bremen","GER","FW","MF",25,0,0,NA,1,1,0,0,0,0,0,0,0
"Ralf Fährmann","Schalke 04","GER","GK",NA,31,2,1,50,2,2,50,0,0,0,1,9,3
"Ohis Felix Uduokhai","Augsburg","GER","DF",NA,22,33,24,72.7272727272727,27,27,66.7,48,25,23,54,164,2
"Edimilson Fernandes","Mainz 05","SUI","MF","FW",24,8,4,50,7,7,57.1,12,4,8,29,25,0
"Alfreð Finnbogason","Augsburg","ISL","FW",NA,31,2,1,50,1,1,0,7,1,6,1,4,0
"Florian Flick","Schalke 04","GER","MF",NA,20,10,7,70,16,16,43.8,4,3,1,7,5,1
"Emil Forsberg","RB Leipzig","SWE","FW","MF",28,11,6,54.5454545454545,27,27,18.5,10,1,9,11,4,0
"Philipp Förster","Stuttgart","GER","MF",NA,25,22,13,59.0909090909091,25,25,24,18,1,17,15,2,0
"Timothy Fosu-Mensah","Leverkusen","NED","DF",NA,22,4,2,50,4,4,50,7,3,4,7,4,0
"Raphael Framberger","Augsburg","GER","DF",NA,24,42,23,54.7619047619048,25,25,76,24,2,22,36,62,1
"Marco Friedl","Werder Bremen","AUT","DF",NA,22,50,34,68,62,62,48.4,38,17,21,55,118,1
"Marvin Friedrich","Union Berlin","GER","DF",NA,24,47,29,61.7021276595745,32,32,56.3,38,18,20,52,109,0
"Jeremie Frimpong","Leverkusen","NED","DF","FW",19,7,4,57.1428571428571,8,8,50,4,0,4,1,7,0
"Niclas Füllkrug","Werder Bremen","GER","FW",NA,27,7,3,42.8571428571429,13,13,7.7,10,4,6,3,13,0
"Mijat Gaćinović","Hoffenheim","SRB","DF","MF",25,18,10,55.5555555555556,24,24,37.5,13,0,13,18,15,0
"Christian Gebauer","Arminia","AUT","MF","FW",26,9,4,44.4444444444444,11,11,36.4,4,1,3,6,14,0
"Theodor Gebre Selassie","Werder Bremen","CZE","DF",NA,33,61,35,57.3770491803279,64,64,43.8,33,11,22,58,98,1
"Dennis Geiger","Hoffenheim","GER","MF",NA,22,13,10,76.9230769230769,8,8,62.5,10,0,10,3,0,0
"Christian Gentner","Union Berlin","GER","MF",NA,34,17,8,47.0588235294118,18,18,27.8,13,1,12,17,16,0
"Yannick Gerhardt","Wolfsburg","GER","MF","FW",26,52,32,61.5384615384615,52,52,40.4,34,4,30,21,30,0
"Hamadi Al Ghaddioui","Stuttgart","MAR","FW",NA,29,0,0,NA,1,1,0,0,0,0,0,0,0
"Niko Gießelmann","Union Berlin","GER","DF",NA,28,12,9,75,8,8,62.5,9,3,6,8,13,1
"Rafał Gikiewicz","Augsburg","POL","GK",NA,32,0,0,NA,3,3,0,0,0,0,3,9,1
"Daniel Ginczek","Wolfsburg","GER","FW","MF",29,2,2,100,8,8,25,2,0,2,1,2,0
"Matthias Ginter","Gladbach","GER","DF",NA,26,26,16,61.5384615384615,24,24,58.3,43,32,11,51,121,0
"Robert Glatzel","Mainz 05","GER","FW",NA,26,1,0,0,2,2,0,2,0,2,0,2,0
"Serge Gnabry","Bayern Munich","GER","FW","MF",25,39,19,48.7179487179487,32,32,37.5,17,0,17,26,3,0
"Akaki Gogia","Union Berlin","GER","FW","MF",28,1,0,0,2,2,0,0,0,0,1,0,0
"Nicolás González","Stuttgart","ARG","FW","MF",22,5,5,100,6,6,0,10,3,7,4,6,0
"Leon Goretzka","Bayern Munich","GER","MF",NA,25,37,23,62.1621621621622,39,39,41,30,2,28,44,11,0
"Jeffrey Gouweleeuw","Augsburg","NED","DF",NA,29,36,20,55.5555555555556,33,33,48.5,37,18,19,69,149,2
"Demarai Gray","Leverkusen","JAM","FW",NA,24,3,2,66.6666666666667,1,1,100,3,0,3,4,3,0
"Michael Gregoritsch","Augsburg","AUT","FW","MF",26,13,10,76.9230769230769,10,10,30,2,0,2,3,17,0
"Sebastian Griesbeck","Union Berlin","GER","MF",NA,29,20,9,45,19,19,42.1,13,3,10,5,8,0
"Vincenzo Grifo","Freiburg","ITA","MF","FW",27,18,7,38.8888888888889,34,34,41.2,13,0,13,27,18,1
"Florian Grillitsch","Hoffenheim","AUT","MF","DF",24,37,21,56.7567567567568,52,52,36.5,38,7,31,51,47,1
"Christian Groß","Werder Bremen","GER","MF","DF",31,44,28,63.6363636363636,37,37,40.5,12,2,10,24,37,0
"Carlos Gruezo","Augsburg","ECU","MF",NA,25,57,32,56.140350877193,52,52,38.5,32,5,27,35,29,1
"Mattéo Guendouzi","Hertha BSC","FRA","MF",NA,21,24,13,54.1666666666667,25,25,36,15,4,11,21,24,1
"Raphaël Guerreiro","Dortmund","POR","DF",NA,26,30,13,43.3333333333333,31,31,51.6,21,4,17,28,31,1
"Josuha Guilavogui","Wolfsburg","FRA","MF","DF",29,17,9,52.9411764705882,12,12,41.7,12,5,7,29,25,0
"Péter Gulácsi","RB Leipzig","HUN","GK",NA,30,1,0,0,2,2,50,0,0,0,2,7,0
"Manuel Gulde","Freiburg","GER","DF",NA,29,27,15,55.5555555555556,21,21,23.8,25,15,10,37,64,0
"Robert Gumny","Augsburg","POL","DF",NA,22,24,15,62.5,23,23,65.2,12,2,10,18,31,0
"Christian Günter","Freiburg","GER","DF","MF",27,34,19,55.8823529411765,43,43,34.9,38,9,29,29,40,0
"Erling Haaland","Dortmund","NOR","FW",NA,20,7,2,28.5714285714286,4,4,25,19,4,15,4,16,0
"Janik Haberer","Freiburg","GER","MF","FW",26,7,4,57.1428571428571,15,15,20,4,1,3,7,9,0
"Alexander Hack","Mainz 05","GER","DF",NA,26,32,21,65.625,31,31,58.1,26,17,9,41,91,2
"André Hahn","Augsburg","GER","FW","MF",29,31,17,54.8387096774194,44,44,20.5,35,3,32,14,24,0
"Amadou Haidara","RB Leipzig","MLI","MF","FW",22,50,28,56,36,36,30.6,33,1,32,30,24,0
"Marcel Halstenberg","RB Leipzig","GER","DF",NA,28,29,18,62.0689655172414,41,41,46.3,15,3,12,16,35,0
"Amine Harit","Schalke 04","MAR","MF","FW",23,22,13,59.0909090909091,23,23,43.5,9,1,8,17,7,1
"Marcel Hartel","Arminia","GER","MF",NA,24,35,19,54.2857142857143,40,40,50,17,4,13,26,16,1
"Makoto Hasebe","Eint Frankfurt","JPN","DF","MF",36,43,29,67.4418604651163,51,51,49,31,12,19,31,68,2
"Thorgan Hazard","Dortmund","BEL","MF","FW",27,8,2,25,13,13,23.1,4,0,4,10,1,0
"Jonas Hector","Köln","GER","MF","FW",30,34,22,64.7058823529412,35,35,42.9,24,5,19,19,20,1
"Hwang Hee-chan","RB Leipzig","KOR","FW","MF",24,3,2,66.6666666666667,7,7,14.3,4,0,4,1,1,0
"Dominique Heintz","Freiburg","GER","DF",NA,26,22,11,50,19,19,52.6,10,8,2,35,49,0
"Benjamin Henrichs","RB Leipzig","GER","DF","MF",23,12,7,58.3333333333333,9,9,22.2,9,1,8,8,8,0
"Lucas Hernández","Bayern Munich","FRA","DF",NA,24,41,31,75.609756097561,31,31,54.8,24,6,18,19,38,0
"Patrick Herrmann","Gladbach","GER","FW","MF",29,9,6,66.6666666666667,14,14,14.3,16,0,16,10,8,0
"Martin Hinteregger","Eint Frankfurt","AUT","DF",NA,27,77,49,63.6363636363636,63,63,58.7,31,12,19,44,92,0
"Marwin Hitz","Dortmund","SUI","GK",NA,32,1,1,100,1,1,100,0,0,0,0,7,1
"Nicolas Höfler","Freiburg","GER","MF",NA,30,54,28,51.8518518518519,59,59,39,34,10,24,66,41,2
"Jonas Hofmann","Gladbach","GER","FW","MF",28,26,20,76.9230769230769,53,53,18.9,27,2,25,27,9,0
"Marco Höger","Köln","GER","DF","MF",30,1,0,0,2,2,50,2,0,2,2,1,0
"Lucas Höler","Freiburg","GER","FW","MF",26,36,24,66.6666666666667,32,32,37.5,19,2,17,16,14,0
"Matthew Hoppe","Schalke 04","USA","FW",NA,19,6,6,100,12,12,16.7,8,2,6,4,15,0
"Jannes Horn","Köln","GER","DF",NA,23,35,19,54.2857142857143,31,31,74.2,19,2,17,10,45,0
"Timo Horn","Köln","GER","GK",NA,27,1,0,0,4,4,25,1,0,1,0,11,2
"Lukáš Hrádecký","Leverkusen","FIN","GK",NA,30,0,0,NA,1,1,0,0,0,0,1,11,3
"Ajdin Hrustic","Eint Frankfurt","AUS","MF","DF",24,6,5,83.3333333333333,10,10,30,2,0,2,4,3,0
"Florian Hübner","Union Berlin","GER","DF",NA,29,10,5,50,15,15,46.7,7,3,4,13,21,0
"Mats Hummels","Dortmund","GER","DF",NA,31,58,40,68.9655172413793,42,42,61.9,31,22,9,73,122,2
"Klaas-Jan Huntelaar","Schalke 04","NED","FW",NA,36,4,2,50,2,2,0,3,1,2,2,3,0
"Iago","Augsburg","BRA","DF",NA,23,37,27,72.972972972973,29,29,58.6,17,5,12,22,55,0
"Blendi Idrizi","Schalke 04","KVX","MF",NA,22,8,4,50,1,1,100,6,2,4,3,1,0
"Stefan Ilsanker","Eint Frankfurt","AUT","MF","DF",31,33,20,60.6060606060606,42,42,50,30,8,22,30,51,2
"Marcus Ingvartsen","Union Berlin","DEN","MF","FW",24,17,11,64.7058823529412,26,26,30.8,22,0,22,18,10,0
"Ismail Jakobs","Köln","SEN","MF","FW",20,25,10,40,21,21,52.4,18,1,17,16,36,0
"Tony Jantschke","Gladbach","GER","DF",NA,30,2,2,100,3,3,33.3,6,4,2,4,7,0
"Tin Jedvaj","Leverkusen","CRO","DF",NA,24,5,2,40,3,3,33.3,2,1,1,2,9,0
"Fredrik Jensen","Augsburg","FIN","FW","MF",22,3,2,66.6666666666667,6,6,50,4,1,3,2,6,0
"Marco John","Hoffenheim","GER","DF",NA,18,21,15,71.4285714285714,22,22,45.5,18,1,17,16,21,0
"Luka Jović","Eint Frankfurt","SRB","FW",NA,22,2,0,0,4,4,0,3,0,3,1,7,0
"Ozan Kabak","Schalke 04","TUR","DF",NA,20,17,9,52.9411764705882,13,13,46.2,20,11,9,13,57,0
"Pavel Kadeřábek","Hoffenheim","CZE","DF","FW",28,15,12,80,15,15,40,12,3,9,18,31,0
"Florian Kainz","Köln","AUT","MF","FW",27,4,2,50,8,8,25,7,0,7,3,3,0
"Sasa Kalajdzic","Stuttgart","AUT","FW",NA,23,16,12,75,17,17,11.8,10,1,9,9,21,0
"Daichi Kamada","Eint Frankfurt","JPN","MF",NA,23,48,28,58.3333333333333,49,49,32.7,18,1,17,14,22,0
"Kevin Kampl","RB Leipzig","SVN","MF",NA,29,38,26,68.421052631579,35,35,51.4,20,2,18,29,14,0
"Jimmy Kaparos","Schalke 04","GER","MF",NA,18,0,0,NA,1,1,0,0,0,0,0,0,0
"Atakan Karazor","Stuttgart","GER","DF","MF",23,20,12,60,22,22,59.1,18,8,10,21,50,2
"Silas Katompa","Stuttgart","COD","DF","FW",21,48,29,60.4166666666667,44,44,47.7,29,1,28,22,11,2
"Noah Katterbach","Köln","GER","DF","MF",19,18,11,61.1111111111111,21,21,61.9,7,3,4,23,22,0
"Yannik Keitel","Freiburg","GER","MF",NA,20,12,8,66.6666666666667,9,9,77.8,9,3,6,10,8,0
"Marc-Oliver Kempf","Stuttgart","GER","DF",NA,25,49,26,53.0612244897959,49,49,59.2,40,25,15,68,103,1
"Rani Khedira","Augsburg","GER","MF",NA,26,29,10,34.4827586206897,20,20,50,14,5,9,31,47,0
"Sami Khedira","Hertha BSC","GER","MF",NA,33,11,6,54.5454545454545,12,12,50,4,0,4,9,7,0
"Luca Kilian","Mainz 05","GER","DF",NA,20,14,7,50,17,17,52.9,3,1,2,13,12,0
"Joshua Kimmich","Bayern Munich","GER","MF",NA,25,40,28,70,53,53,18.9,25,5,20,36,19,0
"Davy Klaassen","Werder Bremen","NED","MF",NA,27,3,1,33.3333333333333,5,5,0,5,1,4,3,4,0
"Felix Klaus","Wolfsburg","GER","DF","MF",27,7,4,57.1428571428571,5,5,80,4,0,4,2,4,0
"Klauss","Hoffenheim","BRA","MF","FW",23,1,0,0,1,1,0,0,0,0,0,0,0
"Philipp Klement","Stuttgart","GER","MF","FW",27,7,3,42.8571428571429,7,7,42.9,9,2,7,6,7,0
"Mateo Klimowicz","Stuttgart","GER","MF","FW",20,20,15,75,18,18,27.8,5,1,4,2,2,0
"Fabian Klos","Arminia","GER","FW",NA,32,24,13,54.1666666666667,26,26,26.9,20,6,14,4,29,0
"Lukas Klostermann","RB Leipzig","GER","DF",NA,24,23,19,82.6086956521739,18,18,61.1,16,6,10,18,44,1
"Justin Kluivert","RB Leipzig","NED","FW","MF",21,2,1,50,2,2,0,4,0,4,5,3,0
"Lukas Klünter","Hertha BSC","GER","DF",NA,24,10,5,50,10,10,50,3,1,2,11,29,1
"Ansgar Knauff","Dortmund","GER","MF","FW",18,0,0,NA,1,1,0,3,1,2,0,0,0
"Robin Knoche","Union Berlin","GER","DF",NA,28,44,29,65.9090909090909,39,39,59,43,27,16,49,118,2
"Gregor Kobel","Stuttgart","SUI","GK",NA,22,2,2,100,2,2,100,0,0,0,2,8,1
"Dominik Kohr","Mainz 05","GER","MF",NA,26,47,31,65.9574468085106,39,39,51.3,18,5,13,27,15,0
"Dominik Kohr","Eint Frankfurt","GER","MF","DF",26,11,7,63.6363636363636,9,9,44.4,5,1,4,9,9,0
"Sead Kolašinac","Schalke 04","BIH","DF","MF",27,20,17,85,18,18,44.4,17,5,12,20,17,0
"Ibrahima Konaté","RB Leipzig","FRA","DF",NA,21,6,4,66.6666666666667,8,8,25,6,3,3,8,24,0
"Filip Kostić","Eint Frankfurt","SRB","DF",NA,27,54,31,57.4074074074074,54,54,40.7,43,6,37,26,28,2
"Andrej Kramarić","Hoffenheim","CRO","FW","MF",29,7,4,57.1428571428571,8,8,37.5,8,1,7,7,5,1
"Christoph Kramer","Gladbach","GER","MF",NA,29,55,37,67.2727272727273,58,58,48.3,32,11,21,34,39,0
"Max Kruse","Union Berlin","GER","FW","MF",32,7,3,42.8571428571429,9,9,22.2,11,0,11,3,3,0
"Lukas Kübler","Freiburg","GER","DF","MF",27,15,8,53.3333333333333,14,14,64.3,9,3,6,21,31,0
"Pierre Kunde","Mainz 05","CMR","MF",NA,25,8,4,50,9,9,22.2,6,0,6,10,9,0
"Fabian Kunze","Arminia","GER","MF",NA,22,38,26,68.421052631579,42,42,45.2,19,3,16,18,22,1
"Ahmed Kutucu","Schalke 04","TUR","FW","MF",20,1,0,0,2,2,50,1,0,1,0,0,0
"Maxence Lacroix","Wolfsburg","FRA","DF",NA,20,49,29,59.1836734693878,45,45,53.3,51,21,30,65,140,1
"Konrad Laimer","RB Leipzig","AUT","DF","MF",23,2,0,0,4,4,0,2,0,2,1,0,0
"Stefan Lainer","Gladbach","AUT","DF",NA,27,62,37,59.6774193548387,60,60,45,34,5,29,35,85,1
"Danny Latza","Mainz 05","GER","MF",NA,30,43,26,60.4651162790698,70,70,32.9,39,3,36,27,23,0
"Valentino Lazaro","Gladbach","AUT","DF","FW",24,17,11,64.7058823529412,19,19,63.2,18,1,17,15,20,0
"Mathew Leckie","Hertha BSC","AUS","FW","DF",29,12,3,25,11,11,36.4,8,0,8,13,9,0
"Christopher Lenz","Union Berlin","GER","DF","FW",25,74,41,55.4054054054054,71,71,49.3,34,5,29,35,50,0
"Robert Lewandowski","Bayern Munich","POL","FW",NA,31,15,9,60,13,13,15.4,9,1,8,3,11,0
"Philipp Lienhart","Freiburg","AUT","DF",NA,24,21,13,61.9047619047619,20,20,45,30,21,9,42,100,0
"Dimitris Limnios","Köln","GRE","MF","FW",22,9,6,66.6666666666667,6,6,83.3,5,0,5,2,1,0
"Eduard Löwen","Hertha BSC","GER","MF","DF",23,5,1,20,5,5,40,1,0,1,1,1,0
"Jan Luca Schuler","Schalke 04","GER","FW",NA,21,2,2,100,1,1,0,1,0,1,0,0,0
"Anderson Lucoqui","Arminia","ANG","DF",NA,23,40,25,62.5,40,40,50,30,7,23,27,53,0
"Kilian Ludewig","Schalke 04","GER","DF","FW",20,16,6,37.5,25,25,32,7,0,7,3,14,0
"Dodi Lukebakio","Hertha BSC","BEL","FW","MF",22,21,14,66.6666666666667,20,20,45,14,1,13,12,8,0
"Andreas Luthe","Union Berlin","GER","GK",NA,33,1,1,100,3,3,33.3,1,0,1,0,8,3
"Arne Maier","Arminia","GER","MF",NA,21,13,9,69.2307692307692,11,11,36.4,10,3,7,8,11,1
"Arne Maier","Hertha BSC","GER","MF",NA,21,1,1,100,1,1,0,0,0,0,0,0,0
"Yunus Mallı","Wolfsburg","TUR","MF",NA,28,1,0,0,1,1,100,0,0,0,0,0,0
"Orel Mangala","Stuttgart","BEL","MF",NA,22,27,15,55.5555555555556,28,28,60.7,27,10,17,26,30,0
"Aarón Martín","Mainz 05","ESP","DF","FW",23,3,2,66.6666666666667,4,4,50,1,0,1,2,2,0
"Javi Martínez","Bayern Munich","ESP","DF","MF",31,10,5,50,9,9,77.8,8,4,4,13,19,0
"Omar Mascarell","Schalke 04","EQG","MF",NA,27,41,24,58.5365853658537,54,54,38.9,40,14,26,37,32,1
"Roberto Massimo","Stuttgart","GER","DF","FW",19,21,11,52.3809523809524,24,24,45.8,5,1,4,11,13,0
"Jean-Philippe Mateta","Mainz 05","FRA","FW",NA,23,6,3,50,3,3,0,3,1,2,4,6,0
"Rabbi Matondo","Schalke 04","WAL","FW","MF",19,3,2,66.6666666666667,3,3,66.7,1,0,1,1,1,0
"Henning Matriciani","Schalke 04","GER","DF",NA,20,1,1,100,1,1,100,1,0,1,0,1,0
"Konstantinos Mavropanos","Stuttgart","GRE","DF",NA,22,42,29,69.047619047619,46,46,58.7,25,10,15,59,66,1
"Eric Maxim Choupo-Moting","Bayern Munich","CMR","FW","MF",31,8,2,25,4,4,25,6,0,6,2,7,0
"Kevin Mbabu","Wolfsburg","SUI","DF",NA,25,51,33,64.7058823529412,35,35,68.6,28,7,21,22,59,1
"Jean-Manuel Mbom","Werder Bremen","GER","MF","DF",20,19,13,68.421052631579,27,27,29.6,17,6,11,13,27,0
"Nathan de Medina","Arminia","BEL","DF",NA,22,16,10,62.5,10,10,30,12,2,10,11,22,0
"Admir Mehmedi","Wolfsburg","SUI","MF","FW",29,17,9,52.9411764705882,16,16,37.5,7,0,7,5,1,0
"Hamza Mendyl","Schalke 04","MAR","FW","DF",22,2,2,100,2,2,0,2,0,2,0,2,0
"Jorge Meré","Köln","ESP","DF",NA,23,13,6,46.1538461538462,13,13,46.2,14,11,3,15,63,0
"Thomas Meunier","Dortmund","BEL","DF",NA,28,30,21,70,29,29,69,16,6,10,18,29,2
"Max Meyer","Köln","GER","MF",NA,24,7,4,57.1428571428571,8,8,50,4,1,3,3,1,0
"Maximilian Mittelstädt","Hertha BSC","GER","DF","FW",23,66,39,59.0909090909091,72,72,48.6,34,5,29,55,61,1
"Anthony Modeste","Köln","FRA","FW",NA,32,2,0,0,1,1,0,0,0,0,0,2,0
"Kevin Möhwald","Werder Bremen","GER","MF",NA,27,15,9,60,18,18,22.2,10,3,7,32,19,2
"Niklas Moisander","Werder Bremen","FIN","DF",NA,34,14,11,78.5714285714286,14,14,57.1,15,8,7,22,61,0
"Jan Morávek","Augsburg","CZE","MF",NA,30,5,3,60,8,8,12.5,3,0,3,7,2,0
"Mateu Morey","Dortmund","ESP","DF",NA,20,13,7,53.8461538461538,12,12,75,6,1,5,18,7,1
"Nordi Mukiele","RB Leipzig","FRA","DF",NA,22,44,30,68.1818181818182,37,37,56.8,33,1,32,23,33,2
"Florian Müller","Freiburg","GER","GK",NA,22,0,0,NA,3,3,0,1,0,1,2,10,1
"Thomas Müller","Bayern Munich","GER","MF",NA,30,49,22,44.8979591836735,73,73,32.9,43,3,40,21,18,1
"Petar Musa","Union Berlin","CRO","FW",NA,22,12,8,66.6666666666667,8,8,50,10,0,10,4,5,0
"Jamal Musiala","Bayern Munich","GER","FW","MF",17,20,12,60,22,22,31.8,17,2,15,14,3,0
"Shkodran Mustafi","Schalke 04","GER","DF",NA,28,16,5,31.25,12,12,25,20,15,5,32,76,1
"Phillipp Mwene","Mainz 05","AUT","DF","MF",26,36,23,63.8888888888889,38,38,50,26,3,23,24,33,0
"Obite N'Dicka","Eint Frankfurt","CIV","DF",NA,20,31,23,74.1935483870968,28,28,57.1,27,6,21,47,85,0
"Matija Nastasić","Schalke 04","SRB","DF",NA,27,11,7,63.6363636363636,16,16,56.3,22,18,4,26,51,1
"Paul Nebel","Mainz 05","GER","MF","FW",17,1,1,100,1,1,0,0,0,0,2,0,0
"Luca Netz","Hertha BSC","GER","DF","FW",17,14,8,57.1428571428571,17,17,35.3,3,0,3,6,8,0
