"Player","Squad","Nation","Pos","Pos2","Age","Born","Total_Match_Played","Total_Playing_Time","Minutes_Per_Match_Played","Percent_of_Squad_Minutes_Played","Matches_Started","Minutes_Per_Match_Start","Complete_Matches_PLayed","Matches_Played_As_Substitute","Minutes_Per_Match_Substitute","Player_Points_Per_Match","Player_On_Pitch_Squad_Goals","Player_On_Pitch_Goals_Allowed","Weekly_Wages","Annual_Wages"
"Fabian Kunze","Arminia","GER","MF",NA,22,1998,26,1270,49,41.5,12,86,9,14,17,1.19,11,30,962,50000
"Felix Agu","Werder Bremen","GER","DF",NA,20,1999,15,701,47,22.9,8,76,5,7,13,1,12,15,11538,6e+05
"Felix Klaus","Wolfsburg","GER","DF","MF",27,1992,6,137,23,4.5,1,90,1,5,9,2,1,1,28846,1500000
"Felix Passlack","Dortmund","GER","DF",NA,22,1998,7,362,52,11.8,3,82,2,4,29,2.57,9,3,17115,890000
"Filip Kostić","Eint Frankfurt","SRB","DF",NA,27,1992,30,2534,84,82.8,29,87,26,1,4,1.83,60,42,51923,2700000
"Florian Grillitsch","Hoffenheim","AUT","MF","DF",24,1995,26,1879,72,61.4,22,83,15,4,15,1.23,33,30,50000,2600000
"Florian Kainz","Köln","AUT","MF","FW",27,1992,8,447,56,14.6,6,68,1,2,21,1.25,6,9,23077,1200000
"Florian Neuhaus","Gladbach","GER","MF",NA,23,1997,33,2622,79,85.7,30,84,18,3,31,1.45,55,46,30769,1600000
"Florian Niederlechner","Augsburg","GER","FW",NA,29,1990,28,1737,62,56.8,21,75,4,7,23,0.82,19,30,28846,1500000
"Florian Wirtz","Leverkusen","GER","MF",NA,17,2003,29,2224,77,72.7,25,84,16,4,33,1.45,41,30,28846,1500000
"Frederik Rønnow","Schalke 04","DEN","GK",NA,27,1992,11,945,86,30.9,10,90,10,1,45,0.36,6,24,17885,930000
"Frederik Sørensen","Köln","DEN","DF",NA,28,1992,3,99,33,3.2,1,90,1,2,5,0,2,4,26923,1400000
"Fredrik Jensen","Augsburg","FIN","FW","MF",22,1997,13,377,29,12.3,1,53,0,12,27,0.77,6,6,7885,410000
"Georginio Rutter","Hoffenheim","FRA","FW",NA,18,2002,9,241,27,7.9,2,68,1,7,15,1.11,3,3,11538,6e+05
"Gio Reyna","Dortmund","USA","MF","FW",17,2002,32,1976,62,64.6,23,80,9,9,16,1.97,44,31,2500,130000
"Gonçalo Paciência","Schalke 04","POR","FW",NA,25,1994,15,749,50,24.5,9,72,3,6,17,0.6,8,21,21923,1140000
"Gonzalo Castro","Stuttgart","GER","MF",NA,33,1987,26,1729,67,56.5,23,73,2,3,19,1.42,29,31,65385,3400000
"Grischa Prömel","Union Berlin","GER","MF",NA,25,1995,24,1816,76,59.3,21,82,8,3,34,1.54,30,27,16923,880000
"Guus Til","Freiburg","NED","FW",NA,22,1997,7,125,18,4.1,1,55,0,6,12,1,1,1,21154,1100000
"Hamza Mendyl","Schalke 04","MAR","FW","DF",22,1997,3,95,32,3.1,1,69,0,2,13,0,0,1,13077,680000
"Hannes Wolf","Gladbach","AUT","MF","FW",21,1999,32,1378,43,45,14,76,5,18,18,1.5,27,30,19231,1e+06
"Håvard Nordtveit","Hoffenheim","NOR","DF",NA,30,1990,12,700,58,22.9,6,90,6,6,27,1.67,15,14,32692,1700000
"Hwang Hee-chan","RB Leipzig","KOR","FW","MF",24,1996,18,460,26,15,3,67,1,15,17,1.5,9,5,19231,1e+06
"Ibrahima Konaté","RB Leipzig","FRA","DF",NA,21,1999,14,695,50,22.7,8,76,4,6,15,2.21,15,9,19231,1e+06
"Ibrahima Traoré","Gladbach","GUI","FW","DF",32,1988,7,98,14,3.2,1,64,0,6,6,0.86,2,1,48077,2500000
"Ihlas Bebou","Hoffenheim","TOG","FW","MF",26,1994,32,2200,69,71.9,23,85,13,9,28,1.31,43,40,32692,1700000
"Ishak Belfodil","Hoffenheim","ALG","FW","MF",28,1992,14,596,43,19.5,7,68,1,7,18,0.5,4,14,25000,1300000
"Ismail Jakobs","Köln","SEN","MF","FW",20,1999,23,1726,75,56.4,18,87,12,5,32,0.87,20,36,1538,80000
"Jacob Barrett Laursen","Arminia","DEN","DF",NA,25,1994,16,1108,69,36.2,13,82,9,3,14,0.81,10,25,5385,280000
"Jacob Bruun Larsen","Hoffenheim","DEN","MF","FW",21,1998,2,89,45,2.9,1,58,0,1,31,0.5,1,2,8654,450000
"Jadon Sancho","Dortmund","ENG","FW","MF",20,2000,26,2062,79,67.4,24,83,14,2,30,1.85,45,28,61538,3200000
"Jamal Musiala","Bayern Munich","GER","FW","MF",17,2003,26,881,34,28.8,7,67,0,19,22,2.35,26,14,962,50000
"Jan Morávek","Augsburg","CZE","MF",NA,30,1989,5,267,53,8.7,3,67,0,2,34,0.8,4,4,10192,530000
"Jan Thielmann","Köln","GER","FW","MF",18,2002,24,1029,43,33.6,9,70,2,15,27,1,11,21,2500,130000
"Janik Haberer","Freiburg","GER","MF","FW",26,1994,14,486,35,15.9,5,64,0,9,18,1.29,8,7,14231,740000
"Jannes Horn","Köln","GER","DF",NA,23,1997,29,1768,61,57.8,20,78,12,9,23,1.1,22,42,18654,970000
"Javairô Dilrosun","Hertha BSC","NED","FW","MF",22,1998,12,529,44,17.3,5,67,0,7,28,1.17,9,7,10000,520000
"Javi Martínez","Bayern Munich","ESP","DF","MF",31,1988,19,466,25,15.2,4,71,2,15,12,2.53,12,6,115385,6e+06
"Jean-Manuel Mbom","Werder Bremen","GER","MF","DF",20,2000,21,1160,55,37.9,15,70,3,6,17,1.05,14,18,2115,110000
"Jean-Paul Boëtius","Mainz 05","NED","MF","FW",26,1994,31,2065,67,67.5,23,81,8,8,24,1.03,28,39,12885,670000
"Jean-Philippe Mateta","Mainz 05","FRA","FW",NA,23,1997,15,997,66,32.6,12,80,4,3,12,0.4,11,20,36538,1900000
"Jeong Woo-yeong","Freiburg","KOR","FW","MF",20,1999,26,823,32,26.9,7,71,0,19,17,1.31,14,14,7500,390000
