"Player","Squad","Nation","Pos","Pos2","Age","Born","Total_Match_Played","Total_Playing_Time","Minutes_Per_Match_Played","Percent_of_Squad_Minutes_Played","Matches_Started","Minutes_Per_Match_Start","Complete_Matches_PLayed","Matches_Played_As_Substitute","Minutes_Per_Match_Substitute","Player_Points_Per_Match","Player_On_Pitch_Squad_Goals","Player_On_Pitch_Goals_Allowed","Weekly_Wages","Annual_Wages"
"Joaquín Fernández","Valladolid","ESP","DF",NA,26,1996,27,2156,80,63,24,83,21,3,53,1.26,26,42,5962,310000
"Johan Mojica","Villarreal","COL","DF",NA,29,1992,17,642,38,18.8,5,89,4,12,16,1.41,9,12,21154,1100000
"Jon Moncayola","Osasuna","ESP","MF","DF",24,1998,37,2448,66,71.6,25,86,16,12,25,1.43,24,36,9615,5e+05
"Jon Pacheco","Real Sociedad","ESP","DF",NA,21,2001,17,1193,70,34.9,12,90,12,5,23,2.29,21,13,11538,6e+05
"Jordan Amavi","Getafe","FRA","DF",NA,28,1994,5,200,40,5.8,1,58,0,4,36,0.8,2,2,19615,1020000
"Jordi Alba","Barcelona","ESP","DF",NA,33,1989,24,1419,59,41.5,14,83,6,10,26,2.17,27,8,203077,10560000
"Jorge Cuenca","Villarreal","ESP","DF",NA,22,1999,10,506,51,14.8,5,84,4,5,17,1.4,5,7,20192,1050000
"Jorge Meré","Cádiz","ESP","DF",NA,25,1997,10,601,60,17.6,6,84,4,4,24,1.5,6,10,23077,1200000
"Jørgen Strand Larsen","Celta Vigo","NOR","FW",NA,22,2000,32,1705,53,49.9,20,66,3,12,32,1.09,25,32,8654,450000
"Josan","Elche","ESP","DF","MF",32,1989,26,1078,41,31.5,9,76,4,17,23,0.62,13,18,2981,155000
"José Gragera","Espanyol","ESP","MF","DF",21,2000,9,460,51,13.5,5,74,1,4,22,0.89,3,6,9231,480000
"José Luis Morales","Villarreal","ESP","FW","MF",35,1987,29,1211,42,35.4,11,74,4,18,22,1.52,20,11,28846,1500000
"José Mari","Cádiz","ESP","MF",NA,34,1987,18,397,22,11.6,2,55,0,16,18,1.1,8,9,7885,410000
"José María Giménez","Atlético Madrid","URU","DF",NA,27,1995,28,2423,87,70.8,26,90,26,2,42,2.21,52,21,76923,4e+06
"José Pozo","Rayo Vallecano","ESP","MF","FW",26,1996,8,88,11,2.6,1,45,0,7,6,1.13,1,3,6538,340000
"Joseba Zaldúa","Cádiz","ESP","DF",NA,30,1992,10,639,64,18.7,7,84,5,3,17,0.7,3,17,17308,9e+05
"Joselu","Espanyol","ESP","FW",NA,32,1990,34,2990,88,87.4,33,90,33,1,20,0.94,43,61,48077,2500000
"Juan Cruz","Betis","ESP","FW",NA,22,2000,6,178,30,5.2,1,63,0,5,23,1.33,5,2,7692,4e+05
"Juan Cruz Armada","Osasuna","ESP","DF",NA,30,1992,27,2062,76,60.3,21,89,20,6,31,1.33,21,27,11923,620000
"Juan Foyth","Villarreal","ARG","DF",NA,24,1998,24,1958,82,57.3,22,86,17,2,36,1.92,41,24,38462,2e+06
"Juan Miranda","Betis","ESP","DF",NA,22,2000,21,1472,70,43,16,85,11,5,22,1.57,20,18,25000,1300000
"Juanjo Narváez","Valladolid","COL","MF","FW",27,1995,5,148,30,4.3,1,61,0,4,22,0.8,1,4,7500,390000
"Juanmi","Betis","ESP","FW",NA,29,1993,22,925,42,27,9,75,3,13,19,1.68,18,18,23077,1200000
"Juanmi Latasa","Getafe","ESP","FW",NA,21,2001,18,448,25,13.1,2,89,1,16,17,0.89,5,1,4038,210000
"Juanpe","Girona","ESP","DF",NA,31,1991,19,1426,75,41.7,17,83,13,2,6,1.21,29,25,8462,440000
"Julen Agirrezabala","Athletic Club","ESP","GK",NA,21,2000,8,675,84,19.7,7,90,7,1,45,0.75,5,6,8077,420000
"Jules Koundé","Barcelona","FRA","DF",NA,23,1998,29,2426,84,70.9,28,86,24,1,9,2.38,51,12,260577,13550000
"Justin Kluivert","Valencia","NED","FW","MF",23,1999,26,1447,56,42.3,15,78,3,11,25,1,22,21,72115,3750000
"Kaiky","Almería","BRA","DF",NA,18,2004,13,581,45,17,7,79,3,6,5,1.31,6,13,10385,540000
"Karim Rekik","Sevilla","NED","DF",NA,27,1994,16,1181,74,34.5,15,77,10,1,24,1.38,18,16,48077,2500000
"Kasper Dolberg","Sevilla","DEN","FW",NA,24,1997,4,197,49,5.8,2,75,1,2,24,0.5,2,2,57692,3e+06
"Keidi Bare","Espanyol","ALB","MF",NA,24,1997,18,503,28,14.7,4,60,0,14,19,0.89,5,12,7692,4e+05
"Kenedy","Valladolid","BRA","FW","DF",26,1996,12,275,23,8,2,43,0,10,19,0.5,2,9,31154,1620000
"Kevin Vázquez","Celta Vigo","ESP","DF","MF",29,1993,10,441,44,12.9,6,66,2,4,11,1.4,4,8,18462,960000
"Kiké","Osasuna","ESP","FW",NA,32,1989,35,1021,29,29.9,7,78,2,28,17,1.26,8,18,12308,640000
"Kike Barja","Osasuna","ESP","FW","MF",25,1997,27,1312,49,38.4,15,70,1,12,22,1.3,19,18,8846,460000
"Kike Pérez","Valladolid","ESP","MF",NA,25,1997,36,2307,64,67.5,28,74,10,8,28,0.94,17,44,8077,420000
"Kiko Femenía","Villarreal","ESP","DF",NA,31,1991,20,1133,57,33.1,13,78,6,7,17,1.45,13,14,19231,1e+06
"Koke","Atlético Madrid","ESP","MF",NA,30,1992,33,2545,77,74.4,30,82,12,3,26,2.18,53,24,307692,1.6e+07
"Largie Ramazani","Almería","BEL","FW","MF",21,2001,33,1403,43,41,13,74,2,20,22,1.03,14,31,2981,155000
"Lautaro Blanco","Elche","ARG","DF","MF",23,1999,17,872,51,25.5,9,70,2,8,31,1,9,16,7308,380000
"Lázaro","Almería","BRA","FW","MF",20,2002,19,716,38,20.9,7,70,2,12,19,0.53,13,13,6923,360000
"Leandro Cabrera","Espanyol","URU","DF",NA,31,1991,32,2669,83,78,31,86,27,1,1,1.03,40,54,16154,840000
"Lee Kang-in","Mallorca","KOR","MF","FW",21,2001,36,2823,78,82.5,33,83,12,3,29,1.31,32,32,4808,250000
"Léo Baptistão","Almería","BRA","FW","MF",29,1992,28,1726,62,50.5,24,69,1,4,19,1.29,28,30,11538,6e+05
"Lisandro Magallán","Elche","ARG","DF",NA,28,1993,14,902,64,26.4,11,78,7,3,13,1.14,14,11,30000,1560000
"Loïc Bade","Sevilla","FRA","DF",NA,22,2000,19,1449,76,42.4,16,88,15,3,11,1.84,24,16,63462,3300000
"Luca de la Torre","Celta Vigo","USA","MF",NA,24,1998,28,1481,53,43.3,16,72,2,12,27,1.32,22,17,5192,270000
"Lucas Boyé","Elche","ARG","FW",NA,26,1996,35,2462,70,72,29,81,14,6,21,0.69,24,47,6154,320000
"Lucas Ocampos","Sevilla","ARG","FW","MF",28,1994,19,1165,61,34.1,11,84,6,8,30,1.58,20,20,30769,1600000
"Lucas Olaza","Valladolid","URU","DF",NA,28,1994,23,1494,65,43.7,16,81,10,7,27,1,13,27,19231,1e+06
"Lucas Pérez","Cádiz","ESP","FW",NA,33,1988,14,628,45,18.4,5,80,2,9,25,0.79,7,14,20769,1080000
"Lucas Robertone","Almería","ARG","MF",NA,25,1997,37,2843,77,83.1,34,81,12,3,33,1.11,44,47,18269,950000
"Lucas Torró","Osasuna","ESP","MF",NA,28,1994,33,2477,75,72.4,31,79,17,2,10,1.3,24,25,8654,450000
"Lucas Vázquez","Real Madrid","ESP","DF",NA,31,1991,23,1144,50,33.5,12,82,6,11,14,1.96,28,12,180385,9380000
"Ludwig Augustinsson","Mallorca","SWE","DF",NA,28,1994,4,132,33,3.9,1,71,0,3,20,0,1,4,20577,1070000
"Luis Javier Suárez","Almería","COL","FW",NA,24,1997,21,1490,71,43.6,18,79,8,3,22,1.05,22,28,31538,1640000
"Luis Milla","Getafe","ESP","MF",NA,27,1994,27,1856,69,54.3,22,79,12,5,23,1.15,15,21,15000,780000
"Luis Pérez","Valladolid","ESP","DF",NA,27,1995,18,1213,67,35.5,15,74,10,3,32,1,9,29,10000,520000
"Luiz Felipe","Betis","ITA","DF",NA,25,1997,23,1763,77,51.5,22,79,16,1,16,1.35,23,23,61538,3200000
"Luiz Henrique","Betis","BRA","FW",NA,21,2001,33,1807,55,52.8,21,68,3,12,31,1.42,13,25,15385,8e+05
"Luka Modrić","Real Madrid","CRO","MF",NA,36,1985,33,1744,53,51,19,76,4,14,22,2.12,41,20,420769,21880000
"Manu Morlanes","Villarreal","ESP","MF",NA,23,1999,4,158,40,4.6,2,70,0,2,10,2,3,4,25192,1310000
"Manu Morlanes","Mallorca","ESP","MF",NA,23,1999,12,706,59,20.6,9,74,0,3,14,1.42,10,10,25192,1310000
"Manu Sánchez","Osasuna","ESP","DF",NA,21,2000,31,2124,69,62.1,22,90,21,9,16,1.35,22,26,24231,1260000
"Manu Trigueros","Villarreal","ESP","MF",NA,30,1991,23,828,36,24.2,8,64,2,15,21,1.87,17,8,23077,1200000
"Manu Vallejo","Girona","ESP","FW","MF",25,1997,7,206,29,6,2,54,0,5,20,0.86,8,5,21923,1140000
"Marcão","Sevilla","BRA","DF",NA,26,1996,5,375,75,11,4,90,4,1,15,1.4,3,5,84231,4380000
"Marco Asensio","Real Madrid","ESP","FW","MF",26,1996,31,1442,47,42.2,15,80,7,16,16,1.9,34,16,189038,9830000
"Marcos Acuña","Sevilla","ARG","DF",NA,30,1991,30,1912,64,55.9,21,79,10,9,28,1.33,27,34,55769,2900000
"Marcos Alonso","Barcelona","ESP","DF",NA,31,1990,24,1172,49,34.3,11,80,8,13,22,2.29,22,11,120192,6250000
"Marcos André","Valencia","BRA","FW","MF",25,1996,17,447,26,13.1,3,52,0,14,21,0.76,9,7,38462,2e+06
"Marcos Llorente","Atlético Madrid","ESP","MF","DF",27,1995,22,1703,77,49.8,21,80,11,1,30,2,28,11,40385,2100000
"Mariano","Real Madrid","DOM","FW",NA,28,1993,9,157,17,4.6,1,58,0,8,12,1.22,3,1,160192,8330000
"Mario Hermoso","Atlético Madrid","ESP","DF",NA,27,1995,26,2110,81,61.7,24,87,21,2,15,2.19,52,19,40385,2100000
"Mario Hernández","Rayo Vallecano","ESP","DF",NA,23,1999,3,103,34,3,1,64,0,2,20,1.67,2,3,3077,160000
"Marko Dmitrović","Sevilla","SRB","GK",NA,30,1992,15,1269,85,37.1,13,90,13,2,50,1.73,20,13,24231,1260000
"Martin Braithwaite","Espanyol","DEN","FW","MF",31,1991,31,2456,79,71.8,29,83,14,2,29,0.94,35,46,60000,3120000
"Martin Hongla","Valladolid","CMR","DF","MF",24,1998,16,1306,82,38.2,15,84,9,1,44,1,15,25,18077,940000
"Martín Zubimendi","Real Sociedad","ESP","MF",NA,23,1999,36,3101,86,90.7,35,88,33,1,26,1.81,45,34,57692,3e+06
"Matheus Cunha","Atlético Madrid","BRA","FW","MF",23,1999,11,377,34,11,2,68,0,9,27,1.82,10,6,57692,3e+06
"Matija Nastasić","Mallorca","SRB","DF",NA,29,1993,14,906,65,26.5,10,84,8,4,16,1.21,9,13,6923,360000
"Memphis","Atlético Madrid","NED","FW",NA,28,1994,8,270,34,7.9,3,62,0,5,17,2.75,9,1,168269,8750000
"Miguel Gutiérrez","Girona","ESP","DF",NA,21,2001,34,2390,70,69.9,27,81,12,7,29,1.24,36,36,6346,330000
"Mikel Balenziaga","Athletic Club","ESP","DF",NA,34,1988,3,115,38,3.4,1,69,0,2,23,1,1,3,17308,9e+05
"Mikel Merino","Real Sociedad","ESP","MF",NA,26,1996,33,2494,76,72.9,28,84,18,5,30,1.85,37,31,61538,3200000
"Mikel Oyarzabal","Real Sociedad","ESP","FW","MF",25,1997,23,1214,53,35.5,14,69,3,9,27,1.83,17,12,42308,2200000
"Mikel Vesga","Athletic Club","ESP","MF",NA,29,1993,36,2575,72,75.3,28,86,21,8,22,1.33,32,30,19231,1e+06
"Mohamed Ali Cho","Real Sociedad","FRA","FW","MF",18,2004,19,587,31,17.2,5,61,0,14,20,1.89,11,9,6731,350000
"Moi Gómez","Osasuna","ESP","MF","FW",28,1994,33,2453,74,71.7,28,83,17,5,23,1.42,21,27,22115,1150000
"Monchu","Valladolid","ESP","MF",NA,22,1999,33,2031,62,59.4,23,78,13,10,24,0.97,17,40,5769,3e+05
"Mouctar Diakhaby","Valencia","GUI","DF",NA,25,1996,29,2446,84,71.5,28,86,24,1,36,1.14,32,29,15385,8e+05
"Munir El Haddadi","Getafe","MAR","MF","FW",26,1995,28,1150,41,33.6,10,69,0,18,25,1.14,15,14,100962,5250000
"Nabil Fekir","Betis","FRA","MF",NA,29,1993,15,961,64,28.1,12,73,5,3,28,1.73,19,10,130769,6800000
"Nacho","Real Madrid","ESP","DF",NA,32,1990,27,1637,61,47.9,18,85,14,9,13,2.04,29,14,164231,8540000
"Nacho Vidal","Osasuna","ESP","DF",NA,27,1995,20,1247,62,36.5,15,76,8,5,23,1.5,10,15,19423,1010000
"Nemanja Gudelj","Sevilla","SRB","DF","MF",30,1991,34,2779,82,81.3,31,87,28,3,30,1.29,36,46,107692,5600000
"Nemanja Maksimović","Getafe","SRB","MF",NA,27,1995,29,2053,71,60,26,75,9,3,36,1.28,19,26,40000,2080000
"Nico Ribaudo","Espanyol","ESP","MF","FW",21,2001,32,1248,39,36.5,16,64,2,16,14,0.91,23,28,4038,210000
"Nico Williams","Athletic Club","ESP","FW",NA,20,2002,36,2656,74,77.7,32,79,9,4,30,1.42,43,30,67308,3500000
"Nicolás González","Valencia","ESP","MF",NA,20,2002,26,1405,54,41.1,18,68,3,8,22,1.35,22,21,11538,6e+05
"Nicolas Jackson","Villarreal","SEN","FW",NA,21,2001,26,1598,61,46.7,16,78,5,10,35,1.62,35,18,10000,520000
"Oier Zarraga","Athletic Club","ESP","MF",NA,23,1999,26,852,33,24.9,6,69,0,20,22,1.23,3,13,3846,2e+05
"Oihan Sancet","Athletic Club","ESP","MF",NA,22,2000,36,2532,70,74,32,75,6,4,36,1.39,38,29,11538,6e+05
"Óliver Torres","Sevilla","ESP","MF","FW",27,1994,32,2137,67,62.5,27,75,7,5,21,1.31,32,31,44231,2300000
"Omar Alderete","Getafe","PAR","DF",NA,25,1996,25,2047,82,59.9,23,87,19,2,23,1.04,19,24,23077,1200000
"Omar El Hilali","Espanyol","MAR","DF","MF",18,2003,5,92,18,2.7,1,53,0,4,10,0.8,2,2,1154,60000
"Óscar de Marcos","Athletic Club","ESP","DF",NA,33,1989,37,2819,76,82.4,32,84,22,5,25,1.3,41,34,34615,1800000
"Óscar Gil","Espanyol","ESP","DF",NA,25,1997,33,2559,78,74.8,31,82,17,2,16,1.06,34,48,10000,520000
"Óscar Mingueza","Celta Vigo","ESP","DF",NA,23,1999,21,1284,61,37.5,13,84,8,8,24,1.14,15,20,21923,1140000
"Óscar Plano","Valladolid","ESP","FW","MF",31,1991,33,2038,62,59.6,22,77,6,11,31,1,18,33,9423,490000
"Óscar Rodríguez Arnaiz","Celta Vigo","ESP","MF",NA,24,1998,33,1775,54,51.9,19,78,10,14,20,1.18,25,31,22115,1150000
"Óscar Trejo","Rayo Vallecano","ARG","MF","FW",34,1988,34,2145,63,62.7,28,71,2,6,28,1.24,34,32,9808,510000
"Óscar Valentín","Rayo Vallecano","ESP","MF",NA,27,1994,34,2555,75,74.7,29,82,13,5,34,1.32,34,33,7692,4e+05
"Ousmane Dembélé","Barcelona","FRA","FW",NA,25,1997,25,1410,56,41.2,16,73,3,9,28,2.36,32,11,230769,1.2e+07
"Pablo Barrios","Atlético Madrid","ESP","MF",NA,19,2003,21,724,34,21.2,6,64,1,15,23,2.05,13,9,22115,1150000
"Pablo Ibáñez","Osasuna","ESP","MF",NA,23,1998,25,1064,43,31.1,12,75,3,13,13,1.48,12,14,3462,180000
"Pablo Maffeo","Mallorca","ESP","DF",NA,25,1997,35,2975,85,87,34,87,30,1,29,1.26,31,40,18846,980000
"Pablo Torre","Barcelona","ESP","FW","MF",19,2003,8,144,18,4.2,1,62,0,7,12,0.88,3,2,4038,210000
"Pape Gueye","Sevilla","SEN","MF",NA,23,1999,16,1171,73,34.2,15,76,8,1,36,1.38,16,21,28846,1500000
"Papu Gómez","Sevilla","ARG","FW","MF",34,1988,19,1065,56,31.1,11,79,5,8,25,0.95,10,15,74231,3860000
"Pathé Ciss","Rayo Vallecano","SEN","MF","DF",28,1994,32,1282,40,37.5,12,77,6,20,18,1.47,9,27,6538,340000
"Paul Akouokou","Betis","CIV","MF","DF",24,1997,12,447,37,13.1,3,89,2,9,20,1.67,2,6,8654,450000
"Pedri","Barcelona","ESP","MF",NA,19,2002,26,1976,76,57.8,22,83,12,4,38,2.62,47,9,180385,9380000
"Pedro Bigas","Elche","ESP","DF",NA,31,1990,28,2020,72,59.1,25,77,17,3,28,0.57,11,41,4038,210000
"Pep Chavarría","Rayo Vallecano","ESP","FW","MF",24,1998,16,366,23,10.7,2,68,0,14,17,1.75,7,7,6731,350000
"Pere Milla","Elche","ESP","FW","MF",29,1992,31,1843,59,53.9,21,77,8,10,23,0.69,18,45,6538,340000
"Pol Lirola","Elche","ESP","DF",NA,24,1997,12,628,52,18.4,7,73,3,5,23,0.25,5,17,19231,1e+06
"Portu","Getafe","ESP","MF","DF",30,1992,34,1770,52,51.8,17,84,8,17,21,1.12,18,24,40577,2110000
"Radamel Falcao","Rayo Vallecano","COL","FW","MF",36,1986,27,616,23,18,3,75,1,24,16,1.11,6,9,23077,1200000
"Rafa Mir","Sevilla","ESP","FW",NA,25,1997,26,1298,50,38,16,71,7,10,16,1.15,18,24,36538,1900000
"Ramón Terrats","Girona","ESP","MF",NA,21,2000,8,212,27,6.2,2,72,0,6,12,1.63,1,3,3846,2e+05
"Ramón Terrats","Villarreal","ESP","MF",NA,21,2000,16,816,51,23.9,11,65,0,5,21,2,10,9,3846,2e+05
"Randy Nteka","Elche","ANG","FW","MF",24,1997,14,726,52,21.2,10,65,0,4,18,1.14,5,9,4423,230000
"Raphinha","Barcelona","BRA","FW",NA,25,1996,36,2072,58,60.6,25,72,2,11,24,2.28,34,9,240385,12500000
"Raúl Albiol","Villarreal","ESP","DF",NA,36,1985,25,2119,85,62,24,88,22,1,15,1.52,29,23,54615,2840000
"Raúl de Tomás","Rayo Vallecano","ESP","FW",NA,27,1994,19,805,42,23.5,9,69,0,10,19,0.89,7,13,59615,3100000
"Raúl García","Athletic Club","ESP","FW","MF",36,1986,35,967,28,28.3,6,71,1,29,19,1.29,12,13,107692,5600000
"Raúl Guti","Elche","ESP","MF",NA,25,1996,28,1117,40,32.7,12,67,3,16,20,0.68,11,25,9038,470000
"Reinier","Girona","BRA","MF","FW",20,2002,18,647,36,18.9,5,72,1,13,22,1.37,8,9,11538,6e+05
"Renato Tapia","Celta Vigo","PER","MF","DF",27,1995,28,1451,52,42.4,16,75,6,12,21,1.14,10,28,5000,260000
"Robert Lewandowski","Barcelona","POL","FW",NA,33,1988,34,2847,84,83.2,33,85,27,1,34,2.24,62,20,400577,20830000
"Roberto Navarro","Real Sociedad","ESP","MF","FW",20,2002,17,351,21,10.3,1,61,0,16,18,1.88,0,6,8077,420000
"Robin Le Normand","Real Sociedad","ESP","DF",NA,25,1996,33,2796,85,81.8,31,89,30,2,13,1.79,37,25,53846,2800000
"Rodri","Betis","ESP","FW","MF",22,2000,30,1601,53,46.8,19,68,3,11,28,1.63,20,15,9615,5e+05
"Rodrigo Battaglia","Mallorca","ARG","MF",NA,31,1991,15,686,46,20.1,8,73,2,7,14,1.47,5,7,25385,1320000
"Rodrigo De Paul","Atlético Madrid","ARG","MF",NA,28,1994,30,1923,64,56.2,24,74,5,6,27,2.07,40,20,128269,6670000
"Rodrigo Riquelme","Girona","ESP","MF","FW",22,2000,34,2179,64,63.7,25,77,6,9,28,1.32,37,41,6923,360000
"Rodrygo","Real Madrid","BRA","FW","MF",21,2001,34,2379,70,69.6,25,86,15,9,24,2,54,27,160192,8330000
"Roger Martí","Cádiz","ESP","FW",NA,31,1991,14,639,46,18.7,8,68,0,6,16,1.43,5,9,19615,1020000
"Roger Martí","Elche","ESP","FW",NA,31,1991,12,655,55,19.2,8,73,1,4,18,0.42,3,12,19615,1020000
"Ronaël Pierre-Gabriel","Espanyol","FRA","DF",NA,24,1998,8,236,30,6.9,2,53,0,6,22,1,3,5,17308,9e+05
"Ronald Araújo","Barcelona","URU","DF",NA,23,1999,22,1800,82,52.6,21,85,16,1,24,2.45,42,5,134615,7e+06
"Roque Mesa","Valladolid","ESP","MF",NA,33,1989,29,1617,56,47.3,20,69,3,9,26,1.13,15,25,80000,4160000
"Rubén Alcaraz","Cádiz","ESP","MF",NA,31,1991,31,2043,66,59.7,22,80,10,9,31,1.29,18,26,14808,770000
"Rubén García","Osasuna","ESP","FW","MF",29,1993,29,1159,40,33.9,11,69,0,18,22,1.31,9,13,25962,1350000
"Rubén Peña","Osasuna","ESP","DF","MF",31,1991,20,1277,64,37.3,14,79,5,6,29,1.45,22,17,13846,720000
"Rubén Sobrino","Cádiz","ESP","MF","FW",30,1992,33,2465,75,72.1,28,84,18,5,22,1.18,22,27,13462,7e+05
"Salvi","Rayo Vallecano","ESP","FW","MF",31,1991,24,490,20,14.3,4,55,0,20,14,1.46,4,15,5769,3e+05
"Samu Castillejo","Valencia","ESP","FW","MF",27,1995,25,1362,54,39.8,17,70,3,8,21,0.88,14,15,48077,2500000
"Samu Costa","Almería","POR","MF",NA,21,2000,32,1989,62,58.2,22,83,15,10,16,1.16,23,47,3462,180000
"Samuel Chukwueze","Villarreal","NGA","FW","MF",23,1999,37,2339,63,68.4,27,77,9,10,25,1.73,41,33,21154,1100000
"Samuel Lino","Valencia","BRA","FW","MF",22,1999,38,2887,76,84.4,33,82,17,5,37,1.11,39,38,24038,1250000
"Samuel Sáiz","Girona","ESP","MF",NA,31,1991,8,240,30,7,1,60,0,7,26,1.13,5,5,2981,155000
"Santi Comesaña","Rayo Vallecano","ESP","MF",NA,25,1996,35,2451,70,71.7,29,77,7,6,36,1.2,36,33,10000,520000
"Santiago Arzamendia","Cádiz","PAR","DF","MF",24,1998,12,483,40,14.1,5,81,3,7,11,0.92,1,15,3846,2e+05
"Saúl Ñíguez","Atlético Madrid","ESP","MF","DF",27,1994,31,1100,35,32.2,11,75,5,20,14,2.26,28,14,230769,1.2e+07
"Selim Amallah","Valladolid","MAR","MF","FW",25,1996,7,267,38,7.8,3,56,0,4,25,1.14,6,4,8846,460000
"Sergi Gómez","Espanyol","ESP","DF",NA,30,1992,29,2339,81,68.4,26,84,18,3,52,0.79,35,46,23077,1200000
"Sergi Guardiola","Cádiz","ESP","FW",NA,31,1991,17,1165,69,34.1,14,77,2,3,31,1.35,14,10,7500,390000
"Sergi Guardiola","Valladolid","ESP","FW",NA,31,1991,14,502,36,14.7,8,54,0,6,12,0.79,1,6,7500,390000
"Sergi Roberto","Barcelona","ESP","DF","MF",30,1992,23,1308,57,38.2,15,73,5,8,27,2.13,24,10,96154,5e+06
"Sergio Akieme","Almería","ESP","DF",NA,24,1997,29,2297,79,67.2,27,84,23,2,9,0.93,31,45,3269,170000
"Sergio Busquets","Barcelona","ESP","MF",NA,34,1988,30,2339,78,68.4,28,81,17,2,30,2.43,41,11,461538,2.4e+07
"Sergio Camello","Rayo Vallecano","ESP","FW",NA,21,2001,38,2401,63,70.2,27,78,4,11,26,1.29,36,38,8846,460000
"Sergio Canales","Betis","ESP","FW","MF",31,1991,31,2402,77,70.2,28,82,14,3,40,1.52,31,28,30769,1600000
"Sergio Escudero","Valladolid","ESP","DF",NA,32,1989,23,1439,63,42.1,17,76,8,6,25,1.13,15,21,15000,780000
"Sergio León","Valladolid","ESP","FW",NA,33,1989,29,1334,46,39,14,71,3,15,23,1.07,14,28,19231,1e+06
"Sergio Reguilón","Atlético Madrid","ESP","DF",NA,25,1996,11,309,28,9,2,76,0,9,17,1.36,5,2,61346,3190000
"Shon Weissman","Valladolid","ISR","FW",NA,26,1996,15,747,50,21.8,6,74,1,9,34,1.07,5,13,5577,290000
"Srđan Babić","Almería","SRB","DF",NA,26,1996,34,2998,88,87.7,33,89,32,1,45,1.15,42,56,2981,155000
"Stefan Mitrović","Getafe","SRB","DF",NA,32,1990,22,1680,76,49.1,18,89,16,4,22,1.36,16,17,4808,250000
"Suso","Sevilla","ESP","MF","FW",28,1993,25,1065,43,31.1,10,68,1,15,25,1.52,18,15,53846,2800000
"Takefusa Kubo","Real Sociedad","JPN","FW","MF",21,2001,35,2439,70,71.3,29,77,7,6,34,1.91,38,21,38462,2e+06
"Tanguy Nianzou","Sevilla","FRA","DF",NA,20,2002,19,1366,72,39.9,16,78,11,3,38,1.21,17,27,80192,4170000
"Tete Morente","Elche","ESP","MF","DF",25,1996,32,2068,65,60.5,23,81,11,9,24,0.66,20,33,5577,290000
"Theo Bongonda","Cádiz","COD","MF","FW",26,1995,31,1938,63,56.7,24,72,4,7,30,1.19,18,25,23077,1200000
"Thierry Correia","Valencia","POR","DF",NA,23,1999,27,2009,74,58.7,24,81,14,3,19,1.19,27,26,35385,1840000
"Thomas Delaney","Sevilla","DEN","MF",NA,30,1991,8,309,39,9,2,62,0,6,31,0.25,2,7,66731,3470000
"Thomas Lemar","Atlético Madrid","FRA","MF",NA,26,1995,27,1252,46,36.6,17,60,0,10,24,2,27,10,62500,3250000
"Tino Kadewere","Mallorca","ZIM","FW","MF",26,1996,15,542,36,15.8,5,62,0,10,23,1.2,8,7,20769,1080000
"Tomás Alarcón","Cádiz","CHI","MF",NA,23,1999,4,223,56,6.5,2,83,1,2,29,0,0,7,15962,830000
"Toni Kroos","Real Madrid","GER","MF",NA,32,1990,30,2155,72,63,25,82,12,5,22,2,48,23,468846,24380000
"Toni Lato","Valencia","ESP","DF","MF",24,1997,24,914,38,26.7,9,70,0,15,19,1.29,12,11,33846,1760000
"Toni Villa","Valladolid","ESP","MF",NA,27,1995,2,91,46,2.7,1,61,0,1,30,0,0,3,9038,470000
"Toni Villa","Girona","ESP","MF","FW",27,1995,24,895,37,26.2,12,56,0,12,18,1.33,16,10,9038,470000
"Umar Sadiq","Real Sociedad","NGA","FW",NA,25,1997,2,82,41,2.4,1,37,0,1,45,0.5,1,0,23077,1200000
"Unai García","Osasuna","ESP","DF",NA,30,1992,21,1713,82,50.1,20,86,15,1,1,1.62,19,19,13077,680000
"Unai López","Rayo Vallecano","ESP","MF",NA,26,1995,34,1254,37,36.7,12,67,1,22,20,1.35,15,20,10385,540000
"Unai Núñez","Celta Vigo","ESP","DF",NA,25,1997,36,3151,88,92.1,35,90,35,1,1,1.19,41,48,43077,2240000
"Valentín Castellanos","Girona","ARG","FW",NA,23,1998,35,2597,74,75.9,33,77,8,2,22,1.29,43,41,17500,910000
"Valery Fernández","Girona","ESP","MF","DF",22,1999,25,967,39,28.3,7,75,1,18,24,1.24,14,14,3077,160000
"Vedat Muriqi","Mallorca","KVX","FW",NA,28,1994,35,2937,84,85.9,34,85,16,1,36,1.4,32,35,88077,4580000
"Víctor Chust","Cádiz","ESP","DF",NA,22,2000,14,965,69,28.2,10,78,8,4,48,0.86,7,20,4615,240000
"Víctor Ruiz","Betis","ESP","DF",NA,33,1989,10,560,56,16.4,5,90,5,5,22,2,8,8,28846,1500000
"Viktor Tsyhankov","Girona","UKR","MF",NA,24,1997,19,1489,78,43.5,17,85,10,2,21,1.47,29,19,26923,1400000
"Vinicius Júnior","Real Madrid","BRA","FW",NA,22,2000,33,2823,86,82.5,32,87,21,1,30,2,58,32,400577,20830000
"Vinicius Souza","Espanyol","BRA","MF",NA,23,1999,34,2428,71,71,27,84,14,7,21,1,34,47,5385,280000
"William Carvalho","Betis","POR","MF",NA,30,1992,33,2438,74,71.3,31,77,14,2,22,1.7,34,24,45192,2350000
