"Player","Squad","Nation","Pos","Pos2","Age","Progression_Carries","Progression_Passes_Delivered","Progression_Passes_Recived","Total_Passes_Completed","Total_Passes_Attempted","Total_Pass_Percentage","Short_Passes_Completed","Short_Passes_Attempted","Short_Pass_Percentage","Long_Passes_Completed","Long_Passes_Attempted","Long_Pass_Percentage","Medium_Passes_Completed","Medium_Passes_Attempted","Medium_Pass_Percentage","Key_Passes","Passes_Into_Penalty_Area","Crosses_Into_Penalty_Area","Live_Pass","Dead_Pass","Free_Kicks","Through_Balls","Switches","Crosses","Throw_Ins","Corner_Kicks","Offside","Touches","Take_Ons_Attempted","Take_Ons_Wins","Take_On_Win_Percentage","Take_Ons_Tackled","Take_Ons_Tackled_Percentage"
"Dan Gosling","Watford","ENG","MF",NA,31,2,4,5,55,65,84.6,31,33,93.9,4,6,66.7,19,22,86.4,1,0,0,64,0,0,0,1,1,0,0,1,83,2,2,100,0,0
"Daniel Amartey","Leicester City","GHA","DF",NA,26,14,62,0,1399,1546,90.5,508,550,92.4,103,140,73.6,769,810,94.9,4,1,0,1516,28,19,0,2,0,9,0,2,1752,7,6,85.7,1,14.3
"Daniel Bachmann","Watford","AUT","GK",NA,27,0,0,0,216,364,59.3,19,19,100,93,234,39.7,104,109,95.4,0,0,0,237,125,38,0,0,0,0,0,2,401,1,1,100,0,0
"Daniel James","Manchester Utd","WAL","FW",NA,23,5,3,16,20,34,58.8,15,19,78.9,0,1,0,2,5,40,2,0,0,34,0,0,0,0,5,0,0,0,52,1,0,0,1,100
"Daniel James","Manchester Utd","WAL","FW",NA,23,5,3,16,20,34,58.8,15,19,78.9,0,1,0,2,5,40,2,0,0,34,0,0,0,0,5,0,0,0,757,53,21,39.6,32,60.4
"Daniel James","Manchester Utd","WAL","FW",NA,23,5,3,16,326,508,64.2,205,256,80.1,15,34,44.1,84,151,55.6,24,18,2,472,34,2,2,1,60,5,0,2,52,1,0,0,1,100
"Daniel James","Manchester Utd","WAL","FW",NA,23,5,3,16,326,508,64.2,205,256,80.1,15,34,44.1,84,151,55.6,24,18,2,472,34,2,2,1,60,5,0,2,757,53,21,39.6,32,60.4
"Daniel James","Manchester Utd","WAL","FW",NA,23,5,3,16,326,508,64.2,205,256,80.1,15,34,44.1,84,151,55.6,24,18,2,34,0,0,0,0,5,0,0,0,52,1,0,0,1,100
"Daniel James","Manchester Utd","WAL","FW",NA,23,5,3,16,326,508,64.2,205,256,80.1,15,34,44.1,84,151,55.6,24,18,2,34,0,0,0,0,5,0,0,0,757,53,21,39.6,32,60.4
"Daniel James","Leeds United","WAL","FW","MF",23,69,57,186,326,508,64.2,205,256,80.1,15,34,44.1,84,151,55.6,24,18,2,472,34,2,2,1,60,5,0,2,52,1,0,0,1,100
"Daniel James","Leeds United","WAL","FW","MF",23,69,57,186,326,508,64.2,205,256,80.1,15,34,44.1,84,151,55.6,24,18,2,472,34,2,2,1,60,5,0,2,757,53,21,39.6,32,60.4
"Daniel James","Leeds United","WAL","FW","MF",23,69,57,186,326,508,64.2,205,256,80.1,15,34,44.1,84,151,55.6,24,18,2,34,0,0,0,0,5,0,0,0,52,1,0,0,1,100
"Daniel James","Leeds United","WAL","FW","MF",23,69,57,186,326,508,64.2,205,256,80.1,15,34,44.1,84,151,55.6,24,18,2,34,0,0,0,0,5,0,0,0,757,53,21,39.6,32,60.4
"Daniel James","Leeds United","WAL","FW","MF",23,69,57,186,20,34,58.8,15,19,78.9,0,1,0,2,5,40,2,0,0,472,34,2,2,1,60,5,0,2,52,1,0,0,1,100
"Daniel James","Leeds United","WAL","FW","MF",23,69,57,186,20,34,58.8,15,19,78.9,0,1,0,2,5,40,2,0,0,472,34,2,2,1,60,5,0,2,757,53,21,39.6,32,60.4
"Daniel James","Leeds United","WAL","FW","MF",23,69,57,186,20,34,58.8,15,19,78.9,0,1,0,2,5,40,2,0,0,34,0,0,0,0,5,0,0,0,52,1,0,0,1,100
"Daniel James","Leeds United","WAL","FW","MF",23,69,57,186,20,34,58.8,15,19,78.9,0,1,0,2,5,40,2,0,0,34,0,0,0,0,5,0,0,0,757,53,21,39.6,32,60.4
"Daniel James","Manchester Utd","WAL","FW",NA,23,5,3,16,20,34,58.8,15,19,78.9,0,1,0,2,5,40,2,0,0,472,34,2,2,1,60,5,0,2,52,1,0,0,1,100
"Daniel James","Manchester Utd","WAL","FW",NA,23,5,3,16,20,34,58.8,15,19,78.9,0,1,0,2,5,40,2,0,0,472,34,2,2,1,60,5,0,2,757,53,21,39.6,32,60.4
"Daniel Podence","Wolves","POR","FW","MF",25,63,75,102,449,637,70.5,248,302,82.1,49,78,62.8,121,184,65.8,36,36,10,598,38,3,8,9,50,10,18,1,813,66,35,53,31,47
"Danny Ings","Aston Villa","ENG","FW",NA,29,24,39,117,251,378,66.4,147,189,77.8,13,28,46.4,60,90,66.7,15,13,0,354,21,1,3,6,13,1,0,3,617,31,10,32.3,21,67.7
"Danny Rose","Watford","ENG","DF",NA,31,12,33,19,227,340,66.8,104,118,88.1,29,71,40.8,90,128,70.3,5,7,1,225,113,18,4,5,24,87,8,2,409,15,9,60,6,40
"Danny Welbeck","Brighton","ENG","FW","MF",30,22,23,105,213,277,76.9,144,173,83.2,4,6,66.7,43,56,76.8,18,9,0,274,2,0,0,0,1,2,0,1,471,21,10,47.6,11,52.4
"Davinson Sánchez","Tottenham","COL","DF",NA,25,21,65,8,994,1133,87.7,398,433,91.9,59,111,53.2,515,546,94.3,5,6,1,1108,24,20,1,6,2,4,0,1,1317,6,4,66.7,2,33.3
"Declan Rice","West Ham","ENG","MF",NA,22,104,256,44,1986,2197,90.4,848,903,93.9,203,258,78.7,887,938,94.6,24,26,4,2169,21,14,1,31,30,7,0,7,2548,72,50,69.4,22,30.6
"Dejan Kulusevski","Tottenham","SWE","MF","FW",21,51,35,100,404,486,83.1,259,287,90.2,17,24,70.8,107,127,84.3,25,24,5,455,30,3,7,0,25,4,1,1,643,44,25,56.8,19,43.2
"Dele Alli","Tottenham","ENG","MF",NA,25,8,18,22,177,228,77.6,105,124,84.7,10,20,50,45,53,84.9,2,4,1,210,17,4,1,1,5,4,0,1,339,27,12,44.4,15,55.6
"Dele Alli","Tottenham","ENG","MF",NA,25,8,18,22,177,228,77.6,105,124,84.7,10,20,50,45,53,84.9,2,4,1,210,17,4,1,1,5,4,0,1,225,14,5,35.7,9,64.3
"Dele Alli","Tottenham","ENG","MF",NA,25,8,18,22,114,157,72.6,63,81,77.8,9,12,75,34,45,75.6,7,3,1,140,14,3,3,1,1,5,1,3,339,27,12,44.4,15,55.6
"Dele Alli","Tottenham","ENG","MF",NA,25,8,18,22,114,157,72.6,63,81,77.8,9,12,75,34,45,75.6,7,3,1,140,14,3,3,1,1,5,1,3,225,14,5,35.7,9,64.3
"Dele Alli","Tottenham","ENG","MF",NA,25,8,18,22,177,228,77.6,105,124,84.7,10,20,50,45,53,84.9,2,4,1,140,14,3,3,1,1,5,1,3,339,27,12,44.4,15,55.6
"Dele Alli","Tottenham","ENG","MF",NA,25,8,18,22,177,228,77.6,105,124,84.7,10,20,50,45,53,84.9,2,4,1,140,14,3,3,1,1,5,1,3,225,14,5,35.7,9,64.3
"Dele Alli","Everton","ENG","MF","FW",25,7,13,21,177,228,77.6,105,124,84.7,10,20,50,45,53,84.9,2,4,1,210,17,4,1,1,5,4,0,1,339,27,12,44.4,15,55.6
"Dele Alli","Everton","ENG","MF","FW",25,7,13,21,177,228,77.6,105,124,84.7,10,20,50,45,53,84.9,2,4,1,210,17,4,1,1,5,4,0,1,225,14,5,35.7,9,64.3
"Dele Alli","Everton","ENG","MF","FW",25,7,13,21,114,157,72.6,63,81,77.8,9,12,75,34,45,75.6,7,3,1,210,17,4,1,1,5,4,0,1,339,27,12,44.4,15,55.6
"Dele Alli","Everton","ENG","MF","FW",25,7,13,21,114,157,72.6,63,81,77.8,9,12,75,34,45,75.6,7,3,1,210,17,4,1,1,5,4,0,1,225,14,5,35.7,9,64.3
"Dele Alli","Everton","ENG","MF","FW",25,7,13,21,177,228,77.6,105,124,84.7,10,20,50,45,53,84.9,2,4,1,140,14,3,3,1,1,5,1,3,339,27,12,44.4,15,55.6
"Dele Alli","Everton","ENG","MF","FW",25,7,13,21,177,228,77.6,105,124,84.7,10,20,50,45,53,84.9,2,4,1,140,14,3,3,1,1,5,1,3,225,14,5,35.7,9,64.3
"Dele Alli","Tottenham","ENG","MF",NA,25,8,18,22,114,157,72.6,63,81,77.8,9,12,75,34,45,75.6,7,3,1,210,17,4,1,1,5,4,0,1,339,27,12,44.4,15,55.6
"Dele Alli","Tottenham","ENG","MF",NA,25,8,18,22,114,157,72.6,63,81,77.8,9,12,75,34,45,75.6,7,3,1,210,17,4,1,1,5,4,0,1,225,14,5,35.7,9,64.3
"Dele Alli","Everton","ENG","MF","FW",25,7,13,21,114,157,72.6,63,81,77.8,9,12,75,34,45,75.6,7,3,1,140,14,3,3,1,1,5,1,3,339,27,12,44.4,15,55.6
"Dele Alli","Everton","ENG","MF","FW",25,7,13,21,114,157,72.6,63,81,77.8,9,12,75,34,45,75.6,7,3,1,140,14,3,3,1,1,5,1,3,225,14,5,35.7,9,64.3
"Demarai Gray","Everton","JAM","MF","FW",25,93,59,169,555,769,72.2,277,315,87.9,65,129,50.4,182,246,74,41,23,7,662,106,31,3,5,129,6,56,1,1093,106,55,51.9,50,47.2
"Diego Llorente","Leeds United","ESP","DF",NA,27,20,97,1,1115,1373,81.2,335,389,86.1,118,225,52.4,648,712,91,2,3,0,1329,41,30,1,16,2,11,0,3,1654,13,8,61.5,5,38.5
"Dimitris Giannoulis","Norwich City","GRE","DF",NA,25,33,40,58,530,714,74.2,320,367,87.2,16,62,25.8,189,253,74.7,9,14,2,585,127,8,0,3,44,115,4,2,894,46,29,63,17,37
"Diogo Dalot","Manchester Utd","POR","DF",NA,22,53,105,75,934,1193,78.3,407,477,85.3,117,181,64.6,396,490,80.8,16,21,7,1001,189,16,2,9,58,171,2,3,1422,25,17,68,8,32
"Diogo Jota","Liverpool","POR","FW",NA,24,74,87,191,559,770,72.6,324,397,81.6,22,46,47.8,183,231,79.2,40,26,2,765,0,0,10,1,21,0,0,5,1097,69,27,39.1,42,60.9
"Divock Origi","Liverpool","BEL","FW",NA,26,3,2,9,28,37,75.7,18,23,78.3,1,1,100,3,5,60,0,1,0,37,0,0,0,1,0,0,0,0,64,3,1,33.3,2,66.7
"Dominic Calvert-Lewin","Everton","ENG","FW",NA,24,9,17,50,167,280,59.6,111,169,65.7,3,4,75,31,51,60.8,10,4,0,276,3,0,0,0,2,0,0,1,448,11,2,18.2,9,81.8
"Dominic Thompson","Brentford","ENG","DF",NA,21,0,0,3,21,41,51.2,13,18,72.2,0,8,0,8,13,61.5,0,0,0,38,2,1,0,0,2,1,0,1,57,2,0,0,2,100
"Donny van de Beek","Everton","NED","MF",NA,24,3,20,10,206,250,82.4,112,128,87.5,3,12,25,73,85,85.9,2,3,0,240,9,1,1,1,6,1,1,1,56,5,1,20,4,80
"Donny van de Beek","Everton","NED","MF",NA,24,3,20,10,206,250,82.4,112,128,87.5,3,12,25,73,85,85.9,2,3,0,240,9,1,1,1,6,1,1,1,306,9,3,33.3,6,66.7
"Donny van de Beek","Manchester Utd","NED","MF",NA,24,0,4,4,26,34,76.5,18,21,85.7,1,1,100,5,6,83.3,3,3,0,240,9,1,1,1,6,1,1,1,56,5,1,20,4,80
"Donny van de Beek","Manchester Utd","NED","MF",NA,24,0,4,4,26,34,76.5,18,21,85.7,1,1,100,5,6,83.3,3,3,0,240,9,1,1,1,6,1,1,1,306,9,3,33.3,6,66.7
"Donny van de Beek","Manchester Utd","NED","MF",NA,24,0,4,4,26,34,76.5,18,21,85.7,1,1,100,5,6,83.3,3,3,0,33,0,0,1,0,0,0,0,1,56,5,1,20,4,80
"Donny van de Beek","Manchester Utd","NED","MF",NA,24,0,4,4,26,34,76.5,18,21,85.7,1,1,100,5,6,83.3,3,3,0,33,0,0,1,0,0,0,0,1,306,9,3,33.3,6,66.7
"Donny van de Beek","Manchester Utd","NED","MF",NA,24,0,4,4,206,250,82.4,112,128,87.5,3,12,25,73,85,85.9,2,3,0,33,0,0,1,0,0,0,0,1,56,5,1,20,4,80
"Donny van de Beek","Manchester Utd","NED","MF",NA,24,0,4,4,206,250,82.4,112,128,87.5,3,12,25,73,85,85.9,2,3,0,33,0,0,1,0,0,0,0,1,306,9,3,33.3,6,66.7
"Donny van de Beek","Everton","NED","MF",NA,24,3,20,10,26,34,76.5,18,21,85.7,1,1,100,5,6,83.3,3,3,0,33,0,0,1,0,0,0,0,1,56,5,1,20,4,80
"Donny van de Beek","Everton","NED","MF",NA,24,3,20,10,26,34,76.5,18,21,85.7,1,1,100,5,6,83.3,3,3,0,33,0,0,1,0,0,0,0,1,306,9,3,33.3,6,66.7
"Donny van de Beek","Manchester Utd","NED","MF",NA,24,0,4,4,206,250,82.4,112,128,87.5,3,12,25,73,85,85.9,2,3,0,240,9,1,1,1,6,1,1,1,56,5,1,20,4,80
"Donny van de Beek","Manchester Utd","NED","MF",NA,24,0,4,4,206,250,82.4,112,128,87.5,3,12,25,73,85,85.9,2,3,0,240,9,1,1,1,6,1,1,1,306,9,3,33.3,6,66.7
"Donny van de Beek","Everton","NED","MF",NA,24,3,20,10,26,34,76.5,18,21,85.7,1,1,100,5,6,83.3,3,3,0,240,9,1,1,1,6,1,1,1,56,5,1,20,4,80
"Donny van de Beek","Everton","NED","MF",NA,24,3,20,10,26,34,76.5,18,21,85.7,1,1,100,5,6,83.3,3,3,0,240,9,1,1,1,6,1,1,1,306,9,3,33.3,6,66.7
"Donny van de Beek","Everton","NED","MF",NA,24,3,20,10,206,250,82.4,112,128,87.5,3,12,25,73,85,85.9,2,3,0,33,0,0,1,0,0,0,0,1,56,5,1,20,4,80
"Donny van de Beek","Everton","NED","MF",NA,24,3,20,10,206,250,82.4,112,128,87.5,3,12,25,73,85,85.9,2,3,0,33,0,0,1,0,0,0,0,1,306,9,3,33.3,6,66.7
"Douglas Luiz","Aston Villa","BRA","MF",NA,23,28,105,44,1290,1550,83.2,567,644,88,121,210,57.6,559,629,88.9,37,19,2,1346,200,130,7,3,83,11,57,4,1823,43,24,55.8,19,44.2
"Dwight McNeil","Burnley","ENG","MF",NA,21,93,104,112,782,1154,67.8,377,434,86.9,112,245,45.7,265,358,74,47,43,21,1042,106,46,9,15,199,10,48,6,1620,150,90,60,60,40
"Eberechi Eze","Crystal Palace","ENG","MF","FW",23,20,33,38,234,304,77,124,145,85.5,25,41,61,82,101,81.2,11,7,2,268,33,12,1,3,27,1,16,3,376,23,14,60.9,9,39.1
"Eddie Nketiah","Arsenal","ENG","FW",NA,22,27,21,66,175,230,76.1,96,115,83.5,5,8,62.5,66,78,84.6,13,4,0,227,2,0,1,0,4,1,0,1,358,30,14,46.7,16,53.3
"Edinson Cavani","Manchester Utd","URU","FW",NA,34,2,9,32,176,233,75.5,105,129,81.4,7,11,63.6,43,59,72.9,7,2,0,224,9,2,0,5,2,1,0,0,298,5,4,80,1,20
"Edo Kayembe","Watford","COD","MF",NA,23,9,47,8,374,442,84.6,159,176,90.3,43,59,72.9,166,187,88.8,6,1,0,432,10,6,2,7,8,1,3,0,531,17,12,70.6,5,29.4
"Emerson","Tottenham","BRA","DF","MF",22,68,68,175,1170,1450,80.7,686,762,90,52,94,55.3,368,459,80.2,28,28,14,1194,254,16,1,2,74,238,0,2,1765,34,17,50,17,50
"Emi Buendía","Aston Villa","ARG","MF","FW",24,40,117,84,711,902,78.8,418,482,86.7,42,79,53.2,199,248,80.2,48,43,3,834,63,18,21,3,34,12,17,5,1146,64,40,62.5,24,37.5
"Emil Krafth","Newcastle Utd","SWE","DF",NA,26,29,50,24,551,780,70.6,292,348,83.9,24,78,30.8,203,287,70.7,6,7,1,606,171,6,0,1,21,165,0,3,961,4,2,50,2,50
"Emile Smith Rowe","Arsenal","ENG","MF","FW",21,65,85,139,682,823,82.9,401,441,90.9,25,58,43.1,230,268,85.8,30,20,1,778,41,6,4,3,45,7,25,4,1025,53,32,60.4,21,39.6
"Emmanuel Dennis","Watford","NGA","FW","MF",23,90,61,172,411,628,65.4,261,349,74.8,21,37,56.8,100,147,68,33,19,4,593,31,1,6,0,39,10,6,4,1078,156,68,43.6,88,56.4
"Enock Mwepu","Brighton","ZAM","MF",NA,23,22,27,44,289,393,73.5,159,191,83.2,10,29,34.5,98,127,77.2,9,4,0,388,5,1,4,1,7,1,0,0,549,23,15,65.2,8,34.8
"Eric Bailly","Manchester Utd","CIV","DF",NA,27,1,5,0,68,85,80,28,31,90.3,4,13,30.8,36,40,90,0,0,0,81,4,4,0,1,0,0,0,0,114,1,0,0,1,100
"Eric Dier","Tottenham","ENG","DF",NA,27,13,103,6,2056,2341,87.8,680,719,94.6,211,351,60.1,1138,1216,93.6,7,9,1,2270,62,52,5,14,1,6,0,9,2610,2,1,50,1,50
"Erik Pieters","Burnley","NED","DF",NA,32,7,15,11,242,348,69.5,131,160,81.9,15,43,34.9,85,112,75.9,2,1,1,266,79,2,1,3,14,77,0,3,475,5,3,60,2,40
"Ethan Pinnock","Brentford","JAM","DF",NA,28,11,77,18,1218,1647,74,506,605,83.6,105,227,46.3,591,768,77,11,6,4,1391,248,46,0,8,21,202,0,8,1993,11,9,81.8,2,18.2
"Ezri Konsa","Aston Villa","ENG","DF",NA,23,8,45,7,875,1013,86.4,345,381,90.6,46,94,48.9,470,505,93.1,4,0,0,975,38,30,0,3,1,7,0,0,1237,9,6,66.7,3,33.3
"Fabian Delph","Everton","ENG","MF",NA,31,2,34,3,259,309,83.8,125,138,90.6,35,48,72.9,90,103,87.4,4,2,0,304,4,3,2,0,1,1,0,1,382,7,5,71.4,2,28.6
"Fabian Schär","Newcastle Utd","SUI","DF",NA,29,20,59,2,698,1012,69,199,251,79.3,156,326,47.9,332,402,82.6,9,15,1,923,82,70,1,19,7,12,0,7,1234,10,6,60,4,40
"Fabinho","Liverpool","BRA","MF",NA,27,18,134,37,1350,1550,87.1,676,741,91.2,94,135,69.6,548,608,90.1,16,12,1,1525,23,23,5,4,6,0,0,2,1788,15,11,73.3,4,26.7
"Fábio Silva","Wolves","POR","FW",NA,19,14,14,41,93,138,67.4,64,84,76.2,2,4,50,18,27,66.7,3,6,0,125,13,0,1,0,2,0,0,0,201,19,7,36.8,12,63.2
"Fernandinho","Manchester City","BRA","MF","DF",36,16,81,11,746,842,88.6,344,368,93.5,56,79,70.9,326,360,90.6,10,17,1,833,8,7,6,2,2,1,0,1,927,11,9,81.8,2,18.2
"Fernando Marçal","Wolves","BRA","MF","DF",32,39,50,98,669,887,75.4,356,394,90.4,35,87,40.2,264,347,76.1,10,9,4,743,137,4,0,1,60,130,3,7,1093,14,7,50,7,50
"Ferrán Torres","Manchester City","ESP","FW",NA,21,5,4,26,54,74,73,32,39,82.1,2,3,66.7,15,20,75,1,1,0,69,5,0,1,0,4,0,0,0,100,6,4,66.7,2,33.3
"Francisco Sierralta","Watford","CHI","DF",NA,24,1,2,0,142,183,77.6,16,26,61.5,13,30,43.3,111,121,91.7,0,0,0,179,3,3,0,0,0,0,0,1,248,2,2,100,0,0
"Francisco Trincão","Wolves","POR","FW","MF",21,56,40,93,356,463,76.9,201,230,87.4,30,55,54.5,104,127,81.9,14,11,3,438,24,8,2,6,33,2,14,1,676,86,44,51.2,42,48.8
"Frank Onyeka","Brentford","NGA","MF",NA,23,18,35,27,259,332,78,135,159,84.9,18,30,60,94,115,81.7,4,7,1,324,8,1,0,1,12,7,0,0,470,17,11,64.7,6,35.3
"Fred","Manchester Utd","BRA","MF",NA,28,17,138,41,1137,1358,83.7,547,626,87.4,92,118,78,448,506,88.5,28,13,1,1319,35,27,11,13,3,8,0,4,1623,36,21,58.3,15,41.7
"Gabriel Jesus","Manchester City","BRA","FW",NA,24,51,55,220,637,770,82.7,398,457,87.1,21,31,67.7,175,206,85,38,30,4,749,20,1,4,5,24,6,0,1,1023,71,46,64.8,25,35.2
"Gabriel Magalhães","Arsenal","BRA","DF",NA,23,12,110,9,1828,2049,89.2,602,634,95,144,248,58.1,1069,1129,94.7,9,2,0,1968,75,39,3,18,1,4,0,6,2343,4,4,100,0,0
"Gabriel Martinelli","Arsenal","BRA","FW","MF",20,79,37,207,439,611,71.8,252,303,83.2,29,62,46.8,150,204,73.5,34,16,5,567,41,3,5,1,74,8,30,3,898,79,45,57,34,43
"Giovani Lo Celso","Tottenham","ARG","MF","FW",25,10,8,15,128,161,79.5,76,81,93.8,10,13,76.9,28,40,70,5,0,0,143,18,4,0,2,10,1,10,0,210,15,9,60,6,40
"Granit Xhaka","Arsenal","SUI","MF","DF",28,39,230,67,1367,1589,86,634,713,88.9,109,150,72.7,594,667,89.1,32,41,7,1519,70,43,8,15,25,21,0,0,1786,26,19,73.1,7,26.9
"Grant Hanley","Norwich City","SCO","DF",NA,29,2,27,3,1089,1310,83.1,381,445,85.6,101,183,55.2,590,650,90.8,6,3,0,1250,60,60,1,8,0,0,0,0,1702,3,1,33.3,2,66.7
"Hakim Ziyech","Chelsea","MAR","MF","FW",28,50,88,142,544,755,72.1,336,380,88.4,40,98,40.8,141,204,69.1,29,28,8,690,58,12,4,5,101,15,31,7,968,65,28,43.1,37,56.9
"Hamza Choudhury","Leicester City","ENG","DF","MF",23,0,5,1,128,156,82.1,68,74,91.9,10,18,55.6,47,54,87,0,0,0,145,11,4,0,1,0,7,0,0,206,3,2,66.7,1,33.3
"Hannibal Mejbri","Manchester Utd","TUN","FW",NA,18,0,0,4,17,21,81,12,13,92.3,0,1,0,3,3,100,0,0,0,21,0,0,0,0,0,0,0,0,32,2,1,50,1,50
"Harry Kane","Tottenham","ENG","FW",NA,28,87,143,212,637,945,67.4,305,397,76.8,91,140,65,197,283,69.6,49,42,6,887,47,10,22,13,42,18,0,11,1387,100,54,54,46,46
"Harry Maguire","Manchester Utd","ENG","DF",NA,28,22,115,5,1353,1578,85.7,436,476,91.6,174,265,65.7,722,792,91.2,4,2,0,1521,47,44,0,25,2,3,0,10,1843,5,4,80,1,20
"Harry Winks","Tottenham","ENG","MF",NA,25,10,73,18,585,683,85.7,248,272,91.2,50,80,62.5,258,286,90.2,11,13,3,658,22,9,8,1,26,1,9,3,768,15,8,53.3,7,46.7
"Harvey Barnes","Leicester City","ENG","FW","MF",23,107,59,237,550,756,72.8,366,442,82.8,15,34,44.1,137,199,68.8,29,24,7,747,7,0,7,2,45,5,0,2,1052,75,31,41.3,44,58.7
"Harvey Elliott","Liverpool","ENG","MF",NA,18,10,36,38,209,256,81.6,121,135,89.6,11,14,78.6,68,79,86.1,9,6,2,246,8,0,1,1,10,3,2,2,302,9,2,22.2,7,77.8
"Hassane Kamara","Watford","CIV","DF",NA,27,32,55,25,637,917,69.5,352,416,84.6,48,137,35,223,311,71.7,10,10,4,725,188,6,3,0,23,182,0,4,1182,30,15,50,15,50
"Hwang Hee-chan","Wolves","KOR","FW","MF",25,66,57,114,513,639,80.3,291,341,85.3,37,51,72.5,160,187,85.6,16,14,0,626,11,1,7,2,7,4,2,2,844,69,33,47.8,36,52.2
"Ibrahima Diallo","Southampton","FRA","MF",NA,22,17,57,20,361,453,79.7,190,232,81.9,26,35,74.3,132,155,85.2,16,3,2,446,5,5,0,1,7,0,0,2,546,21,16,76.2,5,23.8
"Ibrahima Konaté","Liverpool","FRA","DF",NA,22,7,51,2,663,754,87.9,237,257,92.2,38,67,56.7,379,410,92.4,0,5,0,745,7,5,2,1,0,2,0,2,855,3,2,66.7,1,33.3
"İlkay Gündoğan","Manchester City","GER","MF",NA,30,60,126,107,1175,1340,87.7,608,648,93.8,105,151,69.5,412,456,90.4,38,22,1,1258,81,24,8,6,67,3,51,1,1522,35,24,68.6,11,31.4
"Illan Meslier","Leeds United","FRA","GK",NA,21,0,0,0,1037,1392,74.5,249,253,98.4,227,560,40.5,558,571,97.7,0,0,0,1023,366,78,0,3,0,0,0,3,1489,2,2,100,0,0
"Imran Louza","Watford","MAR","MF",NA,22,17,67,24,521,711,73.3,208,254,81.9,75,143,52.4,226,284,79.6,15,8,1,627,84,40,2,7,54,7,31,0,911,24,14,58.3,10,41.7
"Isaac Hayden","Newcastle Utd","ENG","MF","DF",26,3,15,10,261,341,76.5,129,151,85.4,18,34,52.9,99,120,82.5,2,0,0,324,16,8,0,1,8,0,0,1,467,15,9,60,6,40
"Ismaila Sarr","Watford","SEN","FW","MF",23,79,52,158,332,478,69.5,182,225,80.9,21,41,51.2,105,144,72.9,21,22,4,468,9,1,1,1,61,3,0,1,720,71,34,47.9,37,52.1
"Ivan Toney","Brentford","ENG","FW",NA,25,28,83,168,440,779,56.5,266,411,64.7,23,51,45.1,108,204,52.9,43,25,2,756,17,4,16,2,28,12,0,6,1198,50,24,48,26,52
"Jack Cork","Burnley","ENG","MF",NA,32,12,46,12,423,577,73.3,217,273,79.5,43,71,60.6,143,191,74.9,6,5,1,567,7,3,0,5,8,1,0,3,740,13,7,53.8,6,46.2
"Jack Grealish","Manchester City","ENG","FW",NA,25,153,100,267,833,971,85.8,543,578,93.9,30,42,71.4,230,260,88.5,53,43,1,938,30,5,2,2,32,8,10,3,1173,68,40,58.8,28,41.2
"Jack Harrison","Leeds United","ENG","FW","MF",24,120,89,234,656,1045,62.8,407,510,79.8,36,117,30.8,187,300,62.3,42,35,8,983,55,5,7,2,142,26,24,7,1448,114,54,47.4,60,52.6
"Jack Stephens","Southampton","ENG","DF",NA,27,7,28,3,361,474,76.2,143,158,90.5,29,79,36.7,184,219,84,4,1,0,451,21,13,0,3,0,8,0,2,566,2,2,100,0,0
"Jacob Murphy","Newcastle Utd","ENG","FW","DF",26,51,44,80,364,581,62.7,182,233,78.1,29,82,35.4,119,183,65,20,19,6,492,86,9,1,3,54,73,4,3,795,29,13,44.8,16,55.2
"Jacob Ramsey","Aston Villa","ENG","MF",NA,20,91,132,92,889,1045,85.1,484,548,88.3,48,64,75,323,359,90,21,21,4,1030,13,7,3,1,26,3,0,2,1361,48,30,62.5,18,37.5
"Jadon Sancho","Manchester Utd","ENG","FW","MF",21,111,88,222,805,984,81.8,525,602,87.2,21,30,70,218,271,80.4,41,39,7,955,26,0,5,2,28,18,7,3,1188,85,47,55.3,38,44.7
"Jaïro Riedewald","Crystal Palace","NED","MF",NA,24,1,4,2,47,56,83.9,27,31,87.1,4,7,57.1,16,16,100,2,0,0,51,5,2,0,1,2,1,2,0,65,2,1,50,1,50
"Jakob Sørensen","Norwich City","DEN","MF","DF",23,4,20,4,251,309,81.2,98,111,88.3,29,50,58,117,132,88.6,0,2,1,299,9,4,0,5,2,4,1,1,381,4,3,75,1,25
"Jakub Moder","Brighton","POL","MF",NA,22,42,89,102,581,814,71.4,320,399,80.2,28,55,50.9,194,264,73.5,16,20,5,786,26,10,6,1,45,7,7,2,1058,29,12,41.4,17,58.6
"Jamaal Lascelles","Newcastle Utd","ENG","DF",NA,27,0,18,5,516,696,74.1,133,184,72.3,43,95,45.3,331,392,84.4,4,1,0,679,12,4,0,6,0,1,0,5,949,2,1,50,1,50
"Jamal Lewis","Newcastle Utd","NIR","DF",NA,23,3,7,7,79,104,76,34,40,85,4,10,40,38,47,80.9,1,0,0,81,23,1,0,0,3,22,0,0,131,3,0,0,3,100
"James Justin","Leicester City","ENG","DF",NA,23,23,44,52,540,677,79.8,328,360,91.1,24,57,42.1,166,208,79.8,9,7,3,565,110,8,0,4,15,102,0,2,798,15,5,33.3,10,66.7
"James Maddison","Leicester City","ENG","MF","FW",24,53,136,141,796,1089,73.1,389,453,85.9,89,198,44.9,292,365,80,48,38,7,941,143,48,14,8,124,5,79,5,1343,48,31,64.6,17,35.4
