"Player","Squad","Nation","Pos","Pos2","Age","Progression_Carries","Progression_Passes_Delivered","Progression_Passes_Recived","Total_Passes_Completed","Total_Passes_Attempted","Total_Pass_Percentage","Short_Passes_Completed","Short_Passes_Attempted","Short_Pass_Percentage","Long_Passes_Completed","Long_Passes_Attempted","Long_Pass_Percentage","Medium_Passes_Completed","Medium_Passes_Attempted","Medium_Pass_Percentage","Key_Passes","Passes_Into_Penalty_Area","Crosses_Into_Penalty_Area","Live_Pass","Dead_Pass","Free_Kicks","Through_Balls","Switches","Crosses","Throw_Ins","Corner_Kicks","Offside","Touches","Take_Ons_Attempted","Take_Ons_Wins","Take_On_Win_Percentage","Take_Ons_Tackled","Take_Ons_Tackled_Percentage"
"Aaron Connolly","Brighton","IRL","FW","MF",21,3,1,7,14,19,73.7,8,8,100,0,1,0,5,5,100,1,0,0,18,1,0,0,0,0,0,0,0,33,2,0,0,2,100
"Aaron Cresswell","West Ham","ENG","DF",NA,31,54,186,99,1656,2096,79,837,912,91.8,134,318,42.1,650,755,86.1,31,19,12,1736,350,67,0,6,145,232,51,10,2312,17,8,47.1,9,52.9
"Aaron Lennon","Burnley","ENG","MF","FW",34,38,19,77,252,382,66,156,197,79.2,10,28,35.7,65,102,63.7,9,4,2,370,9,1,0,1,40,3,2,3,542,30,13,43.3,17,56.7
"Aaron Ramsdale","Arsenal","ENG","GK",NA,23,0,1,0,795,1178,67.5,196,199,98.5,203,566,35.9,394,404,97.5,0,0,0,913,261,78,0,4,0,2,0,4,1258,1,1,100,0,0
"Aaron Wan-Bissaka","Manchester Utd","ENG","DF",NA,23,55,61,90,925,1141,81.1,598,657,91,36,67,53.7,255,307,83.1,14,12,8,968,171,4,0,6,35,167,0,2,1365,61,36,59,25,41
"Abdoulaye Doucouré","Everton","MLI","MF",NA,28,33,113,54,864,1097,78.8,490,581,84.3,45,72,62.5,296,351,84.3,19,19,0,1078,17,11,3,3,11,1,0,2,1390,41,21,51.2,20,48.8
"Adam Armstrong","Southampton","ENG","FW",NA,24,39,30,105,229,324,70.7,111,142,78.2,12,22,54.5,93,126,73.8,13,13,0,283,40,0,4,1,18,2,0,1,493,42,16,38.1,26,61.9
"Adam Forshaw","Leeds United","ENG","MF",NA,29,19,80,26,695,842,82.5,342,389,87.9,73,103,70.9,253,290,87.2,13,8,0,805,31,25,6,6,5,5,0,6,995,19,12,63.2,7,36.8
"Adam Idah","Norwich City","IRL","FW","MF",20,11,10,48,95,150,63.3,53,68,77.9,5,10,50,32,46,69.6,5,5,2,143,5,0,0,1,13,3,0,2,232,20,12,60,8,40
"Adam Lallana","Brighton","ENG","MF",NA,33,17,76,47,836,962,86.9,502,552,90.9,28,53,52.8,265,288,92,8,17,1,949,12,9,1,2,3,1,0,1,1123,23,14,60.9,9,39.1
"Adam Masina","Watford","MAR","DF",NA,27,9,37,12,375,549,68.3,147,183,80.3,47,121,38.8,178,230,77.4,7,7,6,437,111,11,0,7,30,96,4,1,680,11,9,81.8,2,18.2
"Adam Webster","Brighton","ENG","DF",NA,26,19,109,7,950,1176,80.8,308,351,87.7,103,188,54.8,512,587,87.2,1,1,0,1136,39,22,3,16,6,17,0,1,1323,12,10,83.3,2,16.7
"Adama Traoré","Wolves","ESP","FW","MF",25,84,29,85,242,339,71.4,126,158,79.7,21,31,67.7,79,109,72.5,18,12,6,336,2,0,2,2,39,1,0,1,474,102,83,81.4,19,18.6
"Ademola Lookman","Leicester City","NGA","FW","MF",23,43,54,139,405,536,75.6,260,313,83.1,8,21,38.1,113,136,83.1,23,20,1,510,21,5,3,1,18,6,4,5,755,58,38,65.5,20,34.5
"Ainsley Maitland-Niles","Arsenal","ENG","MF",NA,23,2,15,8,106,138,76.8,46,58,79.3,6,13,46.2,54,62,87.1,3,4,1,135,3,2,1,0,2,1,0,0,171,8,4,50,4,50
"Albert Sambi Lokonga","Arsenal","BEL","MF",NA,21,28,84,16,727,824,88.2,331,367,90.2,54,78,69.2,324,352,92,18,14,1,795,28,24,6,8,2,3,0,1,929,4,3,75,1,25
"Alex Iwobi","Everton","NGA","MF","DF",25,44,103,104,599,782,76.6,324,366,88.5,48,89,53.9,192,248,77.4,36,40,6,721,57,2,6,6,32,50,1,4,1052,57,32,56.1,25,43.9
"Alex Oxlade-Chamberlain","Liverpool","ENG","MF","FW",27,34,61,63,316,407,77.6,136,161,84.5,36,55,65.5,133,157,84.7,10,16,4,395,10,3,3,3,26,1,2,2,508,17,12,70.6,5,29.4
"Alex Telles","Manchester Utd","BRA","DF",NA,28,36,66,102,898,1205,74.5,531,592,89.7,53,163,32.5,288,389,74,26,16,9,988,212,23,2,1,127,138,51,5,1396,22,12,54.5,10,45.5
"Alexandre Lacazette","Arsenal","FRA","FW",NA,30,19,52,106,343,455,75.4,215,264,81.4,12,21,57.1,89,117,76.1,29,19,1,442,10,1,5,1,7,1,0,3,638,33,19,57.6,14,42.4
"Alexis Mac Allister","Brighton","ARG","MF","FW",22,30,137,66,858,1066,80.5,411,473,86.9,78,133,58.6,328,370,88.6,31,25,2,986,78,22,4,9,66,3,46,2,1368,42,21,50,21,50
"Alisson","Liverpool","BRA","GK",NA,28,0,1,0,1214,1388,87.5,275,276,99.6,249,409,60.9,686,699,98.1,1,1,0,1154,234,62,0,3,0,0,0,0,1469,1,1,100,0,0
"Allan","Everton","BRA","MF",NA,30,26,130,18,778,982,79.2,356,405,87.9,57,102,55.9,337,402,83.8,15,20,3,912,66,19,1,2,10,10,0,4,1259,31,21,67.7,10,32.3
"Allan Saint-Maximin","Newcastle Utd","FRA","FW","MF",24,180,87,167,529,747,70.8,299,359,83.3,38,75,50.7,165,225,73.3,50,32,8,721,19,0,11,11,60,5,0,7,1162,241,150,62.2,91,37.8
"André Gomes","Everton","POR","MF",NA,28,6,25,13,218,282,77.3,116,134,86.6,19,37,51.4,75,89,84.3,4,4,2,269,13,4,0,0,6,0,1,0,376,18,12,66.7,6,33.3
"Andreas Christensen","Chelsea","DEN","DF",NA,25,14,81,5,1201,1336,89.9,495,535,92.5,100,135,74.1,586,631,92.9,6,6,1,1289,46,33,1,4,1,13,0,1,1477,4,4,100,0,0
"Andrew Robertson","Liverpool","SCO","DF",NA,27,96,186,239,1885,2350,80.2,980,1078,90.9,120,268,44.8,759,906,83.8,55,45,13,1986,356,56,3,10,195,219,81,8,2556,23,13,56.5,10,43.5
"Andriy Yarmolenko","West Ham","UKR","FW","MF",31,12,12,28,80,109,73.4,40,52,76.9,6,9,66.7,31,36,86.1,4,4,1,106,3,0,1,0,8,0,0,0,147,8,3,37.5,5,62.5
"Andros Townsend","Everton","ENG","MF","FW",30,41,50,100,342,497,68.8,185,219,84.5,28,82,34.1,114,153,74.5,31,26,16,440,56,18,1,0,96,7,25,1,708,48,26,54.2,22,45.8
"Angelo Ogbonna","West Ham","ITA","DF",NA,33,2,14,0,405,477,84.9,123,127,96.9,34,69,49.3,244,271,90,0,0,0,470,5,3,0,0,0,1,0,2,542,1,1,100,0,0
"Anthony Elanga","Manchester Utd","SWE","FW",NA,19,32,18,114,340,450,75.6,229,265,86.4,12,21,57.1,71,97,73.2,9,8,2,434,14,0,2,1,21,14,0,2,619,31,11,35.5,20,64.5
"Anthony Gordon","Everton","ENG","MF","FW",20,74,51,137,482,743,64.9,265,340,77.9,28,92,30.4,151,224,67.4,35,21,8,649,89,25,2,3,119,6,50,5,1116,80,38,47.5,42,52.5
"Anthony Martial","Manchester Utd","FRA","FW",NA,25,10,14,32,67,86,77.9,43,51,84.3,0,2,0,23,28,82.1,0,5,0,85,1,0,1,0,4,0,0,0,109,7,4,57.1,3,42.9
"Antonio Rüdiger","Chelsea","GER","DF",NA,28,54,188,21,2217,2534,87.5,865,926,93.4,247,369,66.9,1079,1167,92.5,12,24,3,2462,63,50,7,34,15,13,0,9,2820,12,6,50,6,50
"Anwar El Ghazi","Aston Villa","NED","FW","MF",26,13,5,38,84,119,70.6,60,70,85.7,3,5,60,17,30,56.7,5,4,3,7,2,0,0,0,0,0,2,0,181,10,4,40,6,60
"Anwar El Ghazi","Aston Villa","NED","FW","MF",26,13,5,38,84,119,70.6,60,70,85.7,3,5,60,17,30,56.7,5,4,3,7,2,0,0,0,0,0,2,0,14,1,0,0,1,100
"Anwar El Ghazi","Everton","NED","FW","MF",26,2,0,2,84,119,70.6,60,70,85.7,3,5,60,17,30,56.7,5,4,3,117,2,0,1,0,14,2,0,0,181,10,4,40,6,60
"Anwar El Ghazi","Everton","NED","FW","MF",26,2,0,2,84,119,70.6,60,70,85.7,3,5,60,17,30,56.7,5,4,3,117,2,0,1,0,14,2,0,0,14,1,0,0,1,100
"Anwar El Ghazi","Aston Villa","NED","FW","MF",26,13,5,38,84,119,70.6,60,70,85.7,3,5,60,17,30,56.7,5,4,3,117,2,0,1,0,14,2,0,0,181,10,4,40,6,60
"Anwar El Ghazi","Aston Villa","NED","FW","MF",26,13,5,38,84,119,70.6,60,70,85.7,3,5,60,17,30,56.7,5,4,3,117,2,0,1,0,14,2,0,0,14,1,0,0,1,100
"Anwar El Ghazi","Everton","NED","FW","MF",26,2,0,2,84,119,70.6,60,70,85.7,3,5,60,17,30,56.7,5,4,3,7,2,0,0,0,0,0,2,0,181,10,4,40,6,60
"Anwar El Ghazi","Everton","NED","FW","MF",26,2,0,2,84,119,70.6,60,70,85.7,3,5,60,17,30,56.7,5,4,3,7,2,0,0,0,0,0,2,0,14,1,0,0,1,100
"Armando Broja","Southampton","ALB","FW",NA,19,56,29,114,243,404,60.1,167,249,67.1,1,7,14.3,48,87,55.2,10,2,0,402,2,0,1,1,8,0,0,0,673,70,33,47.1,37,52.9
"Arthur Masuaku","West Ham","COD","DF","FW",27,16,33,26,289,382,75.7,171,189,90.5,15,40,37.5,87,121,71.9,2,6,2,336,44,5,0,1,23,39,0,2,479,17,10,58.8,7,41.2
"Ashley Barnes","Burnley","ENG","FW",NA,31,5,17,47,122,198,61.6,81,108,75,5,10,50,30,52,57.7,8,5,1,191,1,0,1,1,2,0,0,6,302,8,5,62.5,3,37.5
"Ashley Westwood","Burnley","ENG","MF",NA,31,12,130,27,871,1254,69.5,347,418,83,119,276,43.1,361,468,77.1,33,32,5,1056,183,49,7,10,122,4,73,15,1415,18,10,55.6,8,44.4
"Ashley Young","Aston Villa","ENG","DF","FW",36,27,45,57,492,645,76.3,282,314,89.8,38,78,48.7,155,204,76,13,10,3,535,106,16,0,7,44,78,5,4,756,16,9,56.3,7,43.8
"Aymeric Laporte","Manchester City","ESP","DF",NA,27,51,271,8,2782,2940,94.6,933,966,96.6,251,316,79.4,1575,1624,97,9,9,2,2888,50,37,4,22,5,13,0,2,3135,8,6,75,2,25
"Ayoze Pérez","Leicester City","ESP","MF","FW",28,16,18,30,123,156,78.8,75,89,84.3,5,8,62.5,29,35,82.9,11,5,0,150,4,0,1,0,3,1,0,2,233,16,10,62.5,6,37.5
"Bali Mumba","Norwich City","ENG","DF",NA,19,1,1,0,7,10,70,6,6,100,0,2,0,1,1,100,0,0,0,9,0,0,1,0,0,0,0,1,19,1,0,0,1,100
"Ben Chilwell","Chelsea","ENG","DF",NA,24,14,18,46,268,347,77.2,164,179,91.6,15,41,36.6,75,98,76.5,10,6,1,266,80,11,0,0,32,44,25,1,420,6,3,50,3,50
"Ben Davies","Tottenham","WAL","DF",NA,28,62,137,60,1391,1648,84.4,696,757,91.9,68,137,49.6,602,681,88.4,11,14,3,1567,80,34,1,19,19,46,0,1,1888,11,7,63.6,4,36.4
"Ben Foster","Watford","ENG","GK",NA,38,0,0,0,428,886,48.3,38,39,97.4,253,692,36.6,137,148,92.6,1,1,0,552,328,105,0,3,0,0,0,6,940,1,1,100,0,0
"Ben Gibson","Norwich City","ENG","DF",NA,28,11,68,0,1117,1382,80.8,361,400,90.3,121,268,45.1,627,688,91.1,3,5,0,1319,57,47,0,10,1,9,0,6,1640,7,5,71.4,2,28.6
"Ben Godfrey","Everton","ENG","DF",NA,23,23,67,26,611,808,75.6,277,335,82.7,36,79,45.6,285,354,80.5,12,13,4,705,102,12,0,0,12,90,0,1,1080,12,9,75,3,25
"Ben Johnson","West Ham","ENG","DF",NA,21,23,64,67,519,763,68,252,295,85.4,57,139,41,201,281,71.5,9,14,12,612,149,5,0,14,55,144,0,2,952,10,7,70,3,30
"Ben Mee","Burnley","ENG","DF",NA,31,3,38,2,535,763,70.1,175,215,81.4,111,218,50.9,245,301,81.4,5,2,1,734,26,21,0,17,4,5,0,3,980,5,4,80,1,20
"Ben White","Arsenal","ENG","DF",NA,23,38,124,4,1554,1839,84.5,539,610,88.4,143,254,56.3,857,933,91.9,13,2,0,1770,64,40,5,17,0,24,0,5,2145,20,10,50,10,50
"Benjamin Mendy","Manchester City","FRA","DF",NA,27,4,9,4,80,94,85.1,42,46,91.3,3,7,42.9,33,35,94.3,2,1,1,82,12,4,0,0,9,8,0,0,100,3,2,66.7,1,33.3
"Bernardo Silva","Manchester City","POR","MF","FW",26,146,170,277,1728,1977,87.4,1027,1113,92.3,73,109,67,543,614,88.4,59,42,6,1887,87,26,6,5,58,28,16,3,2283,92,53,57.6,39,42.4
"Bertrand Traoré","Aston Villa","BFA","MF","FW",25,12,12,13,61,84,72.6,34,41,82.9,2,5,40,24,32,75,0,5,0,82,2,0,0,0,5,1,0,0,125,19,10,52.6,9,47.4
"Billy Gilmour","Norwich City","SCO","MF",NA,20,30,112,17,991,1243,79.7,456,514,88.7,152,258,58.9,357,419,85.2,25,17,3,1110,130,41,2,22,98,6,64,3,1423,22,15,68.2,7,31.8
"Boubakary Soumaré","Leicester City","FRA","MF",NA,22,10,45,16,444,542,81.9,241,280,86.1,31,46,67.4,156,184,84.8,6,5,1,539,2,1,0,5,4,1,0,1,664,24,14,58.3,10,41.7
"Brandon Williams","Norwich City","ENG","DF",NA,20,57,90,58,899,1130,79.6,454,524,86.6,62,106,58.5,371,460,80.7,21,19,3,927,197,21,4,7,14,176,0,6,1415,39,20,51.3,19,48.7
"Bruno Fernandes","Manchester Utd","POR","MF",NA,26,78,237,190,1549,2093,74,792,925,85.6,195,371,52.6,509,636,80,88,81,14,1891,180,39,22,29,148,22,68,22,2445,52,26,50,26,50
"Bruno Guimarães","Newcastle Utd","BRA","MF",NA,23,18,54,15,441,522,84.5,208,231,90,59,73,80.8,156,178,87.6,12,13,4,503,17,12,4,7,12,3,0,2,701,40,22,55,18,45
"Bryan Gil","Tottenham","ESP","FW","MF",20,6,7,17,50,64,78.1,32,36,88.9,3,4,75,11,15,73.3,2,4,2,62,2,0,0,0,6,2,0,0,79,6,4,66.7,2,33.3
"Bryan Mbeumo","Brentford","CMR","FW",NA,21,81,56,273,527,817,64.5,315,409,77,38,81,46.9,149,229,65.1,34,28,7,762,49,20,5,3,75,6,21,6,1188,80,39,48.8,41,51.3
"Bukayo Saka","Arsenal","ENG","FW","MF",19,140,101,388,893,1196,74.7,527,612,86.1,46,106,43.4,289,374,77.3,68,31,6,1096,97,16,4,4,110,21,59,3,1631,102,43,42.2,59,57.8
"Çağlar Söyüncü","Leicester City","TUR","DF",NA,25,19,71,5,1630,1935,84.2,654,720,90.8,125,263,47.5,827,894,92.5,3,3,2,1877,52,44,2,16,5,4,0,6,2216,8,4,50,4,50
"Callum Hudson-Odoi","Chelsea","ENG","MF","FW",20,67,41,102,317,399,79.4,203,232,87.5,15,33,45.5,87,109,79.8,25,18,4,380,18,1,0,2,32,12,5,1,497,26,16,61.5,10,38.5
"Callum Wilson","Newcastle Utd","ENG","FW",NA,29,14,9,52,107,159,67.3,63,84,75,3,5,60,26,40,65,10,3,1,144,13,0,1,1,3,3,0,2,320,21,10,47.6,11,52.4
"Calum Chambers","Aston Villa","ENG","DF",NA,26,3,31,1,399,483,82.6,139,154,90.3,39,76,51.3,218,240,90.8,2,5,0,81,15,4,0,0,3,11,0,1,573,1,0,0,1,100
"Calum Chambers","Arsenal","ENG","DF",NA,26,0,7,5,77,97,79.4,45,50,90,9,15,60,23,28,82.1,1,1,1,81,15,4,0,0,3,11,0,1,573,1,0,0,1,100
"Calum Chambers","Arsenal","ENG","DF",NA,26,0,7,5,77,97,79.4,45,50,90,9,15,60,23,28,82.1,1,1,1,476,6,4,1,0,2,2,0,1,573,1,0,0,1,100
"Calum Chambers","Aston Villa","ENG","DF",NA,26,3,31,1,77,97,79.4,45,50,90,9,15,60,23,28,82.1,1,1,1,81,15,4,0,0,3,11,0,1,573,1,0,0,1,100
"Calum Chambers","Aston Villa","ENG","DF",NA,26,3,31,1,399,483,82.6,139,154,90.3,39,76,51.3,218,240,90.8,2,5,0,476,6,4,1,0,2,2,0,1,573,1,0,0,1,100
"Calum Chambers","Aston Villa","ENG","DF",NA,26,3,31,1,77,97,79.4,45,50,90,9,15,60,23,28,82.1,1,1,1,476,6,4,1,0,2,2,0,1,573,1,0,0,1,100
"Calum Chambers","Arsenal","ENG","DF",NA,26,0,7,5,399,483,82.6,139,154,90.3,39,76,51.3,218,240,90.8,2,5,0,81,15,4,0,0,3,11,0,1,573,1,0,0,1,100
"Calum Chambers","Arsenal","ENG","DF",NA,26,0,7,5,399,483,82.6,139,154,90.3,39,76,51.3,218,240,90.8,2,5,0,476,6,4,1,0,2,2,0,1,573,1,0,0,1,100
"Carney Chukwuemeka","Aston Villa","ENG","MF","FW",17,9,7,14,98,121,81,66,74,89.2,3,3,100,26,30,86.7,2,0,0,118,2,1,0,0,0,0,0,1,167,10,6,60,4,40
"Cédric Soares","Arsenal","POR","DF",NA,29,17,84,56,873,1112,78.5,442,490,90.2,59,149,39.6,353,421,83.8,18,22,16,917,190,26,1,9,100,133,31,5,1252,12,8,66.7,4,33.3
"César Azpilicueta","Chelsea","ESP","DF",NA,31,49,138,132,1486,1787,83.2,809,904,89.5,65,139,46.8,565,643,87.9,17,19,2,1627,153,25,1,0,47,128,0,7,2017,19,15,78.9,4,21.1
"Charlie Goode","Brentford","ENG","DF",NA,25,5,18,9,195,304,64.1,46,66,69.7,36,73,49.3,113,154,73.4,7,2,2,229,74,7,0,3,6,67,0,1,339,7,5,71.4,2,28.6
"Charlie Taylor","Burnley","ENG","DF",NA,27,58,91,77,968,1375,70.4,497,563,88.3,101,262,38.5,344,455,75.6,21,25,19,1070,294,14,0,7,104,280,0,11,1744,53,27,50.9,26,49.1
"Che Adams","Southampton","SCO","FW",NA,25,19,33,153,304,472,64.4,188,256,73.4,18,34,52.9,73,106,68.9,26,10,0,468,2,0,4,5,8,1,0,2,712,35,20,57.1,15,42.9
"Cheikhou Kouyaté","Crystal Palace","SEN","MF",NA,31,7,54,9,656,804,81.6,338,390,86.7,36,58,62.1,253,308,82.1,5,3,1,786,18,17,0,0,4,1,0,0,1058,17,13,76.5,4,23.5
"Chiquinho","Wolves","POR","DF","FW",21,10,7,35,70,108,64.8,45,57,78.9,7,16,43.8,17,27,63,5,4,4,100,8,0,0,0,25,8,0,0,147,17,10,58.8,7,41.2
"Chris Wood","Newcastle Utd","NZL","FW",NA,29,5,18,60,169,327,51.7,126,207,60.9,6,10,60,26,65,40,10,2,0,322,2,0,1,1,2,0,0,3,431,8,4,50,4,50
"Chris Wood","Newcastle Utd","NZL","FW",NA,29,5,18,60,169,327,51.7,126,207,60.9,6,10,60,26,65,40,10,2,0,322,2,0,1,1,2,0,0,3,461,10,2,20,8,80
"Chris Wood","Burnley","NZL","FW",NA,29,5,23,69,178,310,57.4,124,203,61.1,4,6,66.7,37,63,58.7,9,4,0,307,2,0,0,2,5,0,1,1,431,8,4,50,4,50
"Chris Wood","Burnley","NZL","FW",NA,29,5,23,69,178,310,57.4,124,203,61.1,4,6,66.7,37,63,58.7,9,4,0,307,2,0,0,2,5,0,1,1,461,10,2,20,8,80
"Chris Wood","Burnley","NZL","FW",NA,29,5,23,69,169,327,51.7,126,207,60.9,6,10,60,26,65,40,10,2,0,322,2,0,1,1,2,0,0,3,431,8,4,50,4,50
"Chris Wood","Burnley","NZL","FW",NA,29,5,23,69,169,327,51.7,126,207,60.9,6,10,60,26,65,40,10,2,0,322,2,0,1,1,2,0,0,3,461,10,2,20,8,80
"Chris Wood","Newcastle Utd","NZL","FW",NA,29,5,18,60,178,310,57.4,124,203,61.1,4,6,66.7,37,63,58.7,9,4,0,307,2,0,0,2,5,0,1,1,431,8,4,50,4,50
"Chris Wood","Newcastle Utd","NZL","FW",NA,29,5,18,60,178,310,57.4,124,203,61.1,4,6,66.7,37,63,58.7,9,4,0,307,2,0,0,2,5,0,1,1,461,10,2,20,8,80
"Chris Wood","Newcastle Utd","NZL","FW",NA,29,5,18,60,169,327,51.7,126,207,60.9,6,10,60,26,65,40,10,2,0,307,2,0,0,2,5,0,1,1,431,8,4,50,4,50
"Chris Wood","Newcastle Utd","NZL","FW",NA,29,5,18,60,169,327,51.7,126,207,60.9,6,10,60,26,65,40,10,2,0,307,2,0,0,2,5,0,1,1,461,10,2,20,8,80
"Chris Wood","Newcastle Utd","NZL","FW",NA,29,5,18,60,178,310,57.4,124,203,61.1,4,6,66.7,37,63,58.7,9,4,0,322,2,0,1,1,2,0,0,3,431,8,4,50,4,50
"Chris Wood","Newcastle Utd","NZL","FW",NA,29,5,18,60,178,310,57.4,124,203,61.1,4,6,66.7,37,63,58.7,9,4,0,322,2,0,1,1,2,0,0,3,461,10,2,20,8,80
"Chris Wood","Burnley","NZL","FW",NA,29,5,23,69,169,327,51.7,126,207,60.9,6,10,60,26,65,40,10,2,0,307,2,0,0,2,5,0,1,1,431,8,4,50,4,50
"Chris Wood","Burnley","NZL","FW",NA,29,5,23,69,169,327,51.7,126,207,60.9,6,10,60,26,65,40,10,2,0,307,2,0,0,2,5,0,1,1,461,10,2,20,8,80
"Chris Wood","Burnley","NZL","FW",NA,29,5,23,69,178,310,57.4,124,203,61.1,4,6,66.7,37,63,58.7,9,4,0,322,2,0,1,1,2,0,0,3,431,8,4,50,4,50
"Chris Wood","Burnley","NZL","FW",NA,29,5,23,69,178,310,57.4,124,203,61.1,4,6,66.7,37,63,58.7,9,4,0,322,2,0,1,1,2,0,0,3,461,10,2,20,8,80
"Christian Benteke","Crystal Palace","BEL","FW",NA,30,15,24,79,196,305,64.3,116,159,73,10,15,66.7,54,89,60.7,13,10,0,279,23,1,2,1,0,4,0,3,450,13,9,69.2,4,30.8
"Christian Eriksen","Brentford","DEN","MF",NA,29,21,82,22,478,639,74.8,193,210,91.9,102,179,57,171,215,79.5,30,17,7,524,111,43,4,8,86,5,54,4,740,16,8,50,8,50
"Christian Kabasele","Watford","BEL","DF",NA,30,5,21,1,373,474,78.7,94,112,83.9,41,85,48.2,236,268,88.1,2,1,1,465,9,5,0,2,1,4,0,0,615,3,1,33.3,2,66.7
"Christian Nørgaard","Brentford","DEN","MF",NA,27,17,169,31,1337,1685,79.3,667,789,84.5,87,145,60,543,651,83.4,29,24,3,1590,91,35,6,9,13,3,0,4,2079,27,18,66.7,9,33.3
"Christian Pulisic","Chelsea","USA","MF","FW",22,44,38,108,362,464,78,240,279,86,7,13,53.8,100,121,82.6,15,6,0,445,17,0,2,0,14,11,0,2,664,57,25,43.9,32,56.1
"Christoph Zimmermann","Norwich City","GER","DF",NA,28,1,4,0,46,63,73,15,19,78.9,5,12,41.7,23,27,85.2,0,1,0,60,3,3,0,0,0,0,0,0,77,1,1,100,0,0
"Christos Tzolis","Norwich City","GRE","FW","MF",19,8,13,31,75,104,72.1,41,51,80.4,5,15,33.3,26,31,83.9,8,3,0,102,2,0,0,2,7,1,1,0,140,2,0,0,2,100
"Ciaran Clark","Newcastle Utd","IRL","DF",NA,31,2,17,6,290,370,78.4,110,126,87.3,20,41,48.8,152,181,84,4,1,1,360,7,5,0,0,1,2,0,3,464,5,4,80,1,20
"Cody Drameh","Leeds United","ENG","DF","MF",19,3,6,3,62,82,75.6,29,38,76.3,2,4,50,24,26,92.3,1,2,1,55,27,2,0,0,2,25,0,0,101,4,2,50,2,50
"Cole Palmer","Manchester City","ENG","FW","MF",19,3,3,15,46,54,85.2,32,33,97,3,5,60,9,12,75,2,3,0,54,0,0,1,0,3,0,0,0,76,2,1,50,1,50
"Connor Roberts","Burnley","WAL","DF",NA,25,23,61,44,579,863,67.1,271,314,86.3,55,138,39.9,232,355,65.4,13,17,5,664,197,9,1,4,29,186,2,2,1045,12,6,50,6,50
"Conor Coady","Wolves","ENG","DF",NA,28,6,35,3,1514,1692,89.5,322,348,92.5,257,343,74.9,927,977,94.9,3,3,0,1654,35,35,2,2,2,0,0,3,1971,1,1,100,0,0
"Conor Gallagher","Crystal Palace","ENG","MF",NA,21,42,94,118,890,1188,74.9,443,517,85.7,88,173,50.9,305,386,79,38,20,9,1030,151,70,2,8,128,4,62,7,1578,75,42,56,33,44
"Craig Cathcart","Watford","NIR","DF",NA,32,6,52,0,767,953,80.5,231,276,83.7,112,184,60.9,418,476,87.8,3,4,1,896,55,11,0,13,4,44,0,2,1209,1,0,0,1,100
"Craig Dawson","West Ham","ENG","DF",NA,31,4,54,3,1035,1285,80.5,328,360,91.1,161,292,55.1,539,603,89.4,4,0,0,1254,26,21,0,13,1,3,0,5,1606,4,4,100,0,0
"Cristian Romero","Tottenham","ARG","DF",NA,23,23,65,9,1149,1325,86.7,473,517,91.5,93,159,58.5,551,590,93.4,6,7,0,1281,43,35,2,13,0,8,0,1,1581,14,9,64.3,5,35.7
"Cristiano Ronaldo","Manchester Utd","POR","FW",NA,36,67,64,192,726,904,80.3,469,541,86.7,20,29,69,174,218,79.8,26,16,0,866,35,3,2,3,15,7,0,3,1168,32,20,62.5,12,37.5
"Crysencio Summerville","Leeds United","NED","MF","FW",19,5,7,16,51,70,72.9,32,37,86.5,1,3,33.3,14,21,66.7,2,4,0,69,1,0,0,0,3,1,0,0,93,7,4,57.1,3,42.9
"Cucho","Watford","COL","FW","MF",22,22,39,85,239,394,60.7,126,172,73.3,31,66,47,68,106,64.2,20,15,6,359,35,7,1,5,52,5,16,0,545,39,18,46.2,21,53.8
"Curtis Jones","Liverpool","ENG","MF",NA,20,25,58,54,538,599,89.8,289,305,94.8,31,44,70.5,204,219,93.2,11,10,1,582,16,5,1,3,6,5,4,1,685,33,25,75.8,8,24.2
"Dan Burn","Brighton","ENG","DF",NA,29,9,50,3,459,587,78.2,154,186,82.8,35,82,42.7,263,304,86.5,4,0,0,629,14,8,0,3,1,6,0,2,797,3,0,0,3,100
"Dan Burn","Brighton","ENG","DF",NA,29,9,50,3,523,645,81.1,171,205,83.4,49,90,54.4,298,331,90,2,1,0,629,14,8,0,3,1,6,0,2,797,3,0,0,3,100
"Dan Burn","Newcastle Utd","ENG","DF",NA,29,6,31,2,459,587,78.2,154,186,82.8,35,82,42.7,263,304,86.5,4,0,0,582,5,2,0,4,0,3,0,0,797,3,0,0,3,100
"Dan Burn","Brighton","ENG","DF",NA,29,9,50,3,523,645,81.1,171,205,83.4,49,90,54.4,298,331,90,2,1,0,582,5,2,0,4,0,3,0,0,797,3,0,0,3,100
"Dan Burn","Newcastle Utd","ENG","DF",NA,29,6,31,2,523,645,81.1,171,205,83.4,49,90,54.4,298,331,90,2,1,0,629,14,8,0,3,1,6,0,2,797,3,0,0,3,100
"Dan Burn","Brighton","ENG","DF",NA,29,9,50,3,459,587,78.2,154,186,82.8,35,82,42.7,263,304,86.5,4,0,0,582,5,2,0,4,0,3,0,0,797,3,0,0,3,100
"Dan Burn","Newcastle Utd","ENG","DF",NA,29,6,31,2,459,587,78.2,154,186,82.8,35,82,42.7,263,304,86.5,4,0,0,629,14,8,0,3,1,6,0,2,797,3,0,0,3,100
"Dan Burn","Newcastle Utd","ENG","DF",NA,29,6,31,2,523,645,81.1,171,205,83.4,49,90,54.4,298,331,90,2,1,0,582,5,2,0,4,0,3,0,0,797,3,0,0,3,100
