"Player","Squad","Nation","Pos","Pos2","Age","Yellow_Card","Red_Card","Second_Yellow_Card","Total_Red_Cards","Fouls"
"Paul Pogba","Manchester Utd","FRA","MF","FW",28,7,1,0,1,39
"Nick Pope","Burnley","ENG","GK",NA,29,1,0,0,0,0
"Teemu Pukki","Norwich City","FIN","FW",NA,31,4,0,0,0,31
"Christian Pulisic","Chelsea","USA","MF","FW",22,2,0,0,0,15
"Przemysław Płacheta","Norwich City","POL","FW","MF",23,1,0,0,0,1
"Jesurun Rak Sakyi","Crystal Palace","ENG","FW","MF",18,0,0,0,0,1
"Aaron Ramsdale","Arsenal","ENG","GK",NA,23,1,0,0,0,0
"Jacob Ramsey","Aston Villa","ENG","MF",NA,20,6,0,0,0,32
"Raphinha","Leeds United","BRA","FW","MF",24,7,0,0,0,40
"Marcus Rashford","Manchester Utd","ENG","FW","MF",23,2,0,0,0,13
"Milot Rashica","Norwich City","KVX","FW","MF",25,0,0,0,0,23
"David Raya","Brentford","ESP","GK",NA,25,1,0,0,0,1
"Nathan Redmond","Southampton","ENG","MF","FW",27,0,0,0,0,16
"Sergio Reguilón","Tottenham","ESP","DF","MF",24,4,0,0,0,22
"Declan Rice","West Ham","ENG","MF",NA,22,8,0,0,0,28
"Taylor Richards","Brighton","ENG","MF",NA,20,0,0,0,0,1
"Richarlison","Everton","BRA","FW",NA,24,9,0,0,0,36
"Jaïro Riedewald","Crystal Palace","NED","MF",NA,24,0,0,0,0,1
"Matt Ritchie","Newcastle Utd","SCO","DF",NA,31,5,0,0,0,13
"Connor Roberts","Burnley","WAL","DF",NA,25,2,0,0,0,7
"Tyler Roberts","Leeds United","WAL","MF","FW",22,5,0,0,0,14
"Andrew Robertson","Liverpool","SCO","DF",NA,27,5,1,0,1,19
"Joe Rodon","Tottenham","WAL","DF",NA,23,0,0,0,0,0
"Rodri","Manchester City","ESP","MF",NA,25,5,0,0,0,43
"Rodrigo","Leeds United","ESP","MF","FW",30,9,0,0,0,21
"Jay Rodriguez","Burnley","ENG","FW",NA,32,3,0,0,0,31
"Mads Roerslev","Brentford","DEN","DF",NA,22,1,0,0,0,18
"Cristian Romero","Tottenham","ARG","DF",NA,23,8,0,0,0,28
"Oriol Romeu","Southampton","ESP","MF",NA,29,9,0,0,0,46
"Cristiano Ronaldo","Manchester Utd","POR","FW",NA,36,8,0,0,0,16
"Salomón Rondón","Everton","VEN","FW",NA,31,3,1,0,1,12
"Danny Rose","Watford","ENG","DF",NA,31,4,0,0,0,10
"Jon Rowe","Norwich City","ENG","FW","MF",18,0,0,0,0,3
"John Ruddy","Wolves","ENG","GK",NA,34,0,0,0,0,0
"Antonio Rüdiger","Chelsea","GER","DF",NA,28,9,0,0,0,35
"Lukas Rupp","Norwich City","GER","MF",NA,30,0,0,0,0,7
"José Sá","Wolves","POR","GK",NA,28,3,0,0,0,3
"Allan Saint-Maximin","Newcastle Utd","FRA","FW","MF",24,6,0,0,0,22
"Romain Saïss","Wolves","MAR","DF",NA,31,6,0,0,0,30
"Bukayo Saka","Arsenal","ENG","FW","MF",19,6,0,0,0,39
"Mohamed Salah","Liverpool","EGY","FW",NA,29,1,0,0,0,12
"Mohammed Salisu","Southampton","GHA","DF",NA,22,10,1,1,2,38
"Albert Sambi Lokonga","Arsenal","BEL","MF",NA,21,5,0,0,0,12
"Davinson Sánchez","Tottenham","COL","DF",NA,25,4,0,0,0,16
"Robert Sánchez","Brighton","ESP","GK",NA,23,3,1,0,1,1
"Jadon Sancho","Manchester Utd","ENG","FW","MF",21,0,0,0,0,4
"Morgan Sanson","Aston Villa","FRA","MF",NA,26,0,0,0,0,3
"Samir Santos","Watford","BRA","DF",NA,26,4,0,0,0,17
"Josh Sargent","Norwich City","USA","FW","MF",21,1,0,0,0,9
"Jeremy Sarmiento","Brighton","ECU","FW","MF",19,0,0,0,0,0
"Ismaila Sarr","Watford","SEN","FW","MF",23,2,0,0,0,17
"Malang Sarr","Chelsea","FRA","DF",NA,22,2,0,0,0,8
"Fabian Schär","Newcastle Utd","SUI","DF",NA,29,4,0,0,0,24
"Jeffrey Schlupp","Crystal Palace","GHA","MF","FW",28,1,0,0,0,26
"Kasper Schmeichel","Leicester City","DEN","GK",NA,34,2,0,0,0,0
"Ken Sema","Watford","SWE","MF","FW",27,1,0,0,0,15
"Nélson Semedo","Wolves","POR","MF","DF",27,1,0,0,0,23
"Ryan Sessegnon","Tottenham","ENG","DF","MF",21,2,0,0,0,19
"Jamie Shackleton","Leeds United","ENG","DF","MF",21,4,0,0,0,13
"Luke Shaw","Manchester Utd","ENG","DF",NA,26,8,0,0,0,32
"Jonjo Shelvey","Newcastle Utd","ENG","MF",NA,29,7,1,1,2,18
"Francisco Sierralta","Watford","CHI","DF",NA,24,0,0,0,0,4
"Bernardo Silva","Manchester City","POR","MF","FW",26,6,0,0,0,30
"Fábio Silva","Wolves","POR","FW",NA,19,0,0,0,0,13
"Thiago Silva","Chelsea","BRA","DF",NA,36,2,0,0,0,12
"Ellis Simms","Everton","ENG","FW",NA,20,0,0,0,0,0
"Moussa Sissoko","Watford","FRA","MF",NA,31,5,0,0,0,35
"Oliver Skipp","Tottenham","ENG","MF",NA,20,6,0,0,0,16
"William Smallbone","Southampton","IRL","MF","FW",21,0,0,0,0,2
"Emile Smith Rowe","Arsenal","ENG","MF","FW",21,1,0,0,0,5
"Cédric Soares","Arsenal","POR","DF",NA,29,3,0,0,0,15
"Tomáš Souček","West Ham","CZE","MF",NA,26,3,0,0,0,39
"Boubakary Soumaré","Leicester City","FRA","MF",NA,22,0,0,0,0,16
"Çağlar Söyüncü","Leicester City","TUR","DF",NA,25,5,0,0,0,24
"Tony Springett","Norwich City","IRL","MF","FW",18,1,0,0,0,1
"Jason Steele","Brighton","ENG","GK",NA,30,0,0,0,0,0
"Dale Stephens","Burnley","ENG","MF",NA,32,1,0,0,0,5
"Jack Stephens","Southampton","ENG","DF",NA,27,3,0,0,0,8
"Raheem Sterling","Manchester City","ENG","FW",NA,26,1,0,0,0,19
"Finley Stevens","Brentford","WAL","DF",NA,18,0,0,0,0,0
"John Stones","Manchester City","ENG","DF",NA,27,0,0,0,0,3
"Pascal Struijk","Leeds United","NED","DF","MF",21,6,1,0,1,25
"Crysencio Summerville","Leeds United","NED","MF","FW",19,0,0,0,0,1
"Jakob Sørensen","Norwich City","DEN","MF","DF",23,0,0,0,0,7
"Japhet Tanganga","Tottenham","ENG","DF",NA,22,4,1,1,2,19
"Matt Targett","Aston Villa","ENG","DF",NA,25,2,0,0,0,15
"Matt Targett","Newcastle Utd","ENG","DF",NA,25,1,0,0,0,9
"James Tarkowski","Burnley","ENG","DF",NA,28,11,0,0,0,30
"Nuno Tavares","Arsenal","POR","DF",NA,21,2,0,0,0,23
"Charlie Taylor","Burnley","ENG","DF",NA,27,3,0,0,0,17
"Nathan Tella","Southampton","NGA","MF","FW",22,2,0,0,0,17
"Alex Telles","Manchester Utd","BRA","DF",NA,28,1,0,0,0,23
"Luke Thomas","Leicester City","ENG","DF",NA,20,2,0,0,0,15
"Dominic Thompson","Brentford","ENG","DF",NA,21,0,0,0,0,1
"Youri Tielemans","Leicester City","BEL","MF",NA,24,3,0,0,0,32
"Kieran Tierney","Arsenal","SCO","DF",NA,24,0,0,0,0,5
"Takehiro Tomiyasu","Arsenal","JPN","DF",NA,22,2,0,0,0,16
"James Tomkins","Crystal Palace","ENG","DF",NA,32,2,0,0,0,7
"Ivan Toney","Brentford","ENG","FW",NA,25,8,0,0,0,50
"Ferrán Torres","Manchester City","ESP","FW",NA,21,0,0,0,0,1
"Cenk Tosun","Everton","TUR","MF",NA,30,0,0,0,0,0
"Andros Townsend","Everton","ENG","MF","FW",30,3,0,0,0,10
"Adama Traoré","Wolves","ESP","FW","MF",25,0,0,0,0,10
"Bertrand Traoré","Aston Villa","BFA","MF","FW",25,0,0,0,0,0
"Francisco Trincão","Wolves","POR","FW","MF",21,0,0,0,0,13
"Kieran Trippier","Newcastle Utd","ENG","DF",NA,30,0,0,0,0,3
"William Troost-Ekong","Watford","NGA","DF",NA,27,3,0,0,0,13
"Leandro Trossard","Brighton","BEL","FW","MF",26,2,0,0,0,24
"Kostas Tsimikas","Liverpool","GRE","DF",NA,25,3,0,0,0,20
"Axel Tuanzebe","Aston Villa","COD","DF",NA,23,1,0,0,0,3
"Ozan Tufan","Watford","TUR","MF",NA,26,0,0,0,0,9
"Christos Tzolis","Norwich City","GRE","FW","MF",19,0,0,0,0,2
"Yan Valery","Southampton","TUN","DF",NA,22,0,0,0,0,3
"Virgil van Dijk","Liverpool","NED","DF",NA,30,3,0,0,0,9
"Raphaël Varane","Manchester Utd","FRA","DF",NA,28,0,0,0,0,5
"Jamie Vardy","Leicester City","ENG","FW",NA,34,2,0,0,0,13
"Joël Veltman","Brighton","NED","DF",NA,29,6,0,0,0,39
"Jannik Vestergaard","Leicester City","DEN","DF",NA,28,2,0,0,0,4
"Nikola Vlašić","West Ham","CRO","FW","MF",23,0,0,0,0,8
"Matěj Vydra","Burnley","CZE","FW",NA,29,1,0,0,0,9
"Theo Walcott","Southampton","ENG","MF","FW",32,0,0,0,0,1
"Kyle Walker","Manchester City","ENG","DF",NA,31,1,0,0,0,7
"Kyle Walker-Peters","Southampton","ENG","DF",NA,24,5,0,0,0,27
"Aaron Wan-Bissaka","Manchester Utd","ENG","DF",NA,23,2,0,0,0,15
"Joel Ward","Crystal Palace","ENG","DF",NA,31,8,0,0,0,22
"James Ward-Prowse","Southampton","ENG","MF",NA,26,3,1,0,1,22
"Ollie Watkins","Aston Villa","ENG","FW",NA,25,7,0,0,0,33
"Adam Webster","Brighton","ENG","DF",NA,26,5,0,0,0,16
"Wout Weghorst","Burnley","NED","FW",NA,28,3,0,0,0,30
"Danny Welbeck","Brighton","ENG","FW","MF",30,0,0,0,0,17
"Timo Werner","Chelsea","GER","FW","MF",25,1,0,0,0,11
"Ashley Westwood","Burnley","ENG","MF",NA,31,7,0,0,0,29
"Ben White","Arsenal","ENG","DF",NA,23,3,0,0,0,19
"Brandon Williams","Norwich City","ENG","DF",NA,20,8,0,0,0,23
"Neco Williams","Liverpool","WAL","DF",NA,20,0,0,0,0,0
"Joe Willock","Newcastle Utd","ENG","MF",NA,21,0,0,0,0,34
"Callum Wilson","Newcastle Utd","ENG","FW",NA,29,4,0,0,0,27
"Harry Winks","Tottenham","ENG","MF",NA,25,2,0,0,0,11
"Yoane Wissa","Brentford","COD","FW",NA,24,0,0,0,0,8
"Chris Wood","Burnley","NZL","FW",NA,29,1,0,0,0,14
"Chris Wood","Newcastle Utd","NZL","FW",NA,29,0,0,0,0,19
"Granit Xhaka","Arsenal","SUI","MF","DF",28,10,1,0,1,29
"Andriy Yarmolenko","West Ham","UKR","FW","MF",31,1,0,0,0,1
"Ashley Young","Aston Villa","ENG","DF","FW",36,2,0,0,0,16
"Wilfried Zaha","Crystal Palace","CIV","FW",NA,28,6,1,1,2,37
"Christoph Zimmermann","Norwich City","GER","DF",NA,28,0,0,0,0,1
"Oleksandr Zinchenko","Manchester City","UKR","DF",NA,24,0,0,0,0,11
"Hakim Ziyech","Chelsea","MAR","MF","FW",28,3,0,0,0,24
"Kurt Zouma","West Ham","FRA","DF",NA,26,1,0,0,0,11
"Martin Ødegaard","Arsenal","NOR","MF","FW",22,4,0,0,0,27
