"Player","Squad","Nation","Pos","Pos2","Age","Tackles","Tackles_Won","Tackles_Win_Percentage","Challenges","Challenges_Won","Challenges_Percentage","Total_Blocks","Shots_Blocked","Passes_Blocked","Interceptions","Clearances","Errors"
"Djamel Benlamri","Lyon","ALG","DF",NA,30,5,3,60,6,6,50,3,2,1,6,11,0
"Yassine Benrahou","Nîmes","FRA","MF",NA,21,16,9,56.25,25,25,28,9,0,9,4,5,1
"Yassine Benzia","Dijon","ALG","MF","FW",25,10,5,50,10,10,20,3,0,3,6,2,0
"Valon Berisha","Reims","KVX","MF",NA,27,40,23,57.5,47,47,23.4,14,2,12,25,21,1
"Paul Bernardoni","Angers","FRA","GK",NA,23,1,1,100,2,2,50,0,0,0,2,23,1
"Juan Bernat","Paris S-G","ESP","DF",NA,27,5,3,60,5,5,60,4,0,4,1,6,0
"Giulian Biancone","Monaco","FRA","DF","MF",20,3,3,100,3,3,66.7,1,0,1,1,4,0
"El Bilal Touré","Reims","MLI","FW",NA,18,22,12,54.5454545454545,18,18,44.4,8,3,5,6,10,1
"Ludovic Blas","Nantes","FRA","MF","FW",22,58,30,51.7241379310345,54,54,42.6,33,4,29,21,19,0
"Antonin Bobichon","Angers","FRA","MF","FW",24,23,14,60.8695652173913,15,15,60,4,1,3,2,1,0
"Sacha Boey","Dijon","FRA","DF",NA,19,54,40,74.0740740740741,55,55,49.1,25,5,20,41,62,0
"Sacha Boey","Rennes","FRA","DF",NA,19,3,3,100,4,4,75,0,0,0,2,2,0
"Quentin Boisgard","Lorient","FRA","MF","FW",23,24,17,70.8333333333333,24,24,45.8,17,2,15,15,1,0
"Sven Botman","Lille","NED","DF",NA,20,31,21,67.741935483871,26,26,53.8,31,21,10,57,126,2
"Denis Bouanga","Saint-Étienne","GAB","MF","FW",25,52,28,53.8461538461538,58,58,27.6,32,3,29,20,36,0
"Hicham Boudaoui","Nice","ALG","MF",NA,20,52,35,67.3076923076923,68,68,38.2,14,4,10,23,26,1
"Ryad Boudebouz","Saint-Étienne","ALG","MF","FW",30,9,4,44.4444444444444,8,8,50,3,0,3,5,5,0
"Sofiane Boufal","Angers","MAR","FW","MF",26,17,11,64.7058823529412,28,28,28.6,8,0,8,3,1,0
"Farid Boulaya","Metz","ALG","MF","FW",27,24,16,66.6666666666667,51,51,25.5,19,3,16,12,7,0
"Ismaël Boura","Lens","COM","DF",NA,19,11,7,63.6363636363636,9,9,33.3,7,2,5,21,12,0
"Benjamin Bourigeaud","Rennes","FRA","MF","FW",26,40,23,57.5,71,71,29.6,37,1,36,19,25,0
"John Boye","Metz","GHA","DF",NA,33,58,34,58.6206896551724,54,54,57.4,36,20,16,80,146,1
"Umut Bozok","Lorient","TUR","MF","FW",23,0,0,NA,2,2,0,0,0,0,0,0,0
"Domagoj Bradarić","Lille","CRO","DF",NA,20,28,18,64.2857142857143,27,27,44.4,14,4,10,26,21,0
"Lilian Brassier","Brest","FRA","DF",NA,20,19,10,52.6315789473684,11,11,63.6,13,6,7,23,38,1
"Anthony Briançon","Nîmes","FRA","DF",NA,25,12,7,58.3333333333333,19,19,47.4,19,12,7,33,57,2
"Jimmy Briand","Bordeaux","FRA","FW",NA,34,7,3,42.8571428571429,1,1,100,2,0,2,1,3,0
"Dylan Bronn","Metz","TUN","DF",NA,25,57,37,64.9122807017544,44,44,54.5,31,14,17,44,112,0
"Patrick Burner","Nîmes","MTQ","DF",NA,24,25,11,44,26,26,50,10,3,7,24,41,1
"Jimmy Cabot","Angers","FRA","FW","MF",26,26,13,50,36,36,30.6,8,0,8,12,6,0
"Anthony Caci","Strasbourg","FRA","DF",NA,23,80,46,57.5,69,69,50.7,30,4,26,55,65,1
"Mathieu Cafaro","Reims","FRA","MF","FW",23,40,17,42.5,43,43,30.2,11,0,11,17,12,0
"Yannick Cahuzac","Lens","FRA","MF",NA,35,26,12,46.1538461538462,27,27,33.3,18,5,13,33,72,0
"Duje Ćaleta-Car","Marseille","CRO","DF",NA,23,29,17,58.6206896551724,30,30,56.7,29,22,7,44,130,0
"Mahdi Camara","Saint-Étienne","FRA","MF","DF",22,99,67,67.6767676767677,60,60,55,50,12,38,78,51,0
"Eduardo Camavinga","Rennes","FRA","MF",NA,17,98,58,59.1836734693878,77,77,49.4,36,2,34,23,15,1
"Pierrick Capelle","Angers","FRA","MF","DF",33,53,28,52.8301886792453,79,79,39.2,25,1,24,47,32,0
"Maxence Caqueret","Lyon","FRA","MF",NA,20,72,45,62.5,106,106,33,35,3,32,23,5,2
"Irvin Cardona","Brest","FRA","FW",NA,22,10,5,50,22,22,18.2,17,3,14,9,23,2
"Lionel Carole","Strasbourg","FRA","DF",NA,29,37,25,67.5675675675676,29,29,55.2,3,1,2,38,28,0
"Moreto Cassamã","Reims","GNB","MF",NA,22,49,36,73.469387755102,49,49,55.1,19,6,13,36,33,4
"Jean-Charles Castelletto","Nantes","CMR","DF",NA,25,32,18,56.25,31,31,58.1,25,19,6,42,79,0
"Zeki Çelik","Lille","TUR","DF",NA,23,72,33,45.8333333333333,81,81,54.3,32,6,26,38,52,0
"Bersant Celina","Dijon","KVX","MF","FW",23,20,12,60,38,38,18.4,20,2,18,8,10,0
"Fabien Centonze","Metz","FRA","DF",NA,24,104,68,65.3846153846154,73,73,58.9,62,17,45,112,119,1
"Nassim Chadli","Nîmes","FRA","FW","MF",19,2,1,50,1,1,0,1,0,1,0,0,0
"Fouad Chafik","Dijon","MAR","DF",NA,33,39,24,61.5384615384615,35,35,45.7,19,10,9,21,41,0
"Mehdi Chahiri","Strasbourg","MAR","FW","MF",24,18,8,44.4444444444444,20,20,40,9,0,9,6,5,0
"Aníbal Chalá","Dijon","ECU","DF",NA,24,10,7,70,12,12,50,5,3,2,14,15,1
"Trevoh Chalobah","Lorient","ENG","DF","MF",21,45,26,57.7777777777778,50,50,48,20,7,13,69,56,0
"Gaëtan Charbonnier","Brest","FRA","MF","FW",31,24,15,62.5,32,32,37.5,15,1,14,9,19,0
"Brendan Chardonnet","Brest","FRA","DF",NA,25,51,29,56.8627450980392,41,41,65.9,54,41,13,64,151,0
"Xavier Chavalerin","Reims","FRA","MF",NA,29,92,50,54.3478260869565,74,74,35.1,43,9,34,43,29,1
"Pape Cheikh Diop","Dijon","SEN","MF",NA,22,24,14,58.3333333333333,33,33,39.4,14,2,12,6,6,0
"Rayan Cherki","Lyon","FRA","FW","MF",16,5,3,60,11,11,9.1,3,0,3,4,0,0
"Pedro Chirivella","Nantes","ESP","MF",NA,23,26,8,30.7692307692308,49,49,28.6,23,4,19,41,19,0
"Joris Chotard","Montpellier","FRA","MF",NA,18,12,8,66.6666666666667,31,31,19.4,12,3,9,11,15,0
"Mounir Chouiar","Dijon","FRA","FW","MF",21,22,12,54.5454545454545,18,18,33.3,10,0,10,11,8,0
"Alexis Claude-Maurice","Nice","FRA","MF","FW",22,40,19,47.5,48,48,29.2,16,2,14,14,3,0
"Jonathan Clauss","Lens","FRA","DF",NA,27,43,20,46.5116279069767,38,38,44.7,24,1,23,45,46,0
"Marcus Coco","Nantes","FRA","MF","FW",24,36,21,58.3333333333333,36,36,44.4,16,3,13,20,17,0
"Daniel Congré","Montpellier","FRA","DF",NA,35,59,35,59.3220338983051,70,70,51.4,50,33,17,69,144,3
"Sébastien Corchia","Nantes","FRA","DF",NA,29,55,30,54.5454545454545,60,60,55,28,10,18,38,40,1
"Maxwel Cornet","Lyon","CIV","DF","FW",23,70,41,58.5714285714286,58,58,56.9,23,5,18,43,47,2
"David Costa","Lens","POR","MF","FW",19,4,4,100,3,3,66.7,2,0,2,0,4,0
"Benoît Costil","Bordeaux","FRA","GK",NA,33,1,1,100,3,3,33.3,1,0,1,1,17,0
"Kalifa Coulibaly","Nantes","MLI","FW",NA,28,3,1,33.3333333333333,8,8,25,3,1,2,2,12,0
"Lassana Coulibaly","Angers","MLI","MF",NA,24,78,41,52.5641025641026,75,75,52,29,4,25,33,17,0
"Senou Coulibaly","Dijon","MLI","DF",NA,25,33,21,63.6363636363636,24,24,50,18,12,6,30,89,0
"Nicolas Cozza","Montpellier","FRA","DF",NA,21,39,30,76.9230769230769,40,40,50,20,11,9,26,62,0
"Andrés Cubas","Nîmes","PAR","MF",NA,24,80,47,58.75,74,74,44.6,37,10,27,50,29,3
"Mickaël Cuisance","Marseille","FRA","MF",NA,20,24,11,45.8333333333333,33,33,30.3,13,1,12,3,4,0
"Damien Da Silva","Rennes","FRA","DF",NA,32,22,13,59.0909090909091,18,18,66.7,17,13,4,44,99,1
"Colin Dagba","Paris S-G","FRA","DF",NA,21,23,11,47.8260869565217,19,19,73.7,18,5,13,16,18,1
"Flavius Daniliuc","Nice","AUT","DF",NA,19,23,15,65.2173913043478,21,21,47.6,17,6,11,14,32,0
"Dante","Nice","BRA","DF",NA,36,10,5,50,7,7,42.9,6,4,2,10,20,0
"Jonathan David","Lille","CAN","FW",NA,20,17,10,58.8235294117647,24,24,37.5,19,1,18,3,9,0
"Mattia De Sciglio","Lyon","ITA","DF",NA,27,29,17,58.6206896551724,27,27,66.7,13,4,9,27,44,0
"Thibault De Smet","Reims","BEL","DF",NA,22,11,6,54.5454545454545,15,15,40,8,1,7,6,16,0
"Lucas Deaux","Nîmes","FRA","MF","DF",31,47,32,68.0851063829787,49,49,32.7,20,3,17,20,30,4
"Mathieu Debuchy","Saint-Étienne","FRA","DF",NA,35,58,33,56.8965517241379,62,62,64.5,27,9,18,45,61,0
"Romain Del Castillo","Rennes","FRA","MF","FW",24,30,11,36.6666666666667,25,25,20,6,0,6,3,4,1
"Thomas Delaine","Metz","FRA","DF","FW",28,32,18,56.25,35,35,57.1,22,5,17,24,30,1
"Jonathan Delaplace","Lorient","FRA","DF",NA,34,8,5,62.5,13,13,53.8,12,5,7,17,19,1
"Sacha Delaye","Montpellier","FRA","MF",NA,18,0,0,NA,1,1,0,0,0,0,1,1,0
"Andy Delort","Montpellier","ALG","FW",NA,28,12,7,58.3333333333333,18,18,44.4,11,1,10,4,34,0
"Moussa Dembélé","Lyon","FRA","FW",NA,24,2,2,100,4,4,0,4,2,2,5,9,0
"Jason Denayer","Lyon","BEL","DF",NA,25,25,16,64,13,13,46.2,36,25,11,27,91,1
"Kévin Denkey","Nîmes","TOG","FW",NA,19,4,2,50,3,3,0,2,0,2,1,2,0
"Ángel Di María","Paris S-G","ARG","FW","MF",32,26,17,65.3846153846154,45,45,24.4,14,1,13,6,7,0
"Boulaye Dia","Reims","SEN","FW","MF",23,23,12,52.1739130434783,22,22,18.2,19,5,14,12,37,1
"Abdou Diallo","Paris S-G","SEN","DF",NA,24,16,11,68.75,13,13,61.5,15,8,7,25,36,0
"Habib Diallo","Strasbourg","SEN","FW",NA,25,11,6,54.5454545454545,18,18,38.9,12,2,10,13,12,0
"Habib Diallo","Metz","SEN","FW","MF",25,1,1,100,1,1,100,0,0,0,0,5,0
"Ibrahima Diallo","Brest","FRA","MF",NA,21,14,9,64.2857142857143,8,8,50,4,0,4,3,3,0
"Stéphane Diarra","Lorient","FRA","MF","FW",21,0,0,NA,7,7,0,6,1,5,4,1,0
"Krépin Diatta","Monaco","SEN","MF","DF",21,4,3,75,3,3,33.3,5,1,4,4,1,0
"Bamba Dieng","Marseille","SEN","FW","DF",20,5,3,60,4,4,50,2,0,2,0,0,0
"Junior Dina Ebimbe","Dijon","FRA","FW","MF",19,38,25,65.7894736842105,45,45,33.3,17,1,16,14,9,0
"Tristan Dingomé","Reims","CMR","MF",NA,29,0,0,NA,1,1,0,0,0,0,0,0,0
"Sinaly Diomande","Lyon","CIV","DF",NA,19,10,7,70,14,14,35.7,19,15,4,33,53,1
"Lois Diony","Angers","FRA","FW",NA,27,15,10,66.6666666666667,18,18,22.2,6,3,3,5,16,0
"Sofiane Diop","Monaco","FRA","MF","FW",20,49,34,69.3877551020408,53,53,34,25,1,24,31,15,0
"Axel Disasi","Monaco","FRA","DF",NA,22,29,20,68.9655172413793,35,35,57.1,18,11,7,26,66,1
"Tiago Djaló","Lille","POR","DF",NA,20,22,13,59.0909090909091,23,23,65.2,10,4,6,9,23,0
"Alexander Djiku","Strasbourg","GHA","DF","MF",25,60,41,68.3333333333333,52,52,61.5,28,10,18,91,104,0
"Mihai Dobre","Dijon","ROU","FW",NA,21,12,5,41.6666666666667,14,14,50,5,0,5,10,3,0
"Jeremy Doku","Rennes","BEL","MF","FW",18,44,25,56.8181818181818,26,26,42.3,18,1,17,11,1,0
"Kasper Dolberg","Nice","DEN","FW",NA,22,6,2,33.3333333333333,11,11,18.2,11,2,9,6,19,1
"Keagan Dolly","Montpellier","RSA","MF",NA,27,7,2,28.5714285714286,8,8,50,3,0,3,5,2,0
"Anastasios Donis","Reims","GRE","MF",NA,23,4,1,25,1,1,100,0,0,0,0,0,0
"Cheick Doucouré","Lens","MLI","MF",NA,20,87,47,54.0229885057471,65,65,49.2,20,4,16,52,26,1
"Fodé Doucouré","Reims","MLI","DF",NA,19,11,8,72.7272727272727,9,9,44.4,2,0,2,4,11,0
"Mahamadou Doucouré","Nîmes","MLI","FW","MF",20,1,1,100,1,1,100,0,0,0,0,0,0
"Moussa Doumbia","Reims","MLI","MF","FW",25,10,6,60,22,22,18.2,5,1,4,10,4,0
"Souleyman Doumbia","Angers","CIV","DF",NA,23,48,33,68.75,36,36,61.1,18,4,14,42,50,0
"Mouhamadou Drammeh","Reims","FRA","MF",NA,21,0,0,NA,2,2,0,0,0,0,2,7,0
"Julian Draxler","Paris S-G","GER","MF","FW",26,13,6,46.1538461538462,20,20,25,4,0,4,14,0,0
"Leo Dubois","Lyon","FRA","DF",NA,25,38,26,68.421052631579,36,36,50,27,9,18,31,69,2
"Haris Duljević","Nîmes","BIH","MF","FW",26,15,9,60,22,22,27.3,3,0,3,8,1,0
"Jean-Kevin Duverne","Brest","HAI","DF",NA,23,38,21,55.2631578947368,32,32,46.9,24,16,8,30,70,0
"Enzo Ebosse","Angers","CMR","DF",NA,21,5,3,60,4,4,75,1,1,0,2,13,0
"Bruno Ecuele Manga","Dijon","GAB","DF",NA,32,52,38,73.0769230769231,40,40,72.5,50,33,17,57,165,3
"Hugo Ekitike","Reims","FRA","FW","MF",18,1,1,100,1,1,0,0,0,0,0,0,0
"Niclas Eliasson","Nîmes","SWE","MF","FW",24,28,14,50,24,24,45.8,20,1,19,23,16,0
"Renaud Emond","Nantes","BEL","FW","MF",28,0,0,NA,1,1,0,2,0,2,0,1,0
"Yoann Etienne","Lorient","FRA","DF",NA,23,2,0,0,1,1,100,1,0,1,1,2,0
