"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Emirhan İlkhan","Sampdoria","TUR","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,0,0,0
"Emmanuel Ekong","Empoli","SWE","FW","MF",20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Emmanuel Gyasi","Spezia","GHA","FW","DF",28,0,2,0,0,34,13,38.2,0.06,0.15,13.7,0,53,44,9,0,0,0
"Enzo Barrenechea","Juventus","ARG","MF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Enzo Ebosse","Udinese","CMR","DF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,7,1,0,0,0
"Erik Botheim","Salernitana","NOR","MF","FW",22,3,4,0,0,7,1,14.3,0.14,1,13.5,0,17,12,5,4,4,0
"Ethan Ampadu","Spezia","WAL","DF","MF",21,1,1,0,0,16,5,31.3,0,0,18.1,0,40,33,7,4,4,0
"Fabiano Parisi","Empoli","ITA","DF",NA,21,0,2,0,0,21,2,9.5,0.1,1,21.9,0,62,42,20,8,6,2
"Fabio Depaoli","Sampdoria","ITA","DF","MF",25,0,0,0,0,19,4,21.1,0.11,0.5,16,0,6,5,1,0,0,0
"Fabio Depaoli","Sampdoria","ITA","DF","MF",25,0,0,0,0,19,4,21.1,0.11,0.5,16,0,43,27,16,4,3,1
"Fabio Depaoli","Hellas Verona","ITA","DF",NA,25,2,4,0,0,19,4,21.1,0.11,0.5,16,0,6,5,1,0,0,0
"Fabio Depaoli","Hellas Verona","ITA","DF",NA,25,2,4,0,0,19,4,21.1,0.11,0.5,16,0,43,27,16,4,3,1
"Fabio Miretti","Juventus","ITA","MF","FW",18,2,2,0,0,20,5,25,0,0,17,0,48,31,17,7,6,1
"Fabio Quagliarella","Sampdoria","ITA","FW",NA,39,1,2,0,0,36,6,16.7,0.03,0.17,16.5,0,23,19,4,3,3,0
"Federico Baschirotto","Lecce","ITA","DF",NA,25,0,3,0,0,21,6,28.6,0.14,0.5,11.8,0,20,15,5,1,1,0
"Federico Bonazzoli","Salernitana","ITA","FW","MF",25,1,3,0,0,32,7,21.9,0.06,0.29,18.9,1,26,20,6,3,3,0
"Federico Ceccherini","Hellas Verona","ITA","DF",NA,30,0,2,0,0,7,2,28.6,0.29,1,15,0,19,13,6,2,1,1
"Federico Chiesa","Juventus","ITA","DF","MF",24,5,7,0,0,26,3,11.5,0.08,0.67,18.9,1,41,26,15,6,5,1
"Federico Di Francesco","Lecce","ITA","FW","MF",28,2,4,0,0,39,16,41,0.05,0.13,17.4,1,49,29,20,5,2,3
"Federico Dimarco","Inter","ITA","DF",NA,24,3,7,0,0,49,15,30.6,0.08,0.27,20.7,7,103,64,39,8,6,2
"Federico Fazio","Salernitana","ARG","DF",NA,35,0,1,0,0,11,2,18.2,0.09,0.5,10.7,0,12,7,5,0,0,0
"Federico Gatti","Juventus","ITA","DF",NA,24,0,0,0,0,13,4,30.8,0,0,15.5,0,19,17,2,0,0,0
"Federico Marchetti","Spezia","ITA","GK",NA,39,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Felipe Anderson","Lazio","BRA","FW",NA,29,2,11,0,0,41,23,56.1,0.22,0.39,15.1,0,99,79,20,15,8,7
"Felix Afena-Gyan","Cremonese","GHA","FW","MF",19,0,0,0,0,21,2,9.5,0,0,18.7,0,15,10,5,1,0,1
"Festy Ebosele","Udinese","IRL","DF",NA,19,1,1,0,0,4,1,25,0,0,21.5,0,11,8,3,2,2,0
"Fikayo Tomori","Milan","ENG","DF",NA,24,1,2,0,0,9,4,44.4,0.11,0.25,14.1,0,23,19,4,2,2,0
"Filip Đuričić","Sampdoria","SRB","MF","FW",30,0,3,0,0,26,12,46.2,0.12,0.25,18.3,1,69,45,24,3,3,0
"Filip Kostić","Juventus","SRB","DF","FW",29,8,11,0,0,37,11,29.7,0.08,0.27,19.6,0,93,67,26,12,8,4
"Filippo Bandinelli","Empoli","ITA","MF",NA,27,0,2,0,0,24,7,29.2,0.08,0.29,23.4,0,61,51,10,2,2,0
"Filippo Missori","Roma","ITA","DF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Filippo Ranocchia","Monza","ITA","MF",NA,21,0,1,0,0,19,8,42.1,0.05,0.13,25.2,5,19,8,11,1,1,0
"Filippo Romagna","Sassuolo","ITA","DF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Filippo Terracciano","Hellas Verona","ITA","DF","MF",19,1,1,0,0,5,3,60,0,0,23.3,0,14,9,5,2,2,0
"Flavio Paoletti","Sampdoria","ITA","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,0,0
"Flavius Daniliuc","Salernitana","AUT","DF",NA,21,2,2,0,0,10,4,40,0,0,13.1,1,18,15,3,0,0,0
"Florian Thauvin","Udinese","FRA","FW","MF",29,0,0,0,0,10,3,30,0,0,22.3,0,24,13,11,1,1,0
"Fodé Ballo-Touré","Milan","SEN","DF",NA,25,0,1,0,0,5,3,60,0.2,0.33,11.4,0,8,4,4,1,0,1
"Francesco Acerbi","Inter","ITA","DF",NA,34,2,2,0,0,18,2,11.1,0,0,15.9,0,37,34,3,1,1,0
"Francesco Bardi","Bologna","ITA","GK",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Francesco Caputo","Empoli","ITA","FW",NA,34,4,9,2,2,19,5,26.3,0.05,0.2,14.8,0,23,17,6,1,1,0
"Francesco Caputo","Empoli","ITA","FW",NA,34,4,9,2,2,19,5,26.3,0.05,0.2,14.8,0,35,29,6,5,5,0
"Francesco Caputo","Empoli","ITA","FW",NA,34,4,9,2,2,40,15,37.5,0.08,0.2,12.7,0,23,17,6,1,1,0
"Francesco Caputo","Empoli","ITA","FW",NA,34,4,9,2,2,40,15,37.5,0.08,0.2,12.7,0,35,29,6,5,5,0
"Francesco Caputo","Sampdoria","ITA","FW",NA,34,0,1,0,0,19,5,26.3,0.05,0.2,14.8,0,23,17,6,1,1,0
"Francesco Caputo","Sampdoria","ITA","FW",NA,34,0,1,0,0,19,5,26.3,0.05,0.2,14.8,0,35,29,6,5,5,0
"Francesco Caputo","Sampdoria","ITA","FW",NA,34,0,1,0,0,40,15,37.5,0.08,0.2,12.7,0,23,17,6,1,1,0
"Francesco Caputo","Sampdoria","ITA","FW",NA,34,0,1,0,0,40,15,37.5,0.08,0.2,12.7,0,35,29,6,5,5,0
"Francesco Rossi","Atalanta","ITA","GK",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Franck Ribéry","Salernitana","FRA","MF",NA,39,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Franco Carboni","Monza","ITA","DF","FW",19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Frank Tsadjout","Cremonese","ITA","FW",NA,23,1,4,0,0,26,10,38.5,0.12,0.3,17.3,0,22,18,4,3,3,0
"Gabriel Strefezza","Lecce","BRA","FW","MF",25,4,12,3,2,68,18,26.5,0.09,0.33,21.4,4,101,77,24,8,8,0
"Gaetano Castrovilli","Fiorentina","ITA","MF",NA,25,1,3,0,0,18,8,44.4,0.11,0.25,17.7,1,18,12,6,1,1,0
"Gary Medel","Bologna","CHI","MF","DF",34,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,23,20,3,2,2,0
"Georginio Wijnaldum","Roma","NED","MF",NA,31,0,2,0,0,20,4,20,0.1,0.5,15.2,0,20,15,5,4,2,2
"Gerard Deulofeu","Udinese","ESP","FW",NA,28,6,8,0,0,44,12,27.3,0.05,0.17,17.4,10,82,54,28,9,7,2
"Gerard Yepes","Sampdoria","ESP","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Giacomo Bonaventura","Fiorentina","ITA","MF",NA,32,1,6,0,0,49,14,28.6,0.1,0.36,19.6,2,78,51,27,8,6,2
"Giacomo Quagliata","Cremonese","ITA","DF",NA,22,1,1,0,0,9,1,11.1,0,0,19.9,1,28,16,12,2,1,1
"Giacomo Raspadori","Sassuolo","ITA","FW",NA,22,0,0,0,0,41,16,39,0.05,0.13,17.1,3,43,27,16,3,2,1
"Giacomo Raspadori","Sassuolo","ITA","FW",NA,22,0,0,0,0,41,16,39,0.05,0.13,17.1,3,0,0,0,0,0,0
"Giacomo Raspadori","Napoli","ITA","FW","MF",22,2,4,0,0,41,16,39,0.05,0.13,17.1,3,43,27,16,3,2,1
"Giacomo Raspadori","Napoli","ITA","FW","MF",22,2,4,0,0,41,16,39,0.05,0.13,17.1,3,0,0,0,0,0,0
"Gian Marco Ferrari","Sassuolo","ITA","DF",NA,30,0,1,0,0,8,1,12.5,0.13,1,10.6,0,21,19,2,2,2,0
"Giangiacomo Magnani","Hellas Verona","ITA","DF",NA,26,1,1,0,0,7,1,14.3,0,0,19.1,0,13,11,2,2,1,1
"Gianluca Caprari","Monza","ITA","MF","FW",29,2,7,1,1,50,13,26,0.08,0.31,20,1,78,59,19,11,8,3
"Gianluca Gaetano","Napoli","ITA","MF",NA,22,1,2,0,0,7,5,71.4,0.14,0.2,18.3,0,5,4,1,1,1,0
"Gianluca Mancini","Roma","ITA","DF",NA,26,2,3,0,0,22,5,22.7,0.05,0.2,13.1,0,37,30,7,3,2,1
"Gianluca Pegolo","Sassuolo","ITA","GK",NA,41,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Giorgio Scalvini","Atalanta","ITA","DF",NA,18,2,4,0,0,17,4,23.5,0.12,0.5,11.2,0,33,29,4,5,5,0
"Giorgos Kyriakopoulos","Bologna","GRE","DF","FW",26,2,2,0,0,7,3,42.9,0,0,19.5,0,20,13,7,3,2,1
"Giorgos Kyriakopoulos","Bologna","GRE","DF","FW",26,2,2,0,0,7,3,42.9,0,0,19.5,0,26,21,5,3,2,1
"Giorgos Kyriakopoulos","Bologna","GRE","DF","FW",26,2,2,0,0,13,4,30.8,0.08,0.25,15.4,0,20,13,7,3,2,1
"Giorgos Kyriakopoulos","Bologna","GRE","DF","FW",26,2,2,0,0,13,4,30.8,0.08,0.25,15.4,0,26,21,5,3,2,1
"Giorgos Kyriakopoulos","Sassuolo","GRE","FW","DF",26,1,2,0,0,7,3,42.9,0,0,19.5,0,20,13,7,3,2,1
"Giorgos Kyriakopoulos","Sassuolo","GRE","FW","DF",26,1,2,0,0,7,3,42.9,0,0,19.5,0,26,21,5,3,2,1
"Giorgos Kyriakopoulos","Sassuolo","GRE","FW","DF",26,1,2,0,0,13,4,30.8,0.08,0.25,15.4,0,20,13,7,3,2,1
"Giorgos Kyriakopoulos","Sassuolo","GRE","FW","DF",26,1,2,0,0,13,4,30.8,0.08,0.25,15.4,0,26,21,5,3,2,1
"Giovanni Di Lorenzo","Napoli","ITA","DF",NA,28,4,7,0,0,31,13,41.9,0.1,0.23,11.8,0,111,93,18,13,13,0
"Giovanni Simeone","Napoli","ARG","FW",NA,27,1,5,0,0,14,8,57.1,0.29,0.5,17.5,0,11,10,1,3,3,0
"Giulio Donati","Monza","ITA","DF",NA,32,0,1,0,0,2,1,50,0.5,1,19.2,0,4,2,2,0,0,0
"Giulio Maggiore","Salernitana","ITA","MF",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,14,11,3,1,1,0
"Giuseppe Pezzella","Lecce","ITA","DF",NA,24,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,17,14,3,3,3,0
"Gleison Bremer","Juventus","BRA","DF",NA,25,1,5,0,0,32,7,21.9,0.13,0.57,9.3,0,27,21,6,1,0,1
"Gonzalo Escalante","Cremonese","ARG","MF",NA,29,1,1,0,0,6,1,16.7,0,0,17.9,0,10,8,2,0,0,0
"Gonzalo Villar","Sampdoria","ESP","MF",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,9,7,2,0,0,0
"Grégoire Defrel","Sassuolo","MTQ","FW",NA,31,1,3,0,0,16,10,62.5,0.13,0.2,11.8,0,16,14,2,1,1,0
"Grigoris Kastanos","Salernitana","CYP","MF","DF",24,1,3,0,0,30,9,30,0.07,0.22,22.2,0,36,25,11,5,1,4
"Guglielmo Vicario","Empoli","ITA","GK",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,6,0,0,0,0
"Guillermo Ochoa","Salernitana","MEX","GK",NA,37,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,2,2,0
"Gvidas Gineitis","Torino","LTU","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Hakan Çalhanoğlu","Inter","TUR","MF",NA,28,6,9,1,1,55,16,29.1,0.04,0.13,26.5,10,131,75,56,11,8,3
"Hamed Junior Traorè","Sassuolo","CIV","MF","FW",22,3,3,0,0,8,4,50,0,0,20.1,2,26,21,5,6,4,2
"Hans Hateboer","Atalanta","NED","DF",NA,28,1,2,0,0,12,4,33.3,0.08,0.25,10.5,0,22,19,3,1,1,0
"Hans Nicolussi Caviglia","Salernitana","ITA","MF",NA,22,0,1,0,0,5,1,20,0.2,1,23.4,0,9,7,2,0,0,0
"Harry Winks","Sampdoria","ENG","MF",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,36,24,12,1,1,0
"Henrikh Mkhitaryan","Inter","ARM","MF",NA,33,2,5,0,0,35,6,17.1,0.09,0.5,19.9,0,80,61,19,8,7,1
"Herculano Nabian","Empoli","POR","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Hirving Lozano","Napoli","MEX","FW",NA,27,3,6,1,1,41,13,31.7,0.05,0.15,18.5,0,68,52,16,8,7,1
"Ibrahim Sulemana","Hellas Verona","GHA","MF",NA,19,0,0,0,0,9,3,33.3,0,0,24.4,0,13,11,2,0,0,0
"Ignacio Pussetto","Sampdoria","ARG","MF","DF",26,0,0,0,0,2,2,100,0,0,14.2,0,2,2,0,0,0,0
"Igor","Fiorentina","BRA","DF",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,19,16,3,1,1,0
"Ilija Nestorovski","Udinese","MKD","FW","MF",32,1,3,0,0,14,4,28.6,0.14,0.5,15.2,0,7,3,4,2,1,1
"Ionuț Radu","Cremonese","ROU","GK",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,0,0,0
"Isaac Success","Udinese","NGA","FW",NA,26,6,7,0,0,35,5,14.3,0.03,0.2,16.3,0,81,57,24,10,7,3
"Isak Hien","Hellas Verona","SWE","DF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18,15,3,0,0,0
"Ismaël Bennacer","Milan","ALG","MF",NA,24,2,4,0,0,16,3,18.8,0.13,0.67,25,3,87,59,28,4,1,3
"Ivan Ilić","Torino","SRB","MF",NA,21,2,4,0,0,9,2,22.2,0,0,21.6,0,28,14,14,2,1,1
"Ivan Ilić","Torino","SRB","MF",NA,21,2,4,0,0,9,2,22.2,0,0,21.6,0,35,28,7,5,4,1
"Ivan Ilić","Torino","SRB","MF",NA,21,2,4,0,0,5,2,40,0.4,1,27.2,0,28,14,14,2,1,1
"Ivan Ilić","Torino","SRB","MF",NA,21,2,4,0,0,5,2,40,0.4,1,27.2,0,35,28,7,5,4,1
"Ivan Ilić","Hellas Verona","SRB","MF",NA,21,1,1,0,0,9,2,22.2,0,0,21.6,0,28,14,14,2,1,1
"Ivan Ilić","Hellas Verona","SRB","MF",NA,21,1,1,0,0,9,2,22.2,0,0,21.6,0,35,28,7,5,4,1
"Ivan Ilić","Hellas Verona","SRB","MF",NA,21,1,1,0,0,5,2,40,0.4,1,27.2,0,28,14,14,2,1,1
"Ivan Ilić","Hellas Verona","SRB","MF",NA,21,1,1,0,0,5,2,40,0.4,1,27.2,0,35,28,7,5,4,1
"Ivan Provedel","Lazio","ITA","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,7,0,1,1,0
"Ivan Radovanović","Salernitana","SRB","MF","DF",33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0
"Jack Hendry","Cremonese","SCO","DF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,0,1,1,0
"Jacopo Fazzini","Empoli","ITA","MF",NA,19,0,0,0,0,14,1,7.1,0,0,20.5,1,24,16,8,1,0,1
"Jacopo Sala","Spezia","ITA","MF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0
"Jacopo Segre","Torino","ITA","DF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Jaime Báez","Cremonese","URU","DF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,2,3,0,0,0
"Jaka Bijol","Udinese","SVN","DF",NA,23,2,5,0,0,20,7,35,0.15,0.43,9.5,0,21,17,4,3,3,0
"Jakub Kiwior","Spezia","POL","DF",NA,22,0,0,0,0,10,2,20,0,0,16.6,1,15,9,6,1,1,0
"James Abankwah","Udinese","IRL","DF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Janis Antiste","Sassuolo","FRA","FW",NA,19,0,1,0,0,1,1,100,1,1,17.3,0,0,0,0,0,0,0
"Jayden Braaf","Hellas Verona","NED","MF","FW",19,0,0,0,0,9,3,33.3,0,0,16.8,0,10,6,4,0,0,0
"Jean-Daniel Akpa-Akpro","Empoli","CIV","MF","FW",29,1,2,0,0,14,5,35.7,0.07,0.2,19.5,0,28,18,10,5,3,2
"Jean-Victor Makengo","Udinese","FRA","MF",NA,24,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,13,11,2,1,1,0
"Jeison Murillo","Sampdoria","COL","DF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,9,6,3,0,0,0
"Jerdy Schouten","Bologna","NED","MF",NA,25,2,2,0,0,8,2,25,0,0,18,0,56,53,3,6,6,0
"Jeremie Boga","Atalanta","CIV","MF","FW",25,5,7,0,0,13,3,23.1,0.15,0.67,20.2,2,57,33,24,8,7,1
"Jeremy Toljan","Sassuolo","GER","DF",NA,27,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,42,41,1,3,3,0
"Jeroen Zoet","Spezia","NED","GK",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Jesé","Sampdoria","ESP","FW",NA,29,1,2,0,0,3,2,66.7,0.33,0.5,20.4,0,7,5,2,2,2,0
"Jhon Lucumí","Bologna","COL","DF",NA,24,1,1,0,0,11,2,18.2,0,0,14.5,0,30,25,5,6,5,1
"Joakim Mæhle","Atalanta","DEN","DF","MF",25,3,6,0,0,26,6,23.1,0.12,0.5,18.5,0,81,68,13,6,4,2
"Joan Gonzàlez","Lecce","ESP","MF",NA,20,3,4,0,0,17,4,23.5,0.06,0.25,16.4,0,40,31,9,3,2,1
"João Moutinho","Spezia","POR","DF","FW",24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Joaquín Correa","Inter","ARG","FW",NA,27,1,4,0,0,22,8,36.4,0.14,0.38,13.6,0,37,27,10,3,3,0
"Joaquin Sosa","Bologna","URU","DF",NA,20,0,0,0,0,3,1,33.3,0,0,34.8,0,3,3,0,0,0,0
"Joel Voelkerling Persson","Lecce","SWE","FW","MF",19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Johan Vásquez","Cremonese","MEX","DF",NA,23,0,1,0,0,12,1,8.3,0.08,1,12.3,0,20,17,3,1,1,0
"Jonathan Ikone","Fiorentina","FRA","FW",NA,24,4,8,0,0,51,9,17.6,0.08,0.44,16.6,0,67,50,17,14,9,5
"Jordan Majchrzak","Roma","POL","FW",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"José Luis Palomino","Atalanta","ARG","DF",NA,32,0,1,0,0,6,3,50,0.17,0.33,12.6,0,9,7,2,2,1,1
"Josh Doig","Hellas Verona","SCO","DF",NA,20,3,5,0,0,18,6,33.3,0.11,0.33,16.1,0,35,23,12,7,5,2
"Joshua Zirkzee","Bologna","NED","FW",NA,21,2,4,0,0,29,8,27.6,0.07,0.25,16.3,0,36,23,13,4,4,0
"Josip Brekalo","Fiorentina","CRO","FW","MF",24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,16,10,6,0,0,0
"Juan Cuadrado","Juventus","COL","DF","FW",34,3,4,0,0,32,10,31.3,0.03,0.1,21,6,78,43,35,6,2,4
"Juan David Cabal","Hellas Verona","COL","DF",NA,21,0,0,0,0,1,1,100,0,0,32.6,0,8,7,1,0,0,0
"Juan Jesus","Napoli","BRA","DF",NA,31,0,1,0,0,5,1,20,0.2,1,17.3,0,13,10,3,1,1,0
"Juan Musso","Atalanta","ARG","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Julian Kristoffersen","Salernitana","NOR","FW",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Julius Beck","Spezia","DEN","MF",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Junior Messias","Milan","BRA","FW","DF",31,2,7,0,0,32,11,34.4,0.16,0.45,18.7,1,46,29,17,7,5,2
"Junior Sambia","Salernitana","FRA","DF",NA,25,1,1,0,0,13,5,38.5,0,0,24.1,5,22,17,5,1,1,0
"Kaan Ayhan","Sassuolo","TUR","DF",NA,27,0,0,0,0,1,1,100,0,0,37.5,0,5,5,0,0,0,0
"Karim Zedadka","Napoli","FRA","FW",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Karol Linetty","Torino","POL","MF",NA,27,0,1,0,0,16,4,25,0.06,0.25,20.9,0,41,32,9,1,1,0
"Kastriot Dermaku","Lecce","ALB","DF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Kelvin Amian","Spezia","FRA","DF",NA,24,1,1,0,0,26,7,26.9,0,0,16.7,1,45,34,11,3,1,2
"Kevin Agudelo","Spezia","COL","MF","FW",23,1,1,0,0,28,7,25,0,0,21.4,0,59,41,18,3,2,1
"Kevin Bonifazi","Bologna","ITA","DF",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,9,9,0,0,0,0
"Kevin Lasagna","Hellas Verona","ITA","FW","MF",29,2,3,0,0,52,11,21.2,0.02,0.09,18.2,0,39,25,14,3,1,2
"Khvicha Kvaratskhelia","Napoli","GEO","FW",NA,21,10,22,2,2,83,30,36.1,0.12,0.33,19.1,3,136,90,46,24,10,14
"Kim Min-jae","Napoli","KOR","DF",NA,25,2,4,0,0,8,3,37.5,0.25,0.67,6.6,0,37,34,3,3,2,1
"Kingsley Ehizibue","Udinese","NED","DF",NA,27,0,2,0,0,13,6,46.2,0.15,0.33,15.1,0,31,22,9,3,2,1
"Koffi Djidji","Torino","CIV","DF",NA,29,0,1,0,0,8,4,50,0.13,0.25,12.2,0,18,16,2,1,1,0
"Koni De Winter","Empoli","BEL","DF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0
"Koray Günter","Hellas Verona","GER","DF",NA,27,0,1,0,0,9,1,11.1,0.11,1,14.2,0,13,10,3,1,0,1
"Koray Günter","Hellas Verona","GER","DF",NA,27,0,1,0,0,9,1,11.1,0.11,1,14.2,0,3,3,0,0,0,0
"Koray Günter","Sampdoria","GER","DF",NA,27,0,0,0,0,9,1,11.1,0.11,1,14.2,0,13,10,3,1,0,1
"Koray Günter","Sampdoria","GER","DF",NA,27,0,0,0,0,9,1,11.1,0.11,1,14.2,0,3,3,0,0,0,0
"Kristian Thorstvedt","Sassuolo","NOR","MF",NA,23,1,3,0,0,20,8,40,0.1,0.25,16.4,0,28,21,7,1,1,0
"Kristijan Bistrović","Lecce","CRO","MF",NA,24,0,0,0,0,8,1,12.5,0,0,24.4,4,10,3,7,0,0,0
"Kristjan Asllani","Inter","ALB","MF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,22,11,11,1,1,0
"Kristoffer Askildsen","Lecce","NOR","MF",NA,21,0,0,0,0,10,3,30,0,0,24,1,15,9,6,1,1,0
"Krzysztof Piątek","Salernitana","POL","FW",NA,27,5,9,1,1,57,19,33.3,0.05,0.16,15.5,1,53,36,17,10,6,4
"Lameck Banda","Lecce","ZAM","FW","MF",21,1,3,0,0,36,12,33.3,0.06,0.17,19,0,42,20,22,3,3,0
"Lassana Coulibaly","Salernitana","MLI","MF",NA,26,3,6,0,0,16,6,37.5,0.19,0.5,20.8,0,56,51,5,10,10,0
"Lautaro Martínez","Inter","ARG","FW",NA,24,6,27,2,1,125,51,40.8,0.16,0.39,15.1,0,94,65,29,16,9,7
"Lazar Samardzic","Udinese","SRB","MF",NA,20,4,9,0,0,50,18,36,0.1,0.28,25.7,7,98,54,44,10,4,6
"Leandro Paredes","Juventus","ARG","MF",NA,28,0,1,0,0,16,2,12.5,0.06,0.5,26.6,4,46,28,18,3,3,0
"Leandro Sanca","Spezia","GNB","FW","MF",22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Leo Skiri Østigård","Napoli","NOR","DF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Leonardo Bonucci","Juventus","ITA","DF",NA,35,0,1,1,0,4,1,25,0.25,1,12,0,9,7,2,1,0,1
"Leonardo Buta","Udinese","POR","DF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Leonardo Sernicola","Cremonese","ITA","DF",NA,25,2,4,0,0,25,5,20,0.08,0.4,21.3,0,55,40,15,4,3,1
"Leonardo Spinazzola","Roma","ITA","DF",NA,29,4,5,0,0,10,6,60,0.1,0.17,18.7,0,46,36,10,7,6,1
"Lewis Ferguson","Bologna","SCO","MF","FW",22,0,7,0,0,43,18,41.9,0.16,0.39,15.5,0,62,45,17,5,4,1
"Liam Henderson","Empoli","SCO","MF",NA,26,1,1,0,0,12,5,41.7,0,0,23.5,1,33,30,3,1,1,0
"Liberato Cacace","Empoli","NZL","DF",NA,21,0,0,0,0,7,1,14.3,0,0,19.7,0,23,13,10,1,0,1
"Lorenzo Colombo","Lecce","ITA","FW",NA,20,2,7,2,1,43,11,25.6,0.09,0.36,16.8,0,43,29,14,2,1,1
"Lorenzo De Silvestri","Bologna","ITA","DF",NA,34,0,1,0,0,5,3,60,0.2,0.33,12,0,11,11,0,0,0,0
"Lorenzo Malagrida","Sampdoria","ITA","MF","DF",18,0,0,0,0,2,2,100,0,0,13.3,0,2,2,0,0,0,0
"Lorenzo Montipò","Hellas Verona","ITA","GK",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,12,5,7,0,0,0
"Lorenzo Pellegrini","Roma","ITA","MF",NA,26,5,9,3,2,62,17,27.4,0.03,0.12,21.5,9,132,64,68,10,2,8
"Lorenzo Pirola","Salernitana","ITA","DF",NA,20,0,2,0,0,13,2,15.4,0.15,1,11.5,0,11,5,6,1,0,1
