"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Lorenzo Tonelli","Empoli","ITA","DF",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Lorenzo Venuti","Fiorentina","ITA","DF",NA,27,1,1,0,0,7,4,57.1,0,0,22.1,0,24,15,9,2,1,1
"Luca Caldirola","Monza","ITA","DF",NA,31,0,2,0,0,10,4,40,0.2,0.5,10.9,0,12,12,0,1,1,0
"Luca D'Andrea","Sassuolo","ITA","FW",NA,17,1,1,0,0,7,3,42.9,0,0,17,0,16,12,4,1,1,0
"Luca Marrone","Monza","ITA","DF",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Luca Pellegrini","Lazio","ITA","DF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,16,13,3,2,1,1
"Luca Ranieri","Fiorentina","ITA","DF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,0,0
"Luca Zanimacchia","Cremonese","ITA","MF","FW",24,0,0,0,0,19,4,21.1,0,0,19.9,2,33,19,14,0,0,0
"Lucas Martínez Quarta","Fiorentina","ARG","DF",NA,26,1,2,0,0,27,10,37,0.04,0.1,13.9,0,28,21,7,2,2,0
"Luigi Sepe","Salernitana","ITA","GK",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Luis Alberto","Lazio","ESP","MF",NA,29,7,13,2,1,45,17,37.8,0.11,0.29,23.2,4,115,80,35,15,13,2
"Luís Maximiano","Lazio","POR","GK",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Luis Muriel","Atalanta","COL","FW","MF",31,3,6,1,1,33,8,24.2,0.06,0.25,20.6,4,67,43,24,6,5,1
"Luka Jović","Fiorentina","SRB","FW","MF",24,3,9,1,0,56,19,33.9,0.11,0.32,13.3,0,48,33,15,4,3,1
"Luka Lochoshvili","Cremonese","GEO","DF",NA,24,2,3,0,0,8,2,25,0.13,0.5,16.3,0,14,10,4,2,1,1
"Luka Romero","Lazio","ARG","FW",NA,17,0,1,0,0,5,1,20,0.2,1,15.7,0,4,4,0,0,0,0
"Lukáš Vorlický","Atalanta","CZE","MF","FW",20,0,0,0,0,1,1,100,0,0,24.1,0,1,1,0,0,0,0
"Łukasz Skorupski","Bologna","POL","GK",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,1,3,0,0,0
"M'Bala Nzola","Spezia","ANG","FW",NA,25,2,15,3,3,60,20,33.3,0.17,0.5,14.9,0,67,52,15,7,3,4
"Malick Thiaw","Milan","GER","DF",NA,20,0,0,0,0,8,3,37.5,0,0,10.9,0,15,14,1,0,0,0
"Manolo Gabbiadini","Sampdoria","ITA","FW","MF",30,2,9,0,0,72,28,38.9,0.1,0.25,19.3,6,62,39,23,4,2,2
"Manuel De Luca","Sampdoria","ITA","FW","MF",24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Manuel Lazzari","Lazio","ITA","DF",NA,28,0,0,0,0,6,2,33.3,0,0,17.7,0,29,24,5,4,4,0
"Manuel Locatelli","Juventus","ITA","MF",NA,24,2,2,0,0,29,12,41.4,0,0,23.9,0,56,46,10,7,5,2
"Marash Kumbulla","Roma","ALB","DF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Marcelo Brozović","Inter","CRO","MF",NA,29,5,8,0,0,25,7,28,0.12,0.43,21.1,1,58,42,16,8,8,0
"Marcin Listkowski","Lecce","POL","MF","FW",24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Marco Benassi","Fiorentina","ITA","DF",NA,27,0,0,0,0,19,8,42.1,0,0,19.9,0,19,9,10,1,1,0
"Marco Benassi","Fiorentina","ITA","DF",NA,27,0,0,0,0,19,8,42.1,0,0,19.9,0,1,1,0,0,0,0
"Marco Benassi","Cremonese","ITA","MF",NA,27,0,0,0,0,19,8,42.1,0,0,19.9,0,19,9,10,1,1,0
"Marco Benassi","Cremonese","ITA","MF",NA,27,0,0,0,0,19,8,42.1,0,0,19.9,0,1,1,0,0,0,0
"Marco Bertini","Lazio","ITA","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Marco Carnesecchi","Cremonese","ITA","GK",NA,22,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,9,6,3,2,1,1
"Marco D'Alessandro","Monza","ITA","DF","FW",31,0,0,0,0,4,1,25,0,0,16.1,0,8,7,1,1,1,0
"Marco Silvestri","Udinese","ITA","GK",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,7,1,0,0,0
"Marco Sportiello","Atalanta","ITA","GK",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,2,2,0,0,0
"Marcos Antônio","Lazio","BRA","MF",NA,22,1,2,0,0,3,1,33.3,0.33,1,18.3,0,9,7,2,3,2,1
"Marin Pongračić","Lecce","CRO","DF",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,4,2,0,0,0
"Mario Gila","Lazio","ESP","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Mario Pašalić","Atalanta","CRO","MF","FW",27,2,7,0,0,32,8,25,0.16,0.63,12.1,0,51,46,5,6,5,1
"Mário Rui","Napoli","POR","DF",NA,31,6,6,0,0,11,4,36.4,0,0,21.9,2,87,63,24,13,11,2
"Marios Oikonomou","Sampdoria","GRE","DF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Marko Arnautović","Bologna","AUT","FW",NA,33,0,10,3,3,28,15,53.6,0.25,0.47,15.5,0,44,36,8,5,3,2
"Marko Lazetić","Milan","SRB","FW",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Marko Pjaca","Empoli","CRO","MF","FW",27,0,0,0,0,15,2,13.3,0,0,19.5,0,27,17,10,1,1,0
"Marlon","Monza","BRA","DF",NA,26,0,0,0,0,5,1,20,0,0,11,0,7,6,1,0,0,0
"Marten de Roon","Atalanta","NED","MF",NA,31,1,4,0,0,19,5,26.3,0.16,0.6,20.6,0,51,45,6,2,2,0
"Martin Erlic","Sassuolo","CRO","DF",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,8,2,0,0,0
"Martin Hongla","Hellas Verona","CMR","MF",NA,24,0,0,0,0,5,2,40,0,0,28.1,0,11,9,2,1,1,0
"Martin Satriano","Empoli","URU","FW",NA,21,1,3,0,0,38,10,26.3,0.05,0.2,15.3,0,32,19,13,3,2,1
"Martin Turk","Sampdoria","SVN","GK",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Marvin Zeegelaar","Udinese","NED","DF",NA,31,0,1,0,0,3,1,33.3,0.33,1,11.7,0,5,5,0,0,0,0
"Matheus Henrique","Sassuolo","BRA","MF",NA,24,1,5,0,0,25,12,48,0.16,0.33,16.9,0,62,53,9,5,4,1
"Mathías Olivera","Napoli","URU","DF",NA,24,2,4,0,0,9,4,44.4,0.22,0.5,12.8,0,43,37,6,3,3,0
"Matìas Soulé","Juventus","ARG","MF","FW",19,0,1,0,0,10,5,50,0.1,0.2,16.7,0,19,11,8,0,0,0
"Matías Vecino","Lazio","URU","MF",NA,30,0,2,0,0,26,5,19.2,0.08,0.4,18.5,0,29,27,2,3,3,0
"Matías Viña","Roma","URU","DF",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,0
"Mato Jajalo","Udinese","BIH","MF",NA,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Matteo Bianchetti","Cremonese","ITA","DF",NA,29,0,1,0,0,7,4,57.1,0.14,0.25,10.9,0,16,11,5,0,0,0
"Matteo Cancellieri","Lazio","ITA","FW",NA,20,0,0,0,0,6,1,16.7,0,0,17.8,0,8,4,4,0,0,0
"Matteo Darmian","Inter","ITA","DF",NA,32,2,3,0,0,7,1,14.3,0.14,1,20.5,0,39,33,6,4,3,1
"Matteo Gabbia","Milan","ITA","DF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,0,0
"Matteo Lovato","Salernitana","ITA","DF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Matteo Pessina","Monza","ITA","MF",NA,25,3,8,3,3,25,6,24,0.08,0.33,19.2,0,69,57,12,11,9,2
"Matteo Politano","Napoli","ITA","FW",NA,28,3,6,3,2,30,6,20,0.03,0.17,20.7,1,71,45,26,4,3,1
"Matteo Ruggeri","Atalanta","ITA","DF","MF",20,1,1,0,0,10,1,10,0,0,16.7,0,17,17,0,1,1,0
"Mattia Caldara","Spezia","ITA","DF",NA,28,0,0,0,0,11,4,36.4,0,0,10.5,0,7,7,0,1,1,0
"Mattia De Sciglio","Juventus","ITA","DF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,15,14,1,1,1,0
"Mattia Destro","Empoli","ITA","FW","MF",31,0,1,0,0,20,7,35,0.05,0.14,14.8,0,11,5,6,1,1,0
"Mattia Perin","Juventus","ITA","GK",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Mattia Valoti","Monza","ITA","MF","FW",28,0,0,0,0,2,1,50,0,0,9,0,7,4,3,0,0,0
"Mattia Zaccagni","Lazio","ITA","FW",NA,27,6,16,1,1,56,23,41.1,0.16,0.39,16.7,1,87,63,24,11,8,3
"Mattia Zanotti","Inter","ITA","DF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Maxime Lopez","Sassuolo","FRA","MF",NA,24,0,0,0,0,16,5,31.3,0,0,22.7,0,73,64,9,4,3,1
"Mehdi Bourabia","Spezia","MAR","MF",NA,30,3,4,0,0,33,5,15.2,0.03,0.2,24.3,1,80,59,21,7,6,1
"Mehdi Léris","Sampdoria","ALG","MF","DF",24,1,2,0,0,30,12,40,0.03,0.08,12.8,0,50,40,10,4,1,3
"Mërgim Vojvoda","Torino","KVX","DF",NA,27,5,5,0,0,23,6,26.1,0,0,17.3,0,62,46,16,9,7,2
"Merih Demiral","Atalanta","TUR","DF",NA,24,0,1,0,0,6,1,16.7,0.17,1,13.7,0,4,4,0,0,0,0
"Mert Müldür","Sassuolo","TUR","FW","DF",23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Michel Aebischer","Bologna","SUI","FW","MF",25,0,1,0,0,15,2,13.3,0.07,0.5,17.1,1,35,25,10,3,1,2
"Michel Ndary Adopo","Torino","FRA","MF","DF",22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,0,0
"Michele Castagnetti","Cremonese","ITA","MF",NA,32,1,1,0,0,12,1,8.3,0,0,26.6,2,57,45,12,3,3,0
"Michele Cerofolini","Fiorentina","ITA","GK",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Michele Di Gregorio","Monza","ITA","GK",NA,25,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,1,1,0
"Mickaël Cuisance","Sampdoria","FRA","MF",NA,22,0,0,0,0,10,2,20,0,0,21.5,1,12,8,4,0,0,0
"Miguel Veloso","Hellas Verona","POR","MF",NA,36,0,0,0,0,16,2,12.5,0,0,23.3,2,36,20,16,2,2,0
"Mihailo Ivanović","Sampdoria","SRB","FW",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Mikael Ellertsson","Spezia","ISL","MF","DF",20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,2,3,0,0,0
"Mike Maignan","Milan","FRA","GK",NA,27,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,1,1,0
"Milan Đurić","Hellas Verona","BIH","FW",NA,32,1,2,0,0,16,5,31.3,0.06,0.2,10.7,0,36,31,5,2,2,0
"Milan Škriniar","Inter","SVK","DF",NA,27,0,0,0,0,9,2,22.2,0,0,13,0,11,11,0,0,0,0
"Mile Svilar","Roma","SRB","GK",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Mohamed Camara","Roma","GUI","MF",NA,25,0,0,0,0,11,1,9.1,0,0,23.6,1,12,6,6,0,0,0
"Moise Kean","Juventus","ITA","FW",NA,22,0,6,0,0,38,14,36.8,0.16,0.43,14.4,0,31,21,10,2,2,0
"Morten Hjulmand","Lecce","DEN","MF",NA,23,4,4,0,0,17,4,23.5,0,0,26.2,0,60,53,7,6,6,0
"Mouhamadou Sarr","Cremonese","SEN","GK",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Musa Barrow","Bologna","GAM","FW","MF",23,8,11,0,0,65,16,24.6,0.05,0.19,23.2,1,71,44,27,10,7,3
"Nadir Zortea","Atalanta","ITA","DF","MF",23,0,1,0,0,4,3,75,0.25,0.33,20.4,0,14,12,2,2,2,0
"Nadir Zortea","Atalanta","ITA","DF","MF",23,0,1,0,0,4,3,75,0.25,0.33,20.4,0,8,5,3,1,1,0
"Nadir Zortea","Atalanta","ITA","DF","MF",23,0,1,0,0,5,2,40,0,0,23.8,0,14,12,2,2,2,0
"Nadir Zortea","Atalanta","ITA","DF","MF",23,0,1,0,0,5,2,40,0,0,23.8,0,8,5,3,1,1,0
"Nadir Zortea","Sassuolo","ITA","DF",NA,23,1,1,0,0,4,3,75,0.25,0.33,20.4,0,14,12,2,2,2,0
"Nadir Zortea","Sassuolo","ITA","DF",NA,23,1,1,0,0,4,3,75,0.25,0.33,20.4,0,8,5,3,1,1,0
"Nadir Zortea","Sassuolo","ITA","DF",NA,23,1,1,0,0,5,2,40,0,0,23.8,0,14,12,2,2,2,0
"Nadir Zortea","Sassuolo","ITA","DF",NA,23,1,1,0,0,5,2,40,0,0,23.8,0,8,5,3,1,1,0
"Nedim Bajrami","Empoli","ALB","MF","FW",23,1,2,0,0,21,7,33.3,0.05,0.14,24.1,6,34,21,13,2,1,1
"Nedim Bajrami","Empoli","ALB","MF","FW",23,1,2,0,0,21,7,33.3,0.05,0.14,24.1,6,39,27,12,4,2,2
"Nedim Bajrami","Empoli","ALB","MF","FW",23,1,2,0,0,23,8,34.8,0.04,0.13,20.7,4,34,21,13,2,1,1
"Nedim Bajrami","Empoli","ALB","MF","FW",23,1,2,0,0,23,8,34.8,0.04,0.13,20.7,4,39,27,12,4,2,2
"Nedim Bajrami","Sassuolo","ALB","FW","MF",23,0,1,0,0,21,7,33.3,0.05,0.14,24.1,6,34,21,13,2,1,1
"Nedim Bajrami","Sassuolo","ALB","FW","MF",23,0,1,0,0,21,7,33.3,0.05,0.14,24.1,6,39,27,12,4,2,2
"Nedim Bajrami","Sassuolo","ALB","FW","MF",23,0,1,0,0,23,8,34.8,0.04,0.13,20.7,4,34,21,13,2,1,1
"Nedim Bajrami","Sassuolo","ALB","FW","MF",23,0,1,0,0,23,8,34.8,0.04,0.13,20.7,4,39,27,12,4,2,2
"Nehuén Pérez","Udinese","ARG","DF",NA,22,0,2,0,0,16,8,50,0.13,0.25,18.9,0,28,24,4,1,1,0
"Nemanja Matić","Roma","SRB","MF",NA,33,2,4,0,0,11,4,36.4,0.18,0.5,16.3,0,52,46,6,7,5,2
"Nemanja Radonjić","Torino","SRB","MF","FW",26,2,4,0,0,52,17,32.7,0.04,0.12,17.5,0,49,28,21,6,5,1
"Niccolò Pisilli","Roma","ITA","MF",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Nicola Murru","Sampdoria","ITA","DF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,3,2,1,0,1
"Nicola Ravaglia","Sampdoria","ITA","GK",NA,33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Nicola Sansone","Bologna","ITA","FW",NA,30,2,6,0,0,22,8,36.4,0.18,0.5,18,2,31,19,12,7,3,4
"Nicola Zalewski","Roma","POL","DF",NA,20,1,3,0,0,29,9,31,0.07,0.22,23.1,1,62,35,27,7,4,3
"Nicolás Domínguez","Bologna","ARG","MF",NA,24,2,5,0,0,42,17,40.5,0.07,0.18,22.5,0,71,61,10,5,5,0
"Nicolás González","Fiorentina","ARG","FW","MF",24,1,7,2,2,58,17,29.3,0.07,0.24,17.4,1,62,40,22,3,2,1
"Nicolas Haas","Empoli","SUI","MF",NA,26,1,2,0,0,8,3,37.5,0.13,0.33,16.5,0,19,17,2,1,0,1
"Nicolò Barella","Inter","ITA","MF",NA,25,6,12,0,0,33,13,39.4,0.18,0.46,20.6,1,121,103,18,13,11,2
"Nicolò Cambiaghi","Empoli","ITA","FW","MF",21,1,7,0,0,36,14,38.9,0.17,0.43,18.1,0,53,31,22,7,1,6
"Nicolò Casale","Lazio","ITA","DF",NA,24,1,2,0,0,8,2,25,0.13,0.5,10.9,0,12,10,2,4,3,1
"Nicolò Cocetta","Udinese","ITA","DF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Nicolò Fagioli","Juventus","ITA","MF",NA,21,3,6,0,0,13,8,61.5,0.23,0.38,19.7,0,39,25,14,7,4,3
"Nicolò Rovella","Juventus","ITA","MF",NA,20,0,0,0,0,21,6,28.6,0.05,0.17,25.5,1,0,0,0,0,0,0
"Nicolò Rovella","Juventus","ITA","MF",NA,20,0,0,0,0,21,6,28.6,0.05,0.17,25.5,1,53,41,12,7,5,2
"Nicolò Rovella","Monza","ITA","MF",NA,20,2,3,0,0,21,6,28.6,0.05,0.17,25.5,1,0,0,0,0,0,0
"Nicolò Rovella","Monza","ITA","MF",NA,20,2,3,0,0,21,6,28.6,0.05,0.17,25.5,1,53,41,12,7,5,2
"Nicolò Zaniolo","Roma","ITA","MF","FW",23,0,1,0,0,28,7,25,0.04,0.14,17.2,0,27,19,8,1,1,0
"Niklas Pyyhtiä","Bologna","FIN","MF",NA,18,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,0
"Nikola Milenković","Fiorentina","SRB","DF",NA,24,1,3,0,0,19,5,26.3,0.11,0.4,9.4,0,24,21,3,2,2,0
"Nikola Moro","Bologna","CRO","MF",NA,24,5,6,0,0,21,3,14.3,0.05,0.33,23.9,0,49,43,6,6,5,1
"Nikola Vlašić","Torino","CRO","MF","FW",24,6,11,0,0,53,21,39.6,0.09,0.24,18,1,115,96,19,8,7,1
"Norbert Gyömbér","Salernitana","SVK","DF",NA,30,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,11,8,3,3,2,1
"Ola Aina","Torino","NGA","DF",NA,25,1,2,0,0,8,3,37.5,0.13,0.33,15.2,0,27,21,6,3,2,1
"Ola Solbakken","Roma","NOR","MF","FW",23,2,3,0,0,9,1,11.1,0.11,1,17.1,1,16,10,6,2,2,0
"Oliver Abildgaard","Hellas Verona","DEN","MF",NA,26,0,0,0,0,3,2,66.7,0,0,14,0,9,8,1,0,0,0
"Olivier Giroud","Milan","FRA","FW",NA,35,5,18,3,3,77,29,37.7,0.13,0.34,12.7,6,50,39,11,6,3,3
"Omar Colley","Sampdoria","GAM","DF",NA,29,0,1,0,0,6,4,66.7,0.17,0.25,9,0,5,2,3,0,0,0
"Ondrej Duda","Hellas Verona","SVK","MF",NA,27,0,0,0,0,13,4,30.8,0,0,22.6,1,20,13,7,2,1,1
"Pablo Galdames Millán","Cremonese","CHI","MF",NA,25,2,3,0,0,7,4,57.1,0.14,0.25,23.3,1,16,10,6,2,1,1
"Pablo Marí","Monza","ESP","DF",NA,28,0,1,0,0,10,2,20,0.1,0.5,15.2,0,14,13,1,0,0,0
"Pablo Rodríguez","Lecce","ESP","FW","MF",20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Panagiotis Retsos","Hellas Verona","GRE","DF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Paolo Ghiglione","Cremonese","ITA","DF",NA,25,1,2,0,0,7,2,28.6,0.14,0.5,17,0,19,16,3,3,3,0
"Pasquale Mazzocchi","Salernitana","ITA","DF",NA,27,3,5,0,0,18,6,33.3,0.11,0.33,21,1,63,43,20,9,5,4
"Patric","Lazio","ESP","DF",NA,29,0,0,0,0,2,1,50,0,0,21.9,0,6,6,0,0,0,0
"Patrick Ciurria","Monza","ITA","DF","MF",27,5,11,0,0,50,23,46,0.12,0.26,20.2,0,67,42,25,4,3,1
"Paul Pogba","Juventus","FRA","MF","FW",29,0,0,0,0,5,2,40,0,0,18.5,0,8,3,5,1,0,1
"Paulo Dybala","Roma","ARG","MF","FW",28,6,18,5,5,60,18,30,0.12,0.39,20.7,3,104,48,56,8,4,4
"Paweł Dawidowicz","Hellas Verona","POL","DF",NA,27,1,2,0,0,11,2,18.2,0.09,0.5,10.7,0,16,13,3,1,0,1
"Pedro","Lazio","ESP","FW",NA,35,3,7,0,0,42,16,38.1,0.1,0.25,19.3,0,53,36,17,7,5,2
"Pedro Obiang","Sassuolo","EQG","MF",NA,30,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,11,9,2,1,1,0
"Pepín","Monza","EQG","MF",NA,25,2,2,0,0,10,3,30,0,0,23.2,1,23,22,1,3,3,0
"Perr Schuurs","Torino","NED","DF",NA,22,2,2,0,0,14,1,7.1,0,0,14.9,2,20,14,6,2,2,0
"Petar Stojanović","Empoli","SVN","DF",NA,26,1,1,0,0,10,2,20,0,0,25.1,1,49,34,15,3,3,0
"Petar Zovko","Spezia","BIH","GK",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Petko Hristov","Spezia","BUL","DF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,0,1
"Pierluigi Gollini","Fiorentina","ITA","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Pierluigi Gollini","Fiorentina","ITA","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Pierluigi Gollini","Napoli","ITA","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Pierluigi Gollini","Napoli","ITA","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Pierre Kalulu","Milan","FRA","DF",NA,22,0,1,0,0,11,2,18.2,0.09,0.5,10,0,33,28,5,3,2,1
"Pietro Ceccaroni","Lecce","ITA","DF",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Pietro Pellegri","Torino","ITA","FW",NA,21,0,2,0,0,10,5,50,0.2,0.4,12.5,0,8,7,1,2,1,1
"Pietro Terracciano","Fiorentina","ITA","GK",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,0,0
"Piotr Zieliński","Napoli","POL","MF",NA,28,8,11,0,0,53,19,35.8,0.06,0.16,22.4,6,135,85,50,12,8,4
"Przemysław Wiśniewski","Spezia","POL","DF",NA,24,0,1,0,0,6,3,50,0.17,0.33,9.8,0,6,4,2,1,0,1
"Rade Krunić","Milan","BIH","MF",NA,28,1,1,0,0,14,2,14.3,0,0,14.9,0,41,35,6,6,6,0
"Rafael Leão","Milan","POR","FW","MF",23,8,23,0,0,92,29,31.5,0.16,0.52,17.9,0,123,80,43,18,12,6
"Rafael Tolói","Atalanta","ITA","DF",NA,31,1,3,0,0,29,9,31,0.07,0.22,13.2,0,47,39,8,8,7,1
"Raimonds Krollis","Spezia","LVA","FW","DF",20,0,0,0,0,2,1,50,0,0,18.3,0,1,0,1,0,0,0
"Raoul Bellanova","Inter","ITA","DF",NA,22,0,0,0,0,4,1,25,0,0,8.1,0,7,3,4,0,0,0
"Rasmus Højlund","Atalanta","DEN","FW",NA,19,2,11,0,0,54,28,51.9,0.17,0.32,12.9,0,56,37,19,5,3,2
"Răzvan Marin","Empoli","ROU","MF",NA,26,4,6,0,0,33,8,24.2,0.06,0.25,27.6,10,92,54,38,4,1,3
"Remi Oudin","Lecce","FRA","FW","MF",25,0,3,0,0,38,13,34.2,0.08,0.23,22.6,3,61,23,38,4,3,1
"Ricardo Rodríguez","Torino","SUI","DF",NA,29,0,0,0,0,11,4,36.4,0,0,23.9,1,57,46,11,2,2,0
"Riccardo Marchizza","Sassuolo","ITA","DF",NA,24,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,8,7,1,2,2,0
"Riccardo Orsolini","Bologna","ITA","FW",NA,25,4,15,3,3,89,27,30.3,0.09,0.3,20.8,8,98,46,52,8,0,8
"Riccardo Saponara","Fiorentina","ITA","FW",NA,30,3,7,0,0,37,13,35.1,0.11,0.31,19.4,0,49,36,13,5,4,1
"Riccardo Sottil","Fiorentina","ITA","FW",NA,23,2,2,0,0,21,8,38.1,0,0,19.9,1,40,31,9,2,2,0
"Rick Karsdorp","Roma","NED","DF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,16,13,3,0,0,0
"Roberto Gagliardini","Inter","ITA","MF",NA,28,0,0,0,0,16,2,12.5,0,0,16.1,0,19,17,2,1,0,1
"Roberto Pereyra","Udinese","ARG","DF","MF",31,7,12,1,0,41,16,39,0.12,0.31,17,1,104,91,13,10,10,0
"Roberto Piccoli","Empoli","ITA","FW",NA,21,0,2,0,0,4,2,50,0,0,12.7,0,9,6,3,1,0,1
"Roberto Piccoli","Empoli","ITA","FW",NA,21,0,2,0,0,4,2,50,0,0,12.7,0,1,0,1,0,0,0
"Roberto Piccoli","Empoli","ITA","FW",NA,21,0,2,0,0,12,6,50,0.17,0.33,15.5,0,9,6,3,1,0,1
"Roberto Piccoli","Empoli","ITA","FW",NA,21,0,2,0,0,12,6,50,0.17,0.33,15.5,0,1,0,1,0,0,0
"Roberto Piccoli","Hellas Verona","ITA","FW",NA,21,0,0,0,0,4,2,50,0,0,12.7,0,9,6,3,1,0,1
"Roberto Piccoli","Hellas Verona","ITA","FW",NA,21,0,0,0,0,4,2,50,0,0,12.7,0,1,0,1,0,0,0
"Roberto Piccoli","Hellas Verona","ITA","FW",NA,21,0,0,0,0,12,6,50,0.17,0.33,15.5,0,9,6,3,1,0,1
"Roberto Piccoli","Hellas Verona","ITA","FW",NA,21,0,0,0,0,12,6,50,0.17,0.33,15.5,0,1,0,1,0,0,0
"Roberto Soriano","Bologna","ITA","FW","MF",31,3,4,0,0,13,2,15.4,0.08,0.5,20.3,0,45,35,10,3,2,1
"Robin Gosens","Inter","GER","DF",NA,28,0,3,0,0,26,5,19.2,0.12,0.6,12.7,0,41,35,6,2,2,0
"Rodrigo Becão","Udinese","BRA","DF",NA,26,1,3,0,0,19,5,26.3,0.11,0.4,12.1,0,29,20,9,1,1,0
"Roger Ibanez","Roma","BRA","DF",NA,23,0,3,0,0,29,10,34.5,0.1,0.3,12.3,0,27,15,12,2,1,1
"Rogério","Sassuolo","BRA","DF",NA,24,3,3,0,0,15,5,33.3,0,0,23.4,0,74,62,12,6,5,1
"Rolando Mandragora","Fiorentina","ITA","MF",NA,25,4,6,0,0,37,5,13.5,0.05,0.4,22.9,2,87,59,28,8,5,3
