"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Gabriel Veiga","Celta Vigo","ESP","MF","DF",18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,0,0,0
"Gastón Silva","Huesca","URU","DF",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,0,0,0
"Geoffrey Kondogbia","Atlético Madrid","CTA","MF",NA,27,0,0,0,0,4,2,50,0,0,33.7,1,5,4,1,1,1,0
"Geoffrey Kondogbia","Atlético Madrid","CTA","MF",NA,27,0,0,0,0,4,2,50,0,0,33.7,1,12,10,2,1,1,0
"Geoffrey Kondogbia","Atlético Madrid","CTA","MF",NA,27,0,0,0,0,5,2,40,0,0,22.8,0,5,4,1,1,1,0
"Geoffrey Kondogbia","Atlético Madrid","CTA","MF",NA,27,0,0,0,0,5,2,40,0,0,22.8,0,12,10,2,1,1,0
"Geoffrey Kondogbia","Valencia","CTA","MF",NA,27,0,0,0,0,4,2,50,0,0,33.7,1,5,4,1,1,1,0
"Geoffrey Kondogbia","Valencia","CTA","MF",NA,27,0,0,0,0,4,2,50,0,0,33.7,1,12,10,2,1,1,0
"Geoffrey Kondogbia","Valencia","CTA","MF",NA,27,0,0,0,0,5,2,40,0,0,22.8,0,5,4,1,1,1,0
"Geoffrey Kondogbia","Valencia","CTA","MF",NA,27,0,0,0,0,5,2,40,0,0,22.8,0,12,10,2,1,1,0
"Gerard Moreno","Villarreal","ESP","FW",NA,28,7,30,10,10,87,36,41.4,0.15,0.36,16.1,0,100,76,24,25,18,7
"Gerard Piqué","Barcelona","ESP","DF",NA,33,0,0,0,0,9,2,22.2,0,0,10.1,0,5,4,1,1,1,0
"Germán Sánchez","Granada","ESP","DF",NA,33,1,4,0,0,13,5,38.5,0.23,0.6,9.3,0,12,8,4,1,1,0
"Gerónimo Rulli","Villarreal","ARG","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Giorgi Kochorashvili","Levante","GEO","MF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Gonçalo Guedes","Valencia","POR","MF","FW",23,5,10,0,0,51,15,29.4,0.1,0.33,22,3,97,61,36,16,13,3
"Gonzalo Melero","Levante","ESP","MF","FW",26,1,8,0,0,27,9,33.3,0.26,0.78,15.5,0,49,37,12,4,2,2
"Gonzalo Verdú","Elche","ESP","DF",NA,31,2,2,0,0,11,4,36.4,0,0,12.6,2,15,11,4,3,3,0
"Guido Carrillo","Elche","ARG","FW",NA,29,2,5,0,0,26,7,26.9,0.12,0.43,13,0,15,14,1,2,2,0
"Guido Rodríguez","Betis","ARG","MF",NA,26,0,1,0,0,30,9,30,0.03,0.11,19.8,0,42,32,10,1,0,1
"Guillem Molina","Valencia","ESP","DF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Héctor Herrera","Atlético Madrid","MEX","MF",NA,30,1,1,0,0,7,1,14.3,0,0,19.6,0,16,11,5,2,0,2
"Helibelton Palacios","Elche","COL","DF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,11,6,5,1,1,0
"Hugo Duro","Real Madrid","ESP","FW",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Hugo Guillamón","Valencia","ESP","DF",NA,20,0,1,0,0,7,1,14.3,0.14,1,12.6,0,7,4,3,1,1,0
"Hugo Mallo","Celta Vigo","ESP","DF",NA,29,1,4,0,0,20,11,55,0.15,0.27,14.2,0,42,34,8,3,1,2
"Hugo Sotelo","Celta Vigo","ESP","MF",NA,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Iago Aspas","Celta Vigo","ESP","FW",NA,32,13,27,5,5,45,21,46.7,0.2,0.43,15.9,6,119,92,27,26,19,7
"Ibai Gómez","Athletic Club","ESP","MF",NA,30,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,12,9,3,2,1,1
"Idrissa Doumbia","Huesca","CIV","MF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,6,2,0,0,0
"Iglesias","Getafe","ESP","DF","MF",22,0,0,0,0,4,1,25,0,0,32.1,0,8,2,6,0,0,0
"Igor Zubeldia","Real Sociedad","ESP","DF",NA,23,1,2,0,0,9,3,33.3,0.11,0.33,16.6,0,10,9,1,1,1,0
"Iker Muniain","Athletic Club","ESP","MF","FW",27,3,8,0,0,23,9,39.1,0.22,0.56,13.9,1,84,54,30,12,5,7
"Ilaix Moriba","Barcelona","GUI","MF",NA,17,2,3,0,0,13,3,23.1,0.08,0.33,14.7,0,12,10,2,2,2,0
"Iñaki Williams","Athletic Club","GHA","FW",NA,26,6,12,1,1,52,16,30.8,0.1,0.31,15.2,0,62,42,20,9,8,1
"Iñigo Córdoba","Athletic Club","ESP","FW","MF",23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,4,3,0,0,0
"Iñigo Córdoba","Athletic Club","ESP","FW","MF",23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Iñigo Córdoba","Alavés","ESP","MF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,4,3,0,0,0
"Iñigo Córdoba","Alavés","ESP","MF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Iñigo Lekue","Athletic Club","ESP","DF",NA,27,0,0,0,0,2,1,50,0,0,25.9,0,16,13,3,0,0,0
"Iñigo Martínez","Athletic Club","ESP","DF",NA,29,0,1,0,0,18,7,38.9,0.06,0.14,19.3,1,20,16,4,0,0,0
"Iñigo Pérez","Osasuna","ESP","MF","DF",32,0,0,0,0,8,2,25,0,0,24.8,0,31,18,13,2,0,2
"Iñigo Vicente","Athletic Club","ESP","FW","MF",22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,6,2,0,0,0
"Isaac Carcelen","Cádiz","ESP","DF",NA,27,1,1,0,0,11,3,27.3,0,0,26.3,6,43,26,17,4,3,1
"Isco","Real Madrid","ESP","MF",NA,28,2,2,0,0,20,3,15,0,0,18.7,1,42,30,12,3,2,1
"Isma Ruiz","Granada","ESP","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Iván Alejo","Cádiz","ESP","MF","FW",25,1,2,0,0,13,4,30.8,0.08,0.25,17.9,1,21,17,4,2,1,1
"Iván Marcone","Elche","ARG","MF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,25,24,1,1,1,0
"Ivan Rakitić","Sevilla","CRO","MF",NA,32,2,6,2,2,38,8,21.1,0.05,0.25,19.8,2,55,48,7,3,3,0
"Ivan Šaponjić","Cádiz","SRB","FW",NA,22,0,1,1,1,10,5,50,0,0,11.1,0,11,5,6,0,0,0
"Iván Villar","Celta Vigo","ESP","GK",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Jaime Mata","Getafe","ESP","FW",NA,31,0,5,2,1,38,15,39.5,0.11,0.27,12.4,0,43,32,11,3,1,2
"Jaime Seoane","Huesca","ESP","MF",NA,23,1,2,0,0,24,9,37.5,0.04,0.11,21.8,0,44,34,10,2,2,0
"Jairo Izquierdo","Cádiz","ESP","MF","DF",26,0,1,0,0,10,3,30,0.1,0.33,21.7,0,18,13,5,0,0,0
"Jan Oblak","Atlético Madrid","SVN","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,4,2,1,1,0
"Jason","Valencia","ESP","MF","DF",26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,12,11,1,1,1,0
"Jasper Cillessen","Valencia","NED","GK",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0
"Jaume Costa","Villarreal","ESP","DF","MF",32,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,9,7,2,1,1,0
"Jaume Doménech","Valencia","ESP","GK",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,1,1,0
"Javi Galán","Huesca","ESP","DF",NA,25,2,3,0,0,9,1,11.1,0.11,1,25.7,0,80,59,21,6,3,3
"Javi López","Alavés","ESP","DF","MF",18,0,0,0,0,1,1,100,0,0,15.6,0,6,6,0,0,0,0
"Javi Martínez","Osasuna","ESP","MF","FW",20,1,2,0,0,3,1,33.3,0.33,1,15.8,0,14,11,3,1,1,0
"Javi Moyano","Valladolid","ESP","DF",NA,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Javi Sánchez","Valladolid","ESP","DF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0
"Javier Ontiveros","Huesca","ESP","FW","MF",22,1,3,1,1,35,9,25.7,0.03,0.11,24.6,4,46,25,21,1,0,1
"Jawad El Yamiq","Valladolid","MAR","DF",NA,28,1,1,0,0,8,2,25,0,0,18,0,10,7,3,0,0,0
"Jeison Lucumí","Elche","COL","MF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Jeison Murillo","Celta Vigo","COL","DF",NA,28,0,2,0,0,9,3,33.3,0.22,0.67,10.8,0,13,12,1,0,0,0
"Jens Jønsson","Cádiz","DEN","MF",NA,27,0,0,0,0,15,2,13.3,0,0,19,0,37,32,5,2,2,0
"Jeremías Ledesma","Cádiz","ARG","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,6,4,0,0,0
"Jesús Navas","Sevilla","ESP","DF",NA,34,6,6,0,0,15,2,13.3,0,0,18,0,102,93,9,10,9,1
"Jesús Vallejo","Granada","ESP","DF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,2,1,1
"Joan Jordán","Sevilla","ESP","MF",NA,26,6,7,0,0,24,4,16.7,0.04,0.25,22.7,5,77,61,16,7,6,1
"João Félix","Atlético Madrid","POR","FW","MF",20,5,12,2,1,37,15,40.5,0.16,0.4,19.4,2,46,32,14,11,8,3
"Joaquín","Betis","ESP","FW","MF",39,6,8,0,0,10,5,50,0.2,0.4,15.9,0,54,39,15,9,6,3
"Joaquín Fernández","Valladolid","ESP","DF",NA,24,0,1,0,0,8,3,37.5,0.13,0.33,8.7,0,15,11,4,2,1,1
"Joaquín Muñoz","Huesca","ESP","FW",NA,21,0,0,0,0,1,1,100,0,0,15,0,2,1,1,0,0,0
"Joel Robles","Betis","ESP","GK",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Johan Mojica","Elche","COL","DF",NA,27,0,0,0,0,7,2,28.6,0,0,27.7,0,19,14,5,0,0,0
"John Donald","Elche","ESP","DF","MF",19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"John Guidetti","Alavés","SWE","FW",NA,28,0,1,0,0,5,1,20,0.2,1,13.7,0,8,7,1,0,0,0
"John Joe","Getafe","IRL","MF","FW",16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Jokin Ezkieta","Athletic Club","ESP","GK",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Jon Ander Garrido","Cádiz","ESP","MF",NA,30,0,0,0,0,5,1,20,0,0,14.4,0,10,9,1,2,1,1
"Jon Bautista","Real Sociedad","ESP","FW",NA,25,1,1,0,0,12,3,25,0,0,14,0,12,9,3,1,1,0
"Jon Guridi","Real Sociedad","ESP","MF",NA,25,1,1,0,0,8,2,25,0,0,21.1,0,12,7,5,1,1,0
"Jon Moncayola","Osasuna","ESP","MF",NA,22,0,2,0,0,38,10,26.3,0.05,0.2,26.5,0,45,42,3,3,3,0
"Jon Morcillo","Athletic Club","ESP","MF","FW",21,2,4,0,0,24,8,33.3,0.08,0.25,23.1,3,45,28,17,3,2,1
"Jon Pacheco","Real Sociedad","ESP","DF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Jonás Ramalho","Osasuna","ESP","DF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,1,3,0,0,0
"Jonathan Calleri","Osasuna","ARG","FW",NA,26,2,7,0,0,47,16,34,0.11,0.31,14.4,0,28,19,9,5,4,1
"Jony","Osasuna","ESP","MF","FW",29,2,2,0,0,10,4,40,0,0,20.3,0,41,33,8,3,3,0
"Jony Álamo","Elche","ESP","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0
"Jordan Holsgrove","Celta Vigo","SCO","MF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Jordi Alba","Barcelona","ESP","DF","FW",31,5,8,0,0,27,10,37,0.11,0.3,20.2,1,96,93,3,9,8,1
"Jordi Masip","Valladolid","ESP","GK",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0
"Jorge de Frutos","Levante","ESP","MF",NA,23,9,13,0,0,26,11,42.3,0.15,0.36,17,0,70,46,24,15,10,5
"Jorge Miramón","Levante","ESP","DF",NA,31,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,45,41,4,6,5,1
"Jorge Molina","Granada","ESP","FW",NA,38,2,10,1,0,23,12,52.2,0.35,0.67,11.8,0,46,40,6,5,5,0
"Jorge Pombo","Cádiz","ESP","FW","MF",26,0,1,0,0,14,4,28.6,0.07,0.25,20.7,0,14,9,5,1,1,0
"Jorge Pulido","Huesca","ESP","DF",NA,29,0,1,0,0,17,2,11.8,0.06,0.5,14.4,0,26,21,5,2,2,0
"Josan","Elche","ESP","MF","DF",30,2,6,0,0,15,8,53.3,0.27,0.5,16.4,0,32,19,13,3,2,1
"José Ángel","Eibar","ESP","DF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,20,16,4,0,0,0
"José Antonio Miranda","Getafe","EQG","MF","DF",22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"José Campaña","Levante","ESP","MF",NA,27,2,3,1,1,12,4,33.3,0,0,23.5,1,29,17,12,3,1,2
"José Fontán","Celta Vigo","ESP","DF",NA,20,0,0,0,0,5,3,60,0,0,12.1,0,7,7,0,0,0,0
"José Luis Gayà","Valencia","ESP","DF",NA,25,7,8,0,0,24,5,20.8,0.04,0.2,18.5,2,63,56,7,11,10,1
"José Luis Morales","Levante","ESP","MF","FW",33,3,16,1,0,57,26,45.6,0.23,0.5,16.6,1,73,47,26,11,8,3
"José Mari","Cádiz","ESP","MF",NA,32,0,1,1,1,16,3,18.8,0,0,27.9,0,14,11,3,1,1,0
"José María Giménez","Atlético Madrid","URU","DF",NA,25,0,0,0,0,14,5,35.7,0,0,13.1,0,8,6,2,0,0,0
"Joseba Zaldúa","Real Sociedad","ESP","DF",NA,28,0,0,0,0,2,1,50,0,0,25.6,0,11,10,1,0,0,0
"Joselu","Alavés","ESP","FW",NA,30,3,14,4,2,89,28,31.5,0.1,0.32,16.3,4,70,45,25,8,5,3
"Josema","Elche","ESP","DF",NA,24,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,19,12,7,2,0,2
"Joseph Aidoo","Celta Vigo","GHA","DF",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,7,3,2,2,0
"Jota","Valladolid","POR","MF","FW",21,0,1,0,0,12,6,50,0.08,0.17,18.1,0,16,9,7,2,1,1
"Jota","Valladolid","POR","MF","FW",21,0,1,0,0,12,6,50,0.08,0.17,18.1,0,30,18,12,3,1,2
"Jota","Valladolid","POR","MF","FW",21,0,1,0,0,16,2,12.5,0,0,20.1,0,16,9,7,2,1,1
"Jota","Valladolid","POR","MF","FW",21,0,1,0,0,16,2,12.5,0,0,20.1,0,30,18,12,3,1,2
"Jota","Alavés","ESP","MF",NA,29,2,2,0,0,12,6,50,0.08,0.17,18.1,0,16,9,7,2,1,1
"Jota","Alavés","ESP","MF",NA,29,2,2,0,0,12,6,50,0.08,0.17,18.1,0,30,18,12,3,1,2
"Jota","Alavés","ESP","MF",NA,29,2,2,0,0,16,2,12.5,0,0,20.1,0,16,9,7,2,1,1
"Jota","Alavés","ESP","MF",NA,29,2,2,0,0,16,2,12.5,0,0,20.1,0,30,18,12,3,1,2
"Juan Brunet","Granada","ARG","MF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Juan Carlos","Huesca","ESP","MF","FW",29,1,1,0,0,5,1,20,0,0,16.5,0,13,11,2,2,1,1
"Juan Cruz Armada","Osasuna","ESP","DF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,19,17,2,1,1,0
"Juan Foyth","Villarreal","ARG","DF","MF",22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,9,8,1,0,0,0
"Juan Miranda","Betis","ESP","DF",NA,20,2,3,0,0,10,3,30,0.1,0.33,25.3,1,25,20,5,4,3,1
"Juan Pérez","Osasuna","ESP","GK",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Juan Sánchez Miño","Elche","ARG","DF","MF",30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Juanmi","Betis","ESP","FW","MF",27,0,2,0,0,14,5,35.7,0.14,0.4,11.3,0,7,6,1,0,0,0
"Jules Koundé","Sevilla","FRA","DF",NA,21,1,3,0,0,21,6,28.6,0.1,0.33,11.5,0,33,29,4,5,4,1
"Junior Firpo","Barcelona","DOM","DF","MF",23,1,2,0,0,1,1,100,1,1,3.6,0,8,7,1,2,2,0
"Karim Benzema","Real Madrid","FRA","FW",NA,32,9,32,1,1,122,52,42.6,0.18,0.42,15.5,6,98,77,21,18,15,3
"Karim Rekik","Sevilla","NED","DF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,7,1,1,1,0
"Kelechi Nwakali","Huesca","NGA","MF","FW",22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,0,0
"Kenan Kodro","Athletic Club","BIH","FW","MF",26,0,1,1,1,6,1,16.7,0,0,10.8,0,6,5,1,1,0,1
"Kenan Kodro","Athletic Club","BIH","FW","MF",26,0,1,1,1,6,1,16.7,0,0,10.8,0,2,0,2,2,0,2
"Kenan Kodro","Athletic Club","BIH","FW","MF",26,0,1,1,1,1,1,100,0,0,39.4,0,6,5,1,1,0,1
"Kenan Kodro","Athletic Club","BIH","FW","MF",26,0,1,1,1,1,1,100,0,0,39.4,0,2,0,2,2,0,2
"Kenan Kodro","Valladolid","BIH","FW","MF",26,0,0,0,0,6,1,16.7,0,0,10.8,0,6,5,1,1,0,1
"Kenan Kodro","Valladolid","BIH","FW","MF",26,0,0,0,0,6,1,16.7,0,0,10.8,0,2,0,2,2,0,2
"Kenan Kodro","Valladolid","BIH","FW","MF",26,0,0,0,0,1,1,100,0,0,39.4,0,6,5,1,1,0,1
"Kenan Kodro","Valladolid","BIH","FW","MF",26,0,0,0,0,1,1,100,0,0,39.4,0,2,0,2,2,0,2
"Kenedy","Granada","BRA","FW","MF",24,3,7,0,0,37,11,29.7,0.11,0.36,26.4,7,39,17,22,4,3,1
"Kévin Gameiro","Valencia","FRA","FW",NA,33,1,5,0,0,16,7,43.8,0.25,0.57,13.8,0,16,9,7,2,2,0
"Kévin Rodrigues","Eibar","POR","DF","MF",26,1,2,0,0,10,4,40,0.1,0.25,20.9,0,26,19,7,2,1,1
"Kevin Vázquez","Celta Vigo","ESP","DF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,6,1,2,2,0
"Kieran Trippier","Atlético Madrid","ENG","DF",NA,29,6,6,0,0,3,1,33.3,0,0,18.8,1,75,56,19,9,9,0
"Kiké","Eibar","ESP","FW",NA,30,2,14,0,0,87,34,39.1,0.14,0.35,13.7,1,73,39,34,6,1,5
"Kike Barja","Osasuna","ESP","MF","FW",23,3,5,0,0,22,12,54.5,0.09,0.17,17.2,0,37,27,10,5,4,1
"Kike Pérez","Valladolid","ESP","MF",NA,23,0,0,0,0,15,4,26.7,0,0,22.9,1,24,19,5,3,2,1
"Kiko Olivas","Valladolid","ESP","DF",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Kingsley Fobi","Granada","GHA","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Koba Koindredi","Valencia","FRA","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Koke","Atlético Madrid","ESP","MF",NA,28,2,3,0,0,17,7,41.2,0.06,0.14,20.7,0,79,65,14,6,6,0
"Koke Vegas","Levante","ESP","GK",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Kuki","Valladolid","ESP","MF",NA,22,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,1
"Lauti","Celta Vigo","URU","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Lee Kang-in","Valencia","KOR","FW","MF",19,4,4,0,0,25,7,28,0,0,22.9,5,53,40,13,5,4,1
"Lionel Messi","Barcelona","ARG","FW","MF",33,9,39,5,3,191,85,44.5,0.14,0.32,19.7,40,241,141,100,34,21,13
"Loren Morón","Betis","ESP","FW",NA,26,0,1,0,0,24,3,12.5,0.04,0.33,18.1,0,17,9,8,1,0,1
"Lucas Boyé","Elche","ARG","FW",NA,24,2,9,0,0,58,22,37.9,0.12,0.32,16.6,3,43,31,12,4,4,0
"Lucas Ocampos","Sevilla","ARG","FW",NA,26,4,9,5,4,64,16,25,0.02,0.06,16.9,0,81,50,31,7,5,2
"Lucas Olaza","Valladolid","URU","DF",NA,26,1,2,0,0,11,3,27.3,0.09,0.33,21,1,30,21,9,6,5,1
"Lucas Olaza","Valladolid","URU","DF",NA,26,1,2,0,0,11,3,27.3,0.09,0.33,21,1,35,24,11,2,2,0
"Lucas Olaza","Valladolid","URU","DF",NA,26,1,2,0,0,11,2,18.2,0,0,27.1,1,30,21,9,6,5,1
"Lucas Olaza","Valladolid","URU","DF",NA,26,1,2,0,0,11,2,18.2,0,0,27.1,1,35,24,11,2,2,0
"Lucas Olaza","Celta Vigo","URU","DF",NA,26,2,2,0,0,11,3,27.3,0.09,0.33,21,1,30,21,9,6,5,1
"Lucas Olaza","Celta Vigo","URU","DF",NA,26,2,2,0,0,11,3,27.3,0.09,0.33,21,1,35,24,11,2,2,0
"Lucas Olaza","Celta Vigo","URU","DF",NA,26,2,2,0,0,11,2,18.2,0,0,27.1,1,30,21,9,6,5,1
"Lucas Olaza","Celta Vigo","URU","DF",NA,26,2,2,0,0,11,2,18.2,0,0,27.1,1,35,24,11,2,2,0
"Lucas Pérez","Alavés","ESP","FW",NA,31,4,8,4,3,28,9,32.1,0.04,0.11,18.1,3,96,41,55,9,3,6
"Lucas Torreira","Atlético Madrid","URU","MF",NA,24,0,1,0,0,3,1,33.3,0.33,1,33.1,0,11,8,3,1,1,0
"Lucas Torró","Osasuna","ESP","MF",NA,26,1,1,0,0,17,7,41.2,0,0,20.9,1,23,16,7,4,3,1
"Lucas Vázquez","Real Madrid","ESP","DF","FW",29,5,7,0,0,21,7,33.3,0.1,0.29,20.5,0,82,69,13,9,8,1
"Luis Javier Suárez","Granada","COL","FW","MF",22,1,6,0,0,47,17,36.2,0.11,0.29,16.1,0,43,22,21,9,4,5
"Luis Milla","Granada","ESP","MF",NA,25,1,2,0,0,10,3,30,0.1,0.33,23.7,2,35,22,13,4,3,1
"Luis Pérez","Valladolid","ESP","DF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,15,11,4,0,0,0
"Luis Rioja","Alavés","ESP","MF","FW",26,2,6,0,0,24,9,37.5,0.17,0.44,18.1,0,54,38,16,9,4,5
"Luis Suárez","Atlético Madrid","URU","FW",NA,33,3,24,3,3,101,40,39.6,0.18,0.45,16,7,64,39,25,8,4,4
"Luisinho","Huesca","POR","DF",NA,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Luismi","Elche","ESP","MF","DF",28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Luka Jović","Real Madrid","SRB","FW",NA,22,0,0,0,0,6,1,16.7,0,0,12.4,0,4,2,2,0,0,0
"Luka Modrić","Real Madrid","CRO","MF",NA,34,3,8,0,0,45,15,33.3,0.11,0.33,22.1,1,104,81,23,8,7,1
"Luuk de Jong","Sevilla","NED","FW",NA,29,0,4,0,0,32,11,34.4,0.13,0.36,11,0,25,16,9,0,0,0
"Mamor Niang","Getafe","SEN","MF","FW",18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Manu García","Alavés","ESP","MF",NA,34,0,0,0,0,11,1,9.1,0,0,17.7,0,17,11,6,2,0,2
"Manu Sánchez","Osasuna","ESP","DF",NA,19,4,4,0,0,3,1,33.3,0,0,18.2,0,1,1,0,1,1,0
"Manu Sánchez","Osasuna","ESP","DF",NA,19,4,4,0,0,3,1,33.3,0,0,18.2,0,28,24,4,5,5,0
"Manu Sánchez","Atlético Madrid","ESP","DF",NA,19,1,1,0,0,3,1,33.3,0,0,18.2,0,1,1,0,1,1,0
"Manu Sánchez","Atlético Madrid","ESP","DF",NA,19,1,1,0,0,3,1,33.3,0,0,18.2,0,28,24,4,5,5,0
"Manu Trigueros","Villarreal","ESP","MF",NA,28,6,7,0,0,30,8,26.7,0.03,0.13,22.5,0,74,71,3,12,11,1
"Manu Vallejo","Valencia","ESP","FW","MF",23,0,5,0,0,19,13,68.4,0.26,0.38,12,0,22,13,9,1,1,0
"Marc Baró","Cádiz","ESP","DF",NA,20,0,0,0,0,1,1,100,0,0,22.6,0,4,0,4,0,0,0
"Marc Bartra","Betis","ESP","DF",NA,29,1,1,0,0,10,4,40,0,0,18.5,0,9,7,2,1,1,0
"Marc Cardona","Osasuna","ESP","FW","DF",25,0,0,0,0,1,1,100,0,0,8.5,0,0,0,0,0,0,0
"Marc Cucurella","Getafe","ESP","MF",NA,22,2,5,0,0,26,8,30.8,0.12,0.38,18.6,0,86,68,18,3,2,1
"Marc-André ter Stegen","Barcelona","GER","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,2,2,0,0,0
"Marcelo","Real Madrid","BRA","DF","MF",32,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,43,33,10,3,3,0
"Marco Asensio","Real Madrid","ESP","FW","MF",24,2,7,0,0,39,11,28.2,0.13,0.45,19.7,3,67,48,19,8,5,3
"Marcos Acuña","Sevilla","ARG","DF",NA,28,2,3,0,0,18,2,11.1,0.06,0.5,20.5,0,68,47,21,8,5,3
"Marcos André","Valladolid","BRA","FW",NA,23,1,5,0,0,32,12,37.5,0.13,0.33,13.3,0,21,12,9,3,2,1
"Marcos Llorente","Atlético Madrid","ESP","MF","FW",25,11,23,0,0,49,22,44.9,0.24,0.55,18.6,0,91,71,20,18,14,4
"Marcos Mauro López Gutiérrez","Cádiz","ARG","DF",NA,29,0,2,0,0,6,4,66.7,0.33,0.5,8.4,0,4,3,1,1,0,1
"Mariano","Real Madrid","DOM","FW",NA,26,0,1,0,0,15,3,20,0.07,0.33,16.9,0,9,4,5,1,1,0
