"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Mario Gaspar","Villarreal","ESP","DF",NA,29,2,2,0,0,16,3,18.8,0,0,18.4,0,32,26,6,4,3,1
"Mario Hermoso","Atlético Madrid","ESP","DF",NA,25,1,2,0,0,18,4,22.2,0.06,0.25,20.6,0,35,33,2,4,4,0
"Marko Dmitrović","Eibar","SRB","GK",NA,28,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,11,8,3,0,0,0
"Martin Agirregabiria","Alavés","ESP","DF","MF",24,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,28,16,12,3,2,1
"Martin Braithwaite","Barcelona","DEN","FW",NA,29,2,4,1,0,22,7,31.8,0.09,0.29,12.5,0,26,20,6,4,2,2
"Martín Merquelanz","Real Sociedad","ESP","MF","FW",25,1,1,0,0,11,4,36.4,0,0,18.7,1,23,15,8,1,0,1
"Martín Montoya","Betis","ESP","DF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0
"Martin Ødegaard","Real Madrid","NOR","MF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,0,0,0
"Martín Zubimendi","Real Sociedad","ESP","MF",NA,21,0,0,0,0,7,1,14.3,0,0,13.1,0,29,23,6,3,3,0
"Marvin","Real Madrid","ESP","DF","MF",20,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,0
"Mathías Olivera","Getafe","URU","DF",NA,22,0,0,0,0,19,4,21.1,0,0,12.9,0,42,29,13,0,0,0
"Mauro Arambarri","Getafe","URU","MF",NA,24,0,3,0,0,46,9,19.6,0.07,0.33,26.5,6,63,36,27,3,2,1
"Maxi Gómez","Valencia","URU","FW",NA,23,1,8,0,0,54,24,44.4,0.13,0.29,17.5,4,60,34,26,11,3,8
"Maxime Gonalons","Granada","FRA","MF",NA,31,1,1,0,0,4,1,25,0,0,10.4,0,29,20,9,2,2,0
"Míchel","Valladolid","ESP","MF",NA,32,0,2,0,0,10,5,50,0.2,0.4,25.5,2,37,26,11,2,1,1
"Mickael Malsa","Levante","MTQ","MF",NA,24,0,1,0,0,24,7,29.2,0.04,0.14,23.9,0,31,26,5,1,0,1
"Miguel Ángel Rubio","Valladolid","ESP","DF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Miguel Atienza","Eibar","ESP","MF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,0,0,0
"Miguel Baeza","Celta Vigo","ESP","MF","FW",20,0,1,0,0,11,2,18.2,0.09,0.5,13.9,0,15,8,7,1,0,1
"Miguel Gutiérrez","Real Madrid","ESP","DF",NA,19,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,8,5,3,1,1,0
"Miguel Rodríguez","Celta Vigo","ESP","FW","DF",17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0
"Mikel Balenziaga","Athletic Club","ESP","DF",NA,32,1,1,0,0,3,1,33.3,0,0,30.3,1,16,12,4,2,2,0
"Mikel Merino","Real Sociedad","ESP","MF",NA,24,4,6,0,0,33,8,24.2,0.06,0.25,14.3,0,60,45,15,8,7,1
"Mikel Oyarzabal","Real Sociedad","ESP","FW","MF",23,8,19,7,6,55,21,38.2,0.09,0.24,19.7,5,103,57,46,16,10,6
"Mikel Rico","Huesca","ESP","MF",NA,35,4,5,0,0,19,6,31.6,0.05,0.17,16,0,45,38,7,7,7,0
"Mikel Vesga","Athletic Club","ESP","MF",NA,27,1,1,0,0,22,5,22.7,0,0,17.7,0,33,30,3,4,2,2
"Miralem Pjanić","Barcelona","BIH","MF",NA,30,0,0,0,0,16,3,18.8,0,0,22.5,2,33,29,4,1,1,0
"Modibo Sagnan","Real Sociedad","MLI","DF",NA,21,0,0,0,0,5,1,20,0,0,23.4,1,6,3,3,0,0,0
"Moi Gómez","Villarreal","ESP","MF","FW",26,0,4,1,1,22,10,45.5,0.14,0.3,17.3,0,66,50,16,6,5,1
"Mouctar Diakhaby","Valencia","GUI","DF",NA,23,0,1,0,0,11,4,36.4,0.09,0.25,11.7,0,7,7,0,0,0,0
"Moussa Dembélé","Atlético Madrid","FRA","FW",NA,24,0,0,0,0,6,2,33.3,0,0,10.5,0,3,3,0,0,0,0
"Munir El Haddadi","Sevilla","MAR","FW",NA,24,2,6,0,0,31,12,38.7,0.13,0.33,17.9,1,25,16,9,3,3,0
"Nabil Fekir","Betis","FRA","MF","FW",27,6,11,3,1,83,24,28.9,0.05,0.17,21.9,9,148,85,63,19,11,8
"Nacho","Valladolid","ESP","DF",NA,31,1,1,0,0,8,1,12.5,0,0,22.3,3,44,35,9,5,3,2
"Nacho","Valladolid","ESP","DF",NA,31,1,1,0,0,8,1,12.5,0,0,22.3,3,23,21,2,4,4,0
"Nacho","Valladolid","ESP","DF",NA,31,1,1,0,0,11,3,27.3,0.09,0.33,16.9,1,44,35,9,5,3,2
"Nacho","Valladolid","ESP","DF",NA,31,1,1,0,0,11,3,27.3,0.09,0.33,16.9,1,23,21,2,4,4,0
"Nacho","Real Madrid","ESP","DF",NA,30,0,1,0,0,8,1,12.5,0,0,22.3,3,44,35,9,5,3,2
"Nacho","Real Madrid","ESP","DF",NA,30,0,1,0,0,8,1,12.5,0,0,22.3,3,23,21,2,4,4,0
"Nacho","Real Madrid","ESP","DF",NA,30,0,1,0,0,11,3,27.3,0.09,0.33,16.9,1,44,35,9,5,3,2
"Nacho","Real Madrid","ESP","DF",NA,30,0,1,0,0,11,3,27.3,0.09,0.33,16.9,1,23,21,2,4,4,0
"Nacho Monreal","Real Sociedad","ESP","DF",NA,34,1,2,0,0,12,1,8.3,0.08,1,14.2,0,27,25,2,2,2,0
"Nacho Vidal","Osasuna","ESP","DF",NA,25,0,0,0,0,10,2,20,0,0,19.1,1,29,18,11,2,0,2
"Nano","Cádiz","ESP","FW",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Nehuén Pérez","Granada","ARG","DF",NA,20,0,0,0,0,5,1,20,0,0,9.8,0,1,0,1,0,0,0
"Nemanja Gudelj","Sevilla","SRB","MF","DF",28,0,0,0,0,9,1,11.1,0,0,29.2,3,6,6,0,0,0,0
"Nemanja Maksimović","Getafe","SRB","MF",NA,25,0,1,0,0,17,4,23.5,0.06,0.25,15.6,0,37,33,4,1,0,1
"Nemanja Radoja","Levante","SRB","MF",NA,27,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,9,8,1,4,4,0
"Néstor Araujo","Celta Vigo","MEX","DF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,10,0,1,1,0
"Neto","Barcelona","BRA","GK",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Nico Williams","Athletic Club","ESP","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Nieto","Cádiz","ESP","FW","DF",22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Nikola Vukčević","Levante","MNE","MF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0
"Nino","Elche","ESP","FW","MF",40,0,0,0,0,3,1,33.3,0,0,12.8,0,3,3,0,0,0,0
"Nolito","Celta Vigo","ESP","MF","FW",33,5,12,0,0,55,23,41.8,0.13,0.3,17.4,3,76,54,22,13,10,3
"Oier Sanjurjo","Osasuna","ESP","MF",NA,34,2,2,0,0,16,4,25,0,0,15.9,0,36,29,7,5,3,2
"Oier Zarraga","Athletic Club","ESP","MF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Oihan Sancet","Athletic Club","ESP","FW","MF",20,2,4,0,0,18,6,33.3,0.11,0.33,12.7,0,27,21,6,4,4,0
"Okay Yokuşlu","Celta Vigo","TUR","MF",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,6,1,0,0,0
"Óliver Torres","Sevilla","ESP","MF","FW",25,3,3,0,0,10,3,30,0,0,18.8,0,57,44,13,6,4,2
"Omenuke Mfulu","Elche","COD","MF",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0
"Oriol Rey","Valladolid","ESP","MF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Óscar de Marcos","Athletic Club","ESP","DF","MF",31,2,3,0,0,6,5,83.3,0.17,0.2,12.4,0,29,26,3,5,5,0
"Óscar Duarte","Levante","CRC","DF",NA,31,0,1,0,0,7,3,42.9,0.14,0.33,10,0,13,10,3,1,1,0
"Óscar Mingueza","Barcelona","ESP","DF",NA,21,2,4,0,0,12,6,50,0.17,0.33,17.1,0,21,16,5,4,4,0
"Óscar Plano","Valladolid","ESP","MF","FW",29,5,10,0,0,40,10,25,0.13,0.5,16.8,0,50,34,16,5,3,2
"Óscar Rodríguez Arnaiz","Sevilla","ESP","MF","FW",22,0,0,0,0,10,2,20,0,0,23.1,1,22,13,9,2,2,0
"Ousmane Dembélé","Barcelona","FRA","FW",NA,23,3,9,0,0,55,21,38.2,0.11,0.29,17.1,0,82,57,25,8,6,2
"Oussama Idrissi","Sevilla","MAR","FW","MF",24,0,0,0,0,1,1,100,0,0,10.6,0,0,0,0,0,0,0
"Pablo Hervías","Valladolid","ESP","DF","MF",27,5,5,0,0,14,7,50,0,0,26.2,6,54,36,18,7,5,2
"Pablo Insua","Huesca","ESP","DF",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,9,9,0,1,1,0
"Pablo Maffeo","Huesca","ESP","DF",NA,23,4,5,0,0,11,5,45.5,0.09,0.2,18.8,0,54,34,20,7,6,1
"Pablo Piatti","Elche","ARG","MF","FW",31,0,0,0,0,4,3,75,0,0,22.1,0,9,8,1,0,0,0
"Paco Alcácer","Villarreal","ESP","FW",NA,26,4,10,2,1,35,16,45.7,0.14,0.31,14,3,27,20,7,9,6,3
"Papakouli Diop","Eibar","SEN","MF",NA,34,1,2,0,0,28,9,32.1,0.04,0.11,18.7,0,31,25,6,1,1,0
"Papu Gómez","Sevilla","ARG","MF","FW",32,1,4,0,0,18,10,55.6,0.17,0.3,21.9,0,35,22,13,2,1,1
"Patrick Cutrone","Valencia","ITA","FW",NA,22,0,0,0,0,3,1,33.3,0,0,15.8,0,3,3,0,0,0,0
"Pau Torres","Villarreal","ESP","DF",NA,23,2,4,0,0,8,3,37.5,0.25,0.67,8,0,20,19,1,4,3,1
"Paul Akouokou","Betis","CIV","MF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,1,1,0
"Paulo Gazzaniga","Elche","ARG","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0
"Paulo Oliveira","Eibar","POR","DF",NA,28,1,1,0,0,13,3,23.1,0,0,11.5,0,13,11,2,2,2,0
"Pedri","Barcelona","ESP","MF",NA,17,3,6,0,0,25,8,32,0.12,0.38,15.9,0,87,72,15,12,8,4
"Pedro Alcalá","Cádiz","ESP","DF",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Pedro Bigas","Eibar","ESP","DF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,9,6,3,1,1,0
"Pedro León","Eibar","ESP","MF","FW",33,2,3,0,0,19,5,26.3,0.05,0.2,24.2,5,34,17,17,2,1,1
"Pedro López Muñoz","Huesca","ESP","DF",NA,36,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,23,22,1,2,1,1
"Pedro Mosquera","Huesca","ESP","MF",NA,32,0,0,0,0,8,2,25,0,0,28.1,0,27,23,4,3,2,1
"Pepe Sánchez","Granada","ESP","DF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,0,1
"Pere Milla","Elche","ESP","FW","MF",27,3,7,0,0,30,11,36.7,0.13,0.36,12.1,0,40,21,19,7,5,2
"Pere Pons","Alavés","ESP","MF",NA,27,0,2,0,0,9,4,44.4,0.22,0.5,18.9,0,24,19,5,1,1,0
"Pervis Estupiñán","Villarreal","ECU","DF",NA,22,0,0,0,0,10,5,50,0,0,18.4,2,32,27,5,2,1,1
"Philippe Coutinho","Barcelona","BRA","MF","FW",28,2,4,0,0,28,9,32.1,0.07,0.22,17.3,0,27,21,6,6,6,0
"Portu","Real Sociedad","ESP","FW","MF",28,3,11,0,0,31,11,35.5,0.26,0.73,13,0,51,40,11,8,6,2
"Quini","Granada","ESP","DF",NA,30,0,1,0,0,8,3,37.5,0.13,0.33,25.8,0,14,12,2,1,1,0
"Quique","Eibar","ESP","FW","MF",30,0,0,0,0,4,1,25,0,0,14.7,0,2,2,0,0,0,0
"Rafa Mir","Huesca","ESP","FW",NA,23,1,14,3,2,117,44,37.6,0.09,0.25,15.5,2,31,22,9,4,2,2
"Rafa Soares","Eibar","POR","DF",NA,25,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,28,24,4,2,2,0
"Ramiro Funes Mori","Villarreal","ARG","DF",NA,29,0,0,0,0,4,1,25,0,0,12.7,0,4,4,0,0,0,0
"Ramon Azeez","Granada","NGA","MF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Ramón Folch","Elche","ESP","MF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Raphaël Varane","Real Madrid","FRA","DF",NA,27,0,2,0,0,17,4,23.5,0.12,0.5,10.1,0,19,17,2,0,0,0
"Raúl Albiol","Villarreal","ESP","DF",NA,34,0,0,0,0,8,1,12.5,0,0,14.6,0,18,18,0,1,1,0
"Raúl García","Valladolid","ESP","DF","MF",31,0,1,0,0,3,3,100,0.33,0.33,19.3,1,35,27,8,2,2,0
"Raúl García","Valladolid","ESP","DF","MF",31,0,1,0,0,3,3,100,0.33,0.33,19.3,1,10,9,1,1,1,0
"Raúl García","Valladolid","ESP","DF","MF",31,0,1,0,0,44,11,25,0.07,0.27,17.2,0,35,27,8,2,2,0
"Raúl García","Valladolid","ESP","DF","MF",31,0,1,0,0,44,11,25,0.07,0.27,17.2,0,10,9,1,1,1,0
"Raúl García","Athletic Club","ESP","FW","MF",34,1,6,3,2,3,3,100,0.33,0.33,19.3,1,35,27,8,2,2,0
"Raúl García","Athletic Club","ESP","FW","MF",34,1,6,3,2,3,3,100,0.33,0.33,19.3,1,10,9,1,1,1,0
"Raúl García","Athletic Club","ESP","FW","MF",34,1,6,3,2,44,11,25,0.07,0.27,17.2,0,35,27,8,2,2,0
"Raúl García","Athletic Club","ESP","FW","MF",34,1,6,3,2,44,11,25,0.07,0.27,17.2,0,10,9,1,1,1,0
"Raúl Guti","Elche","ESP","MF",NA,23,1,4,0,0,27,6,22.2,0.11,0.5,22.6,0,28,23,5,3,1,2
"Raúl Navas","Osasuna","ESP","DF",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Recio","Eibar","ESP","MF",NA,29,0,1,1,1,13,2,15.4,0,0,21.7,1,38,20,18,0,0,0
"Renan Lodi","Atlético Madrid","BRA","DF","FW",22,2,3,0,0,11,3,27.3,0.09,0.33,18.6,0,28,17,11,5,5,0
"Renato Tapia","Celta Vigo","PER","MF",NA,25,1,1,0,0,17,5,29.4,0,0,20.6,0,26,21,5,3,3,0
"Ricard Sánchez","Atlético Madrid","ESP","DF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Riqui Puig","Barcelona","ESP","MF","FW",20,0,1,0,0,4,2,50,0.25,0.5,18.9,0,14,14,0,3,3,0
"Rober","Levante","ESP","DF","MF",25,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,9,8,1,1,1,0
"Rober Correa","Eibar","ESP","DF",NA,27,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,24,17,7,3,2,1
"Roberto","Valladolid","ESP","GK",NA,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Roberto López","Real Sociedad","ESP","MF","FW",20,0,3,0,0,14,5,35.7,0.21,0.6,24.4,2,20,11,9,1,0,1
"Roberto Navarro","Real Sociedad","ESP","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Roberto Soldado","Granada","ESP","FW",NA,35,0,9,2,2,28,10,35.7,0.25,0.7,16.6,2,22,16,6,3,1,2
"Roberto Torres","Osasuna","ESP","MF","FW",31,1,8,5,4,43,10,23.3,0.07,0.3,24.1,3,52,27,25,3,2,1
"Robin Le Normand","Real Sociedad","ESP","DF",NA,23,1,1,0,0,18,1,5.6,0,0,11.8,0,16,9,7,6,2,4
"Rodri","Betis","ESP","FW","MF",20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,12,9,3,1,1,0
"Rodrigo Battaglia","Alavés","ARG","MF",NA,29,0,1,0,0,17,5,29.4,0.06,0.2,16.8,0,20,12,8,1,1,0
"Rodrigo Ely","Alavés","BRA","DF",NA,26,0,1,0,0,4,2,50,0.25,0.5,8.3,0,4,3,1,0,0,0
"Rodrygo","Real Madrid","BRA","FW",NA,19,6,7,0,0,25,5,20,0.04,0.2,16.7,1,41,30,11,9,7,2
"Roger Martí","Levante","ESP","FW",NA,29,4,16,4,2,42,19,45.2,0.24,0.53,14.8,0,40,34,6,8,8,0
"Ronald Araújo","Barcelona","URU","DF",NA,21,1,3,0,0,12,4,33.3,0.17,0.5,11.7,0,9,5,4,1,0,1
"Roque Mesa","Valladolid","ESP","MF",NA,31,0,1,1,1,25,4,16,0,0,26.1,2,46,35,11,0,0,0
"Rubén","Osasuna","ESP","GK",NA,36,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Rubén Alcaraz","Valladolid","ESP","MF",NA,29,0,1,0,0,28,3,10.7,0.04,0.33,25.1,7,28,23,5,2,2,0
"Rubén Blanco","Celta Vigo","ESP","GK",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Rubén Duarte","Alavés","ESP","DF",NA,24,1,2,0,0,14,2,14.3,0.07,0.5,20.6,0,62,39,23,3,3,0
"Rubén García","Osasuna","ESP","MF","FW",27,5,8,1,1,29,7,24.1,0.07,0.29,23.6,2,92,59,33,10,7,3
"Rubén Peña","Villarreal","ESP","DF",NA,29,1,2,0,0,6,2,33.3,0.17,0.5,16.1,0,18,15,3,3,1,2
"Rubén Rochina","Levante","ESP","MF",NA,29,1,1,0,0,35,7,20,0,0,24.9,0,49,36,13,4,3,1
"Rubén Sobrino","Cádiz","ESP","FW","MF",28,0,1,0,0,9,5,55.6,0.11,0.2,11.8,0,26,17,9,3,1,2
"Rubén Sobrino","Cádiz","ESP","FW","MF",28,0,1,0,0,9,5,55.6,0.11,0.2,11.8,0,0,0,0,0,0,0
"Rubén Sobrino","Valencia","ESP","MF","FW",28,0,0,0,0,9,5,55.6,0.11,0.2,11.8,0,26,17,9,3,1,2
"Rubén Sobrino","Valencia","ESP","MF","FW",28,0,0,0,0,9,5,55.6,0.11,0.2,11.8,0,0,0,0,0,0,0
"Rúben Vezo","Levante","POR","DF",NA,26,0,1,0,0,5,2,40,0.2,0.5,15.2,0,19,17,2,1,1,0
"Rubén Yáñez","Getafe","ESP","GK",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Rui Silva","Granada","POR","GK",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,7,0,0,0,0
"Sabit Abdulai","Getafe","GHA","MF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Saidy Janko","Valladolid","GAM","DF",NA,24,1,1,0,0,3,1,33.3,0,0,16.3,0,25,23,2,2,2,0
"Salvi","Cádiz","ESP","MF","FW",29,0,2,0,0,17,5,29.4,0.12,0.4,19.2,0,34,18,16,1,1,0
"Samuel Chukwueze","Villarreal","NGA","MF","FW",21,2,6,0,0,31,10,32.3,0.13,0.4,17,0,65,45,20,5,3,2
"Samuel Umtiti","Barcelona","FRA","DF",NA,26,0,0,0,0,2,1,50,0,0,9.6,0,6,5,1,0,0,0
"Sandro Ramírez","Huesca","ESP","FW",NA,25,1,6,0,0,30,18,60,0.17,0.28,19.4,4,32,19,13,3,3,0
"Santi Mina","Celta Vigo","ESP","FW",NA,24,3,15,1,1,44,21,47.7,0.25,0.52,14.6,1,38,24,14,6,2,4
"Saúl Ñíguez","Atlético Madrid","ESP","MF","DF",25,1,3,1,0,32,12,37.5,0.06,0.17,17,0,37,32,5,2,2,0
"Sergi Enrich","Eibar","ESP","FW",NA,30,0,3,1,0,44,13,29.5,0.07,0.23,9.9,0,45,32,13,3,2,1
"Sergi García","Alavés","ESP","MF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Sergi Gómez","Sevilla","ESP","DF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Sergi Guardiola","Valladolid","ESP","FW",NA,29,2,3,2,1,34,8,23.5,0,0,16.9,1,30,22,8,5,3,2
"Sergi Roberto","Barcelona","ESP","DF","FW",28,2,3,0,0,5,1,20,0.2,1,17.7,0,18,17,1,2,2,0
"Sergiño Dest","Barcelona","USA","DF","FW",19,1,3,0,0,14,5,35.7,0.14,0.4,15.3,0,43,39,4,2,2,0
"Sergio Álvarez","Eibar","ESP","MF","DF",28,0,0,0,0,6,2,33.3,0,0,17.5,0,19,18,1,0,0,0
"Sergio Arribas","Real Madrid","ESP","MF","FW",18,0,0,0,0,1,1,100,0,0,26.1,0,4,4,0,2,2,0
"Sergio Asenjo","Villarreal","ESP","GK",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,3,2,1,1,0
"Sergio Benito","Valladolid","ESP","FW",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Sergio Busquets","Barcelona","ESP","MF",NA,32,5,5,0,0,3,1,33.3,0,0,16.9,0,74,68,6,12,12,0
"Sergio Canales","Betis","ESP","MF","FW",29,6,14,3,2,44,10,22.7,0.14,0.6,22.4,5,121,89,32,15,11,4
"Sergio Carreira","Celta Vigo","ESP","DF",NA,19,0,1,0,0,2,1,50,0.5,1,6,0,2,1,1,0,0,0
"Sergio Cubero Ezcurra","Eibar","ESP","MF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Sergio Escudero","Sevilla","ESP","DF",NA,30,0,1,0,0,6,1,16.7,0.17,1,20.8,1,11,10,1,0,0,0
"Sergio Gómez","Huesca","ESP","MF","FW",19,1,1,0,0,10,2,20,0,0,23.4,2,20,11,9,1,1,0
"Sergio González","Cádiz","ESP","MF","DF",23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Sergio Herrera","Osasuna","ESP","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0
"Sergio León","Levante","ESP","FW",NA,31,0,2,0,0,19,5,26.3,0.11,0.4,14.4,1,15,11,4,2,2,0
"Sergio Postigo","Levante","ESP","DF",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,11,10,1,0,0,0
"Sergio Ramos","Real Madrid","ESP","DF",NA,34,0,2,2,2,15,4,26.7,0,0,13.6,3,10,7,3,1,0,1
"Shinji Okazaki","Huesca","JPN","FW","MF",34,1,2,0,0,19,5,26.3,0.05,0.2,14.3,0,18,12,6,2,1,1
"Shon Weissman","Valladolid","ISR","FW",NA,24,1,7,0,0,39,17,43.6,0.15,0.35,12.9,0,37,29,8,3,1,2
"Sidnei","Betis","BRA","DF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Šime Vrsaljko","Atlético Madrid","CRO","FW","DF",28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,2,2,0
"Sofian Chakla","Villarreal","MAR","DF",NA,26,0,0,0,0,3,1,33.3,0,0,10.9,0,0,0,0,0,0,0
"Sofian Chakla","Villarreal","MAR","DF",NA,26,0,0,0,0,3,1,33.3,0,0,10.9,0,3,3,0,0,0,0
"Sofian Chakla","Getafe","MAR","DF",NA,26,0,0,0,0,3,1,33.3,0,0,10.9,0,0,0,0,0,0,0
"Sofian Chakla","Getafe","MAR","DF",NA,26,0,0,0,0,3,1,33.3,0,0,10.9,0,3,3,0,0,0,0
"Son","Levante","ESP","DF","MF",26,0,0,0,0,8,5,62.5,0,0,17.7,0,35,28,7,1,0,1
"Stefan Savić","Atlético Madrid","MNE","DF",NA,29,0,1,0,0,7,2,28.6,0.14,0.5,5.7,0,17,15,2,2,2,0
"Stephane Keller","Alavés","CMR","DF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Suso","Sevilla","ESP","FW",NA,26,4,7,0,0,48,17,35.4,0.06,0.18,22.9,2,108,82,26,14,12,2
"Tachi","Alavés","ESP","DF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,1,3,2,0,2
"Takashi Inui","Eibar","JPN","MF","FW",32,0,1,0,0,37,17,45.9,0.03,0.06,20.2,0,43,25,18,1,1,0
"Takefusa Kubo","Villarreal","JPN","MF","FW",19,0,0,0,0,8,5,62.5,0,0,13.5,0,22,13,9,3,2,1
"Takefusa Kubo","Villarreal","JPN","MF","FW",19,0,0,0,0,8,5,62.5,0,0,13.5,0,13,10,3,0,0,0
"Takefusa Kubo","Villarreal","JPN","MF","FW",19,0,0,0,0,15,7,46.7,0.07,0.14,19,4,22,13,9,3,2,1
"Takefusa Kubo","Villarreal","JPN","MF","FW",19,0,0,0,0,15,7,46.7,0.07,0.14,19,4,13,10,3,0,0,0
"Takefusa Kubo","Getafe","JPN","MF","FW",19,1,2,0,0,8,5,62.5,0,0,13.5,0,22,13,9,3,2,1
"Takefusa Kubo","Getafe","JPN","MF","FW",19,1,2,0,0,8,5,62.5,0,0,13.5,0,13,10,3,0,0,0
"Takefusa Kubo","Getafe","JPN","MF","FW",19,1,2,0,0,15,7,46.7,0.07,0.14,19,4,22,13,9,3,2,1
"Takefusa Kubo","Getafe","JPN","MF","FW",19,1,2,0,0,15,7,46.7,0.07,0.14,19,4,13,10,3,0,0,0
"Tete Morente","Elche","ESP","MF","FW",23,5,7,0,0,19,3,15.8,0.11,0.67,16.5,0,38,23,15,9,4,5
"Thibaut Courtois","Real Madrid","BEL","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,0,0
"Thierry Correia","Valencia","POR","DF",NA,21,1,2,0,0,8,2,25,0.13,0.5,16.5,0,39,30,9,2,1,1
"Thomas Lemar","Atlético Madrid","FRA","MF",NA,24,3,4,0,0,23,10,43.5,0.04,0.1,21.9,2,45,26,19,8,5,3
"Thomas Partey","Atlético Madrid","GHA","MF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,4,2,0,0,0
"Tomás Pina Isla","Alavés","ESP","MF",NA,32,1,2,0,0,9,1,11.1,0.11,1,18.5,0,24,19,5,1,1,0
"Tomás Tavares","Alavés","POR","MF","DF",19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
