"Player","Squad","Nation","Pos","Pos2","Age","Progression_Carries","Progression_Passes_Delivered","Progression_Passes_Recived","Total_Passes_Completed","Total_Passes_Attempted","Total_Pass_Percentage","Short_Passes_Completed","Short_Passes_Attempted","Short_Pass_Percentage","Long_Passes_Completed","Long_Passes_Attempted","Long_Pass_Percentage","Medium_Passes_Completed","Medium_Passes_Attempted","Medium_Pass_Percentage","Key_Passes","Passes_Into_Penalty_Area","Crosses_Into_Penalty_Area","Live_Pass","Dead_Pass","Free_Kicks","Through_Balls","Switches","Crosses","Throw_Ins","Corner_Kicks","Offside","Touches","Take_Ons_Attempted","Take_Ons_Wins","Take_On_Win_Percentage","Take_Ons_Tackled","Take_Ons_Tackled_Percentage"
"Eduard Löwen","Hertha BSC","GER","MF",NA,22,7,12,2,143,239,59.8,70,101,69.3,23,48,47.9,37,58,63.8,12,1,0,201,33,16,0,1,22,0,16,5,333,23,11,47.8,12,52.2
"Eduard Löwen","Hertha BSC","GER","MF",NA,22,7,12,2,143,239,59.8,70,101,69.3,23,48,47.9,37,58,63.8,12,1,0,201,33,16,0,1,22,0,16,5,189,9,9,100,0,0
"Eduard Löwen","Augsburg","GER","MF",NA,22,9,17,23,117,148,79.1,56,67,83.6,16,27,59.3,42,49,85.7,0,2,0,143,5,4,1,2,2,0,1,0,333,23,11,47.8,12,52.2
"Eduard Löwen","Augsburg","GER","MF",NA,22,9,17,23,117,148,79.1,56,67,83.6,16,27,59.3,42,49,85.7,0,2,0,143,5,4,1,2,2,0,1,0,189,9,9,100,0,0
"Eduard Löwen","Hertha BSC","GER","MF",NA,22,7,12,2,143,239,59.8,70,101,69.3,23,48,47.9,37,58,63.8,12,1,0,143,5,4,1,2,2,0,1,0,333,23,11,47.8,12,52.2
"Eduard Löwen","Hertha BSC","GER","MF",NA,22,7,12,2,143,239,59.8,70,101,69.3,23,48,47.9,37,58,63.8,12,1,0,143,5,4,1,2,2,0,1,0,189,9,9,100,0,0
"Ellyes Skhiri","Köln","TUN","MF",NA,24,27,154,49,1184,1392,85.1,554,634,87.4,119,149,79.9,455,511,89,20,20,2,1331,55,49,2,10,6,6,0,6,1744,32,22,68.8,10,31.3
"Elvis Rexhbeçaj","Köln","KVX","MF",NA,21,9,25,17,162,235,68.9,79,96,82.3,18,29,62.1,57,82,69.5,9,4,2,225,10,3,2,5,13,4,3,0,304,12,10,83.3,2,16.7
"Emil Forsberg","RB Leipzig","SWE","MF",NA,27,44,74,69,414,531,78,231,261,88.5,28,57,49.1,122,142,85.9,27,10,0,499,27,3,12,2,24,2,19,5,653,30,22,73.3,8,26.7
"Emre Can","Dortmund","GER","MF","DF",25,18,54,15,636,730,87.1,267,297,89.9,69,99,69.7,282,300,94,3,3,0,709,18,14,0,6,6,4,0,3,846,21,14,66.7,7,33.3
"Erik Durm","Eint Frankfurt","GER","DF","FW",27,10,15,44,145,238,60.9,72,90,80,10,30,33.3,54,88,61.4,4,4,1,193,44,0,0,1,19,43,1,1,321,7,4,57.1,3,42.9
"Erik Thommy","Düsseldorf","GER","MF","FW",24,108,90,177,618,888,69.6,314,371,84.6,54,135,40,221,284,77.8,39,25,12,779,105,32,2,11,144,23,50,4,1174,67,45,67.2,22,32.8
"Erling Haaland","Dortmund","NOR","FW",NA,19,22,21,69,166,242,68.6,91,119,76.5,3,5,60,44,62,71,9,9,1,213,26,0,2,0,6,3,0,3,350,23,12,52.2,11,47.8
"Ermin Bičakčić","Hoffenheim","BIH","DF",NA,29,17,45,4,700,815,85.9,314,344,91.3,61,97,62.9,311,350,88.9,2,3,0,790,25,13,2,3,3,12,0,0,966,2,1,50,1,50
"Exequiel Palacios","Leverkusen","ARG","MF",NA,20,3,9,6,128,149,85.9,78,90,86.7,7,9,77.8,35,40,87.5,3,1,0,144,3,2,1,0,0,1,0,2,167,3,2,66.7,1,33.3
"Fabian Johnson","Gladbach","USA","MF","DF",31,6,10,14,84,113,74.3,48,58,82.8,6,8,75,26,34,76.5,2,2,0,98,14,0,0,0,2,14,0,1,135,2,1,50,1,50
"Felix Klaus","Wolfsburg","GER","MF","FW",26,27,17,64,142,220,64.5,91,125,72.8,7,16,43.8,33,45,73.3,13,7,2,209,10,1,2,0,20,9,0,1,341,11,5,45.5,6,54.5
"Filip Kostić","Eint Frankfurt","SRB","DF","FW",26,161,103,248,942,1609,58.5,399,544,73.3,140,343,40.8,363,561,64.7,79,64,43,1281,319,54,2,15,385,155,110,9,2030,139,83,59.7,56,40.3
"Fin Bartels","Werder Bremen","GER","MF","FW",32,9,20,32,110,153,71.9,52,69,75.4,8,13,61.5,46,57,80.7,4,3,1,147,6,0,0,0,10,5,1,0,203,11,6,54.5,5,45.5
"Florian Grillitsch","Hoffenheim","AUT","MF","DF",23,37,156,32,1561,1769,88.2,575,630,91.3,183,234,78.2,780,842,92.6,18,23,4,1679,85,74,6,10,12,11,0,5,2077,39,27,69.2,12,30.8
"Florian Hübner","Union Berlin","GER","DF",NA,28,0,12,3,228,288,79.2,62,78,79.5,22,43,51.2,137,150,91.3,5,0,0,273,13,13,1,0,1,0,0,2,402,1,1,100,0,0
"Florian Kainz","Köln","AUT","FW","MF",26,54,91,112,444,748,59.4,185,228,81.1,74,190,38.9,176,267,65.9,46,33,15,616,120,20,1,12,170,34,66,12,940,39,22,56.4,17,43.6
"Florian Kastenmeier","Düsseldorf","GER","GK",NA,22,0,0,0,436,626,69.6,61,61,100,183,368,49.7,188,188,100,2,1,0,457,164,52,0,1,0,0,0,5,670,3,3,100,0,0
"Florian Müller","Mainz 05","GER","GK",NA,21,0,1,0,346,479,72.2,79,79,100,105,234,44.9,162,165,98.2,0,0,0,336,142,24,0,0,0,0,0,1,516,1,1,100,0,0
"Florian Neuhaus","Gladbach","GER","MF",NA,22,66,139,62,1032,1267,81.5,516,589,87.6,88,144,61.1,391,453,86.3,30,30,0,1205,52,33,9,15,31,1,18,10,1530,61,47,77,14,23
"Florian Niederlechner","Augsburg","GER","FW","MF",28,42,52,132,351,498,70.5,179,228,78.5,24,37,64.9,119,155,76.8,29,15,1,420,74,1,3,5,18,2,0,4,841,63,28,44.4,35,55.6
"Florian Wirtz","Leverkusen","GER","FW",NA,16,12,10,37,153,192,79.7,93,111,83.8,5,8,62.5,35,44,79.5,3,3,0,191,0,0,1,1,4,0,0,1,240,28,20,71.4,8,28.6
"Fredrik Jensen","Augsburg","FIN","MF","FW",21,8,9,22,56,89,62.9,36,44,81.8,2,9,22.2,9,18,50,2,1,0,87,1,0,0,0,5,0,0,1,130,9,4,44.4,5,55.6
"Gelson Fernandes","Eint Frankfurt","SUI","MF",NA,32,0,24,1,209,264,79.2,110,130,84.6,14,24,58.3,79,92,85.9,2,1,1,264,0,0,0,0,2,0,0,0,348,4,1,25,3,75
"Georg Teigl","Augsburg","AUT","DF","MF",28,1,3,1,22,27,81.5,12,12,100,2,3,66.7,8,9,88.9,0,1,0,22,5,1,0,0,0,4,0,0,43,2,2,100,0,0
"Gerrit Holtmann","Paderborn 07","PHI","MF","DF",24,59,25,75,278,396,70.2,166,192,86.5,13,34,38.2,79,116,68.1,12,11,6,345,50,4,1,1,37,46,0,1,584,52,20,38.5,32,61.5
"Gio Reyna","Dortmund","USA","MF","FW",16,11,17,24,185,220,84.1,112,129,86.8,8,10,80,45,52,86.5,5,2,1,217,3,1,0,2,6,2,0,0,261,21,14,66.7,7,33.3
"Gonçalo Paciência","Eint Frankfurt","POR","FW",NA,24,26,38,98,195,304,64.1,107,142,75.4,17,31,54.8,52,81,64.2,22,16,3,278,25,0,1,2,20,8,0,1,529,41,27,65.9,14,34.1
"Grischa Prömel","Union Berlin","GER","MF",NA,24,13,30,22,260,337,77.2,127,152,83.6,18,35,51.4,96,117,82.1,5,5,0,326,10,3,0,1,2,0,0,1,440,12,7,58.3,5,41.7
"Guido Burgstaller","Schalke 04","AUT","FW",NA,30,16,26,93,197,297,66.3,117,159,73.6,3,9,33.3,55,72,76.4,8,7,0,261,31,0,1,1,12,1,0,5,454,23,12,52.2,11,47.8
"Hannes Wolf","RB Leipzig","AUT","FW","MF",20,0,3,8,18,28,64.3,12,16,75,0,1,0,3,4,75,1,0,0,26,1,0,0,0,0,0,0,1,37,1,0,0,1,100
"Håvard Nordtveit","Hoffenheim","NOR","DF",NA,29,2,32,2,426,490,86.9,132,139,95,59,99,59.6,226,238,95,1,2,0,469,21,20,0,7,1,1,0,0,597,4,4,100,0,0
"Iago","Augsburg","BRA","DF","MF",22,12,20,10,183,298,61.4,97,124,78.2,17,47,36.2,62,96,64.6,4,2,2,222,71,4,0,0,17,67,0,5,404,6,2,33.3,4,66.7
"Ibrahima Konaté","RB Leipzig","FRA","DF",NA,20,9,18,3,305,345,88.4,125,134,93.3,20,34,58.8,152,168,90.5,1,4,2,339,6,6,0,1,3,0,0,0,414,4,3,75,1,25
"Ibrahima Traoré","Gladbach","GUI","FW","MF",31,8,9,18,44,59,74.6,24,30,80,2,5,40,18,21,85.7,3,3,0,56,2,1,1,1,3,0,1,1,88,11,4,36.4,7,63.6
"Ihlas Bebou","Hoffenheim","TOG","FW","MF",25,77,48,182,429,640,67,274,357,76.8,21,44,47.7,105,155,67.7,30,21,5,607,26,1,4,0,37,14,0,7,955,94,49,52.1,45,47.9
"Ishak Belfodil","Hoffenheim","ALG","FW","MF",27,4,5,22,45,58,77.6,32,38,84.2,1,2,50,10,14,71.4,5,2,0,56,2,0,2,0,0,0,0,0,89,12,9,75,3,25
"Ismail Jakobs","Köln","SEN","FW","DF",19,29,25,115,373,596,62.6,211,270,78.1,29,62,46.8,107,183,58.5,12,18,11,540,54,5,1,1,73,49,0,2,818,18,7,38.9,11,61.1
"Ivan Perišić","Bayern Munich","CRO","FW","MF",30,55,49,191,448,638,70.2,253,308,82.1,35,64,54.7,123,187,65.8,20,23,7,597,39,5,4,4,76,25,9,2,779,20,12,60,8,40
"Jacob Bruun Larsen","Dortmund","DEN","FW",NA,20,2,1,8,22,28,78.6,14,16,87.5,1,2,50,6,8,75,1,0,0,130,5,0,0,0,7,3,2,0,37,2,1,50,1,50
"Jacob Bruun Larsen","Dortmund","DEN","FW",NA,20,2,1,8,22,28,78.6,14,16,87.5,1,2,50,6,8,75,1,0,0,130,5,0,0,0,7,3,2,0,181,22,13,59.1,9,40.9
"Jacob Bruun Larsen","Dortmund","DEN","FW",NA,20,2,1,8,104,135,77,54,58,93.1,6,12,50,41,48,85.4,13,4,0,130,5,0,0,0,7,3,2,0,37,2,1,50,1,50
"Jacob Bruun Larsen","Dortmund","DEN","FW",NA,20,2,1,8,104,135,77,54,58,93.1,6,12,50,41,48,85.4,13,4,0,130,5,0,0,0,7,3,2,0,181,22,13,59.1,9,40.9
"Jacob Bruun Larsen","Dortmund","DEN","FW",NA,20,2,1,8,104,135,77,54,58,93.1,6,12,50,41,48,85.4,13,4,0,28,0,0,1,0,0,0,0,0,37,2,1,50,1,50
"Jacob Bruun Larsen","Dortmund","DEN","FW",NA,20,2,1,8,104,135,77,54,58,93.1,6,12,50,41,48,85.4,13,4,0,28,0,0,1,0,0,0,0,0,181,22,13,59.1,9,40.9
"Jacob Bruun Larsen","Dortmund","DEN","FW",NA,20,2,1,8,22,28,78.6,14,16,87.5,1,2,50,6,8,75,1,0,0,28,0,0,1,0,0,0,0,0,37,2,1,50,1,50
"Jacob Bruun Larsen","Dortmund","DEN","FW",NA,20,2,1,8,22,28,78.6,14,16,87.5,1,2,50,6,8,75,1,0,0,28,0,0,1,0,0,0,0,0,181,22,13,59.1,9,40.9
"Jacob Bruun Larsen","Hoffenheim","DEN","FW","MF",20,19,11,31,22,28,78.6,14,16,87.5,1,2,50,6,8,75,1,0,0,28,0,0,1,0,0,0,0,0,37,2,1,50,1,50
"Jacob Bruun Larsen","Hoffenheim","DEN","FW","MF",20,19,11,31,22,28,78.6,14,16,87.5,1,2,50,6,8,75,1,0,0,28,0,0,1,0,0,0,0,0,181,22,13,59.1,9,40.9
"Jacob Bruun Larsen","Hoffenheim","DEN","FW","MF",20,19,11,31,22,28,78.6,14,16,87.5,1,2,50,6,8,75,1,0,0,130,5,0,0,0,7,3,2,0,37,2,1,50,1,50
"Jacob Bruun Larsen","Hoffenheim","DEN","FW","MF",20,19,11,31,22,28,78.6,14,16,87.5,1,2,50,6,8,75,1,0,0,130,5,0,0,0,7,3,2,0,181,22,13,59.1,9,40.9
"Jacob Bruun Larsen","Hoffenheim","DEN","FW","MF",20,19,11,31,104,135,77,54,58,93.1,6,12,50,41,48,85.4,13,4,0,28,0,0,1,0,0,0,0,0,37,2,1,50,1,50
"Jacob Bruun Larsen","Hoffenheim","DEN","FW","MF",20,19,11,31,104,135,77,54,58,93.1,6,12,50,41,48,85.4,13,4,0,28,0,0,1,0,0,0,0,0,181,22,13,59.1,9,40.9
"Jacob Bruun Larsen","Hoffenheim","DEN","FW","MF",20,19,11,31,104,135,77,54,58,93.1,6,12,50,41,48,85.4,13,4,0,130,5,0,0,0,7,3,2,0,37,2,1,50,1,50
"Jacob Bruun Larsen","Hoffenheim","DEN","FW","MF",20,19,11,31,104,135,77,54,58,93.1,6,12,50,41,48,85.4,13,4,0,130,5,0,0,0,7,3,2,0,181,22,13,59.1,9,40.9
"Jadon Sancho","Dortmund","ENG","FW","MF",19,135,168,298,1324,1613,82.1,814,914,89.1,56,105,53.3,357,420,85,68,55,2,1511,97,15,12,4,78,24,58,5,1889,138,77,55.8,61,44.2
"Jamilu Collins","Paderborn 07","NGA","DF",NA,24,101,133,57,1307,1770,73.8,643,742,86.7,114,239,47.7,516,652,79.1,19,7,3,1436,324,20,1,7,41,304,0,10,2195,79,42,53.2,37,46.8
"Jan Morávek","Augsburg","CZE","MF",NA,29,4,17,9,138,185,74.6,79,100,79,10,17,58.8,39,49,79.6,5,5,0,177,5,2,3,3,0,2,1,3,257,10,8,80,2,20
"Jan Thielmann","Köln","GER","FW","MF",17,9,16,37,96,165,58.2,39,59,66.1,18,27,66.7,33,56,58.9,3,5,2,152,8,1,0,1,17,7,0,5,246,7,1,14.3,6,85.7
"Janik Haberer","Freiburg","GER","MF","FW",25,19,76,62,739,906,81.6,307,363,84.6,83,113,73.5,309,348,88.8,17,9,2,872,32,16,1,15,12,9,1,2,1096,26,15,57.7,11,42.3
"Javairô Dilrosun","Hertha BSC","NED","MF","FW",21,64,43,65,280,399,70.2,150,185,81.1,25,47,53.2,92,130,70.8,11,11,5,385,13,4,0,6,34,6,3,1,584,55,38,69.1,17,30.9
"Javi Martínez","Bayern Munich","ESP","DF","MF",30,5,49,5,544,599,90.8,199,218,91.3,48,56,85.7,295,320,92.2,2,6,0,590,8,8,0,7,0,0,0,1,689,2,2,100,0,0
"Jean Zimmer","Düsseldorf","GER","DF","FW",25,17,22,49,165,260,63.5,84,110,76.4,20,42,47.6,57,94,60.6,14,3,0,200,59,10,2,3,37,33,16,1,320,15,8,53.3,7,46.7
"Jean-Clair Todibo","Schalke 04","FRA","DF",NA,19,6,18,2,226,266,85,75,82,91.5,27,40,67.5,121,137,88.3,1,0,0,259,7,5,0,3,0,2,0,0,339,14,11,78.6,3,21.4
"Jean-Paul Boëtius","Mainz 05","NED","MF",NA,25,56,128,100,690,923,74.8,362,432,83.8,82,130,63.1,208,263,79.1,36,23,1,883,33,11,11,12,13,10,0,7,1262,66,35,53,31,47
"Jean-Philippe Mateta","Mainz 05","FRA","FW",NA,22,11,10,63,129,206,62.6,78,108,72.2,2,6,33.3,38,62,61.3,6,2,0,176,29,1,1,1,6,0,0,1,338,28,17,60.7,11,39.3
"Jeffrey Bruma","Wolfsburg","NED","DF",NA,27,2,13,0,269,324,83,64,77,83.1,32,44,72.7,167,188,88.8,0,0,0,306,17,17,0,1,0,0,0,1,422,2,1,50,1,50
"Jeffrey Bruma","Wolfsburg","NED","DF",NA,27,2,13,0,269,324,83,64,77,83.1,32,44,72.7,167,188,88.8,0,0,0,306,17,17,0,1,0,0,0,1,399,2,2,100,0,0
"Jeffrey Bruma","Mainz 05","NED","DF",NA,27,3,18,0,272,318,85.5,78,85,91.8,35,58,60.3,157,171,91.8,0,0,0,306,17,17,0,1,0,0,0,1,422,2,1,50,1,50
"Jeffrey Bruma","Mainz 05","NED","DF",NA,27,3,18,0,272,318,85.5,78,85,91.8,35,58,60.3,157,171,91.8,0,0,0,306,17,17,0,1,0,0,0,1,399,2,2,100,0,0
"Jeffrey Bruma","Mainz 05","NED","DF",NA,27,3,18,0,269,324,83,64,77,83.1,32,44,72.7,167,188,88.8,0,0,0,306,17,17,0,1,0,0,0,1,422,2,1,50,1,50
"Jeffrey Bruma","Mainz 05","NED","DF",NA,27,3,18,0,269,324,83,64,77,83.1,32,44,72.7,167,188,88.8,0,0,0,306,17,17,0,1,0,0,0,1,399,2,2,100,0,0
"Jeffrey Bruma","Mainz 05","NED","DF",NA,27,3,18,0,269,324,83,64,77,83.1,32,44,72.7,167,188,88.8,0,0,0,304,13,10,0,4,0,3,0,1,422,2,1,50,1,50
"Jeffrey Bruma","Mainz 05","NED","DF",NA,27,3,18,0,269,324,83,64,77,83.1,32,44,72.7,167,188,88.8,0,0,0,304,13,10,0,4,0,3,0,1,399,2,2,100,0,0
"Jeffrey Bruma","Wolfsburg","NED","DF",NA,27,2,13,0,272,318,85.5,78,85,91.8,35,58,60.3,157,171,91.8,0,0,0,306,17,17,0,1,0,0,0,1,422,2,1,50,1,50
"Jeffrey Bruma","Wolfsburg","NED","DF",NA,27,2,13,0,272,318,85.5,78,85,91.8,35,58,60.3,157,171,91.8,0,0,0,306,17,17,0,1,0,0,0,1,399,2,2,100,0,0
"Jeffrey Bruma","Wolfsburg","NED","DF",NA,27,2,13,0,272,318,85.5,78,85,91.8,35,58,60.3,157,171,91.8,0,0,0,304,13,10,0,4,0,3,0,1,422,2,1,50,1,50
"Jeffrey Bruma","Wolfsburg","NED","DF",NA,27,2,13,0,272,318,85.5,78,85,91.8,35,58,60.3,157,171,91.8,0,0,0,304,13,10,0,4,0,3,0,1,399,2,2,100,0,0
"Jeffrey Bruma","Mainz 05","NED","DF",NA,27,3,18,0,272,318,85.5,78,85,91.8,35,58,60.3,157,171,91.8,0,0,0,304,13,10,0,4,0,3,0,1,422,2,1,50,1,50
"Jeffrey Bruma","Mainz 05","NED","DF",NA,27,3,18,0,272,318,85.5,78,85,91.8,35,58,60.3,157,171,91.8,0,0,0,304,13,10,0,4,0,3,0,1,399,2,2,100,0,0
"Jeffrey Bruma","Wolfsburg","NED","DF",NA,27,2,13,0,269,324,83,64,77,83.1,32,44,72.7,167,188,88.8,0,0,0,304,13,10,0,4,0,3,0,1,422,2,1,50,1,50
"Jeffrey Bruma","Wolfsburg","NED","DF",NA,27,2,13,0,269,324,83,64,77,83.1,32,44,72.7,167,188,88.8,0,0,0,304,13,10,0,4,0,3,0,1,399,2,2,100,0,0
"Jeffrey Gouweleeuw","Augsburg","NED","DF",NA,28,11,40,3,574,762,75.3,185,215,86,92,193,47.7,291,323,90.1,5,4,0,708,45,44,1,14,2,1,0,9,963,9,7,77.8,2,22.2
"Jérôme Gondorf","Freiburg","GER","MF",NA,31,0,7,1,31,42,73.8,17,21,81,1,2,50,13,19,68.4,1,2,0,40,2,2,0,1,0,0,0,0,64,2,1,50,1,50
"Jérôme Roussillon","Wolfsburg","FRA","DF",NA,26,77,61,120,774,1081,71.6,418,484,86.4,40,126,31.7,290,398,72.9,23,17,9,834,246,6,0,4,71,240,0,1,1416,88,47,53.4,41,46.6
"Jerry St. Juste","Mainz 05","NED","DF",NA,22,12,56,5,869,1017,85.4,306,336,91.1,92,138,66.7,459,502,91.4,5,2,1,960,52,46,0,8,6,6,0,5,1295,12,10,83.3,2,16.7
"Jessic Ngankam","Hertha BSC","GER","FW","MF",19,2,0,3,10,13,76.9,7,9,77.8,1,1,100,2,2,100,2,1,1,11,2,0,0,0,1,2,0,0,26,3,0,0,3,100
"Jhon Córdoba","Köln","COL","FW",NA,26,30,24,134,317,423,74.9,181,215,84.2,18,27,66.7,104,131,79.4,25,6,1,375,47,0,1,2,10,1,0,1,712,34,21,61.8,13,38.2
"Ji Dong-won","Mainz 05","KOR","FW","MF",28,0,0,6,14,26,53.8,9,13,69.2,1,2,50,3,7,42.9,0,0,0,23,3,2,0,0,3,1,0,0,34,1,0,0,1,100
"Johannes Eggestein","Werder Bremen","GER","MF","FW",21,8,11,39,144,202,71.3,86,107,80.4,6,14,42.9,43,55,78.2,6,3,1,193,7,2,0,0,13,3,2,2,261,4,1,25,3,75
"John Brooks","Wolfsburg","USA","DF",NA,26,14,81,6,1008,1235,81.6,243,300,81,157,241,65.1,595,668,89.1,6,2,0,1187,47,43,0,17,1,4,0,1,1490,4,3,75,1,25
"Jonas Hector","Köln","GER","MF","DF",29,25,128,63,1014,1289,78.7,384,457,84,127,204,62.3,486,564,86.2,26,26,7,1185,101,42,4,6,29,53,6,3,1578,12,6,50,6,50
"Jonas Hofmann","Gladbach","GER","MF","FW",27,42,80,67,686,877,78.2,307,349,88,106,163,65,240,290,82.8,32,19,3,757,115,49,4,15,74,11,55,5,1071,28,12,42.9,16,57.1
"Jonas Hofmann","Gladbach","GER","MF","FW",27,42,80,67,686,877,78.2,307,349,88,106,163,65,240,290,82.8,32,19,3,2,0,0,0,0,0,0,0,0,1071,28,12,42.9,16,57.1
"Jonas Hofmann","Schalke 04","GER","MF",NA,22,0,0,0,686,877,78.2,307,349,88,106,163,65,240,290,82.8,32,19,3,2,0,0,0,0,0,0,0,0,1071,28,12,42.9,16,57.1
"Jonas Hofmann","Schalke 04","GER","MF",NA,22,0,0,0,686,877,78.2,307,349,88,106,163,65,240,290,82.8,32,19,3,757,115,49,4,15,74,11,55,5,1071,28,12,42.9,16,57.1
"Jonathan Burkardt","Mainz 05","GER","FW","MF",19,5,3,11,37,48,77.1,25,25,100,1,3,33.3,9,11,81.8,1,1,0,41,7,1,0,0,2,3,0,0,91,12,5,41.7,7,58.3
"Jonathan de Guzmán","Eint Frankfurt","NED","MF",NA,31,3,10,7,78,104,75,34,40,85,6,20,30,31,35,88.6,5,2,1,87,16,9,0,1,14,1,6,1,117,2,1,50,1,50
"Jonathan Schmid","Freiburg","FRA","DF",NA,29,51,128,142,1168,1583,73.8,565,647,87.3,122,241,50.6,460,606,75.9,27,25,13,1166,410,34,1,18,100,357,18,7,1892,33,14,42.4,19,57.6
"Jonathan Tah","Leverkusen","GER","DF",NA,23,14,132,2,1857,2071,89.7,584,629,92.8,195,273,71.4,1059,1127,94,4,5,1,2020,47,45,1,6,4,2,0,4,2321,16,14,87.5,2,12.5
"Jonjoe Kenny","Schalke 04","ENG","DF",NA,22,40,136,125,1168,1580,73.9,577,673,85.7,120,230,52.2,444,581,76.4,15,31,9,1209,359,17,0,13,59,342,0,12,1874,20,11,55,9,45
"Jordan Beyer","Gladbach","GER","DF",NA,19,1,0,1,32,44,72.7,12,15,80,0,3,0,17,22,77.3,0,0,0,38,6,0,0,0,1,6,0,0,60,1,1,100,0,0
"Jordan Torunarigha","Hertha BSC","GER","DF",NA,21,15,42,8,694,818,84.8,153,177,86.4,106,150,70.7,431,473,91.1,8,5,1,783,32,14,1,11,2,18,0,3,1022,22,14,63.6,8,36.4
"Jorge Meré","Köln","ESP","DF",NA,22,4,27,0,338,384,88,76,85,89.4,56,78,71.8,205,217,94.5,2,0,0,368,15,12,0,6,0,3,0,1,466,1,1,100,0,0
"Josh Sargent","Werder Bremen","USA","FW",NA,19,17,21,79,242,346,69.9,170,218,78,7,13,53.8,42,62,67.7,12,4,2,331,15,0,0,0,7,3,0,0,544,30,18,60,12,40
"Joshua Kimmich","Bayern Munich","GER","MF","DF",24,57,310,106,2435,2870,84.8,1003,1085,92.4,321,496,64.7,1042,1154,90.3,75,59,12,2510,352,97,11,25,230,84,170,8,3146,30,19,63.3,11,36.7
"Joshua Mees","Union Berlin","GER","MF","FW",23,3,7,20,59,85,69.4,42,48,87.5,4,5,80,10,17,58.8,4,3,0,83,2,0,0,1,5,2,0,0,131,6,2,33.3,4,66.7
"Josip Brekalo","Wolfsburg","CRO","MF","FW",21,82,89,146,564,826,68.3,266,349,76.2,67,134,50,197,251,78.5,51,34,7,721,99,19,4,5,78,25,47,6,1076,82,38,46.3,44,53.7
"Josuha Guilavogui","Wolfsburg","FRA","MF","DF",28,13,96,23,815,1009,80.8,267,315,84.8,132,178,74.2,386,451,85.6,9,10,0,981,23,19,3,8,6,4,0,5,1295,19,13,68.4,6,31.6
"Juan Miranda","Schalke 04","ESP","DF",NA,19,15,39,37,295,396,74.5,140,166,84.3,44,81,54.3,104,136,76.5,11,13,6,303,93,18,0,2,29,75,0,0,491,6,3,50,3,50
"Julian Baumgartlinger","Leverkusen","AUT","MF",NA,31,9,77,23,1013,1124,90.1,559,604,92.5,75,90,83.3,323,350,92.3,17,9,0,1076,44,40,2,11,3,4,0,4,1324,11,10,90.9,1,9.1
"Julian Brandt","Dortmund","GER","MF","FW",23,59,188,183,1370,1670,82,697,803,86.8,153,197,77.7,451,522,86.4,39,37,0,1623,41,13,12,23,38,7,17,6,1951,92,66,71.7,26,28.3
"Julian Ryerson","Union Berlin","NOR","DF","MF",21,10,7,9,116,173,67.1,66,83,79.5,7,19,36.8,37,46,80.4,1,4,2,128,43,0,0,0,13,43,0,2,219,12,7,58.3,5,41.7
"Julian Weigl","Dortmund","GER","MF","DF",23,11,64,5,751,827,90.8,240,259,92.7,122,141,86.5,377,398,94.7,4,8,0,813,14,13,0,8,1,1,0,0,921,7,5,71.4,2,28.6
"Jürgen Locadia","Hoffenheim","CUW","FW",NA,25,6,7,39,96,136,70.6,54,68,79.4,8,11,72.7,27,36,75,3,3,1,124,10,1,1,0,4,1,0,2,185,2,2,100,0,0
"Kaan Ayhan","Düsseldorf","TUR","DF",NA,24,52,161,25,1502,1816,82.7,535,579,92.4,265,413,64.2,677,764,88.6,18,14,3,1670,140,55,4,67,23,85,0,6,2051,18,14,77.8,4,22.2
"Kai Havertz","Leverkusen","GER","MF","FW",20,119,139,250,1182,1403,84.2,730,815,89.6,65,85,76.5,317,358,88.5,59,33,3,1352,48,9,5,8,28,19,10,3,1790,119,57,47.9,62,52.1
"Kai Pröger","Paderborn 07","GER","MF","FW",27,77,32,129,311,619,50.2,155,201,77.1,52,157,33.1,84,167,50.3,42,14,9,467,147,40,2,1,188,29,78,5,959,120,67,55.8,53,44.2
"Karim Bellarabi","Leverkusen","GER","FW","DF",29,106,43,207,470,704,66.8,283,334,84.7,37,78,47.4,128,203,63.1,25,28,11,651,47,1,3,4,110,46,0,6,907,92,51,55.4,41,44.6
"Karim Onisiwo","Mainz 05","AUT","FW",NA,27,41,29,123,208,343,60.6,127,180,70.6,9,28,32.1,55,84,65.5,31,10,3,322,19,1,1,0,24,2,0,2,628,73,46,63,27,37
"Karim Rekik","Hertha BSC","NED","DF",NA,24,15,45,5,626,715,87.6,209,227,92.1,96,133,72.2,309,332,93.1,3,1,0,685,28,25,0,14,2,3,0,2,848,5,4,80,1,20
"Kasim Nuhu","Düsseldorf","GHA","DF",NA,24,8,44,4,417,519,80.3,121,143,84.6,75,116,64.7,219,250,87.6,2,1,0,503,15,15,0,11,0,0,0,1,663,11,9,81.8,2,18.2
"Kelvin Ofori","Düsseldorf","GHA","MF",NA,18,0,1,9,19,21,90.5,9,10,90,2,2,100,7,8,87.5,0,0,0,21,0,0,0,0,0,0,0,0,30,4,0,0,4,100
"Ken Reichel","Union Berlin","GER","DF",NA,32,8,16,15,180,258,69.8,95,108,88,14,37,37.8,68,97,70.1,2,3,3,195,63,1,0,1,17,62,0,0,320,4,2,50,2,50
