"Player","Squad","Nation","Pos","Pos2","Age","Progression_Carries","Progression_Passes_Delivered","Progression_Passes_Recived","Total_Passes_Completed","Total_Passes_Attempted","Total_Pass_Percentage","Short_Passes_Completed","Short_Passes_Attempted","Short_Pass_Percentage","Long_Passes_Completed","Long_Passes_Attempted","Long_Pass_Percentage","Medium_Passes_Completed","Medium_Passes_Attempted","Medium_Pass_Percentage","Key_Passes","Passes_Into_Penalty_Area","Crosses_Into_Penalty_Area","Live_Pass","Dead_Pass","Free_Kicks","Through_Balls","Switches","Crosses","Throw_Ins","Corner_Kicks","Offside","Touches","Take_Ons_Attempted","Take_Ons_Wins","Take_On_Win_Percentage","Take_Ons_Tackled","Take_Ons_Tackled_Percentage"
"Kenan Karaman","Düsseldorf","TUR","FW","MF",25,23,25,125,215,339,63.4,132,184,71.7,8,13,61.5,54,87,62.1,22,5,0,324,15,0,0,1,18,1,0,0,494,29,21,72.4,8,27.6
"Kerem Demirbay","Leverkusen","GER","MF",NA,26,34,102,37,939,1211,77.5,451,515,87.6,122,209,58.4,315,392,80.4,41,12,1,1050,154,50,3,15,122,9,95,7,1398,39,28,71.8,11,28.2
"Keven Schlotterbeck","Union Berlin","GER","DF",NA,22,5,40,1,665,843,78.9,181,222,81.5,109,174,62.6,369,423,87.2,1,2,1,809,32,31,0,1,1,1,0,2,1138,11,10,90.9,1,9.1
"Kevin Akpoguma","Hoffenheim","NGA","DF",NA,24,7,32,5,664,757,87.7,274,293,93.5,39,77,50.6,343,371,92.5,2,1,0,727,30,14,0,3,3,16,0,0,916,3,2,66.7,1,33.3
"Kevin Kampl","RB Leipzig","SVN","MF",NA,28,14,50,22,458,524,87.4,221,237,93.2,30,42,71.4,169,189,89.4,9,11,3,501,21,17,4,1,7,4,0,2,587,9,7,77.8,2,22.2
"Kevin Mbabu","Wolfsburg","SUI","DF",NA,24,56,70,105,622,925,67.2,278,342,81.3,80,157,51,254,356,71.3,16,17,14,692,229,3,1,2,84,226,0,4,1211,80,49,61.3,31,38.8
"Kevin Stöger","Düsseldorf","AUT","MF",NA,25,21,101,42,777,971,80,372,413,90.1,111,181,61.3,268,330,81.2,26,16,1,845,124,77,2,18,57,10,35,2,1111,24,21,87.5,3,12.5
"Kevin Vogt","Hoffenheim","GER","DF",NA,27,0,37,0,675,787,85.8,211,235,89.8,106,136,77.9,346,396,87.4,4,1,0,826,22,21,1,3,1,1,0,1,952,4,4,100,0,0
"Kevin Vogt","Hoffenheim","GER","DF",NA,27,0,37,0,675,787,85.8,211,235,89.8,106,136,77.9,346,396,87.4,4,1,0,826,22,21,1,3,1,1,0,1,898,4,4,100,0,0
"Kevin Vogt","Hoffenheim","GER","DF",NA,27,0,37,0,675,787,85.8,211,235,89.8,106,136,77.9,346,396,87.4,4,1,0,753,33,31,0,7,1,2,0,1,952,4,4,100,0,0
"Kevin Vogt","Hoffenheim","GER","DF",NA,27,0,37,0,675,787,85.8,211,235,89.8,106,136,77.9,346,396,87.4,4,1,0,753,33,31,0,7,1,2,0,1,898,4,4,100,0,0
"Kevin Vogt","Hoffenheim","GER","DF",NA,27,0,37,0,783,849,92.2,253,274,92.3,118,137,86.1,409,429,95.3,1,1,0,826,22,21,1,3,1,1,0,1,952,4,4,100,0,0
"Kevin Vogt","Hoffenheim","GER","DF",NA,27,0,37,0,783,849,92.2,253,274,92.3,118,137,86.1,409,429,95.3,1,1,0,826,22,21,1,3,1,1,0,1,898,4,4,100,0,0
"Kevin Vogt","Hoffenheim","GER","DF",NA,27,0,37,0,783,849,92.2,253,274,92.3,118,137,86.1,409,429,95.3,1,1,0,753,33,31,0,7,1,2,0,1,952,4,4,100,0,0
"Kevin Vogt","Hoffenheim","GER","DF",NA,27,0,37,0,783,849,92.2,253,274,92.3,118,137,86.1,409,429,95.3,1,1,0,753,33,31,0,7,1,2,0,1,898,4,4,100,0,0
"Kevin Vogt","Werder Bremen","GER","DF","MF",27,8,42,3,675,787,85.8,211,235,89.8,106,136,77.9,346,396,87.4,4,1,0,753,33,31,0,7,1,2,0,1,952,4,4,100,0,0
"Kevin Vogt","Werder Bremen","GER","DF","MF",27,8,42,3,675,787,85.8,211,235,89.8,106,136,77.9,346,396,87.4,4,1,0,753,33,31,0,7,1,2,0,1,898,4,4,100,0,0
"Kevin Vogt","Werder Bremen","GER","DF","MF",27,8,42,3,783,849,92.2,253,274,92.3,118,137,86.1,409,429,95.3,1,1,0,826,22,21,1,3,1,1,0,1,952,4,4,100,0,0
"Kevin Vogt","Werder Bremen","GER","DF","MF",27,8,42,3,783,849,92.2,253,274,92.3,118,137,86.1,409,429,95.3,1,1,0,826,22,21,1,3,1,1,0,1,898,4,4,100,0,0
"Kevin Vogt","Werder Bremen","GER","DF","MF",27,8,42,3,675,787,85.8,211,235,89.8,106,136,77.9,346,396,87.4,4,1,0,826,22,21,1,3,1,1,0,1,952,4,4,100,0,0
"Kevin Vogt","Werder Bremen","GER","DF","MF",27,8,42,3,675,787,85.8,211,235,89.8,106,136,77.9,346,396,87.4,4,1,0,826,22,21,1,3,1,1,0,1,898,4,4,100,0,0
"Kevin Vogt","Werder Bremen","GER","DF","MF",27,8,42,3,783,849,92.2,253,274,92.3,118,137,86.1,409,429,95.3,1,1,0,753,33,31,0,7,1,2,0,1,952,4,4,100,0,0
"Kevin Vogt","Werder Bremen","GER","DF","MF",27,8,42,3,783,849,92.2,253,274,92.3,118,137,86.1,409,429,95.3,1,1,0,753,33,31,0,7,1,2,0,1,898,4,4,100,0,0
"Kevin Volland","Leverkusen","GER","FW",NA,27,39,57,175,398,591,67.3,204,268,76.1,25,43,58.1,127,181,70.2,34,19,4,547,42,0,6,1,39,5,1,2,856,35,22,62.9,13,37.1
"Kingsley Coman","Bayern Munich","FRA","FW","MF",23,113,75,329,599,787,76.1,331,393,84.2,41,71,57.7,205,262,78.2,33,36,7,779,5,0,3,7,75,3,2,3,998,97,58,59.8,39,40.2
"Kingsley Ehizibue","Köln","NED","DF",NA,24,65,65,96,829,1128,73.5,408,482,84.6,78,146,53.4,328,432,75.9,15,19,12,898,228,13,0,3,72,215,0,2,1476,63,36,57.1,28,44.4
"Kingsley Schindler","Köln","GHA","FW","MF",26,18,25,79,151,252,59.9,71,97,73.2,13,26,50,57,96,59.4,10,18,9,239,12,2,2,0,34,10,0,1,368,18,10,55.6,8,44.4
"Klaus Gjasula","Paderborn 07","ALB","MF",NA,29,13,114,24,891,1165,76.5,326,396,82.3,141,214,65.9,390,470,83,28,5,0,1144,18,17,2,20,5,1,0,3,1434,25,20,80,5,20
"Koen Casteels","Wolfsburg","BEL","GK",NA,27,0,0,0,721,979,73.6,98,98,100,297,544,54.6,324,326,99.4,1,0,0,739,231,53,0,4,0,0,0,9,1029,1,1,100,0,0
"Konrad Laimer","RB Leipzig","AUT","MF",NA,22,44,143,39,1045,1296,80.6,543,615,88.3,81,142,57,355,415,85.5,14,26,1,1257,35,23,6,10,8,12,0,4,1608,53,35,66,18,34
"Kostas Stafylidis","Hoffenheim","GRE","DF",NA,25,4,15,17,149,192,77.6,70,78,89.7,15,29,51.7,59,75,78.7,4,4,3,148,44,4,0,1,11,40,0,0,250,6,4,66.7,2,33.3
"Krzysztof Piątek","Hertha BSC","POL","FW",NA,24,10,18,65,159,221,71.9,87,116,75,12,16,75,50,63,79.4,10,3,0,195,26,1,0,3,4,2,0,0,316,14,9,64.3,5,35.7
"Kwon Chang-hoon","Freiburg","KOR","MF","FW",25,14,29,62,192,272,70.6,99,125,79.2,22,34,64.7,61,83,73.5,12,10,5,267,2,0,2,2,18,2,0,3,375,21,15,71.4,6,28.6
"Lars Bender","Leverkusen","GER","DF","MF",30,38,109,49,907,1077,84.2,482,530,90.9,56,87,64.4,335,386,86.8,18,12,2,913,162,15,0,8,20,147,0,2,1265,18,14,77.8,4,22.2
"Lars Stindl","Gladbach","GER","MF","FW",30,15,63,94,607,754,80.5,313,368,85.1,48,67,71.6,205,240,85.4,27,12,2,715,33,8,4,5,17,4,9,6,916,23,11,47.8,12,52.2
"László Bénes","Gladbach","SVK","MF",NA,21,17,66,48,392,527,74.4,170,206,82.5,54,92,58.7,144,185,77.8,28,9,2,446,74,28,4,7,59,11,34,7,612,18,13,72.2,5,27.8
"Laurent Jans","Paderborn 07","LUX","DF",NA,26,37,61,30,627,861,72.8,306,358,85.5,62,127,48.8,246,324,75.9,10,13,8,678,180,5,0,12,39,175,0,3,1051,16,12,75,4,25
"Lazar Samardzic","Hertha BSC","SRB","MF","FW",17,2,1,0,6,7,85.7,1,1,100,1,1,100,4,5,80,0,1,0,7,0,0,0,1,1,0,0,0,15,2,1,50,1,50
"Leandro Barreiro Martins","Mainz 05","LUX","MF",NA,19,6,41,13,276,364,75.8,138,168,82.1,28,48,58.3,93,117,79.5,6,1,0,348,15,10,0,4,5,1,4,1,493,7,5,71.4,2,28.6
"Leon Bailey","Leverkusen","JAM","FW","MF",21,61,36,132,316,479,66,170,219,77.6,28,68,41.2,111,156,71.2,21,22,7,435,44,10,1,5,78,11,23,0,639,56,35,62.5,21,37.5
"Leon Goretzka","Bayern Munich","GER","MF",NA,24,29,110,63,789,923,85.5,397,444,89.4,65,82,79.3,300,330,90.9,21,23,2,900,18,6,1,10,4,3,0,5,1102,25,19,76,6,24
"Leonardo Balerdi","Dortmund","ARG","DF","MF",20,1,5,0,115,132,87.1,53,60,88.3,15,17,88.2,45,47,95.7,0,0,0,130,2,2,0,4,0,0,0,0,143,1,0,0,1,100
"Leonardo Bittencourt","Hoffenheim","GER","MF",NA,25,2,0,1,662,905,73.1,400,465,86,37,75,49.3,194,279,69.5,33,26,14,790,114,10,0,3,87,68,21,1,1189,45,14,31.1,31,68.9
"Leonardo Bittencourt","Werder Bremen","GER","FW","MF",25,58,57,162,662,905,73.1,400,465,86,37,75,49.3,194,279,69.5,33,26,14,790,114,10,0,3,87,68,21,1,1189,45,14,31.1,31,68.9
"Leonardo Bittencourt","Hoffenheim","GER","MF",NA,25,2,0,1,662,905,73.1,400,465,86,37,75,49.3,194,279,69.5,33,26,14,2,0,0,0,0,0,0,0,0,1189,45,14,31.1,31,68.9
"Leonardo Bittencourt","Werder Bremen","GER","FW","MF",25,58,57,162,662,905,73.1,400,465,86,37,75,49.3,194,279,69.5,33,26,14,2,0,0,0,0,0,0,0,0,1189,45,14,31.1,31,68.9
"Levent Mercan","Schalke 04","GER","MF","FW",18,1,1,4,23,31,74.2,13,14,92.9,1,3,33.3,9,12,75,0,0,0,29,2,1,0,0,1,1,0,0,39,2,2,100,0,0
"Levin Öztunalı","Mainz 05","GER","MF","FW",23,65,76,118,345,549,62.8,188,249,75.5,32,59,54.2,100,164,61,27,31,9,518,26,1,5,5,42,23,2,5,792,66,40,60.6,26,39.4
"Lewis Baker","Düsseldorf","ENG","MF",NA,24,10,23,6,182,222,82,70,80,87.5,32,43,74.4,75,84,89.3,8,4,0,213,7,5,0,7,4,0,2,2,277,12,10,83.3,2,16.7
"Louis Schaub","Köln","AUT","MF",NA,24,23,29,49,209,274,76.3,130,146,89,11,23,47.8,60,77,77.9,11,5,0,242,32,5,1,1,19,10,17,0,374,32,20,62.5,12,37.5
"Luca Kilian","Paderborn 07","GER","DF",NA,19,4,28,3,641,718,89.3,178,198,89.9,72,96,75,385,406,94.8,2,0,0,690,27,24,1,3,1,3,0,1,874,3,2,66.7,1,33.3
"Luca Waldschmidt","Freiburg","GER","FW","MF",23,17,36,71,286,385,74.3,161,193,83.4,11,22,50,101,123,82.1,11,11,2,373,11,1,5,1,7,0,0,1,535,33,14,42.4,19,57.6
"Lucas Alario","Leverkusen","ARG","FW",NA,26,7,16,63,219,310,70.6,132,177,74.6,15,20,75,40,53,75.5,13,7,0,274,32,2,1,3,4,2,0,4,453,18,13,72.2,5,27.8
"Lucas Hernández","Bayern Munich","FRA","DF",NA,23,17,44,26,714,814,87.7,330,353,93.5,56,88,63.6,312,342,91.2,4,3,0,754,57,15,0,5,6,42,0,3,907,10,8,80,2,20
"Lucas Höler","Freiburg","GER","FW","MF",25,59,41,180,422,645,65.4,251,337,74.5,19,29,65.5,102,157,65,30,18,5,624,17,3,2,1,19,4,1,4,1039,59,31,52.5,28,47.5
"Lucas Ribeiro","Hoffenheim","BRA","MF",NA,20,1,0,0,15,17,88.2,7,7,100,1,2,50,6,7,85.7,0,0,0,14,3,3,1,0,0,0,0,0,34,5,3,60,2,40
"Lucas Torró","Eint Frankfurt","ESP","MF",NA,25,4,14,4,141,169,83.4,69,76,90.8,11,14,78.6,55,67,82.1,2,2,0,164,4,4,0,1,0,0,0,1,224,4,2,50,2,50
"Ludwig Augustinsson","Werder Bremen","SWE","DF","MF",25,24,29,62,386,546,70.7,229,264,86.7,26,76,34.2,115,156,73.7,18,8,6,419,125,17,0,2,57,93,15,2,656,11,8,72.7,3,27.3
"Lukas Klostermann","RB Leipzig","GER","DF",NA,23,38,132,78,1536,1814,84.7,706,795,88.8,79,145,54.5,708,792,89.4,15,13,4,1698,113,27,0,3,25,86,0,3,2092,23,15,65.2,8,34.8
"Lukas Klünter","Hertha BSC","GER","DF",NA,23,44,49,44,557,818,68.1,250,299,83.6,34,99,34.3,265,368,72,11,12,8,623,189,22,0,5,32,167,0,6,1049,28,13,46.4,15,53.6
"Lukas Kübler","Freiburg","GER","DF",NA,26,4,8,0,76,99,76.8,25,33,75.8,15,22,68.2,36,42,85.7,0,1,0,89,9,3,0,2,3,6,0,1,110,4,4,100,0,0
"Lukas Nmecha","Wolfsburg","GER","MF","FW",20,7,0,11,23,34,67.6,17,26,65.4,1,1,100,3,4,75,1,1,1,32,2,0,0,0,1,0,0,0,50,8,4,50,4,50
"Lukas Rupp","Hoffenheim","GER","MF",NA,28,7,7,18,128,155,82.6,87,97,89.7,1,4,25,34,41,82.9,1,0,0,151,3,0,0,2,0,2,0,1,213,9,2,22.2,7,77.8
"Łukasz Piszczek","Dortmund","POL","DF",NA,34,30,118,53,1729,1985,87.1,854,914,93.4,121,183,66.1,730,825,88.5,14,15,4,1868,114,23,2,13,28,91,0,3,2205,19,12,63.2,7,36.8
"Mads Pedersen","Augsburg","DEN","DF",NA,22,3,1,7,26,34,76.5,13,15,86.7,1,4,25,12,15,80,2,1,1,20,14,2,0,0,4,11,1,0,50,2,0,0,2,100
"Mahmoud Dahoud","Dortmund","GER","MF",NA,23,7,42,11,438,487,89.9,210,226,92.9,37,44,84.1,172,187,92,8,9,0,481,5,5,1,5,4,0,0,1,567,13,10,76.9,3,23.1
"Makoto Hasebe","Eint Frankfurt","JPN","DF","MF",35,47,132,6,1224,1408,86.9,358,394,90.9,174,239,72.8,677,727,93.1,9,3,0,1298,104,96,2,10,1,8,0,6,1571,5,4,80,1,20
"Manuel Akanji","Dortmund","SUI","DF",NA,24,18,104,6,1764,1948,90.6,656,706,92.9,151,213,70.9,938,987,95,3,2,1,1871,74,43,2,20,2,31,0,3,2148,7,6,85.7,1,14.3
"Manuel Gulde","Freiburg","GER","DF",NA,28,17,62,4,698,815,85.6,215,235,91.5,94,145,64.8,382,415,92,6,8,2,775,40,33,0,8,11,7,0,0,1009,5,5,100,0,0
"Manuel Neuer","Bayern Munich","GER","GK",NA,33,0,5,0,1275,1449,88,333,335,99.4,320,480,66.7,610,620,98.4,0,0,0,1205,242,62,0,7,0,0,0,2,1511,1,1,100,0,0
"Manuel Schmiedebach","Union Berlin","GER","MF",NA,30,0,7,0,36,48,75,15,20,75,1,4,25,18,21,85.7,0,1,0,48,0,0,0,0,0,0,0,0,69,1,0,0,1,100
"Marcel Halstenberg","RB Leipzig","GER","DF",NA,27,65,155,91,1593,1909,83.4,744,826,90.1,113,200,56.5,686,777,88.3,36,15,6,1669,229,52,2,12,56,150,27,11,2202,30,23,76.7,7,23.3
"Marcel Risse","Köln","GER","MF","FW",29,4,4,9,31,73,42.5,9,16,56.3,5,19,26.3,16,29,55.2,6,2,0,59,14,2,2,1,16,6,6,0,85,3,1,33.3,2,66.7
"Marcel Sabitzer","RB Leipzig","AUT","MF","FW",25,68,175,169,1150,1549,74.2,592,700,84.6,112,186,60.2,347,455,76.3,59,46,17,1404,132,31,2,15,107,85,16,13,1818,31,16,51.6,15,48.4
"Marcel Sobottka","Düsseldorf","GER","MF",NA,25,2,16,10,175,214,81.8,71,86,82.6,17,28,60.7,83,92,90.2,3,1,0,208,4,3,0,3,0,1,0,2,297,6,3,50,3,50
"Marcel Tisserand","Wolfsburg","COD","DF",NA,26,19,74,0,570,756,75.4,167,195,85.6,90,171,52.6,304,360,84.4,4,6,0,719,33,29,2,11,7,4,0,4,912,16,9,56.3,7,43.8
"Marcelo Saracchi","RB Leipzig","URU","DF",NA,21,6,8,7,90,128,70.3,57,68,83.8,6,18,33.3,24,36,66.7,4,2,1,107,20,2,0,0,7,18,0,1,162,3,3,100,0,0
"Marco Friedl","Werder Bremen","AUT","DF","MF",21,24,82,80,999,1326,75.3,466,538,86.6,107,210,51,410,517,79.3,21,22,11,1045,277,48,0,25,86,204,25,4,1582,21,13,61.9,8,38.1
"Marco Höger","Köln","GER","MF",NA,29,7,40,9,343,423,81.1,144,170,84.7,48,61,78.7,135,160,84.4,5,2,1,408,14,11,0,2,5,3,0,1,484,10,9,90,1,10
"Marco Reus","Dortmund","GER","MF","FW",30,37,76,98,533,660,80.8,329,366,89.9,29,49,59.2,138,166,83.1,22,19,0,621,37,22,4,5,16,1,0,2,872,46,26,56.5,20,43.5
"Marco Richter","Augsburg","GER","MF","FW",21,40,57,110,332,562,59.1,160,228,70.2,47,102,46.1,99,152,65.1,22,19,7,530,27,8,3,16,56,11,7,5,954,107,44,41.1,63,58.9
"Marcus Ingvartsen","Union Berlin","DEN","MF","FW",23,23,30,69,326,501,65.1,186,244,76.2,10,31,32.3,101,154,65.6,10,7,3,485,11,2,1,0,19,1,2,5,741,33,15,45.5,18,54.5
"Marcus Thuram","Gladbach","FRA","FW",NA,21,96,52,217,441,675,65.3,297,381,78,10,28,35.7,104,169,61.5,30,22,0,654,13,0,1,2,34,6,0,8,1007,107,63,58.9,44,41.1
"Marek Suchý","Augsburg","CZE","DF",NA,31,1,5,0,166,197,84.3,54,61,88.5,19,31,61.3,91,99,91.9,0,0,0,193,4,4,0,2,0,0,0,0,232,1,1,100,0,0
"Marin Pongračić","Wolfsburg","CRO","DF",NA,21,10,48,0,497,595,83.5,118,140,84.3,83,118,70.3,293,326,89.9,0,1,0,570,25,24,1,7,0,1,0,0,684,13,11,84.6,2,15.4
"Mario Götze","Dortmund","GER","FW",NA,27,10,29,56,237,284,83.5,170,191,89,7,12,58.3,45,58,77.6,11,11,2,265,19,0,2,1,8,5,0,0,347,13,3,23.1,10,76.9
"Marius Bülter","Union Berlin","GER","MF","FW",26,70,49,132,379,639,59.3,211,271,77.9,22,79,27.8,123,210,58.6,26,20,10,606,30,1,2,3,73,27,0,3,1006,106,55,51.9,51,48.1
"Marius Wolf","Hertha BSC","GER","FW","MF",24,44,65,96,459,687,66.8,222,281,79,55,104,52.9,160,220,72.7,19,15,9,592,91,8,1,8,38,82,1,4,873,48,27,56.3,21,43.8
"Mark Uth","Köln","GER","MF","FW",27,24,45,67,82,116,70.7,43,52,82.7,6,11,54.5,22,29,75.9,3,1,0,106,6,1,0,2,3,0,0,4,678,27,14,51.9,13,48.1
"Mark Uth","Köln","GER","MF","FW",27,24,45,67,82,116,70.7,43,52,82.7,6,11,54.5,22,29,75.9,3,1,0,106,6,1,0,2,3,0,0,4,162,6,4,66.7,2,33.3
"Mark Uth","Köln","GER","MF","FW",27,24,45,67,82,116,70.7,43,52,82.7,6,11,54.5,22,29,75.9,3,1,0,395,95,42,4,9,85,2,49,1,678,27,14,51.9,13,48.1
"Mark Uth","Köln","GER","MF","FW",27,24,45,67,82,116,70.7,43,52,82.7,6,11,54.5,22,29,75.9,3,1,0,395,95,42,4,9,85,2,49,1,162,6,4,66.7,2,33.3
"Mark Uth","Köln","GER","MF","FW",27,24,45,67,308,491,62.7,121,156,77.6,55,132,41.7,116,159,73,30,13,1,106,6,1,0,2,3,0,0,4,678,27,14,51.9,13,48.1
"Mark Uth","Köln","GER","MF","FW",27,24,45,67,308,491,62.7,121,156,77.6,55,132,41.7,116,159,73,30,13,1,106,6,1,0,2,3,0,0,4,162,6,4,66.7,2,33.3
"Mark Uth","Schalke 04","GER","FW","MF",27,3,2,23,82,116,70.7,43,52,82.7,6,11,54.5,22,29,75.9,3,1,0,395,95,42,4,9,85,2,49,1,678,27,14,51.9,13,48.1
"Mark Uth","Schalke 04","GER","FW","MF",27,3,2,23,82,116,70.7,43,52,82.7,6,11,54.5,22,29,75.9,3,1,0,395,95,42,4,9,85,2,49,1,162,6,4,66.7,2,33.3
"Mark Uth","Schalke 04","GER","FW","MF",27,3,2,23,308,491,62.7,121,156,77.6,55,132,41.7,116,159,73,30,13,1,395,95,42,4,9,85,2,49,1,678,27,14,51.9,13,48.1
"Mark Uth","Schalke 04","GER","FW","MF",27,3,2,23,308,491,62.7,121,156,77.6,55,132,41.7,116,159,73,30,13,1,395,95,42,4,9,85,2,49,1,162,6,4,66.7,2,33.3
"Mark Uth","Köln","GER","MF","FW",27,24,45,67,308,491,62.7,121,156,77.6,55,132,41.7,116,159,73,30,13,1,395,95,42,4,9,85,2,49,1,678,27,14,51.9,13,48.1
"Mark Uth","Köln","GER","MF","FW",27,24,45,67,308,491,62.7,121,156,77.6,55,132,41.7,116,159,73,30,13,1,395,95,42,4,9,85,2,49,1,162,6,4,66.7,2,33.3
"Mark Uth","Schalke 04","GER","FW","MF",27,3,2,23,308,491,62.7,121,156,77.6,55,132,41.7,116,159,73,30,13,1,106,6,1,0,2,3,0,0,4,678,27,14,51.9,13,48.1
"Mark Uth","Schalke 04","GER","FW","MF",27,3,2,23,308,491,62.7,121,156,77.6,55,132,41.7,116,159,73,30,13,1,106,6,1,0,2,3,0,0,4,162,6,4,66.7,2,33.3
"Mark Uth","Schalke 04","GER","FW","MF",27,3,2,23,82,116,70.7,43,52,82.7,6,11,54.5,22,29,75.9,3,1,0,106,6,1,0,2,3,0,0,4,678,27,14,51.9,13,48.1
"Mark Uth","Schalke 04","GER","FW","MF",27,3,2,23,82,116,70.7,43,52,82.7,6,11,54.5,22,29,75.9,3,1,0,106,6,1,0,2,3,0,0,4,162,6,4,66.7,2,33.3
"Marko Grujić","Hertha BSC","SRB","MF",NA,23,22,123,41,863,1101,78.4,392,468,83.8,92,120,76.7,344,422,81.5,11,14,2,1076,22,18,1,16,5,2,0,3,1424,42,30,71.4,12,28.6
"Markus Suttner","Düsseldorf","AUT","DF",NA,32,18,90,61,601,858,70,261,304,85.9,98,192,51,236,310,76.1,15,15,6,721,131,18,0,12,88,97,16,6,1012,12,8,66.7,4,33.3
"Marlon Ritter","Paderborn 07","GER","MF",NA,24,6,19,15,138,210,65.7,68,85,80,20,54,37,46,55,83.6,10,5,2,173,37,16,0,2,27,5,16,0,259,4,2,50,2,50
"Martin Hinteregger","Eint Frankfurt","AUT","DF",NA,26,35,118,35,1274,1707,74.6,432,510,84.7,159,328,48.5,668,804,83.1,8,6,1,1501,199,58,1,20,19,141,0,7,2067,21,12,57.1,9,42.9
"Marvin Friedrich","Union Berlin","GER","DF",NA,23,14,96,9,920,1214,75.8,294,335,87.8,147,289,50.9,450,528,85.2,2,4,1,1168,41,39,0,7,6,2,0,5,1557,19,12,63.2,7,36.8
"Marvin Plattenhardt","Hertha BSC","GER","DF",NA,27,21,42,35,545,748,72.9,236,267,88.4,84,158,53.2,219,289,75.8,26,7,6,526,216,36,0,9,70,160,20,6,881,7,3,42.9,4,57.1
"Mateu Morey","Dortmund","ESP","DF","MF",19,6,7,15,134,163,82.2,66,72,91.7,11,15,73.3,55,68,80.9,1,0,0,152,11,2,0,1,10,9,0,0,191,5,3,60,2,40
"Matheus Cunha","RB Leipzig","BRA","FW","MF",20,9,12,13,108,170,63.5,52,74,70.3,20,35,57.1,36,51,70.6,8,6,1,96,1,0,0,1,1,1,0,0,281,50,41,82,9,18
"Matheus Cunha","RB Leipzig","BRA","FW","MF",20,9,12,13,108,170,63.5,52,74,70.3,20,35,57.1,36,51,70.6,8,6,1,96,1,0,0,1,1,1,0,0,144,10,5,50,5,50
"Matheus Cunha","Hertha BSC","BRA","FW","MF",20,25,21,30,108,170,63.5,52,74,70.3,20,35,57.1,36,51,70.6,8,6,1,96,1,0,0,1,1,1,0,0,281,50,41,82,9,18
"Matheus Cunha","Hertha BSC","BRA","FW","MF",20,25,21,30,108,170,63.5,52,74,70.3,20,35,57.1,36,51,70.6,8,6,1,96,1,0,0,1,1,1,0,0,144,10,5,50,5,50
"Matheus Cunha","Hertha BSC","BRA","FW","MF",20,25,21,30,75,97,77.3,46,58,79.3,2,3,66.7,21,25,84,4,5,0,158,10,5,1,8,5,1,1,2,281,50,41,82,9,18
"Matheus Cunha","Hertha BSC","BRA","FW","MF",20,25,21,30,75,97,77.3,46,58,79.3,2,3,66.7,21,25,84,4,5,0,158,10,5,1,8,5,1,1,2,144,10,5,50,5,50
"Matheus Cunha","RB Leipzig","BRA","FW","MF",20,9,12,13,108,170,63.5,52,74,70.3,20,35,57.1,36,51,70.6,8,6,1,158,10,5,1,8,5,1,1,2,281,50,41,82,9,18
"Matheus Cunha","RB Leipzig","BRA","FW","MF",20,9,12,13,108,170,63.5,52,74,70.3,20,35,57.1,36,51,70.6,8,6,1,158,10,5,1,8,5,1,1,2,144,10,5,50,5,50
"Matheus Cunha","RB Leipzig","BRA","FW","MF",20,9,12,13,75,97,77.3,46,58,79.3,2,3,66.7,21,25,84,4,5,0,96,1,0,0,1,1,1,0,0,281,50,41,82,9,18
"Matheus Cunha","RB Leipzig","BRA","FW","MF",20,9,12,13,75,97,77.3,46,58,79.3,2,3,66.7,21,25,84,4,5,0,96,1,0,0,1,1,1,0,0,144,10,5,50,5,50
"Matheus Cunha","RB Leipzig","BRA","FW","MF",20,9,12,13,75,97,77.3,46,58,79.3,2,3,66.7,21,25,84,4,5,0,158,10,5,1,8,5,1,1,2,281,50,41,82,9,18
"Matheus Cunha","RB Leipzig","BRA","FW","MF",20,9,12,13,75,97,77.3,46,58,79.3,2,3,66.7,21,25,84,4,5,0,158,10,5,1,8,5,1,1,2,144,10,5,50,5,50
"Matheus Cunha","Hertha BSC","BRA","FW","MF",20,25,21,30,108,170,63.5,52,74,70.3,20,35,57.1,36,51,70.6,8,6,1,158,10,5,1,8,5,1,1,2,281,50,41,82,9,18
"Matheus Cunha","Hertha BSC","BRA","FW","MF",20,25,21,30,108,170,63.5,52,74,70.3,20,35,57.1,36,51,70.6,8,6,1,158,10,5,1,8,5,1,1,2,144,10,5,50,5,50
"Matheus Cunha","Hertha BSC","BRA","FW","MF",20,25,21,30,75,97,77.3,46,58,79.3,2,3,66.7,21,25,84,4,5,0,96,1,0,0,1,1,1,0,0,281,50,41,82,9,18
"Matheus Cunha","Hertha BSC","BRA","FW","MF",20,25,21,30,75,97,77.3,46,58,79.3,2,3,66.7,21,25,84,4,5,0,96,1,0,0,1,1,1,0,0,144,10,5,50,5,50
"Mathew Leckie","Hertha BSC","AUS","DF","FW",28,3,3,12,59,87,67.8,34,43,79.1,3,4,75,20,27,74.1,0,0,0,78,9,0,0,0,3,9,0,0,117,2,1,50,1,50
"Matija Nastasić","Schalke 04","SRB","DF",NA,26,4,56,0,793,925,85.7,227,245,92.7,113,193,58.5,450,479,93.9,1,0,0,904,21,21,2,6,0,0,0,0,1098,1,1,100,0,0
"Mats Hummels","Dortmund","GER","DF",NA,30,23,142,8,2000,2301,86.9,533,589,90.5,299,417,71.7,1157,1250,92.6,9,11,1,2220,71,67,6,26,7,4,0,10,2616,15,14,93.3,1,6.7
