"Player","Squad","Nation","Pos","Pos2","Age","Progression_Carries","Progression_Passes_Delivered","Progression_Passes_Recived","Total_Passes_Completed","Total_Passes_Attempted","Total_Pass_Percentage","Short_Passes_Completed","Short_Passes_Attempted","Short_Pass_Percentage","Long_Passes_Completed","Long_Passes_Attempted","Long_Pass_Percentage","Medium_Passes_Completed","Medium_Passes_Attempted","Medium_Pass_Percentage","Key_Passes","Passes_Into_Penalty_Area","Crosses_Into_Penalty_Area","Live_Pass","Dead_Pass","Free_Kicks","Through_Balls","Switches","Crosses","Throw_Ins","Corner_Kicks","Offside","Touches","Take_Ons_Attempted","Take_Ons_Wins","Take_On_Win_Percentage","Take_Ons_Tackled","Take_Ons_Tackled_Percentage"
"Dani Raba","Granada","ESP","MF","FW",25,1,0,2,2,3,66.7,1,1,100,0,1,0,1,1,100,0,0,0,3,0,0,1,0,0,0,0,0,61,3,1,33.3,2,66.7
"Dani Raba","Granada","ESP","MF","FW",25,1,0,2,2,3,66.7,1,1,100,0,1,0,1,1,100,0,0,0,35,13,5,2,0,10,1,4,0,61,3,1,33.3,2,66.7
"Dani Rodríguez","Mallorca","ESP","MF","FW",33,65,94,130,716,951,75.3,415,482,86.1,52,94,55.3,197,259,76.1,43,27,2,884,65,23,11,8,55,8,26,2,1351,100,60,60,40,40
"Daniel Parejo","Villarreal","ESP","MF",NA,32,36,256,36,1799,2149,83.7,773,836,92.5,254,384,66.1,729,812,89.8,66,44,8,1866,270,140,11,35,143,3,127,13,2353,33,25,75.8,8,24.2
"Daniel Vivian","Athletic Club","ESP","DF",NA,22,3,56,2,787,951,82.8,225,252,89.3,122,199,61.3,433,474,91.4,2,0,0,891,57,56,0,14,3,1,0,3,1180,5,4,80,1,20
"Daniel Wass","Atlético Madrid","DEN","DF","FW",32,1,1,2,534,689,77.5,208,241,86.3,53,109,48.6,232,283,82,14,7,0,19,9,0,0,0,2,9,0,0,817,9,7,77.8,2,22.2
"Daniel Wass","Atlético Madrid","DEN","DF","FW",32,1,1,2,534,689,77.5,208,241,86.3,53,109,48.6,232,283,82,14,7,0,19,9,0,0,0,2,9,0,0,31,1,1,100,0,0
"Daniel Wass","Atlético Madrid","DEN","DF","FW",32,1,1,2,534,689,77.5,208,241,86.3,53,109,48.6,232,283,82,14,7,0,604,84,33,3,13,35,5,14,1,817,9,7,77.8,2,22.2
"Daniel Wass","Atlético Madrid","DEN","DF","FW",32,1,1,2,534,689,77.5,208,241,86.3,53,109,48.6,232,283,82,14,7,0,604,84,33,3,13,35,5,14,1,31,1,1,100,0,0
"Daniel Wass","Valencia","DEN","MF",NA,32,13,77,22,534,689,77.5,208,241,86.3,53,109,48.6,232,283,82,14,7,0,19,9,0,0,0,2,9,0,0,817,9,7,77.8,2,22.2
"Daniel Wass","Valencia","DEN","MF",NA,32,13,77,22,534,689,77.5,208,241,86.3,53,109,48.6,232,283,82,14,7,0,19,9,0,0,0,2,9,0,0,31,1,1,100,0,0
"Daniel Wass","Valencia","DEN","MF",NA,32,13,77,22,534,689,77.5,208,241,86.3,53,109,48.6,232,283,82,14,7,0,604,84,33,3,13,35,5,14,1,817,9,7,77.8,2,22.2
"Daniel Wass","Valencia","DEN","MF",NA,32,13,77,22,534,689,77.5,208,241,86.3,53,109,48.6,232,283,82,14,7,0,604,84,33,3,13,35,5,14,1,31,1,1,100,0,0
"Darío Benedetto","Elche","ARG","FW","MF",31,6,14,25,72,112,64.3,37,48,77.1,12,17,70.6,23,35,65.7,4,4,0,102,9,0,0,4,6,1,0,1,177,18,10,55.6,8,44.4
"Darío Poveda","Getafe","ESP","FW","MF",24,5,8,24,48,86,55.8,26,45,57.8,5,11,45.5,11,20,55,3,1,1,81,4,0,0,0,5,0,0,1,138,13,7,53.8,6,46.2
"Darko Brašanac","Osasuna","SRB","MF",NA,29,42,103,167,676,910,74.3,374,463,80.8,28,51,54.9,224,286,78.3,29,17,3,860,45,1,1,2,27,5,0,5,1129,27,15,55.6,12,44.4
"Darwin Machís","Granada","VEN","MF","FW",28,51,35,97,273,429,63.6,132,157,84.1,35,78,44.9,95,143,66.4,18,18,10,406,20,1,1,6,66,7,10,3,654,60,34,56.7,26,43.3
"David Alaba","Real Madrid","AUT","DF",NA,29,40,154,76,1788,1968,90.9,831,870,95.5,102,161,63.4,804,859,93.6,21,15,3,1888,74,34,4,2,40,34,3,6,2189,10,4,40,6,60
"David García","Osasuna","ESP","DF",NA,27,7,117,2,1169,1466,79.7,329,404,81.4,174,284,61.3,654,749,87.3,9,1,0,1422,39,39,0,13,0,0,0,5,1819,4,3,75,1,25
"David López","Espanyol","ESP","MF","DF",31,2,23,6,354,427,82.9,166,189,87.8,18,39,46.2,157,174,90.2,3,1,0,414,13,12,1,1,0,1,0,0,508,2,2,100,0,0
"David Silva","Real Sociedad","ESP","MF",NA,35,65,147,105,912,1054,86.5,499,544,91.7,61,83,73.5,313,345,90.7,39,40,4,1015,34,16,3,4,30,3,15,5,1210,44,29,65.9,15,34.1
"David Timor","Getafe","ESP","MF",NA,31,0,20,3,143,182,78.6,62,71,87.3,23,35,65.7,56,71,78.9,1,1,0,165,17,10,0,9,9,0,7,0,207,2,1,50,1,50
"Denis Cheryshev","Valencia","RUS","MF","FW",30,14,19,36,104,171,60.8,52,69,75.4,8,21,38.1,39,59,66.1,3,6,0,157,14,5,1,0,27,3,6,0,251,11,6,54.5,5,45.5
"Denis Suárez","Celta Vigo","ESP","MF",NA,27,100,216,78,1639,2054,79.8,849,959,88.5,136,247,55.1,575,696,82.6,46,36,7,1827,221,71,19,21,129,12,85,6,2346,82,42,51.2,40,48.8
"Dídac Vilà","Espanyol","ESP","DF","MF",32,1,4,10,70,87,80.5,38,43,88.4,2,9,22.2,28,32,87.5,3,1,0,70,17,2,0,0,2,15,0,0,116,1,1,100,0,0
"Diego Carlos","Sevilla","BRA","DF",NA,28,1,99,5,1916,2195,87.3,517,563,91.8,294,460,63.9,1082,1126,96.1,4,8,1,2131,57,53,3,38,3,4,0,7,2488,4,2,50,2,50
"Diego González","Elche","ESP","DF",NA,26,6,17,1,594,721,82.4,172,204,84.3,68,127,53.5,352,377,93.4,2,0,0,683,35,35,0,3,0,0,0,3,900,1,1,100,0,0
"Diego Lainez","Betis","MEX","FW",NA,21,4,3,11,43,56,76.8,30,35,85.7,1,1,100,10,14,71.4,3,1,0,56,0,0,0,0,2,0,0,0,76,9,6,66.7,3,33.3
"Diego Rico","Real Sociedad","ESP","DF",NA,28,24,92,70,849,1133,74.9,396,442,89.6,59,134,44,367,461,79.6,15,29,14,889,237,25,0,3,57,211,1,7,1372,29,12,41.4,17,58.6
"Dimitri Foulquier","Valencia","FRA","DF",NA,28,39,80,31,702,1014,69.2,343,397,86.4,60,155,38.7,283,392,72.2,11,12,7,765,247,25,0,10,60,222,0,2,1243,33,23,69.7,10,30.3
"Dimitri Foulquier","Valencia","FRA","DF",NA,28,39,80,31,46,72,63.9,31,37,83.8,1,5,20,13,20,65,1,1,1,50,22,0,0,0,7,22,0,0,1243,33,23,69.7,10,30.3
"Dimitri Foulquier","Granada","FRA","DF",NA,28,2,4,5,702,1014,69.2,343,397,86.4,60,155,38.7,283,392,72.2,11,12,7,50,22,0,0,0,7,22,0,0,1243,33,23,69.7,10,30.3
"Dimitri Foulquier","Valencia","FRA","DF",NA,28,39,80,31,702,1014,69.2,343,397,86.4,60,155,38.7,283,392,72.2,11,12,7,50,22,0,0,0,7,22,0,0,1243,33,23,69.7,10,30.3
"Dimitri Foulquier","Granada","FRA","DF",NA,28,2,4,5,46,72,63.9,31,37,83.8,1,5,20,13,20,65,1,1,1,50,22,0,0,0,7,22,0,0,1243,33,23,69.7,10,30.3
"Dimitri Foulquier","Granada","FRA","DF",NA,28,2,4,5,46,72,63.9,31,37,83.8,1,5,20,13,20,65,1,1,1,765,247,25,0,10,60,222,0,2,1243,33,23,69.7,10,30.3
"Dimitri Foulquier","Valencia","FRA","DF",NA,28,39,80,31,46,72,63.9,31,37,83.8,1,5,20,13,20,65,1,1,1,765,247,25,0,10,60,222,0,2,1243,33,23,69.7,10,30.3
"Dimitri Foulquier","Granada","FRA","DF",NA,28,2,4,5,702,1014,69.2,343,397,86.4,60,155,38.7,283,392,72.2,11,12,7,765,247,25,0,10,60,222,0,2,1243,33,23,69.7,10,30.3
"Djené","Getafe","TOG","DF",NA,29,24,89,9,1031,1348,76.5,404,442,91.4,119,259,45.9,491,597,82.2,10,8,4,1309,38,33,1,6,22,5,0,1,1653,18,18,100,0,0
"Domingos Duarte","Granada","POR","DF",NA,26,4,44,3,567,738,76.8,182,215,84.7,92,164,56.1,286,337,84.9,3,1,0,702,33,30,0,7,1,3,0,3,906,3,2,66.7,1,33.3
"Eden Hazard","Real Madrid","BEL","FW","MF",30,41,34,99,359,407,88.2,226,246,91.9,12,16,75,91,100,91,27,12,0,391,13,3,1,1,12,7,2,3,472,31,25,80.6,6,19.4
"Éder Militão","Real Madrid","BRA","DF",NA,23,22,102,15,1801,2037,88.4,650,688,94.5,220,314,70.1,893,953,93.7,12,5,1,1905,120,57,5,28,11,21,0,12,2371,20,11,55,9,45
"Édgar González","Betis","ESP","DF",NA,24,5,39,2,797,909,87.7,314,338,92.9,71,103,68.9,403,439,91.8,3,0,0,893,13,10,1,2,1,3,0,3,1076,4,4,100,0,0
"Édgar Méndez","Alavés","ESP","FW","MF",31,18,31,112,257,444,57.9,140,199,70.4,29,63,46,81,132,61.4,18,18,11,421,22,1,1,6,59,11,1,1,638,26,14,53.8,12,46.2
"Eduardo Camavinga","Real Madrid","FRA","MF",NA,18,30,79,33,760,847,89.7,339,364,93.1,78,95,82.1,322,345,93.3,14,7,1,829,17,15,6,6,3,1,0,1,1013,32,22,68.8,10,31.3
"Emerson","Barcelona","BRA","DF",NA,22,0,2,4,57,68,83.8,36,38,94.7,3,4,75,15,19,78.9,0,2,0,54,14,0,0,0,2,14,0,0,78,1,0,0,1,100
"Emmanuel Amankwaa Akurugu","Getafe","GHA","DF",NA,19,5,4,6,26,39,66.7,11,15,73.3,2,4,50,12,18,66.7,1,0,0,31,8,0,0,0,4,8,0,0,48,4,3,75,1,25
"Enes Ünal","Getafe","TUR","FW",NA,24,24,44,127,394,653,60.3,255,372,68.5,18,27,66.7,91,164,55.5,29,11,2,618,32,0,4,3,14,3,1,3,1077,48,25,52.1,23,47.9
"Enis Bardhi","Levante","MKD","MF","FW",26,41,103,105,529,749,70.6,278,330,84.2,66,130,50.8,153,220,69.5,42,17,1,639,103,32,9,15,87,15,52,7,995,74,38,51.4,36,48.6
"Enric Franquesa","Levante","ESP","DF","FW",24,17,15,36,198,263,75.3,124,136,91.2,8,19,42.1,62,84,73.8,3,3,1,208,54,0,0,0,10,53,1,1,325,19,10,52.6,9,47.4
"Enzo Roco","Elche","CHI","DF",NA,28,12,42,8,949,1158,82,266,298,89.3,165,260,63.5,504,561,89.8,3,2,0,1087,66,66,0,22,1,0,0,5,1434,10,5,50,5,50
"Eric García","Barcelona","ESP","DF",NA,20,36,137,3,1568,1689,92.8,565,596,94.8,139,172,80.8,844,885,95.4,4,3,0,1630,58,40,2,20,2,14,0,1,1862,3,2,66.7,1,33.3
"Érik Lamela","Sevilla","ARG","FW","MF",29,26,62,90,410,487,84.2,231,261,88.5,22,27,81.5,132,149,88.6,21,14,0,470,15,5,4,1,15,2,7,2,628,34,18,52.9,16,47.1
"Esteban Saveljich","Rayo Vallecano","MNE","DF",NA,30,2,20,1,498,605,82.3,145,165,87.9,55,101,54.5,290,320,90.6,1,2,1,579,24,21,0,4,1,3,0,2,763,1,0,0,1,100
"Étienne Capoue","Villarreal","FRA","MF",NA,33,44,134,29,1167,1330,87.7,567,616,92,86,124,69.4,476,522,91.2,5,10,1,1287,37,33,7,12,5,4,0,6,1577,54,40,74.1,14,25.9
"Ezequiel Ávila","Osasuna","ARG","FW","MF",27,32,47,117,307,556,55.2,132,199,66.3,51,111,45.9,111,184,60.3,18,27,18,526,24,6,2,12,79,8,4,6,787,32,18,56.3,14,43.8
"Ezequiel Ponce","Elche","ARG","FW",NA,24,6,10,39,123,164,75,80,93,86,10,12,83.3,20,28,71.4,7,3,0,156,8,0,1,2,6,1,0,0,252,25,14,56,11,44
"Facundo Pellistri","Alavés","URU","MF","FW",19,24,11,42,105,148,70.9,79,91,86.8,2,7,28.6,19,28,67.9,6,5,1,144,4,2,0,0,13,0,0,0,257,26,11,42.3,15,57.7
"Fali","Cádiz","ESP","DF","MF",27,9,49,6,520,690,75.4,126,147,85.7,79,165,47.9,306,359,85.2,7,6,2,652,36,21,3,5,11,13,0,2,898,1,1,100,0,0
"Fede San Emeterio","Cádiz","ESP","MF",NA,24,1,22,1,281,348,80.7,144,168,85.7,29,40,72.5,98,112,87.5,3,2,0,343,4,4,2,1,0,0,0,1,405,2,0,0,2,100
"Federico Valverde","Real Madrid","URU","MF",NA,23,76,129,86,1039,1183,87.8,587,631,93,73,104,70.2,328,360,91.1,24,19,0,1158,19,9,4,17,20,9,1,6,1376,50,32,64,18,36
"Felipe","Atlético Madrid","BRA","DF",NA,32,5,32,2,632,780,81,260,297,87.5,60,114,52.6,298,333,89.5,5,1,0,745,29,26,0,4,0,3,0,6,965,3,2,66.7,1,33.3
"Ferland Mendy","Real Madrid","FRA","DF",NA,26,71,99,116,1226,1351,90.7,757,797,95,47,63,74.6,367,399,92,19,14,1,1201,148,13,1,5,28,135,0,2,1529,52,35,67.3,17,32.7
"Fernando","Sevilla","BRA","MF","DF",34,15,86,11,1115,1253,89,376,416,90.4,163,214,76.2,564,587,96.1,6,4,0,1213,37,32,2,16,1,5,0,3,1415,11,7,63.6,4,36.4
"Fernando Calero","Espanyol","ESP","DF",NA,25,2,24,2,528,633,83.4,226,237,95.4,47,103,45.6,248,278,89.2,2,0,0,587,45,33,0,5,0,12,0,1,753,5,4,80,1,20
"Fernando Niño","Mallorca","ESP","FW",NA,20,18,8,47,145,216,67.1,90,128,70.3,5,7,71.4,31,48,64.6,9,1,0,193,20,0,1,0,1,0,0,3,334,16,9,56.3,7,43.8
"Ferran Jutglà","Barcelona","ESP","FW",NA,22,10,4,38,100,122,82,61,65,93.8,6,9,66.7,22,29,75.9,2,4,2,113,8,1,0,0,6,2,0,1,154,5,2,40,3,60
"Ferrán Torres","Barcelona","ESP","FW",NA,21,34,53,215,489,587,83.3,291,326,89.3,33,41,80.5,133,160,83.1,12,12,0,565,19,3,0,4,7,5,2,3,770,37,13,35.1,24,64.9
"Fidel","Elche","ESP","MF",NA,31,64,135,136,802,1112,72.1,454,523,86.8,70,163,42.9,232,303,76.6,40,24,10,1015,89,26,5,7,118,12,50,8,1361,75,44,58.7,31,41.3
"Florentino Luís","Getafe","POR","MF",NA,21,3,33,11,341,436,78.2,164,201,81.6,31,43,72.1,136,161,84.5,9,3,0,427,7,7,2,7,2,0,0,2,565,11,7,63.6,4,36.4
"Florian Lejeune","Alavés","FRA","DF",NA,30,6,74,4,908,1172,77.5,217,267,81.3,192,317,60.6,489,556,87.9,5,4,0,1089,78,76,1,52,3,2,0,5,1489,6,3,50,3,50
"Florin Andone","Cádiz","ROU","FW",NA,28,0,2,11,25,38,65.8,14,19,73.7,0,1,0,7,11,63.6,3,0,0,32,6,0,0,0,0,0,0,0,62,2,2,100,0,0
"Fran Beltrán","Celta Vigo","ESP","MF",NA,22,18,131,22,1716,1893,90.6,661,720,91.8,196,231,84.8,798,840,95,11,8,4,1821,70,54,1,31,17,2,6,2,2177,27,19,70.4,8,29.6
"Fran Garcia","Rayo Vallecano","ESP","DF",NA,21,140,133,141,1310,1690,77.5,667,734,90.9,95,213,44.6,515,647,79.6,29,35,22,1327,360,22,1,4,128,338,0,3,2032,45,22,48.9,23,51.1
"Fran Mérida","Espanyol","ESP","MF",NA,31,4,18,4,119,177,67.2,51,64,79.7,18,43,41.9,44,56,78.6,4,2,1,162,14,9,2,3,8,0,4,1,204,11,9,81.8,2,18.2
"Francis Coquelin","Villarreal","FRA","MF",NA,30,14,56,39,408,480,85,230,256,89.8,19,29,65.5,129,141,91.5,10,9,0,469,7,2,2,7,1,2,0,4,590,20,17,85,3,15
"Franco Cervi","Celta Vigo","ARG","MF",NA,27,35,61,86,560,763,73.4,320,371,86.3,39,85,45.9,167,220,75.9,12,11,3,714,45,8,0,0,78,8,29,4,1051,39,20,51.3,19,48.7
"Franco Russo","Mallorca","ARG","DF",NA,26,4,41,3,491,644,76.2,157,188,83.5,82,144,56.9,245,289,84.8,1,1,0,602,41,34,0,5,1,2,0,1,816,6,5,83.3,1,16.7
"Frenkie de Jong","Barcelona","NED","MF",NA,24,78,206,121,1504,1680,89.5,797,856,93.1,112,139,80.6,519,568,91.4,43,36,3,1643,30,19,9,12,31,4,7,7,1876,60,51,85,9,15
"Gabriel Paulista","Valencia","BRA","DF",NA,30,9,35,1,495,639,77.5,135,161,83.9,97,154,63,260,308,84.4,4,2,0,574,63,52,1,16,0,1,0,2,823,2,1,50,1,50
"Gabriel Veiga","Celta Vigo","ESP","MF",NA,19,5,9,4,52,67,77.6,28,33,84.8,3,6,50,21,25,84,1,4,1,66,1,1,0,0,3,0,0,0,91,7,6,85.7,1,14.3
"Gareth Bale","Real Madrid","WAL","FW",NA,32,6,8,10,45,65,69.2,25,31,80.6,3,5,60,16,21,76.2,2,3,2,62,0,0,0,1,3,0,0,3,102,4,1,25,3,75
"Gavi","Barcelona","ESP","MF","FW",16,72,115,160,1086,1262,86.1,658,697,94.4,55,88,62.5,300,350,85.7,20,25,6,1237,17,5,11,12,48,10,2,8,1581,86,53,61.6,33,38.4
"Geoffrey Kondogbia","Atlético Madrid","CTA","MF","DF",28,11,76,7,854,999,85.5,413,459,90,92,123,74.8,305,345,88.4,11,10,0,984,10,10,2,24,1,0,0,5,1233,33,29,87.9,4,12.1
"Gerard Gumbau","Elche","ESP","MF",NA,26,17,85,16,836,1064,78.6,364,400,91,129,231,55.8,319,375,85.1,28,8,2,931,125,67,2,27,93,1,57,8,1261,13,7,53.8,6,46.2
"Gerard Moreno","Villarreal","ESP","FW",NA,29,29,67,95,309,453,68.2,156,207,75.4,41,61,67.2,97,126,77,30,20,4,437,12,1,10,7,12,5,0,4,606,61,39,63.9,22,36.1
"Gerard Piqué","Barcelona","ESP","DF",NA,34,25,132,4,1514,1688,89.7,439,486,90.3,175,242,72.3,871,913,95.4,5,3,0,1625,57,47,2,27,0,5,0,6,1902,6,6,100,0,0
"Germán Pezzella","Betis","ARG","DF",NA,30,2,22,5,898,1032,87,300,330,90.9,60,112,53.6,530,567,93.5,0,3,0,981,47,43,0,6,1,4,0,4,1273,3,3,100,0,0
"Germán Sánchez","Granada","ESP","DF",NA,34,10,41,5,781,1049,74.5,265,296,89.5,112,253,44.3,390,466,83.7,5,1,0,992,55,47,0,9,1,5,0,2,1300,2,0,0,2,100
"Germán Valera","Real Sociedad","ESP","FW",NA,19,1,1,8,14,18,77.8,11,13,84.6,2,3,66.7,1,2,50,0,0,0,18,0,0,0,0,1,0,0,0,35,7,2,28.6,5,71.4
"Gerónimo Rulli","Villarreal","ARG","GK",NA,29,0,2,1,1051,1288,81.6,216,219,98.6,259,482,53.7,572,581,98.5,0,2,0,982,305,91,0,2,0,0,0,1,1361,1,1,100,0,0
"Giovani Lo Celso","Villarreal","ARG","FW","MF",25,33,68,71,434,534,81.3,220,253,87,37,51,72.5,147,163,90.2,17,23,1,503,26,10,4,3,15,1,9,5,652,40,26,65,14,35
"Giovanni González","Mallorca","URU","DF",NA,26,6,13,20,149,203,73.4,78,90,86.7,6,19,31.6,57,79,72.2,6,3,0,159,44,4,1,0,10,40,0,0,250,4,3,75,1,25
"Gonçalo Guedes","Valencia","POR","FW","MF",24,93,120,245,563,878,64.1,284,370,76.8,65,130,50,181,275,65.8,43,52,15,782,93,24,7,16,110,29,31,3,1208,124,64,51.6,60,48.4
"Gonzalo Escalante","Alavés","ARG","MF",NA,28,7,41,15,265,399,66.4,145,190,76.3,20,43,46.5,82,122,67.2,7,3,0,395,3,0,0,3,3,0,0,1,582,9,7,77.8,2,22.2
"Gonzalo Melero","Levante","ESP","MF",NA,27,19,84,39,657,778,84.4,365,415,88,34,49,69.4,232,260,89.2,16,6,0,759,16,12,5,5,3,4,0,3,954,26,12,46.2,14,53.8
"Gonzalo Montiel","Sevilla","ARG","DF",NA,24,29,43,78,524,684,76.6,257,297,86.5,30,69,43.5,223,271,82.3,11,11,5,584,96,5,0,2,33,91,0,4,783,8,3,37.5,5,62.5
"Gonzalo Villar","Getafe","ESP","MF",NA,23,7,14,5,118,140,84.3,62,68,91.2,11,17,64.7,42,46,91.3,1,2,0,133,7,5,2,6,1,2,0,0,179,8,8,100,0,0
"Guido Carrillo","Elche","ARG","FW",NA,30,5,13,47,208,302,68.9,134,177,75.7,9,14,64.3,42,65,64.6,6,2,0,277,21,0,0,0,1,2,0,4,454,14,8,57.1,6,42.9
"Guido Rodríguez","Betis","ARG","MF",NA,27,13,123,14,1245,1458,85.4,598,673,88.9,127,180,70.6,484,534,90.6,14,9,1,1404,53,50,3,21,4,3,0,1,1782,27,18,66.7,9,33.3
"Héctor Bellerín","Betis","ESP","DF",NA,26,43,75,103,804,1048,76.7,433,509,85.1,44,89,49.4,300,383,78.3,26,20,7,845,200,18,1,4,42,182,0,3,1285,42,22,52.4,20,47.6
"Héctor Herrera","Atlético Madrid","MEX","MF",NA,31,14,60,15,560,668,83.8,274,299,91.6,60,82,73.2,192,236,81.4,10,7,2,636,31,25,3,7,10,4,2,1,773,19,16,84.2,3,15.8
"Hélder Costa","Valencia","ANG","MF","FW",27,39,34,80,191,302,63.2,107,146,73.3,8,26,30.8,68,97,70.1,17,16,8,285,14,2,1,1,46,3,9,3,465,58,23,39.7,35,60.3
"Helibelton Palacios","Elche","COL","DF",NA,28,31,52,49,715,944,75.7,377,427,88.3,46,106,43.4,267,339,78.8,7,5,3,747,196,17,0,1,37,179,0,1,1164,35,27,77.1,8,22.9
"Hugo Duro","Valencia","ESP","FW","MF",21,12,21,87,271,391,69.3,149,210,71,7,15,46.7,73,96,76,14,3,0,367,21,1,0,0,12,3,0,3,623,25,13,52,12,48
"Hugo Duro","Valencia","ESP","FW","MF",21,12,21,87,271,391,69.3,149,210,71,7,15,46.7,73,96,76,14,3,0,5,0,0,0,0,0,0,0,0,623,25,13,52,12,48
"Hugo Duro","Getafe","ESP","DF","MF",21,0,0,1,271,391,69.3,149,210,71,7,15,46.7,73,96,76,14,3,0,367,21,1,0,0,12,3,0,3,623,25,13,52,12,48
"Hugo Duro","Getafe","ESP","DF","MF",21,0,0,1,271,391,69.3,149,210,71,7,15,46.7,73,96,76,14,3,0,5,0,0,0,0,0,0,0,0,623,25,13,52,12,48
"Hugo Guillamón","Valencia","ESP","MF","DF",21,11,139,19,890,1112,80,343,410,83.7,148,216,68.5,364,427,85.2,13,16,1,999,112,99,2,21,6,6,2,1,1333,16,10,62.5,6,37.5
"Hugo Mallo","Celta Vigo","ESP","DF",NA,30,38,90,136,934,1244,75.1,469,524,89.5,48,126,38.1,384,516,74.4,20,23,9,1013,225,13,0,2,73,212,0,6,1465,16,8,50,8,50
"Iago Aspas","Celta Vigo","ESP","FW",NA,33,112,108,296,968,1371,70.6,542,664,81.6,75,148,50.7,266,378,70.4,57,42,7,1266,97,38,11,17,108,18,32,8,1693,83,51,61.4,32,38.6
"Iddrisu Baba","Mallorca","GHA","MF",NA,25,14,73,6,617,779,79.2,239,291,82.1,75,111,67.6,285,331,86.1,10,7,1,760,17,16,0,6,5,1,0,2,1028,31,22,71,9,29
"Iglesias","Getafe","ESP","DF",NA,23,15,15,24,163,330,49.4,56,77,72.7,37,113,32.7,70,120,58.3,8,7,7,229,100,7,0,4,46,89,4,1,445,9,5,55.6,4,44.4
"Igor Zubeldia","Real Sociedad","ESP","DF",NA,24,8,63,3,908,1045,86.9,272,298,91.3,96,151,63.6,534,576,92.7,2,4,1,1009,35,28,2,3,4,7,0,1,1201,6,3,50,3,50
"Iker Muniain","Athletic Club","ESP","MF",NA,28,81,218,161,1235,1580,78.2,666,737,90.4,115,224,51.3,383,485,79,107,70,9,1280,288,97,8,6,173,22,132,12,1857,104,65,62.5,39,37.5
"Ilaix Moriba","Valencia","GUI","MF",NA,18,9,34,13,216,285,75.8,119,144,82.6,16,31,51.6,69,85,81.2,2,7,1,276,6,5,2,5,3,1,0,3,427,14,7,50,7,50
"Ilias Akhomach","Barcelona","MAR","FW",NA,17,7,11,13,45,55,81.8,29,32,90.6,1,2,50,13,15,86.7,4,7,2,55,0,0,1,0,6,0,0,0,71,3,1,33.3,2,66.7
"Iñaki Williams","Athletic Club","GHA","FW",NA,27,76,45,316,420,665,63.2,252,350,72,23,43,53.5,104,164,63.4,33,23,3,640,19,0,5,5,48,4,0,6,1003,56,28,50,27,48.2
"Iñigo Lekue","Athletic Club","ESP","DF",NA,28,52,84,72,874,1205,72.5,417,475,87.8,79,186,42.5,352,468,75.2,13,19,14,917,283,25,0,19,66,258,0,5,1427,29,13,44.8,16,55.2
"Iñigo Martínez","Athletic Club","ESP","DF",NA,30,29,78,8,952,1213,78.5,296,342,86.5,163,288,56.6,485,549,88.3,4,6,2,1123,85,81,0,42,11,4,0,5,1499,2,2,100,0,0
"Iñigo Pérez","Osasuna","ESP","MF",NA,33,8,18,14,96,153,62.7,55,70,78.6,13,37,35.1,24,38,63.2,8,6,4,129,23,5,1,5,31,2,16,1,175,3,0,0,3,100
"Iñigo Ruiz de Galarreta","Mallorca","ESP","MF",NA,27,14,105,16,616,761,80.9,295,333,88.6,63,93,67.7,233,279,83.5,11,12,1,716,41,27,5,8,14,2,5,4,925,35,26,74.3,9,25.7
"Isaac Carcelen","Cádiz","ESP","DF","MF",28,29,62,32,540,735,73.5,276,313,88.2,47,100,47,208,281,74,9,10,4,585,149,19,2,6,49,125,5,1,949,24,11,45.8,13,54.2
"Isaac Palazón Camacho","Rayo Vallecano","ESP","FW","MF",26,41,94,148,623,895,69.6,321,402,79.9,76,149,51,202,272,74.3,34,22,3,821,65,22,9,15,70,3,40,9,1266,81,36,44.4,45,55.6
"Isco","Real Madrid","ESP","MF","FW",29,16,42,17,238,271,87.8,124,132,93.9,21,31,67.7,87,92,94.6,10,8,0,250,18,9,4,2,8,1,7,3,315,25,17,68,8,32
"Isma Ruiz","Granada","ESP","MF",NA,20,3,2,3,103,124,83.1,47,52,90.4,11,14,78.6,44,54,81.5,2,0,0,124,0,0,1,0,1,0,0,0,147,2,2,100,0,0
"Iván Alejo","Cádiz","ESP","MF","FW",26,63,25,88,193,329,58.7,103,129,79.8,23,76,30.3,54,85,63.5,20,23,23,319,9,3,0,2,97,6,0,1,513,43,15,34.9,28,65.1
"Iván Balliu","Rayo Vallecano","ALB","DF",NA,29,84,134,132,1350,1796,75.2,663,741,89.5,135,269,50.2,521,672,77.5,44,36,27,1331,460,33,1,7,111,426,1,5,2114,54,22,40.7,32,59.3
"Iván Marcone","Elche","ARG","MF",NA,31,1,28,2,355,432,82.2,163,190,85.8,38,54,70.4,140,153,91.5,0,1,1,419,13,12,1,6,1,1,0,0,513,12,10,83.3,2,16.7
"Iván Martín","Alavés","ESP","MF","FW",22,2,9,5,51,65,78.5,33,35,94.3,2,7,28.6,15,18,83.3,0,0,0,64,1,0,0,0,3,1,0,0,81,2,0,0,2,100
"Ivan Rakitić","Sevilla","CRO","MF",NA,33,23,160,62,1380,1660,83.1,595,652,91.3,186,290,64.1,564,634,89,41,13,4,1501,155,85,5,50,83,17,52,4,1904,21,8,38.1,13,61.9
"Iván Romero","Sevilla","ESP","FW",NA,20,3,4,17,28,34,82.4,10,12,83.3,1,1,100,15,16,93.8,0,1,0,30,4,1,0,0,0,0,0,0,57,9,3,33.3,6,66.7
