"Player","Squad","Nation","Pos","Pos2","Age","Born","Total_Match_Played","Total_Playing_Time","Minutes_Per_Match_Played","Percent_of_Squad_Minutes_Played","Matches_Started","Minutes_Per_Match_Start","Complete_Matches_PLayed","Matches_Played_As_Substitute","Minutes_Per_Match_Substitute","Player_Points_Per_Match","Player_On_Pitch_Squad_Goals","Player_On_Pitch_Goals_Allowed","Weekly_Wages","Annual_Wages"
"Samuele Ricci","Torino","ITA","MF",NA,19,2001,12,722,60,21.1,9,76,4,3,12,1.42,10,8,35577,1850000
"Samuele Ricci","Empoli","ITA","MF",NA,19,2001,21,1530,73,44.7,17,82,11,4,35,1.24,29,35,35577,1850000
"Sandro Tonali","Milan","ITA","MF",NA,21,2000,36,2600,72,76,31,80,18,5,22,2.31,54,18,42692,2220000
"Saša Lukić","Torino","SRB","MF",NA,24,1996,35,2982,85,87.2,34,87,29,1,29,1.4,41,35,25000,1300000
"Sebastian Walukiewicz","Cagliari","POL","DF",NA,21,2000,7,302,43,8.8,4,61,0,3,20,0.29,3,8,7308,380000
"Sebastiano Luperto","Empoli","ITA","DF",NA,24,1996,24,1958,82,57.3,22,88,20,2,11,1.21,30,40,46346,2410000
"Sergej Milinković-Savić","Lazio","SRB","MF",NA,26,1995,37,3100,84,90.6,36,85,26,1,45,1.73,75,52,114038,5930000
"Sérgio Oliveira","Roma","POR","MF",NA,29,1992,14,892,64,26.1,13,68,2,1,7,1.86,12,13,32115,1670000
"Simeon Nwankwo","Salernitana","NGA","FW",NA,29,1992,19,842,44,24.6,10,65,2,9,22,0.42,7,26,35577,1850000
"Simon Kjær","Milan","DEN","DF",NA,32,1989,11,802,73,23.5,10,76,8,1,45,2.09,19,15,36923,1920000
"Simone Bastoni","Spezia","ITA","MF","DF",24,1996,31,2288,74,66.9,26,83,17,5,26,0.84,23,43,3654,190000
"Simone Romagnoli","Empoli","ITA","DF",NA,31,1990,19,1497,79,43.8,17,86,15,2,15,1,20,27,35577,1850000
"Simone Verdi","Salernitana","ITA","FW","MF",29,1992,15,829,55,24.2,11,68,0,4,20,1.07,10,17,60577,3150000
"Sofian Kiyine","Venezia","MAR","MF","FW",23,1997,26,1239,48,36.2,14,63,4,12,29,0.62,17,28,17885,930000
"Sofyan Amrabat","Fiorentina","MAR","MF",NA,24,1996,23,944,41,27.6,8,84,6,15,18,1.78,12,13,36923,1920000
"Stanislav Lobotka","Napoli","SVK","MF",NA,26,1994,23,1686,73,49.3,19,85,13,4,20,2.13,37,16,49231,2560000
"Stefan de Vrij","Inter","NED","DF",NA,29,1992,30,2410,80,70.5,28,85,23,2,9,2.13,64,27,135385,7040000
"Ștefan Radu","Lazio","ROU","DF",NA,34,1986,10,556,56,16.3,6,79,3,4,20,1.4,12,11,42692,2220000
"Stefano Sabelli","Genoa","ITA","DF",NA,28,1993,7,348,50,10.2,5,54,0,2,39,0.71,2,8,9615,5e+05
"Stefano Sensi","Inter","ITA","MF","FW",25,1995,9,167,19,4.9,1,68,0,8,12,2.78,3,0,71154,3700000
"Stefano Sensi","Sampdoria","ITA","MF","FW",25,1995,11,754,69,22,10,73,4,1,27,0.91,9,13,71154,3700000
"Stefano Sturaro","Genoa","ITA","MF",NA,28,1993,25,1766,71,51.6,24,72,8,1,45,0.81,8,25,29615,1540000
"Stephan El Shaarawy","Roma","ITA","FW","DF",28,1992,27,1055,39,30.8,8,69,1,19,26,1.48,16,14,106923,5560000
"Szymon Żurkowski","Empoli","POL","MF",NA,23,1997,35,2307,66,67.5,29,76,11,6,19,1.17,36,43,17885,930000
"Tammy Abraham","Roma","ENG","FW",NA,23,1997,37,3084,83,90.2,36,85,23,1,32,1.7,54,38,110962,5770000
"Teun Koopmeiners","Atalanta","NED","MF",NA,23,1998,30,2126,71,62.2,23,84,17,7,27,1.6,43,27,36923,1920000
"Theo Hernández","Milan","FRA","DF",NA,23,1997,32,2711,85,79.3,30,88,26,2,39,2.28,58,22,36923,1920000
"Thomas Henry","Venezia","FRA","FW",NA,26,1994,33,2115,64,61.8,23,81,9,10,26,0.76,25,48,19808,1030000
"Tiemoué Bakayoko","Milan","FRA","MF",NA,26,1994,14,501,36,14.6,5,63,2,9,21,2.29,12,9,89038,4630000
"Tolgay Arslan","Udinese","GER","MF",NA,30,1990,30,1658,55,48.5,22,67,0,8,24,1.27,26,20,14808,770000
"Toma Bašić","Lazio","CRO","MF",NA,24,1996,29,982,34,28.7,9,73,2,20,16,1.69,22,21,34423,1790000
"Tomás Rincón","Sampdoria","VEN","MF",NA,33,1988,17,1166,69,34.1,13,80,5,4,33,0.76,11,20,49808,2590000
"Tomás Rincón","Torino","VEN","MF",NA,33,1988,7,163,23,4.8,1,56,0,6,18,1.14,5,3,49808,2590000
"Tommaso Augello","Sampdoria","ITA","DF",NA,26,1994,36,2395,67,70,25,85,15,11,25,1,30,37,8846,460000
"Tommaso Pobega","Torino","ITA","MF",NA,22,1999,33,2240,68,65.5,24,85,17,9,23,1.33,28,29,10769,560000
"Tyronne Ebuehi","Venezia","NGA","DF",NA,25,1995,19,1138,60,33.3,12,79,5,7,28,0.68,7,18,13269,690000
"Valerio Verre","Sampdoria","ITA","MF","FW",27,1994,11,420,38,12.3,6,51,0,5,23,1.36,6,11,25000,1300000
"Valerio Verre","Empoli","ITA","MF",NA,27,1994,8,310,39,9.1,4,63,0,4,15,0.88,2,5,25000,1300000
"Valon Behrami","Genoa","SUI","MF","FW",36,1985,10,311,31,9.1,2,59,0,8,24,0.8,10,9,12308,640000
"Vedat Muriqi","Lazio","KVX","FW",NA,27,1994,11,215,20,6.3,1,79,0,10,14,1.55,2,7,54231,2820000
"Victor Osimhen","Napoli","NGA","FW",NA,22,1998,27,1983,73,58,23,82,9,4,24,2.19,42,16,110962,5770000
"Vid Belec","Salernitana","SVN","GK",NA,31,1990,23,1938,84,56.7,21,90,21,2,24,0.74,15,49,15962,830000
"Viktor Kovalenko","Spezia","UKR","MF",NA,25,1996,26,1325,51,38.7,16,73,6,10,15,1.08,12,25,71154,3700000
"Vlad Chiricheș","Sassuolo","ROU","DF",NA,31,1989,29,2300,79,67.3,27,85,21,2,4,1.41,43,43,28462,1480000
"Walace","Udinese","BRA","MF",NA,26,1995,36,2970,83,86.8,33,88,27,3,26,1.28,56,54,12308,640000
"Weston McKennie","Juventus","USA","MF",NA,22,1998,21,1369,65,40,15,81,9,6,25,1.67,20,16,61731,3210000
"Wilfried Singo","Torino","CIV","DF",NA,20,2000,35,2607,74,76.2,32,79,15,3,22,1.31,34,28,5000,260000
"Youssef Maleh","Fiorentina","MAR","MF",NA,22,1998,28,1019,36,29.8,11,62,1,17,20,1.71,23,17,25000,1300000
"Zinho Vanheusden","Genoa","BEL","DF",NA,22,1999,14,989,71,28.9,11,83,8,3,25,0.57,8,25,2500,130000
"Zlatan Ibrahimović","Milan","SWE","FW",NA,39,1981,23,1016,44,29.7,11,77,7,12,14,2.13,24,14,172500,8970000
