"Player","Squad","Nation","Pos","Pos2","Age","Yellow_Card","Red_Card","Second_Yellow_Card","Total_Red_Cards","Fouls"
"Gerzino Nyamsi","Strasbourg","FRA","DF",NA,26,1,0,0,0,13
"Rabby Nzingoula","Strasbourg","CGO","MF","FW",17,1,0,0,0,6
"Jake O'Brien","Lyon","IRL","DF",NA,22,4,1,0,1,17
"Florent Ogier","Clermont Foot","FRA","DF",NA,34,1,0,0,0,11
"Joseph Okumu","Reims","KEN","DF",NA,26,3,0,0,0,17
"Warmed Omari","Rennes","COM","DF",NA,23,5,1,0,1,20
"Becir Omeragic","Montpellier","SUI","DF","MF",21,4,0,0,0,18
"Jean Onana","Marseille","CMR","MF",NA,23,1,0,0,0,15
"Royce Openda Owaga","Lorient","GAB","FW",NA,21,0,0,0,0,1
"Christopher Operi","Le Havre","CIV","DF",NA,26,6,0,0,0,20
"Gift Orban","Lyon","NGA","FW",NA,21,2,0,0,0,9
"Kassoum Ouattara","Monaco","FRA","DF","FW",18,2,0,0,0,10
"Alexandre Oukidja","Metz","ALG","GK",NA,35,3,0,0,0,1
"Azzedine Ounahi","Marseille","MAR","MF",NA,23,3,0,0,0,15
"Adam Ounas","Lille","ALG","FW",NA,26,0,0,0,0,3
"Patrick Ouotro","Strasbourg","CIV","FW",NA,17,0,0,0,0,0
"Pablo Pagis","Lorient","FRA","MF",NA,20,1,0,0,0,4
"Nicolas Pallois","Nantes","FRA","DF",NA,35,5,0,0,0,20
"Andy Pelmard","Clermont Foot","FRA","DF",NA,23,1,0,0,0,13
"Aurélien Pelon","Lorient","FRA","DF",NA,19,1,0,0,0,1
"Faris Pemi Moumbagna","Marseille","CMR","FW",NA,23,2,1,1,2,12
"Danilo Pereira","Paris S-G","POR","DF",NA,31,2,0,0,0,14
"Mathias Pereira Lage","Brest","POR","FW","MF",26,3,0,0,0,18
"Romain Perraud","Nice","FRA","DF","FW",25,2,0,0,0,4
"Lucas Perrin","Strasbourg","FRA","DF",NA,24,3,0,0,0,34
"Ronaël Pierre-Gabriel","Nantes","FRA","DF",NA,25,3,0,0,0,4
"Julien Ponceau","Lorient","FRA","MF",NA,22,5,0,0,0,30
"Gonçalo Ramos","Paris S-G","POR","FW",NA,22,1,0,0,0,19
"Elba Rashani","Clermont Foot","KVX","MF","FW",30,4,2,0,2,27
"Guillaume Restes","Toulouse","FRA","GK",NA,18,3,0,0,0,1
"Alexsandro Ribeiro","Lille","BRA","DF",NA,23,6,1,0,1,27
"Amir Richardson","Reims","MAR","MF",NA,21,4,0,0,0,30
"Fabian Rieder","Rennes","SUI","MF",NA,21,0,0,0,0,10
"Rémy Riou","Lyon","FRA","GK",NA,35,0,0,0,0,0
"Valentin Rongier","Marseille","FRA","MF",NA,28,2,0,0,0,13
"Pablo Rosario","Nice","NED","MF","DF",26,4,0,0,0,18
"Valentin Rosier","Nice","FRA","DF","MF",26,0,0,0,0,0
"Fabián Ruiz Peña","Paris S-G","ESP","MF",NA,27,3,0,0,0,6
"Emmanuel Sabbi","Le Havre","USA","FW","MF",25,5,0,0,0,26
"Falaye Sacko","Montpellier","MLI","DF",NA,28,0,0,0,0,8
"Modibo Sagnan","Montpellier","MLI","DF",NA,24,5,0,0,0,19
"Wesley Saïd","Lens","FRA","FW","MF",28,1,0,0,0,33
"Théo Sainte-Luce","Montpellier","FRA","DF",NA,24,1,0,0,0,3
"Mamadou Sakho","Montpellier","FRA","DF",NA,33,0,0,0,0,0
"Ibrahim Salah","Rennes","MAR","FW","MF",21,3,0,0,0,10
"Amine Salama","Reims","FRA","FW",NA,23,0,0,0,0,3
"Mohammed Salisu","Monaco","GHA","DF",NA,24,2,0,0,0,12
"Yoann Salmier","Le Havre","GUF","DF",NA,30,3,0,0,0,18
"Mama Samba Baldé","Lyon","GNB","FW","MF",27,1,0,0,0,8
"Brice Samba","Lens","FRA","GK",NA,29,3,0,0,0,1
"Ibou Sané","Metz","SEN","MF","FW",18,1,0,0,0,5
"Sadibou Sané","Metz","SEN","DF",NA,19,1,0,0,0,9
"Arouna Sangante","Le Havre","SEN","DF",NA,21,8,0,0,0,54
"Morgan Sanson","Nice","FRA","MF",NA,28,4,0,0,0,30
"Baptiste Santamaria","Rennes","FRA","MF",NA,28,3,0,0,0,23
"Andrey Santos","Strasbourg","BRA","MF",NA,19,4,0,0,0,10
"Tiago Santos","Lille","POR","DF",NA,21,6,0,0,0,38
"Amin Sarr","Lyon","SWE","FW","MF",22,0,0,0,0,2
"Ismaila Sarr","Marseille","SEN","FW","MF",25,1,0,0,0,16
"Martin Satriano","Brest","URU","FW",NA,22,4,0,0,0,18
"Téji Savanier","Montpellier","FRA","MF",NA,31,8,1,0,1,41
"Niklas Schmidt","Toulouse","GER","MF",NA,25,4,0,0,0,15
"Jérémy Sebas","Strasbourg","MTQ","FW","MF",20,0,0,0,0,5
"Alidu Seidu","Rennes","GHA","DF",NA,23,3,0,0,0,8
"Alidu Seidu","Clermont Foot","GHA","DF",NA,23,5,1,0,1,20
"Matz Sels","Strasbourg","BEL","GK",NA,31,2,0,0,0,0
"Marvin Senaya","Strasbourg","TOG","DF","MF",22,5,1,1,2,36
"Sofiane Sidi Ali","Marseille","FRA","MF",NA,28,0,0,0,0,1
"Vincent Sierro","Toulouse","SUI","MF",NA,27,8,0,0,0,52
"Caio Henrique Oliveira Silva","Monaco","BRA","DF",NA,26,0,0,0,0,2
"Moses Simon","Nantes","NGA","FW","MF",28,0,0,0,0,14
"Wilfried Singo","Monaco","CIV","DF",NA,22,8,1,0,1,36
"Ibrahima Sissoko","Strasbourg","MLI","MF",NA,25,7,0,0,0,44
"Moussa Sissoko","Nantes","FRA","MF",NA,33,7,0,0,0,40
"Milan Škriniar","Paris S-G","SVK","DF",NA,28,1,0,0,0,14
"Naatan Skyttä","Toulouse","FIN","MF","FW",21,0,0,0,0,1
"Emran Soglo","Marseille","ENG","MF","DF",18,1,0,0,0,2
"Carlos Soler","Paris S-G","ESP","MF","DF",26,1,0,0,0,11
"Florian Sotoca","Lens","FRA","MF","FW",32,4,1,0,1,28
"Issa Soumaré","Le Havre","SEN","FW","MF",22,0,0,0,0,6
"Saidou Sow","Strasbourg","GUI","DF",NA,21,2,0,0,0,8
"Stijn Spierings","Toulouse","NED","MF",NA,27,5,0,0,0,40
"Benjamin Stambouli","Reims","FRA","MF",NA,32,4,0,0,0,7
"Gabriel Suazo","Toulouse","CHI","DF",NA,25,5,0,0,0,24
"Abakar Sylla","Strasbourg","CIV","DF",NA,20,4,0,0,0,30
"Issiaga Sylla","Montpellier","GUI","DF","FW",29,3,0,0,0,21
"Musa Al-Taamari","Montpellier","JOR","FW",NA,26,0,0,0,0,11
"Nicolás Tagliafico","Lyon","ARG","DF",NA,30,7,1,1,2,37
"Montassar Talbi","Lorient","TUN","DF",NA,25,2,0,0,0,18
"Oussama Targhalline","Le Havre","MAR","MF",NA,21,4,1,1,2,13
"Enzo Tchato","Montpellier","CMR","DF",NA,20,2,0,0,0,15
"Martin Terrier","Rennes","FRA","FW","MF",26,2,1,0,1,13
"Benjamin Tetteh","Metz","GHA","FW","MF",26,2,0,0,0,4
"Teddy Teuma","Reims","MLT","MF",NA,29,7,0,0,0,32
"Arthur Theate","Rennes","BEL","DF",NA,23,4,0,0,0,16
"Adrien Thomasson","Lens","FRA","MF",NA,29,2,1,0,1,16
"Khéphren Thuram","Nice","FRA","MF",NA,22,7,0,0,0,33
"Cheikh Tidiane Sabaly","Metz","SEN","FW","MF",24,4,0,0,0,24
"Jean-Clair Todibo","Nice","FRA","DF",NA,23,2,1,0,1,25
"Corentin Tolisso","Lyon","FRA","MF",NA,28,5,0,0,0,24
"Abdoulaye Touré","Le Havre","GUI","MF",NA,29,4,0,0,0,27
"Souleymane Touré","Lorient","FRA","DF",NA,20,6,0,0,0,36
"Bénie Traoré","Nantes","CIV","FW","MF",20,1,1,0,1,10
"Ismaël Traoré","Metz","CIV","DF",NA,36,2,0,0,0,23
"Adrien Truffert","Rennes","FRA","DF",NA,21,6,0,0,0,25
"Matthieu Udol","Metz","FRA","DF",NA,27,5,0,0,0,28
"Manuel Ugarte Ribeiro","Paris S-G","URU","MF",NA,22,5,0,0,0,46
"Samuel Umtiti","Lille","FRA","DF",NA,29,0,0,0,0,3
"Kévin Van Den Kerkhof","Metz","ALG","FW","MF",27,2,0,0,0,8
"Vanderson","Monaco","BRA","DF",NA,22,6,1,1,2,45
"Jordan Veretout","Marseille","FRA","MF",NA,30,4,0,0,0,22
"Alan Virginius","Lille","FRA","FW",NA,20,0,0,0,0,0
"Alan Virginius","Clermont Foot","FRA","FW",NA,20,0,0,0,0,4
"Vitinha","Marseille","POR","FW",NA,23,1,0,0,0,16
"Vitinha","Paris S-G","POR","MF",NA,23,0,0,0,0,17
"Elye Wahi","Montpellier","FRA","FW",NA,20,0,0,0,0,0
"Elye Wahi","Lens","FRA","FW",NA,20,10,1,1,2,20
"Mateusz Wieteska","Clermont Foot","POL","DF",NA,26,0,0,0,0,0
"Josh Wilson-Esbrand","Reims","ENG","DF","MF",20,1,0,0,0,6
"Christopher Wooh","Rennes","CMR","DF",NA,21,3,1,0,1,19
"Yusuf Yazıcı","Lille","TUR","MF","FW",26,5,0,0,0,19
"Kelvin Yeboah","Montpellier","ITA","FW",NA,23,0,0,0,0,11
"Bertuğ Yıldırım","Rennes","TUR","FW",NA,21,3,0,0,0,18
"Darlin Yongwa","Lorient","CMR","DF",NA,22,3,0,0,0,21
"Leny Yoro","Lille","FRA","DF",NA,17,5,0,0,0,20
"Etienne Youte Kinkoue","Le Havre","FRA","DF",NA,21,1,0,0,0,11
"Yoram Zague","Paris S-G","FRA","DF",NA,17,1,0,0,0,5
"Warren Zaïre-Emery","Paris S-G","FRA","MF","DF",17,4,0,0,0,21
"Denis Zakaria","Monaco","SUI","MF","DF",26,13,2,2,4,33
"Mehdi Zeffane","Clermont Foot","ALG","DF","MF",31,2,0,0,0,13
"Nathan Zeze","Nantes","FRA","DF",NA,18,1,0,0,0,8
"Edon Zhegrova","Lille","KVX","FW",NA,24,3,1,0,1,23
